"CHARGE","compartmentCode","cyId","derivedUnits","EC Number","exponent","FORMULA","GENE_ASSOCIATION","kind","kineticLaw","label","math","metaId","multiplier","name","reversible","sbml compartment","sbml id","sbml type","sbml type ext","scale","selected","shared name","SUBSYSTEM","units","unitSid","value"
"2","1","_575450","substance",,,"Mn",,,,"Mn2+",,"_575450",,"Mn2+",,"c","M_mn2_c","species","species",,"false","Mn2+",,,,
,,"_579829","mmol_per_gDW_per_hr","",,,"s0001",,"R_FALDtpp_FLUX_VALUE","formaldehyde transport via diffusion (periplasm)",,"_579829",,"formaldehyde transport via diffusion (periplasm)","true",,"R_FALDtpp","reaction","reaction reversible",,"false","formaldehyde transport via diffusion (periplasm)","Transport, Inner Membrane",,,
"-2","1","_575453","substance",,,"C6H13O9P",,,,"D-Mannitol 1-phosphate",,"_575453",,"D-Mannitol 1-phosphate",,"c","M_mnl1p_c","species","species",,"false","D-Mannitol 1-phosphate",,,,
,,"_580722","mmol_per_gDW_per_hr","4.2.1.8",,,"b4322",,"R_MNNH_FLUX_VALUE","D-mannonate hydrolyase",,"_580722",,"D-mannonate hydrolyase","false",,"R_MNNH","reaction","reaction irreversible",,"false","D-mannonate hydrolyase","Alternate Carbon Metabolism",,,
,,"_580531","mmol_per_gDW_per_hr","3.1.1.5",,,"b3825",,"R_LPLIPAL2E160_FLUX_VALUE","Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C16:0)",,"_580531",,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C16:0)","false",,"R_LPLIPAL2E160","reaction","reaction irreversible",,"false","Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C16:0)","Glycerophospholipid Metabolism",,,
,,"_578460","mmol_per_gDW_per_hr","",,,"",,"R_EX_gthox_LPAREN_e_RPAREN__FLUX_VALUE","Oxidized glutathione exchange",,"_578460",,"Oxidized glutathione exchange","true",,"R_EX_gthox_LPAREN_e_RPAREN_","reaction","reaction reversible",,"false","Oxidized glutathione exchange","",,,
"-1","1","_575456","substance",,,"C11H12N5O8P1X",,,,"MoaD Protein with bound AMP",,"_575456",,"MoaD Protein with bound AMP",,"c","M_moadamp_c","species","species",,"false","MoaD Protein with bound AMP",,,,
,,"_581505","mmol_per_gDW_per_hr","2.7.1.71",,,"(b3390 or b0388)",,"R_SHKK_FLUX_VALUE","shikimate kinase",,"_581505",,"shikimate kinase","false",,"R_SHKK","reaction","reaction irreversible",,"false","shikimate kinase","Tyrosine, Tryptophan, and Phenylalanine Metabolism",,,
,,"_580919","mmol_per_gDW_per_hr","3.6.1.19",,,"b2954",,"R_NTPP9_FLUX_VALUE","Nucleoside triphosphate pyrophosphorylase (itp)",,"_580919",,"Nucleoside triphosphate pyrophosphorylase (itp)","false",,"R_NTPP9","reaction","reaction irreversible",,"false","Nucleoside triphosphate pyrophosphorylase (itp)","Nucleotide Salvage Pathway",,,
,,"_579079","mmol_per_gDW_per_hr","",,,"(b0241 or b0929 or b1377 or b2215)",,"R_ALAALAtex_FLUX_VALUE","D-alanyl-D-alanine (DalaDala) transport via diffusion (extracellular to periplasm)",,"_579079",,"D-alanyl-D-alanine (DalaDala) transport via diffusion (extracellular to periplasm)","true",,"R_ALAALAtex","reaction","reaction reversible",,"false","D-alanyl-D-alanine (DalaDala) transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin",,,
"-1","1","_575459","substance",,,"C1O2X",,,,"MoaD Protein with carboxylate",,"_575459",,"MoaD Protein with carboxylate",,"c","M_moadcoo_c","species","species",,"false","MoaD Protein with carboxylate",,,,
,,"_580157","mmol_per_gDW_per_hr","",,,"b0200",,"R_GMHEPPA_FLUX_VALUE","D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase",,"_580157",,"D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase","false",,"R_GMHEPPA","reaction","reaction irreversible",,"false","D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase","Lipopolysaccharide Biosynthesis / Recycling",,,
,,"_581708","mmol_per_gDW_per_hr","",,,"b0179",,"R_U23GAAT_FLUX_VALUE","UDP-3-O-(3-hydroxymyristoyl)glucosamine acyltransferase",,"_581708",,"UDP-3-O-(3-hydroxymyristoyl)glucosamine acyltransferase","false",,"R_U23GAAT","reaction","reaction irreversible",,"false","UDP-3-O-(3-hydroxymyristoyl)glucosamine acyltransferase","Lipopolysaccharide Biosynthesis / Recycling",,,
"0","1","_575462","substance",,,"C1H1O1S1X",,,,"MoaD Protein with thiocarboxylate",,"_575462",,"MoaD Protein with thiocarboxylate",,"c","M_moadcosh_c","species","species",,"false","MoaD Protein with thiocarboxylate",,,,
,,"_581306","mmol_per_gDW_per_hr","4.1.1.65",,,"b4160",,"R_PSD140_FLUX_VALUE","Phosphatidylserine decarboxylase (n-C14:0)",,"_581306",,"Phosphatidylserine decarboxylase (n-C14:0)","false",,"R_PSD140","reaction","reaction irreversible",,"false","Phosphatidylserine decarboxylase (n-C14:0)","Glycerophospholipid Metabolism",,,
,,"_580352","mmol_per_gDW_per_hr","",,,"b4267",,"R_IDOND_FLUX_VALUE","L-idonate 5-dehydrogenase",,"_580352",,"L-idonate 5-dehydrogenase","true",,"R_IDOND","reaction","reaction reversible",,"false","L-idonate 5-dehydrogenase","Alternate Carbon Metabolism",,,
"-2","1","_575465","substance",,,"MoO4",,,,"Molybdate",,"_575465",,"Molybdate",,"c","M_mobd_c","species","species",,"false","Molybdate",,,,
,,"_579435","mmol_per_gDW_per_hr","",,,"(b0241 or b0929 or b1377 or b2215)",,"R_CSNtex_FLUX_VALUE","cytosine transport via diffusion (extracellular to periplasm)",,"_579435",,"cytosine transport via diffusion (extracellular to periplasm)","true",,"R_CSNtex","reaction","reaction reversible",,"false","cytosine transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin",,,
,,"_579994","mmol_per_gDW_per_hr","1.1.1.49",,,"b1852",,"R_G6PDH2r_FLUX_VALUE","glucose 6-phosphate dehydrogenase",,"_579994",,"glucose 6-phosphate dehydrogenase","true",,"R_G6PDH2r","reaction","reaction reversible",,"false","glucose 6-phosphate dehydrogenase","Pentose Phosphate Pathway",,,
"-2","1","_575468","substance",,,"C10H10N5O8PS2Mo",,,,"molybdenum cofactor",,"_575468",,"molybdenum cofactor",,"c","M_moco_c","species","species",,"false","molybdenum cofactor",,,,
,,"_578220","mmol_per_gDW_per_hr","",,,"",,"R_EX_3amp_LPAREN_e_RPAREN__FLUX_VALUE","3'-AMP exchange",,"_578220",,"3'-AMP exchange","true",,"R_EX_3amp_LPAREN_e_RPAREN_","reaction","reaction reversible",,"false","3'-AMP exchange","",,,
"-2","1","_575471","substance",,,"C19H22N8O15P2S2Mo",,,,"molybdopterin cytosine dinucleotide",,"_575471",,"molybdopterin cytosine dinucleotide",,"c","M_mococdp_c","species","species",,"false","molybdopterin cytosine dinucleotide",,,,
,,"_578898","mmol_per_gDW_per_hr","2.6.1.19",,,"(b2662 or b1302)",,"R_ABTA_FLUX_VALUE","4-aminobutyrate transaminase",,"_578898",,"4-aminobutyrate transaminase","false",,"R_ABTA","reaction","reaction irreversible",,"false","4-aminobutyrate transaminase","Arginine and Proline Metabolism",,,
,,"_581109","mmol_per_gDW_per_hr","",,,"b0914",,"R_PGP181abcpp_FLUX_VALUE","phosphatidylglycerophosphate transport via ABC system (n-C18:1, periplasm)",,"_581109",,"phosphatidylglycerophosphate transport via ABC system (n-C18:1, periplasm)","false",,"R_PGP181abcpp","reaction","reaction irreversible",,"false","phosphatidylglycerophosphate transport via ABC system (n-C18:1, periplasm)","Transport, Inner Membrane",,,
"-2","1","_575474","substance",,,"C20H22N10O15P2S2Mo",,,,"molybdopterin guanine dinucleotide",,"_575474",,"molybdopterin guanine dinucleotide",,"c","M_mocogdp_c","species","species",,"false","molybdopterin guanine dinucleotide",,,,
,,"_579258","mmol_per_gDW_per_hr","",,,"",,"R_ATPM_FLUX_VALUE","ATP maintenance requirement",,"_579258",,"ATP maintenance requirement","false",,"R_ATPM","reaction","reaction irreversible",,"false","ATP maintenance requirement","Unassigned",,,
,,"_578702","mmol_per_gDW_per_hr","",,,"(b0241 or b0929 or b1377 or b2215)",,"R_12PPDStex_FLUX_VALUE","(S)-Propane-1,2-diol transport via diffusion (extracellular to periplasm)",,"_578702",,"(S)-Propane-1,2-diol transport via diffusion (extracellular to periplasm)","true",,"R_12PPDStex","reaction","reaction reversible",,"false","(S)-Propane-1,2-diol transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin",,,
"-2","1","_575477","substance",,,"C10H10N5O6PS2Cu",,,,"molybdopterin",,"_575477",,"molybdopterin",,"c","M_mpt_c","species","species",,"false","molybdopterin",,,,
,,"_579831","mmol_per_gDW_per_hr","",,,"s0001",,"R_FALGTHLs_FLUX_VALUE","formaldehyde glutathione ligase (spontaneous)",,"_579831",,"formaldehyde glutathione ligase (spontaneous)","true",,"R_FALGTHLs","reaction","reaction reversible",,"false","formaldehyde glutathione ligase (spontaneous)","Cofactor and Prosthetic Group Biosynthesis",,,
,,"_578462","mmol_per_gDW_per_hr","",,,"",,"R_EX_gthrd_LPAREN_e_RPAREN__FLUX_VALUE","Reduced glutathione exchange",,"_578462",,"Reduced glutathione exchange","true",,"R_EX_gthrd_LPAREN_e_RPAREN_","reaction","reaction reversible",,"false","Reduced glutathione exchange","",,,
"-2","1","_575480","substance",,,"C20H22N10O12P2S2Cu",,,,"adenylated molybdopterin",,"_575480",,"adenylated molybdopterin",,"c","M_mptamp_c","species","species",,"false","adenylated molybdopterin",,,,
,,"_579616","mmol_per_gDW_per_hr","",,,"b2232",,"R_DMQMT_FLUX_VALUE","3-Dimethylubiquinonol 3-methyltransferase",,"_579616",,"3-Dimethylubiquinonol 3-methyltransferase","false",,"R_DMQMT","reaction","reaction irreversible",,"false","3-Dimethylubiquinonol 3-methyltransferase","Cofactor and Prosthetic Group Biosynthesis",,,
,,"_580724","mmol_per_gDW_per_hr","",,,"b2392",,"R_MNt2pp_FLUX_VALUE","manganese (Mn+2) transport in via proton symport (periplasm)",,"_580724",,"manganese (Mn+2) transport in via proton symport (periplasm)","false",,"R_MNt2pp","reaction","reaction irreversible",,"false","manganese (Mn+2) transport in via proton symport (periplasm)","Transport, Inner Membrane",,,
"0","1","_575483","substance",,,"C51H74O2",,,,"Menaquinol 8",,"_575483",,"Menaquinol 8",,"c","M_mql8_c","species","species",,"false","Menaquinol 8",,,,
,,"_580532","mmol_per_gDW_per_hr","3.1.1.5",,,"b3825",,"R_LPLIPAL2E161_FLUX_VALUE","Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C16:1)",,"_580532",,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C16:1)","false",,"R_LPLIPAL2E161","reaction","reaction irreversible",,"false","Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C16:1)","Glycerophospholipid Metabolism",,,
,,"_579081","mmol_per_gDW_per_hr","",,,"b1325",,"R_ALAGLUE_FLUX_VALUE","L-alanyl-gamma-glutamate epimerase",,"_579081",,"L-alanyl-gamma-glutamate epimerase","true",,"R_ALAGLUE","reaction","reaction reversible",,"false","L-alanyl-gamma-glutamate epimerase","Murein Recycling",,,
"0","1","_575486","substance",,,"C51H72O2",,,,"Menaquinone 8",,"_575486",,"Menaquinone 8",,"c","M_mqn8_c","species","species",,"false","Menaquinone 8",,,,
,,"_581507","mmol_per_gDW_per_hr","4.2.99.9",,,"b3939",,"R_SHSL1_FLUX_VALUE","O-succinylhomoserine lyase (L-cysteine)",,"_581507",,"O-succinylhomoserine lyase (L-cysteine)","false",,"R_SHSL1","reaction","reaction irreversible",,"false","O-succinylhomoserine lyase (L-cysteine)","Methionine Metabolism",,,
,,"_580920","mmol_per_gDW_per_hr","3.1.5.1",,,"b0160",,"R_NTPTP1_FLUX_VALUE","Nucleoside triphosphate tripolyhydrolase",,"_580920",,"Nucleoside triphosphate tripolyhydrolase","false",,"R_NTPTP1","reaction","reaction irreversible",,"false","Nucleoside triphosphate tripolyhydrolase","Nucleotide Salvage Pathway",,,
"-1","1","_575489","substance",,,"C3H3O3",,,,"Malonate semialdehyde",,"_575489",,"Malonate semialdehyde",,"c","M_msa_c","species","species",,"false","Malonate semialdehyde",,,,
,,"_580158","mmol_per_gDW_per_hr","1.7.1.7",,,"b0104",,"R_GMPR_FLUX_VALUE","GMP reductase",,"_580158",,"GMP reductase","false",,"R_GMPR","reaction","reaction irreversible",,"false","GMP reductase","Purine and Pyrimidine Biosynthesis",,,
,,"_581709","mmol_per_gDW_per_hr","6.3.2.13",,,"b0085",,"R_UAAGDS_FLUX_VALUE","UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelate synthetase",,"_581709",,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelate synthetase","false",,"R_UAAGDS","reaction","reaction irreversible",,"false","UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelate synthetase","Cell Envelope Biosynthesis",,,
"-1","1","_575492","substance",,,"CH3O3S",,,,"methanesulfonate",,"_575492",,"methanesulfonate",,"c","M_mso3_c","species","species",,"false","methanesulfonate",,,,
,,"_581307","mmol_per_gDW_per_hr","4.1.1.65",,,"b4160",,"R_PSD141_FLUX_VALUE","Phosphatidylserine decarboxylase (n-C14:1)",,"_581307",,"Phosphatidylserine decarboxylase (n-C14:1)","false",,"R_PSD141","reaction","reaction irreversible",,"false","Phosphatidylserine decarboxylase (n-C14:1)","Glycerophospholipid Metabolism",,,
,,"_579437","mmol_per_gDW_per_hr","",,,"b0037",,"R_CTBTCAL2_FLUX_VALUE","Crotonobetaine-CoA Ligase",,"_579437",,"Crotonobetaine-CoA Ligase","false",,"R_CTBTCAL2","reaction","reaction irreversible",,"false","Crotonobetaine-CoA Ligase","Oxidative Phosphorylation",,,
"0","1","_575495","substance",,,"C3H4O2",,,,"Methylglyoxal",,"_575495",,"Methylglyoxal",,"c","M_mthgxl_c","species","species",,"false","Methylglyoxal",,,,
,,"_578222","mmol_per_gDW_per_hr","",,,"",,"R_EX_3cmp_LPAREN_e_RPAREN__FLUX_VALUE","3'-cmp exchange",,"_578222",,"3'-cmp exchange","true",,"R_EX_3cmp_LPAREN_e_RPAREN_","reaction","reaction reversible",,"false","3'-cmp exchange","",,,
,,"_579995","mmol_per_gDW_per_hr","3.1.3.9",,,"b0822",,"R_G6PP_FLUX_VALUE","glucose-6-phosphate phosphatase",,"_579995",,"glucose-6-phosphate phosphatase","false",,"R_G6PP","reaction","reaction irreversible",,"false","glucose-6-phosphate phosphatase","Glycolysis/Gluconeogenesis",,,
,,"_580353","mmol_per_gDW_per_hr","",,,"b4267",,"R_IDOND2_FLUX_VALUE","L-indonate 5-dehydrogenase (NADP)",,"_580353",,"L-indonate 5-dehydrogenase (NADP)","false",,"R_IDOND2","reaction","reaction irreversible",,"false","L-indonate 5-dehydrogenase (NADP)","Alternate Carbon Metabolism",,,
"0","1","_575498","substance",,,"C5H10O5",,,,"(2R,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran",,"_575498",,"(2R,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran",,"c","M_mththf_c","species","species",,"false","(2R,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran",,,,
"-1","1","_575501","substance",,,"C25H47N2O8PRS",,,,"Myristoyl-ACP (n-C14:0ACP)",,"_575501",,"Myristoyl-ACP (n-C14:0ACP)",,"c","M_myrsACP_c","species","species",,"false","Myristoyl-ACP (n-C14:0ACP)",,,,
,,"_578899","mmol_per_gDW_per_hr","1.2.1.19",,,"b1444",,"R_ABUTD_FLUX_VALUE","Aminobutyraldehyde dehydrogenase",,"_578899",,"Aminobutyraldehyde dehydrogenase","false",,"R_ABUTD","reaction","reaction irreversible",,"false","Aminobutyraldehyde dehydrogenase","Arginine and Proline Metabolism",,,
,,"_578703","mmol_per_gDW_per_hr","",,,"",,"R_12PPDStpp_FLUX_VALUE","(S)-Propane-1,2-diol facilitated transport (periplasm)",,"_578703",,"(S)-Propane-1,2-diol facilitated transport (periplasm)","true",,"R_12PPDStpp","reaction","reaction reversible",,"false","(S)-Propane-1,2-diol facilitated transport (periplasm)","Transport, Inner Membrane",,,
"0","1","_575504","substance",,,"N2O",,,,"Nitrous oxide",,"_575504",,"Nitrous oxide",,"c","M_n2o_c","species","species",,"false","Nitrous oxide",,,,
,,"_578463","mmol_per_gDW_per_hr","",,,"",,"R_EX_gtp_LPAREN_e_RPAREN__FLUX_VALUE","GTP exchange",,"_578463",,"GTP exchange","true",,"R_EX_gtp_LPAREN_e_RPAREN_","reaction","reaction reversible",,"false","GTP exchange","",,,
,,"_579832","mmol_per_gDW_per_hr","4.1.2.13",,,"(b2097 or b1773 or b2925)",,"R_FBA_FLUX_VALUE","fructose-bisphosphate aldolase",,"_579832",,"fructose-bisphosphate aldolase","true",,"R_FBA","reaction","reaction reversible",,"false","fructose-bisphosphate aldolase","Glycolysis/Gluconeogenesis",,,
"2","1","_575507","substance",,,"C9H23N3O",,,,"N8-Acetylspermidine",,"_575507",,"N8-Acetylspermidine",,"c","M_n8aspmd_c","species","species",,"false","N8-Acetylspermidine",,,,
,,"_581111","mmol_per_gDW_per_hr","3.1.3.27",,,"(b1278 or b0418)",,"R_PGPP120_FLUX_VALUE","phosphatidylglycerol phosphate phosphatase (n-C14:0)",,"_581111",,"phosphatidylglycerol phosphate phosphatase (n-C14:0)","false",,"R_PGPP120","reaction","reaction irreversible",,"false","phosphatidylglycerol phosphate phosphatase (n-C14:0)","Glycerophospholipid Metabolism",,,
,,"_579259","mmol_per_gDW_per_hr","2.4.2.17",,,"b2019",,"R_ATPPRT_FLUX_VALUE","ATP phosphoribosyltransferase",,"_579259",,"ATP phosphoribosyltransferase","false",,"R_ATPPRT","reaction","reaction irreversible",,"false","ATP phosphoribosyltransferase","Histidine Metabolism",,,
"1","1","_575510","substance",,,"Na",,,,"Sodium",,"_575510",,"Sodium",,"c","M_na1_c","species","species",,"false","Sodium",,,,
,,"_579082","mmol_per_gDW_per_hr","5.1.1.1",,,"(b1190 or b4053)",,"R_ALAR_FLUX_VALUE","alanine racemase",,"_579082",,"alanine racemase","true",,"R_ALAR","reaction","reaction reversible",,"false","alanine racemase","Alanine and Aspartate Metabolism",,,
,,"_580725","mmol_per_gDW_per_hr","",,,"(b0241 or b0929 or b1377 or b2215)",,"R_MNtex_FLUX_VALUE","Manganese (Mn+2) transport via diffusion (extracellular to periplasm)",,"_580725",,"Manganese (Mn+2) transport via diffusion (extracellular to periplasm)","true",,"R_MNtex","reaction","reaction reversible",,"false","Manganese (Mn+2) transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin",,,
,,"_579617","mmol_per_gDW_per_hr","",,,"((b1587 and b1588 and b1589 and b1590) or (b0894 and b0895 and b0896))",,"R_DMSOR1_FLUX_VALUE","Dimethyl sulfoxide reductase (Menaquinol 8)",,"_579617",,"Dimethyl sulfoxide reductase (Menaquinol 8)","false",,"R_DMSOR1","reaction","reaction irreversible",,"false","Dimethyl sulfoxide reductase (Menaquinol 8)","Oxidative Phosphorylation",,,
"3","1","_575513","substance",,,"C8H24N3",,,,"N-3-aminopropyl-1,5-diaminopentane",,"_575513",,"N-3-aminopropyl-1,5-diaminopentane",,"c","M_na15dap_c","species","species",,"false","N-3-aminopropyl-1,5-diaminopentane",,,,
"-1","1","_575516","substance",,,"C6H4NO2",,,,"Nicotinate",,"_575516",,"Nicotinate",,"c","M_nac_c","species","species",,"false","Nicotinate",,,,
,,"_580533","mmol_per_gDW_per_hr","3.1.1.5",,,"b3825",,"R_LPLIPAL2E180_FLUX_VALUE","Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C18:0)",,"_580533",,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C18:0)","false",,"R_LPLIPAL2E180","reaction","reaction irreversible",,"false","Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C18:0)","Glycerophospholipid Metabolism",,,
,,"_581508","mmol_per_gDW_per_hr","",,,"b1981",,"R_SKMt2pp_FLUX_VALUE","shikimate transport in via proton symport (periplasm)",,"_581508",,"shikimate transport in via proton symport (periplasm)","false",,"R_SKMt2pp","reaction","reaction irreversible",,"false","shikimate transport in via proton symport (periplasm)","Transport, Inner Membrane",,,
,,"_580922","mmol_per_gDW_per_hr","3.1.5.1",,,"b0160",,"R_NTPTP2_FLUX_VALUE","Nucleoside triphosphate tripolyhydrolase",,"_580922",,"Nucleoside triphosphate tripolyhydrolase","false",,"R_NTPTP2","reaction","reaction irreversible",,"false","Nucleoside triphosphate tripolyhydrolase","Nucleotide Salvage Pathway",,,
"-1","1","_575519","substance",,,"C21H26N7O14P2",,,,"Nicotinamide adenine dinucleotide",,"_575519",,"Nicotinamide adenine dinucleotide",,"c","M_nad_c","species","species",,"false","Nicotinamide adenine dinucleotide",,,,
,,"_578223","mmol_per_gDW_per_hr","",,,"",,"R_EX_3gmp_LPAREN_e_RPAREN__FLUX_VALUE","3'-GMP exchange",,"_578223",,"3'-GMP exchange","true",,"R_EX_3gmp_LPAREN_e_RPAREN_","reaction","reaction reversible",,"false","3'-GMP exchange","",,,
"-2","1","_575522","substance",,,"C21H27N7O14P2",,,,"Nicotinamide adenine dinucleotide - reduced",,"_575522",,"Nicotinamide adenine dinucleotide - reduced",,"c","M_nadh_c","species","species",,"false","Nicotinamide adenine dinucleotide - reduced",,,,
,,"_581309","mmol_per_gDW_per_hr","4.1.1.65",,,"b4160",,"R_PSD160_FLUX_VALUE","Phosphatidylserine decarboxylase (n-C16:0)",,"_581309",,"Phosphatidylserine decarboxylase (n-C16:0)","false",,"R_PSD160","reaction","reaction irreversible",,"false","Phosphatidylserine decarboxylase (n-C16:0)","Glycerophospholipid Metabolism",,,
,,"_580160","mmol_per_gDW_per_hr","6.3.5.2",,,"b2507",,"R_GMPS2_FLUX_VALUE","GMP synthase",,"_580160",,"GMP synthase","false",,"R_GMPS2","reaction","reaction irreversible",,"false","GMP synthase","Purine and Pyrimidine Biosynthesis",,,
"-3","1","_575525","substance",,,"C21H25N7O17P3",,,,"Nicotinamide adenine dinucleotide phosphate",,"_575525",,"Nicotinamide adenine dinucleotide phosphate",,"c","M_nadp_c","species","species",,"false","Nicotinamide adenine dinucleotide phosphate",,,,
,,"_579438","mmol_per_gDW_per_hr","",,,"(b2677 and b2678 and b2679)",,"R_CTBTabcpp_FLUX_VALUE","crotonobetaine transport via ABC system (periplasm)",,"_579438",,"crotonobetaine transport via ABC system (periplasm)","false",,"R_CTBTabcpp","reaction","reaction irreversible",,"false","crotonobetaine transport via ABC system (periplasm)","Transport, Inner Membrane",,,
,,"_581711","mmol_per_gDW_per_hr","3.6.1.45",,,"b0480",,"R_UACGALPpp_FLUX_VALUE","UDP-N-acetyl-D-galactosamine pyrophosphohydrolase (periplasm)",,"_581711",,"UDP-N-acetyl-D-galactosamine pyrophosphohydrolase (periplasm)","false",,"R_UACGALPpp","reaction","reaction irreversible",,"false","UDP-N-acetyl-D-galactosamine pyrophosphohydrolase (periplasm)","Alternate Carbon Metabolism",,,
,,"_579996","mmol_per_gDW_per_hr","",,,"b3666",,"R_G6Pt6_2pp_FLUX_VALUE","Glucose-6-phosphate transport via phosphate antiport (periplasm)",,"_579996",,"Glucose-6-phosphate transport via phosphate antiport (periplasm)","false",,"R_G6Pt6_2pp","reaction","reaction irreversible",,"false","Glucose-6-phosphate transport via phosphate antiport (periplasm)","Transport, Inner Membrane",,,
,,"_580355","mmol_per_gDW_per_hr","",,,"b4265",,"R_IDONt2rpp_FLUX_VALUE","L-idonate transport via proton symport, reversible (periplasm)",,"_580355",,"L-idonate transport via proton symport, reversible (periplasm)","true",,"R_IDONt2rpp","reaction","reaction reversible",,"false","L-idonate transport via proton symport, reversible (periplasm)","Transport, Inner Membrane",,,
"-4","1","_575528","substance",,,"C21H26N7O17P3",,,,"Nicotinamide adenine dinucleotide phosphate - reduced",,"_575528",,"Nicotinamide adenine dinucleotide phosphate - reduced",,"c","M_nadph_c","species","species",,"false","Nicotinamide adenine dinucleotide phosphate - reduced",,,,
,,"_578465","mmol_per_gDW_per_hr","",,,"",,"R_EX_gua_LPAREN_e_RPAREN__FLUX_VALUE","Guanine exchange",,"_578465",,"Guanine exchange","true",,"R_EX_gua_LPAREN_e_RPAREN_","reaction","reaction reversible",,"false","Guanine exchange","",,,
,,"_578705","mmol_per_gDW_per_hr","",,,"(b4034 and b4033 and b4032 and b4035)",,"R_14GLUCANabcpp_FLUX_VALUE","1,4-alpha-D-glucan transport via ABC system (periplasm)",,"_578705",,"1,4-alpha-D-glucan transport via ABC system (periplasm)","false",,"R_14GLUCANabcpp","reaction","reaction irreversible",,"false","1,4-alpha-D-glucan transport via ABC system (periplasm)","Transport, Inner Membrane",,,
"0","1","_575531","substance",,,"C6H6N2O",,,,"Nicotinamide",,"_575531",,"Nicotinamide",,"c","M_ncam_c","species","species",,"false","Nicotinamide",,,,
"1","1","_575534","substance",,,"H4N",,,,"Ammonium",,"_575534",,"Ammonium",,"c","M_nh4_c","species","species",,"false","Ammonium",,,,
,,"_579833","mmol_per_gDW_per_hr","4.1.2.13",,,"b2925",,"R_FBA3_FLUX_VALUE","Sedoheptulose 1,7-bisphosphate D-glyceraldehyde-3-phosphate-lyase",,"_579833",,"Sedoheptulose 1,7-bisphosphate D-glyceraldehyde-3-phosphate-lyase","true",,"R_FBA3","reaction","reaction reversible",,"false","Sedoheptulose 1,7-bisphosphate D-glyceraldehyde-3-phosphate-lyase","Pentose Phosphate Pathway",,,
,,"_578901","mmol_per_gDW_per_hr","",,,"b2663",,"R_ABUTt2pp_FLUX_VALUE","4-aminobutyrate transport in via proton symport (periplasm)",,"_578901",,"4-aminobutyrate transport in via proton symport (periplasm)","false",,"R_ABUTt2pp","reaction","reaction irreversible",,"false","4-aminobutyrate transport in via proton symport (periplasm)","Transport, Inner Membrane",,,
"2","1","_575537","substance",,,"Ni",,,,"nickel",,"_575537",,"nickel",,"c","M_ni2_c","species","species",,"false","nickel",,,,
,,"_581112","mmol_per_gDW_per_hr","3.1.3.27",,,"(b0418 or b1278)",,"R_PGPP120pp_FLUX_VALUE","phosphatidylglycerol phosphate phosphatase (periplasm, n-C14:0)",,"_581112",,"phosphatidylglycerol phosphate phosphatase (periplasm, n-C14:0)","false",,"R_PGPP120pp","reaction","reaction irreversible",,"false","phosphatidylglycerol phosphate phosphatase (periplasm, n-C14:0)","Glycerophospholipid Metabolism",,,
,,"_579261","mmol_per_gDW_per_hr","3.6.3.14",,,"(((b3736 and b3737 and b3738) and (b3731 and b3732 and b3733 and b3734 and b3735) and b3739) or ((b3736 and b3737 and b3738) and (b3731 and b3732 and b3733 and b3734 and b3735)))",,"R_ATPS4rpp_FLUX_VALUE","ATP synthase (four protons for one ATP) (periplasm)",,"_579261",,"ATP synthase (four protons for one ATP) (periplasm)","true",,"R_ATPS4rpp","reaction","reaction reversible",,"false","ATP synthase (four protons for one ATP) (periplasm)","Oxidative Phosphorylation",,,
,,"_579083","mmol_per_gDW_per_hr","",,,"(b2551 or b0870)",,"R_ALATA_D2_FLUX_VALUE","D-alanine transaminase",,"_579083",,"D-alanine transaminase","false",,"R_ALATA_D2","reaction","reaction irreversible",,"false","D-alanine transaminase","Cofactor and Prosthetic Group Biosynthesis",,,
,,"_580727","mmol_per_gDW_per_hr","",,,"(b2530 and b0784)",,"R_MOADSUx_FLUX_VALUE","MoaD sulfuration (nadh, assumed)",,"_580727",,"MoaD sulfuration (nadh, assumed)","false",,"R_MOADSUx","reaction","reaction irreversible",,"false","MoaD sulfuration (nadh, assumed)","Cofactor and Prosthetic Group Biosynthesis",,,
