"drug1","drug2","code_3letter1","code_3letter2","drug_category1","drug_category2","targeted_cellular_process1","targeted_cellular_process2","use1","use2","ebw","ecr","seo","stm","pae","pau","int_sign_ebw","int_sign_ecr","int_sign_seo","int_sign_stm","int_sign_pae","int_sign_pau","drug_category","targeted_process","use","drugdrug","categorycategory","processprocess","useuse","clusters","Drug_pair","mean.path.length","mean.k.edge","mean.min.degree","mean.max.degree","mean.mean.degree","Drug1","Drug2","rates","network_type"
"Cefaclor","Metformin","CEC","MF","beta-lactam","human drug","cell wall","human","antibiotic","human-targeted drug",0.135305245,0.061734082,0.646215292,0.462285284,0.033465329,-0.038916479,"Additivity","Additivity","Antagonism","Additivity","Additivity","Additivity","Different","Different","Different","Cefaclor-Metformin","beta-lactam-human drug","cell wall-human","antibiotic-human-targeted drug",2,"Cefaclor_Metformin",5,2,2,18,10,"Cefaclor","Metformin",16.0736899348264,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefaclor","Moxifloxacin","CEC","MXF","beta-lactam","quinolones","cell wall","DNA","antibiotic","antibiotic",-0.070060583,0.10837818,0.173153328,0.129586912,-0.025358289,-0.08509036,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Cefaclor-Moxifloxacin","beta-lactam-quinolones","cell wall-DNA","antibiotic-antibiotic",8,"Cefaclor_Moxifloxacin",3,15,15,38,27,"Cefaclor","Moxifloxacin",10.5872655976825,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefaclor","Moxifloxacin","CEC","MXF","beta-lactam","quinolones","cell wall","DNA","antibiotic","antibiotic",-0.070060583,0.10837818,0.173153328,0.129586912,-0.025358289,-0.08509036,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Cefaclor-Moxifloxacin","beta-lactam-quinolones","cell wall-DNA","antibiotic-antibiotic",8,"Cefaclor_Moxifloxacin",4,4,4,30,16,"Cefaclor","Moxifloxacin",10.5872655976825,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Piperacillin","Rifampicin","PIP","RIF","beta-lactam","RNA polymerase","cell wall","DNA","antibiotic","antibiotic",-0.04629637,-0.043268464,-0.10700676,0.088262684,0.042554169,0.044306579,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Piperacillin-Rifampicin","beta-lactam-RNA polymerase","cell wall-DNA","antibiotic-antibiotic",4,"Piperacillin_Rifampicin",2,31,31,100,66,"Piperacillin","Rifampicin",16.5798709609523,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Piperacillin","Rifampicin","PIP","RIF","beta-lactam","RNA polymerase","cell wall","DNA","antibiotic","antibiotic",-0.04629637,-0.043268464,-0.10700676,0.088262684,0.042554169,0.044306579,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Piperacillin-Rifampicin","beta-lactam-RNA polymerase","cell wall-DNA","antibiotic-antibiotic",4,"Piperacillin_Rifampicin",3,14,14,100,57,"Piperacillin","Rifampicin",16.5798709609523,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Piperacillin","Triclosan","PIP","TRI","beta-lactam","other membrane","cell wall","membrane","antibiotic","anti-infective",-0.011028118,-0.073949513,-0.041461355,-0.095879483,-0.067792908,0.033648972,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Piperacillin-Triclosan","beta-lactam-other membrane","cell wall-membrane","anti-infective-antibiotic",3,"Piperacillin_Triclosan",3,9,9,26,17,"Piperacillin","Triclosan",18.3977391369545,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Piperacillin","Triclosan","PIP","TRI","beta-lactam","other membrane","cell wall","membrane","antibiotic","anti-infective",-0.011028118,-0.073949513,-0.041461355,-0.095879483,-0.067792908,0.033648972,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Piperacillin-Triclosan","beta-lactam-other membrane","cell wall-membrane","anti-infective-antibiotic",3,"Piperacillin_Triclosan",4,4,4,11,8,"Piperacillin","Triclosan",18.3977391369545,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Penicillin G","Triclosan","PEN","TRI","beta-lactam","other membrane","cell wall","membrane","antibiotic","anti-infective",-0.022481861,-0.043846011,0.051027743,-0.092179744,-0.216956192,-0.054836854,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Penicillin G-Triclosan","beta-lactam-other membrane","cell wall-membrane","anti-infective-antibiotic",3,"Penicillin G_Triclosan",3,9,9,26,17,"Penicillin G","Triclosan",18.3977391369545,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Penicillin G","Triclosan","PEN","TRI","beta-lactam","other membrane","cell wall","membrane","antibiotic","anti-infective",-0.022481861,-0.043846011,0.051027743,-0.092179744,-0.216956192,-0.054836854,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Penicillin G-Triclosan","beta-lactam-other membrane","cell wall-membrane","anti-infective-antibiotic",3,"Penicillin G_Triclosan",4,4,4,11,8,"Penicillin G","Triclosan",18.3977391369545,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Imipenem","Meropenem","IPM","MEM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",0.043372087,-0.18696158,-0.449210376,-0.150327204,0.091958374,0.0144448,"Additivity","Additivity","Synergy","Additivity","Antagonism","Additivity","Same","Same","Same","Imipenem-Meropenem","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",13,"Imipenem_Meropenem",3,8,8,34,21,"Imipenem","Meropenem",51.5075426293699,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Imipenem","Meropenem","IPM","MEM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",0.043372087,-0.18696158,-0.449210376,-0.150327204,0.091958374,0.0144448,"Additivity","Additivity","Synergy","Additivity","Antagonism","Additivity","Same","Same","Same","Imipenem-Meropenem","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",13,"Imipenem_Meropenem",3,8,8,34,21,"Imipenem","Meropenem",51.5075426293699,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Imipenem","Triclosan","IPM","TRI","beta-lactam","other membrane","cell wall","membrane","antibiotic","anti-infective",0.022938866,-0.105416764,-0.024960561,-0.02091495,-0.251783446,-0.036194732,"Additivity","Additivity","Additivity","Additivity","Synergy","Additivity","Different","Different","Different","Imipenem-Triclosan","beta-lactam-other membrane","cell wall-membrane","anti-infective-antibiotic",3,"Imipenem_Triclosan",3,9,9,26,17,"Imipenem","Triclosan",18.3977391369545,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Imipenem","Triclosan","IPM","TRI","beta-lactam","other membrane","cell wall","membrane","antibiotic","anti-infective",0.022938866,-0.105416764,-0.024960561,-0.02091495,-0.251783446,-0.036194732,"Additivity","Additivity","Additivity","Additivity","Synergy","Additivity","Different","Different","Different","Imipenem-Triclosan","beta-lactam-other membrane","cell wall-membrane","anti-infective-antibiotic",3,"Imipenem_Triclosan",4,4,4,11,8,"Imipenem","Triclosan",18.3977391369545,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Imipenem","Metformin","IPM","MF","beta-lactam","human drug","cell wall","human","antibiotic","human-targeted drug",0.069277269,0.056932163,0.073458803,0.032644056,-0.167607629,0.162494337,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Imipenem-Metformin","beta-lactam-human drug","cell wall-human","antibiotic-human-targeted drug",1,"Imipenem_Metformin",3,12,12,38,25,"Imipenem","Metformin",13.8532428787876,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Imipenem","Metformin","IPM","MF","beta-lactam","human drug","cell wall","human","antibiotic","human-targeted drug",0.069277269,0.056932163,0.073458803,0.032644056,-0.167607629,0.162494337,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Imipenem-Metformin","beta-lactam-human drug","cell wall-human","antibiotic-human-targeted drug",1,"Imipenem_Metformin",5,2,2,18,10,"Imipenem","Metformin",13.8532428787876,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Imipenem","Moxifloxacin","IPM","MXF","beta-lactam","quinolones","cell wall","DNA","antibiotic","antibiotic",0.143071364,0.096001253,0.217666629,0.049052104,-0.077299728,-0.069209125,"Additivity","Additivity","Antagonism","Additivity","Additivity","Additivity","Different","Different","Same","Imipenem-Moxifloxacin","beta-lactam-quinolones","cell wall-DNA","antibiotic-antibiotic",2,"Imipenem_Moxifloxacin",3,15,15,38,27,"Imipenem","Moxifloxacin",16.0736899348264,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Imipenem","Moxifloxacin","IPM","MXF","beta-lactam","quinolones","cell wall","DNA","antibiotic","antibiotic",0.143071364,0.096001253,0.217666629,0.049052104,-0.077299728,-0.069209125,"Additivity","Additivity","Antagonism","Additivity","Additivity","Additivity","Different","Different","Same","Imipenem-Moxifloxacin","beta-lactam-quinolones","cell wall-DNA","antibiotic-antibiotic",2,"Imipenem_Moxifloxacin",4,4,4,30,16,"Imipenem","Moxifloxacin",16.0736899348264,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Aztreonam","Penicillin G","ATM","PEN","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.241961917,-0.249976928,-0.039743293,0.043806868,-0.071174783,-0.037717709,"Synergy","Synergy","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Aztreonam-Penicillin G","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",13,"Aztreonam_Penicillin G",3,8,8,34,21,"Aztreonam","Penicillin G",51.5075426293699,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Aztreonam","Penicillin G","ATM","PEN","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.241961917,-0.249976928,-0.039743293,0.043806868,-0.071174783,-0.037717709,"Synergy","Synergy","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Aztreonam-Penicillin G","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",13,"Aztreonam_Penicillin G",3,8,8,34,21,"Aztreonam","Penicillin G",51.5075426293699,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Aztreonam","Imipenem","ATM","IPM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.055647727,-0.167274742,-0.06413935,-0.069942261,0.41449373,0.149609192,"Additivity","Additivity","Additivity","Additivity","Antagonism","Synergy","Same","Same","Same","Aztreonam-Imipenem","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",2,"Aztreonam_Imipenem",3,8,8,34,21,"Aztreonam","Imipenem",16.0736899348264,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Aztreonam","Imipenem","ATM","IPM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.055647727,-0.167274742,-0.06413935,-0.069942261,0.41449373,0.149609192,"Additivity","Additivity","Additivity","Additivity","Antagonism","Synergy","Same","Same","Same","Aztreonam-Imipenem","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",2,"Aztreonam_Imipenem",3,8,8,34,21,"Aztreonam","Imipenem",16.0736899348264,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Aztreonam","Meropenem","ATM","MEM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.066902764,-0.114398819,-0.268912269,-0.148477209,0.053407092,-0.052100663,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Aztreonam-Meropenem","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",13,"Aztreonam_Meropenem",3,8,8,34,21,"Aztreonam","Meropenem",51.5075426293699,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Aztreonam","Meropenem","ATM","MEM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.066902764,-0.114398819,-0.268912269,-0.148477209,0.053407092,-0.052100663,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Aztreonam-Meropenem","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",13,"Aztreonam_Meropenem",3,8,8,34,21,"Aztreonam","Meropenem",51.5075426293699,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Aztreonam","Triclosan","ATM","TRI","beta-lactam","other membrane","cell wall","membrane","antibiotic","anti-infective",-0.044586976,0.028322768,-0.029074005,-0.070143999,-0.055022251,0.02135433,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Aztreonam-Triclosan","beta-lactam-other membrane","cell wall-membrane","anti-infective-antibiotic",11,"Aztreonam_Triclosan",3,9,9,26,17,"Aztreonam","Triclosan",8.14833060930772,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Aztreonam","Triclosan","ATM","TRI","beta-lactam","other membrane","cell wall","membrane","antibiotic","anti-infective",-0.044586976,0.028322768,-0.029074005,-0.070143999,-0.055022251,0.02135433,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Aztreonam-Triclosan","beta-lactam-other membrane","cell wall-membrane","anti-infective-antibiotic",11,"Aztreonam_Triclosan",4,4,4,11,8,"Aztreonam","Triclosan",8.14833060930772,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Aztreonam","Metformin","ATM","MF","beta-lactam","human drug","cell wall","human","antibiotic","human-targeted drug",0.149239892,0.114543068,0.200605876,0.285351041,-0.214797764,-0.672078815,"Additivity","Additivity","Antagonism","Antagonism","Additivity","Synergy","Different","Different","Different","Aztreonam-Metformin","beta-lactam-human drug","cell wall-human","antibiotic-human-targeted drug",1,"Aztreonam_Metformin",3,12,12,38,25,"Aztreonam","Metformin",13.8532428787876,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Aztreonam","Metformin","ATM","MF","beta-lactam","human drug","cell wall","human","antibiotic","human-targeted drug",0.149239892,0.114543068,0.200605876,0.285351041,-0.214797764,-0.672078815,"Additivity","Additivity","Antagonism","Antagonism","Additivity","Synergy","Different","Different","Different","Aztreonam-Metformin","beta-lactam-human drug","cell wall-human","antibiotic-human-targeted drug",1,"Aztreonam_Metformin",5,2,2,18,10,"Aztreonam","Metformin",13.8532428787876,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Aztreonam","Moxifloxacin","ATM","MXF","beta-lactam","quinolones","cell wall","DNA","antibiotic","antibiotic",0.024540586,0.169091572,0.136696742,0.096595528,0.038096708,0.088265502,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Aztreonam-Moxifloxacin","beta-lactam-quinolones","cell wall-DNA","antibiotic-antibiotic",2,"Aztreonam_Moxifloxacin",3,15,15,38,27,"Aztreonam","Moxifloxacin",16.0736899348264,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Aztreonam","Moxifloxacin","ATM","MXF","beta-lactam","quinolones","cell wall","DNA","antibiotic","antibiotic",0.024540586,0.169091572,0.136696742,0.096595528,0.038096708,0.088265502,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Aztreonam-Moxifloxacin","beta-lactam-quinolones","cell wall-DNA","antibiotic-antibiotic",2,"Aztreonam_Moxifloxacin",4,4,4,30,16,"Aztreonam","Moxifloxacin",16.0736899348264,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cephalexin","Penicillin G","LEX","PEN","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",0.050012293,0.048796852,-0.069323225,-0.049739346,-0.056618085,0.017535041,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Cephalexin-Penicillin G","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",7,"Cephalexin_Penicillin G",3,8,8,34,21,"Cephalexin","Penicillin G",1.6772799869663,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cephalexin","Penicillin G","LEX","PEN","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",0.050012293,0.048796852,-0.069323225,-0.049739346,-0.056618085,0.017535041,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Cephalexin-Penicillin G","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",7,"Cephalexin_Penicillin G",3,8,8,34,21,"Cephalexin","Penicillin G",1.6772799869663,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cephalexin","Imipenem","LEX","IPM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",0.062303642,-0.053685421,-0.057252841,0.032793424,-0.018805893,0.025000618,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Cephalexin-Imipenem","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",6,"Cephalexin_Imipenem",3,8,8,34,21,"Cephalexin","Imipenem",27.6982438851524,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cephalexin","Imipenem","LEX","IPM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",0.062303642,-0.053685421,-0.057252841,0.032793424,-0.018805893,0.025000618,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Cephalexin-Imipenem","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",6,"Cephalexin_Imipenem",3,8,8,34,21,"Cephalexin","Imipenem",27.6982438851524,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cephalexin","Rifampicin","LEX","RIF","beta-lactam","RNA polymerase","cell wall","DNA","antibiotic","antibiotic",0.038268879,0.059793209,-0.04485487,-0.059370062,0.119557235,0.026122388,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Cephalexin-Rifampicin","beta-lactam-RNA polymerase","cell wall-DNA","antibiotic-antibiotic",7,"Cephalexin_Rifampicin",2,31,31,100,66,"Cephalexin","Rifampicin",1.6772799869663,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cephalexin","Rifampicin","LEX","RIF","beta-lactam","RNA polymerase","cell wall","DNA","antibiotic","antibiotic",0.038268879,0.059793209,-0.04485487,-0.059370062,0.119557235,0.026122388,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Cephalexin-Rifampicin","beta-lactam-RNA polymerase","cell wall-DNA","antibiotic-antibiotic",7,"Cephalexin_Rifampicin",3,14,14,100,57,"Cephalexin","Rifampicin",1.6772799869663,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cephalexin","Meropenem","LEX","MEM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.066057652,-0.094180473,0.01418939,-0.126460738,0.02825758,0.043693364,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Cephalexin-Meropenem","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",5,"Cephalexin_Meropenem",3,8,8,34,21,"Cephalexin","Meropenem",15.2003539708657,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cephalexin","Meropenem","LEX","MEM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.066057652,-0.094180473,0.01418939,-0.126460738,0.02825758,0.043693364,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Cephalexin-Meropenem","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",5,"Cephalexin_Meropenem",3,8,8,34,21,"Cephalexin","Meropenem",15.2003539708657,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cephalexin","Triclosan","LEX","TRI","beta-lactam","other membrane","cell wall","membrane","antibiotic","anti-infective",-0.024966915,-0.0224646,-0.056234661,-0.036972152,-0.022545978,0.040141169,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Cephalexin-Triclosan","beta-lactam-other membrane","cell wall-membrane","anti-infective-antibiotic",3,"Cephalexin_Triclosan",3,9,9,26,17,"Cephalexin","Triclosan",18.3977391369545,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cephalexin","Triclosan","LEX","TRI","beta-lactam","other membrane","cell wall","membrane","antibiotic","anti-infective",-0.024966915,-0.0224646,-0.056234661,-0.036972152,-0.022545978,0.040141169,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Cephalexin-Triclosan","beta-lactam-other membrane","cell wall-membrane","anti-infective-antibiotic",3,"Cephalexin_Triclosan",4,4,4,11,8,"Cephalexin","Triclosan",18.3977391369545,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cephalexin","Metformin","LEX","MF","beta-lactam","human drug","cell wall","human","antibiotic","human-targeted drug",0.050253855,0.021236658,0.01968194,0.045131702,-0.025486956,-0.03352575,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Cephalexin-Metformin","beta-lactam-human drug","cell wall-human","antibiotic-human-targeted drug",1,"Cephalexin_Metformin",3,12,12,38,25,"Cephalexin","Metformin",13.8532428787876,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cephalexin","Metformin","LEX","MF","beta-lactam","human drug","cell wall","human","antibiotic","human-targeted drug",0.050253855,0.021236658,0.01968194,0.045131702,-0.025486956,-0.03352575,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Cephalexin-Metformin","beta-lactam-human drug","cell wall-human","antibiotic-human-targeted drug",1,"Cephalexin_Metformin",5,2,2,18,10,"Cephalexin","Metformin",13.8532428787876,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cephalexin","Moxifloxacin","LEX","MXF","beta-lactam","quinolones","cell wall","DNA","antibiotic","antibiotic",-0.03434714,-0.034859472,0.056214212,0.034599098,-0.036136619,-0.116638177,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Cephalexin-Moxifloxacin","beta-lactam-quinolones","cell wall-DNA","antibiotic-antibiotic",4,"Cephalexin_Moxifloxacin",3,15,15,38,27,"Cephalexin","Moxifloxacin",16.5798709609523,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cephalexin","Moxifloxacin","LEX","MXF","beta-lactam","quinolones","cell wall","DNA","antibiotic","antibiotic",-0.03434714,-0.034859472,0.056214212,0.034599098,-0.036136619,-0.116638177,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Cephalexin-Moxifloxacin","beta-lactam-quinolones","cell wall-DNA","antibiotic-antibiotic",4,"Cephalexin_Moxifloxacin",4,4,4,30,16,"Cephalexin","Moxifloxacin",16.5798709609523,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Fosfomycin","Piperacillin","FOF","PIP","other cell wall","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.097494755,-0.294305731,-0.175558805,-0.20345176,-0.086793125,-0.071546249,"Additivity","Synergy","Additivity","Synergy","Additivity","Additivity","Different","Same","Same","Fosfomycin-Piperacillin","beta-lactam-other cell wall","cell wall-cell wall","antibiotic-antibiotic",13,"Fosfomycin_Piperacillin",3,8,8,16,12,"Fosfomycin","Piperacillin",51.5075426293699,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Fosfomycin","Piperacillin","FOF","PIP","other cell wall","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.097494755,-0.294305731,-0.175558805,-0.20345176,-0.086793125,-0.071546249,"Additivity","Synergy","Additivity","Synergy","Additivity","Additivity","Different","Same","Same","Fosfomycin-Piperacillin","beta-lactam-other cell wall","cell wall-cell wall","antibiotic-antibiotic",13,"Fosfomycin_Piperacillin",3,9,9,33,21,"Fosfomycin","Piperacillin",51.5075426293699,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Fosfomycin","Penicillin G","FOF","PEN","other cell wall","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.133764513,-0.181619379,-0.260293115,-0.349446487,0.07047952,0.049728644,"Synergy","Synergy","Synergy","Synergy","Additivity","Additivity","Different","Same","Same","Fosfomycin-Penicillin G","beta-lactam-other cell wall","cell wall-cell wall","antibiotic-antibiotic",13,"Fosfomycin_Penicillin G",3,8,8,16,12,"Fosfomycin","Penicillin G",51.5075426293699,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Fosfomycin","Penicillin G","FOF","PEN","other cell wall","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.133764513,-0.181619379,-0.260293115,-0.349446487,0.07047952,0.049728644,"Synergy","Synergy","Synergy","Synergy","Additivity","Additivity","Different","Same","Same","Fosfomycin-Penicillin G","beta-lactam-other cell wall","cell wall-cell wall","antibiotic-antibiotic",13,"Fosfomycin_Penicillin G",3,9,9,33,21,"Fosfomycin","Penicillin G",51.5075426293699,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Fosfomycin","Imipenem","FOF","IPM","other cell wall","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.137902984,-0.092554488,-0.140864585,-0.257043238,-0.091269785,0.16863526,"Additivity","Additivity","Synergy","Synergy","Additivity","Additivity","Different","Same","Same","Fosfomycin-Imipenem","beta-lactam-other cell wall","cell wall-cell wall","antibiotic-antibiotic",3,"Fosfomycin_Imipenem",3,8,8,16,12,"Fosfomycin","Imipenem",18.3977391369545,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Fosfomycin","Imipenem","FOF","IPM","other cell wall","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.137902984,-0.092554488,-0.140864585,-0.257043238,-0.091269785,0.16863526,"Additivity","Additivity","Synergy","Synergy","Additivity","Additivity","Different","Same","Same","Fosfomycin-Imipenem","beta-lactam-other cell wall","cell wall-cell wall","antibiotic-antibiotic",3,"Fosfomycin_Imipenem",3,9,9,33,21,"Fosfomycin","Imipenem",18.3977391369545,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Fosfomycin","Rifampicin","FOF","RIF","other cell wall","RNA polymerase","cell wall","DNA","antibiotic","antibiotic",0.142687297,0.209264496,0.134075873,0.059027446,-0.128280378,-0.06880518,"Antagonism","Antagonism","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Fosfomycin-Rifampicin","other cell wall-RNA polymerase","cell wall-DNA","antibiotic-antibiotic",2,"Fosfomycin_Rifampicin",2,11,11,100,55,"Fosfomycin","Rifampicin",16.0736899348264,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Fosfomycin","Novobiocin","FOF","NVB","other cell wall","quinolones","cell wall","DNA","antibiotic","antibiotic",0.3053796,0.206551921,0.080298519,-0.130224064,-0.145595253,-0.063770157,"Antagonism","Antagonism","Additivity","Synergy","Synergy","Additivity","Different","Different","Same","Fosfomycin-Novobiocin","other cell wall-quinolones","cell wall-DNA","antibiotic-antibiotic",2,"Fosfomycin_Novobiocin",3,11,11,36,24,"Fosfomycin","Novobiocin",16.0736899348264,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Fosfomycin","Levofloxacin","FOF","LCX","other cell wall","DNA gyrase","cell wall","DNA","antibiotic","antibiotic",0.209298319,0.144369389,0.097370356,0.060114805,-0.340005762,0,"Antagonism","Antagonism","Additivity","Additivity","Synergy","Additivity","Different","Different","Same","Fosfomycin-Levofloxacin","DNA gyrase-other cell wall","cell wall-DNA","antibiotic-antibiotic",1,"Fosfomycin_Levofloxacin",3,11,11,30,20,"Fosfomycin","Levofloxacin",13.8532428787876,"HT.INT.EcoliNet.3209gene.15543link.txt"
