"Drug1_Drug2","mean.path.length","mean.k.edge","mean.min.degree","mean.max.degree","mean.mean.degree","network"
"Doxycycline_Levofloxacin",4,9,13,20,16,"GO-BP.goldstandardset.txt"
"Doxycycline_Meropenem",3,9,13,55,34,"GO-BP.goldstandardset.txt"
"Doxycycline_Moxifloxacin",4,9,13,20,16,"GO-BP.goldstandardset.txt"
"Doxycycline_Novobiocin",4,9,13,20,16,"GO-BP.goldstandardset.txt"
"Doxycycline_Penicillin G",3,9,13,55,34,"GO-BP.goldstandardset.txt"
"Doxycycline_Piperacillin",3,9,13,55,34,"GO-BP.goldstandardset.txt"
"Fosfomycin_Fusidic acid",5,1,1,19,10,"GO-BP.goldstandardset.txt"
"Fosfomycin_Imipenem",1,19,19,55,37,"GO-BP.goldstandardset.txt"
"Fosfomycin_Levofloxacin",2,19,19,20,20,"GO-BP.goldstandardset.txt"
"Fosfomycin_Meropenem",1,19,19,55,37,"GO-BP.goldstandardset.txt"
"Fosfomycin_Moxifloxacin",2,19,19,20,20,"GO-BP.goldstandardset.txt"
"Fosfomycin_Novobiocin",2,19,19,20,20,"GO-BP.goldstandardset.txt"
"Fosfomycin_Penicillin G",1,19,19,55,37,"GO-BP.goldstandardset.txt"
"Fosfomycin_Piperacillin",1,19,19,55,37,"GO-BP.goldstandardset.txt"
"Imipenem_Levofloxacin",2,14,14,50,32,"GO-BP.goldstandardset.txt"
"Imipenem_Mecillinam",1,44,44,72,58,"GO-BP.goldstandardset.txt"
"Imipenem_Meropenem",1,38,40,58,49,"GO-BP.goldstandardset.txt"
"Imipenem_Moxifloxacin",2,14,14,50,32,"GO-BP.goldstandardset.txt"
"Imipenem_Novobiocin",1,20,20,50,35,"GO-BP.goldstandardset.txt"
"Imipenem_Penicillin G",1,38,40,58,49,"GO-BP.goldstandardset.txt"
"Imipenem_Piperacillin",1,38,40,58,49,"GO-BP.goldstandardset.txt"
"Imipenem_Sulfamonomethoxine",1,21,21,51,36,"GO-BP.goldstandardset.txt"
"Imipenem_Triclosan",2,7,13,51,32,"GO-BP.goldstandardset.txt"
"Levofloxacin_Meropenem",3,11,11,44,28,"GO-BP.goldstandardset.txt"
"Levofloxacin_Moxifloxacin",1,8,8,18,13,"GO-BP.goldstandardset.txt"
"Levofloxacin_Novobiocin",1,11,11,20,15,"GO-BP.goldstandardset.txt"
"Levofloxacin_Penicillin G",3,11,11,44,28,"GO-BP.goldstandardset.txt"
"Levofloxacin_Piperacillin",3,11,11,44,28,"GO-BP.goldstandardset.txt"
"Levofloxacin_Sulfamonomethoxine",2,11,11,21,16,"GO-BP.goldstandardset.txt"
"Mecillinam_Meropenem",1,42,44,72,58,"GO-BP.goldstandardset.txt"
"Mecillinam_Moxifloxacin",2,13,13,72,42,"GO-BP.goldstandardset.txt"
"Mecillinam_Novobiocin",1,20,20,72,46,"GO-BP.goldstandardset.txt"
"Mecillinam_Penicillin G",1,42,44,72,58,"GO-BP.goldstandardset.txt"
"Mecillinam_Piperacillin",1,42,44,72,58,"GO-BP.goldstandardset.txt"
"Mecillinam_Sulfamonomethoxine",1,21,21,72,46,"GO-BP.goldstandardset.txt"
"Mecillinam_Triclosan",2,7,13,72,42,"GO-BP.goldstandardset.txt"
"Meropenem_Moxifloxacin",2,14,14,50,32,"GO-BP.goldstandardset.txt"
"Meropenem_Novobiocin",1,20,20,50,35,"GO-BP.goldstandardset.txt"
"Meropenem_Penicillin G",1,38,40,58,49,"GO-BP.goldstandardset.txt"
"Meropenem_Piperacillin",1,38,40,58,49,"GO-BP.goldstandardset.txt"
"Meropenem_Sulfamonomethoxine",1,21,21,51,36,"GO-BP.goldstandardset.txt"
"Meropenem_Triclosan",2,7,13,51,32,"GO-BP.goldstandardset.txt"
"Moxifloxacin_Novobiocin",1,11,11,20,15,"GO-BP.goldstandardset.txt"
"Moxifloxacin_Penicillin G",3,11,11,44,28,"GO-BP.goldstandardset.txt"
"Moxifloxacin_Piperacillin",3,11,11,44,28,"GO-BP.goldstandardset.txt"
"Moxifloxacin_Sulfamonomethoxine",2,11,11,21,16,"GO-BP.goldstandardset.txt"
"Novobiocin_Penicillin G",2,20,20,44,32,"GO-BP.goldstandardset.txt"
"Novobiocin_Piperacillin",2,20,20,44,32,"GO-BP.goldstandardset.txt"
"Novobiocin_Sulfamonomethoxine",1,20,20,21,20,"GO-BP.goldstandardset.txt"
"Penicillin G_Piperacillin",1,38,40,58,49,"GO-BP.goldstandardset.txt"
"Penicillin G_Sulfamonomethoxine",1,21,21,51,36,"GO-BP.goldstandardset.txt"
"Penicillin G_Triclosan",2,7,13,51,32,"GO-BP.goldstandardset.txt"
"Piperacillin_Sulfamonomethoxine",1,21,21,51,36,"GO-BP.goldstandardset.txt"
"Piperacillin_Triclosan",2,7,13,51,32,"GO-BP.goldstandardset.txt"
"Amoxicillin_Aztreonam",1,70,70,153,111,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Amoxicillin_Cefaclor",1,70,70,153,111,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Amoxicillin_Cefotaxime",1,70,70,153,111,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Amoxicillin_Cephalexin",1,70,70,153,111,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Amoxicillin_Clindamycin",2,93,93,146,120,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Amoxicillin_Doxycycline",2,104,104,254,179,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Amoxicillin_Imipenem",1,70,70,153,111,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Amoxicillin_Mecillinam",2,46,46,206,126,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Amoxicillin_Meropenem",1,70,70,153,111,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Amoxicillin_Penicillin G",1,70,70,153,111,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Amoxicillin_Piperacillin",1,70,70,153,111,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Amoxicillin_Sulfamonomethoxine",2,59,59,126,92,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Amoxicillin_Triclosan",3,12,12,99,55,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Aztreonam_Cefaclor",1,70,70,153,111,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Aztreonam_Cefotaxime",1,70,70,153,111,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Aztreonam_Cephalexin",1,70,70,153,111,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Aztreonam_Clindamycin",2,93,93,146,120,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Aztreonam_Doxycycline",2,104,104,254,179,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Aztreonam_Imipenem",1,70,70,153,111,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Aztreonam_Mecillinam",2,46,46,206,126,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Aztreonam_Meropenem",1,70,70,153,111,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Aztreonam_Penicillin G",1,70,70,153,111,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Aztreonam_Piperacillin",1,70,70,153,111,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Aztreonam_Sulfamonomethoxine",2,59,59,126,92,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Aztreonam_Triclosan",3,12,12,99,55,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Cefaclor_Cefotaxime",1,70,70,153,111,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Cefaclor_Cephalexin",1,70,70,153,111,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Cefaclor_Clindamycin",2,93,93,146,120,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Cefaclor_Doxycycline",2,104,104,254,179,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Cefaclor_Imipenem",1,70,70,153,111,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Cefaclor_Mecillinam",2,46,46,206,126,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Cefaclor_Meropenem",1,70,70,153,111,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Cefaclor_Penicillin G",1,70,70,153,111,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Cefaclor_Piperacillin",1,70,70,153,111,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Cefaclor_Sulfamonomethoxine",2,59,59,126,92,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Cefaclor_Triclosan",3,12,12,99,55,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Cefotaxime_Cephalexin",1,70,70,153,111,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Cefotaxime_Clindamycin",2,93,93,146,120,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Cefotaxime_Doxycycline",2,104,104,254,179,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Cefotaxime_Imipenem",1,70,70,153,111,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Cefotaxime_Mecillinam",2,46,46,206,126,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Cefotaxime_Meropenem",1,70,70,153,111,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Cefotaxime_Penicillin G",1,70,70,153,111,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Cefotaxime_Piperacillin",1,70,70,153,111,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Cefotaxime_Sulfamonomethoxine",2,59,59,126,92,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Cefotaxime_Triclosan",3,12,12,99,55,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Cephalexin_Clindamycin",2,93,93,146,120,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Cephalexin_Doxycycline",2,104,104,254,179,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Cephalexin_Imipenem",1,70,70,153,111,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Cephalexin_Mecillinam",2,46,46,206,126,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Cephalexin_Meropenem",1,70,70,153,111,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Cephalexin_Penicillin G",1,70,70,153,111,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Cephalexin_Piperacillin",1,70,70,153,111,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Cephalexin_Sulfamonomethoxine",2,59,59,126,92,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Cephalexin_Triclosan",3,12,12,99,55,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Doxycycline_Imipenem",2,141,141,254,198,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Doxycycline_Meropenem",2,141,141,254,198,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Doxycycline_Penicillin G",2,141,141,254,198,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Doxycycline_Piperacillin",2,141,141,254,198,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Imipenem_Mecillinam",2,46,46,206,126,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Imipenem_Meropenem",1,70,70,153,111,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Imipenem_Penicillin G",1,70,70,153,111,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Imipenem_Piperacillin",1,70,70,153,111,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Imipenem_Sulfamonomethoxine",2,59,59,126,92,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Imipenem_Triclosan",3,12,12,99,55,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Mecillinam_Meropenem",2,45,45,102,74,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Mecillinam_Penicillin G",2,45,45,102,74,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Mecillinam_Piperacillin",2,45,45,102,74,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Mecillinam_Sulfamonomethoxine",2,46,46,86,66,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Mecillinam_Triclosan",3,12,12,46,29,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Meropenem_Penicillin G",1,70,70,153,111,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Meropenem_Piperacillin",1,70,70,153,111,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Meropenem_Sulfamonomethoxine",2,59,59,126,92,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Meropenem_Triclosan",3,12,12,99,55,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Penicillin G_Piperacillin",1,70,70,153,111,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Penicillin G_Sulfamonomethoxine",2,59,59,126,92,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Penicillin G_Triclosan",3,12,12,99,55,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Piperacillin_Sulfamonomethoxine",2,59,59,126,92,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Piperacillin_Triclosan",3,12,12,99,55,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Pseudomonic acid_Sulfamonomethoxine",2,86,86,140,113,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Pseudomonic acid_Triclosan",2,12,12,140,76,"CC.EcoliNet.v1.2296gene.50528link.txt"
"Pseudomonic acid_Trimethoprim",1,131,132,140,136,"CC.EcoliNet.v1.2296gene.50528link.txt"
"A22_Amoxicillin",2,11,11,40,26,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"A22_Aztreonam",2,11,11,40,26,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"A22_Cefaclor",2,11,11,40,26,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"A22_Cefotaxime",2,11,11,40,26,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"A22_Cephalexin",2,11,11,40,26,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"A22_Ciprofloxacin",1,40,40,43,42,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"A22_Clindamycin",2,40,40,135,88,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"A22_Doxycycline",1,40,40,163,102,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"A22_Fusidic acid",4,4,4,40,22,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"A22_Imipenem",2,11,11,40,26,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"A22_Levofloxacin",1,40,40,43,42,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"A22_Meropenem",2,11,11,40,26,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"A22_Metformin",3,33,33,40,36,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"A22_Moxifloxacin",1,40,40,43,42,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"A22_Novobiocin",1,40,40,43,42,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"A22_Penicillin G",2,11,11,40,26,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"A22_Piperacillin",2,11,11,40,26,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"A22_Rifampicin",2,40,40,73,56,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Amoxicillin_Aztreonam",3,10,10,42,26,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Amoxicillin_Cefaclor",3,10,10,42,26,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Amoxicillin_Cefotaxime",3,10,10,42,26,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Amoxicillin_Cephalexin",3,10,10,42,26,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Amoxicillin_Ciprofloxacin",3,25,25,57,41,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Amoxicillin_Clindamycin",3,26,26,135,80,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Amoxicillin_Doxycycline",3,29,29,152,90,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Amoxicillin_Flucytosine",3,9,9,40,25,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Amoxicillin_Fosfomycin",3,21,21,52,36,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Amoxicillin_Fusidic acid",4,4,4,26,15,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Amoxicillin_Imipenem",3,10,10,42,26,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Amoxicillin_Levofloxacin",3,17,17,48,33,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Amoxicillin_Mecillinam",3,6,6,63,34,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Amoxicillin_Meropenem",3,10,10,42,26,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Amoxicillin_Metformin",3,15,15,44,29,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Amoxicillin_Moxifloxacin",3,17,17,48,33,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Amoxicillin_Novobiocin",3,25,25,57,41,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Amoxicillin_Penicillin G",3,10,10,42,26,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Amoxicillin_Piperacillin",3,10,10,42,26,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Amoxicillin_Rifampicin",3,24,24,75,49,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Amoxicillin_Sulfamonomethoxine",3,9,9,39,24,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Amoxicillin_Triclosan",3,31,31,60,46,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Aztreonam_Cefaclor",3,10,10,42,26,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Aztreonam_Cefotaxime",3,10,10,42,26,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Aztreonam_Cephalexin",3,10,10,42,26,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Aztreonam_Ciprofloxacin",3,25,25,57,41,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Aztreonam_Clindamycin",3,26,26,135,80,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Aztreonam_Doxycycline",3,29,29,152,90,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Aztreonam_Flucytosine",3,9,9,40,25,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Aztreonam_Fosfomycin",3,21,21,52,36,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Aztreonam_Fusidic acid",4,4,4,26,15,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Aztreonam_Imipenem",3,10,10,42,26,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Aztreonam_Levofloxacin",3,17,17,48,33,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Aztreonam_Mecillinam",3,6,6,63,34,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Aztreonam_Meropenem",3,10,10,42,26,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Aztreonam_Metformin",3,15,15,44,29,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Aztreonam_Moxifloxacin",3,17,17,48,33,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Aztreonam_Novobiocin",3,25,25,57,41,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Aztreonam_Penicillin G",3,10,10,42,26,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Aztreonam_Piperacillin",3,10,10,42,26,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Aztreonam_Rifampicin",3,24,24,75,49,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Aztreonam_Sulfamonomethoxine",3,9,9,39,24,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Aztreonam_Triclosan",3,31,31,60,46,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Cefaclor_Cefotaxime",3,10,10,42,26,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Cefaclor_Cephalexin",3,10,10,42,26,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Cefaclor_Ciprofloxacin",3,25,25,57,41,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Cefaclor_Clindamycin",3,26,26,135,80,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Cefaclor_Doxycycline",3,29,29,152,90,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Cefaclor_Flucytosine",3,9,9,40,25,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Cefaclor_Fosfomycin",3,21,21,52,36,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Cefaclor_Fusidic acid",4,4,4,26,15,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Cefaclor_Imipenem",3,10,10,42,26,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Cefaclor_Levofloxacin",3,17,17,48,33,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Cefaclor_Mecillinam",3,6,6,63,34,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Cefaclor_Meropenem",3,10,10,42,26,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Cefaclor_Metformin",3,15,15,44,29,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Cefaclor_Moxifloxacin",3,17,17,48,33,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Cefaclor_Novobiocin",3,25,25,57,41,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Cefaclor_Penicillin G",3,10,10,42,26,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Cefaclor_Piperacillin",3,10,10,42,26,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Cefaclor_Rifampicin",3,24,24,75,49,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Cefaclor_Sulfamonomethoxine",3,9,9,39,24,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Cefaclor_Triclosan",3,31,31,60,46,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Cefotaxime_Cephalexin",3,10,10,42,26,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Cefotaxime_Ciprofloxacin",3,25,25,57,41,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Cefotaxime_Clindamycin",3,26,26,135,80,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Cefotaxime_Doxycycline",3,29,29,152,90,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Cefotaxime_Flucytosine",3,9,9,40,25,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Cefotaxime_Fosfomycin",3,21,21,52,36,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Cefotaxime_Fusidic acid",4,4,4,26,15,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Cefotaxime_Imipenem",3,10,10,42,26,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Cefotaxime_Levofloxacin",3,17,17,48,33,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Cefotaxime_Mecillinam",3,6,6,63,34,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Cefotaxime_Meropenem",3,10,10,42,26,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Cefotaxime_Metformin",3,15,15,44,29,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Cefotaxime_Moxifloxacin",3,17,17,48,33,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Cefotaxime_Novobiocin",3,25,25,57,41,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Cefotaxime_Penicillin G",3,10,10,42,26,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Cefotaxime_Piperacillin",3,10,10,42,26,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Cefotaxime_Rifampicin",3,24,24,75,49,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Cefotaxime_Sulfamonomethoxine",3,9,9,39,24,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Cefotaxime_Triclosan",3,31,31,60,46,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Cephalexin_Ciprofloxacin",3,25,25,57,41,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Cephalexin_Clindamycin",3,26,26,135,80,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Cephalexin_Doxycycline",3,29,29,152,90,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Cephalexin_Flucytosine",3,9,9,40,25,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Cephalexin_Fosfomycin",3,21,21,52,36,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Cephalexin_Fusidic acid",4,4,4,26,15,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Cephalexin_Imipenem",3,10,10,42,26,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Cephalexin_Levofloxacin",3,17,17,48,33,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Cephalexin_Mecillinam",3,6,6,63,34,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Cephalexin_Meropenem",3,10,10,42,26,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Cephalexin_Metformin",3,15,15,44,29,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Cephalexin_Moxifloxacin",3,17,17,48,33,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Cephalexin_Novobiocin",3,25,25,57,41,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Cephalexin_Penicillin G",3,10,10,42,26,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Cephalexin_Piperacillin",3,10,10,42,26,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Cephalexin_Rifampicin",3,24,24,75,49,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Cephalexin_Sulfamonomethoxine",3,9,9,39,24,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Cephalexin_Triclosan",3,31,31,60,46,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Ciprofloxacin_Clindamycin",2,55,55,135,95,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Ciprofloxacin_Doxycycline",2,67,67,152,109,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Ciprofloxacin_Flucytosine",2,27,27,67,47,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Ciprofloxacin_Fosfomycin",2,44,44,67,56,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Ciprofloxacin_Fusidic acid",3,4,4,55,30,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Ciprofloxacin_Imipenem",2,8,8,67,37,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Ciprofloxacin_Levofloxacin",2,21,21,67,44,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Ciprofloxacin_Meropenem",2,8,8,67,37,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Ciprofloxacin_Metformin",3,33,33,67,50,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Ciprofloxacin_Moxifloxacin",2,21,21,67,44,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Ciprofloxacin_Novobiocin",1,43,43,67,55,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Ciprofloxacin_Penicillin G",2,8,8,67,37,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
