"network","KEGG1_KEGG2","KEGG1","KEGG2","drug_pair","path.length","K.edge","Degree1","Degree2","adjacency","mean_deg","min_deg","max_deg","min_bet","max_bet","mean_bet","drugdrug","code_3letter1","code_3letter2","drug_cat","drug_category1","drug_category2","categorycategory","targ","targeted_cellular_process1","targeted_cellular_process2","processprocess","us","use1","use2","useuse","ebw","ecr","seo","stm","pae","pau","int_sign_ebw","int_sign_ecr","int_sign_seo","int_sign_stm","int_sign_pae","int_sign_pau","ebw_g","ecr_g","seo_g","stm_g","pae_g","pau_g","sum_g","SR_ebw_D1","SR_ecr_D1","SR_stm_D1","SR_seo_D1","SR_pae_D1","SR_pau_D1","SR_ebw_D2","SR_ecr_D2","SR_stm_D2","SR_seo_D2","SR_pae_D2","SR_pau_D2","SR_ebw","SR_ecr","SR_stm","SR_seo","SR_pae","SR_pau","SR_score_ebw","SR_score_ecr","SR_score_stm","SR_score_seo","SR_score_pae","SR_score_pau","SR_score_total","HDC_ebw_D1","HDC_ecr_D1","HDC_stm_D1","HDC_seo_D1","HDC_pae_D1","HDC_pau_D1","LF_ebw_D1","LF_ecr_D1","LF_stm_D1","LF_seo_D1","LF_pae_D1","LF_pau_D1","HDC_ebw_D2","HDC_ecr_D2","HDC_stm_D2","HDC_seo_D2","HDC_pae_D2","HDC_pau_D2","LF_ebw_D2","LF_ecr_D2","LF_stm_D2","LF_seo_D2","LF_pae_D2","LF_pau_D2","clusters","sigma.rate","type","Drug1","Drug2"
"1","eco:b0084_eco:b3396","eco:b0084","eco:b3396","Cefotaxime_Penicillin G",1,15,15,15,1,15,15,15,0,0,0,"Cefotaxime-Penicillin G","CTX","PEN",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.067795694,-0.164980844,0.02828608,0.028225663,0.091319742,-0.050502179,"Additivity","Synergy","Additivity","Additivity","Additivity","Additivity",0,-1,0,0,0,0,-1,"S","S","R","R","S","R","R","S","S","S","R","R","SR","SS","RS","RS","SR","RR",0,-1,0,0,0,1,0,0.01,0.01,0.01,0.01,5,5,0.57,0.39,0.71,0.79,0,0.76,5,5,1.25,1.25,10,10,0.8,0.67,0.62,0.62,0.93,0.91,13,0.002419899101283,"Additivity-Synergy","Cefotaxime","Penicillin G"
"1","eco:b0149_eco:b3396","eco:b0149","eco:b3396","Cefotaxime_Penicillin G",1,15,15,15,1,15,15,15,0,0,0,"Cefotaxime-Penicillin G","CTX","PEN",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.067795694,-0.164980844,0.02828608,0.028225663,0.091319742,-0.050502179,"Additivity","Synergy","Additivity","Additivity","Additivity","Additivity",0,-1,0,0,0,0,-1,"S","S","R","R","S","R","R","S","S","S","R","R","SR","SS","RS","RS","SR","RR",0,-1,0,0,0,1,0,0.01,0.01,0.01,0.01,5,5,0.57,0.39,0.71,0.79,0,0.76,5,5,1.25,1.25,10,10,0.8,0.67,0.62,0.62,0.93,0.91,13,0.002419899101283,"Additivity-Synergy","Cefotaxime","Penicillin G"
"1","eco:b0084_eco:b0149","eco:b0084","eco:b0149","Cefotaxime_Piperacillin",1,15,15,15,1,15,15,15,0,0,0,"Cefotaxime-Piperacillin","CTX","PIP",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.090653088,-0.267073127,-0.081659516,-0.04859844,-0.16672254,-0.085564501,"Additivity","Synergy","Additivity","Additivity","Synergy","Additivity",0,-1,0,0,-1,0,-2,"S","S","R","R","S","R","R","S","S","S","S","S","SR","SS","RS","RS","SS","RS",0,-1,0,0,-1,0,-2,0.01,0.01,0.01,0.01,5,5,0.57,0.39,0.71,0.79,0,0.76,0.3,0.3,1,1,2,3,0.8,0.68,0.6,0.62,0,0,4,0.0014377877458812,"Additivity-Synergy","Cefotaxime","Piperacillin"
"1","eco:b0084_eco:b3396","eco:b0084","eco:b3396","Cefotaxime_Piperacillin",1,15,15,15,1,15,15,15,0,0,0,"Cefotaxime-Piperacillin","CTX","PIP",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.090653088,-0.267073127,-0.081659516,-0.04859844,-0.16672254,-0.085564501,"Additivity","Synergy","Additivity","Additivity","Synergy","Additivity",0,-1,0,0,-1,0,-2,"S","S","R","R","S","R","R","S","S","S","S","S","SR","SS","RS","RS","SS","RS",0,-1,0,0,-1,0,-2,0.01,0.01,0.01,0.01,5,5,0.57,0.39,0.71,0.79,0,0.76,0.3,0.3,1,1,2,3,0.8,0.68,0.6,0.62,0,0,4,0.0014377877458812,"Additivity-Synergy","Cefotaxime","Piperacillin"
"1","eco:b0149_eco:b3396","eco:b0149","eco:b3396","Cefotaxime_Piperacillin",1,15,15,15,1,15,15,15,0,0,0,"Cefotaxime-Piperacillin","CTX","PIP",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.090653088,-0.267073127,-0.081659516,-0.04859844,-0.16672254,-0.085564501,"Additivity","Synergy","Additivity","Additivity","Synergy","Additivity",0,-1,0,0,-1,0,-2,"S","S","R","R","S","R","R","S","S","S","S","S","SR","SS","RS","RS","SS","RS",0,-1,0,0,-1,0,-2,0.01,0.01,0.01,0.01,5,5,0.57,0.39,0.71,0.79,0,0.76,0.3,0.3,1,1,2,3,0.8,0.68,0.6,0.62,0,0,4,0.0014377877458812,"Additivity-Synergy","Cefotaxime","Piperacillin"
"1","eco:b0084_eco:b3177","eco:b0084","eco:b3177","Cefotaxime_Sulfamonomethoxine",Inf,0,15,3,0,9,3,15,0,0,0,"Cefotaxime-Sulfamonomethoxine","CTX","SMM",0,"beta-lactam","folic acid biosynthesis","beta-lactam-folic acid biosynthesis",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.071951825,-0.052973081,-0.052526964,-0.049677216,0.065533748,0.033805804,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","R","S","R","R","R","R","R","R","R","SR","SR","RR","RR","SR","RR",0,0,1,1,0,1,3,0.01,0.01,0.01,0.01,5,5,0.57,0.39,0.71,0.79,0,0.76,50,50,50,50,100,100,0.88,0.88,0.85,0.88,0.77,0.81,3,0.00214421771594242,"Additivity","Cefotaxime","Sulfamonomethoxine"
"1","eco:b0149_eco:b3177","eco:b0149","eco:b3177","Cefotaxime_Sulfamonomethoxine",Inf,0,15,3,0,9,3,15,0,0,0,"Cefotaxime-Sulfamonomethoxine","CTX","SMM",0,"beta-lactam","folic acid biosynthesis","beta-lactam-folic acid biosynthesis",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.071951825,-0.052973081,-0.052526964,-0.049677216,0.065533748,0.033805804,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","R","S","R","R","R","R","R","R","R","SR","SR","RR","RR","SR","RR",0,0,1,1,0,1,3,0.01,0.01,0.01,0.01,5,5,0.57,0.39,0.71,0.79,0,0.76,50,50,50,50,100,100,0.88,0.88,0.85,0.88,0.77,0.81,3,0.00214421771594242,"Additivity","Cefotaxime","Sulfamonomethoxine"
"1","eco:b3396_eco:b3177","eco:b3396","eco:b3177","Cefotaxime_Sulfamonomethoxine",Inf,0,15,3,0,9,3,15,0,0,0,"Cefotaxime-Sulfamonomethoxine","CTX","SMM",0,"beta-lactam","folic acid biosynthesis","beta-lactam-folic acid biosynthesis",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.071951825,-0.052973081,-0.052526964,-0.049677216,0.065533748,0.033805804,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","R","S","R","R","R","R","R","R","R","SR","SR","RR","RR","SR","RR",0,0,1,1,0,1,3,0.01,0.01,0.01,0.01,5,5,0.57,0.39,0.71,0.79,0,0.76,50,50,50,50,100,100,0.88,0.88,0.85,0.88,0.77,0.81,3,0.00214421771594242,"Additivity","Cefotaxime","Sulfamonomethoxine"
"1","eco:b0084_eco:b1288","eco:b0084","eco:b1288","Cefotaxime_Triclosan",Inf,0,15,14,0,14.5,14,15,0,6.46666666666667,3.23333333333333,"Cefotaxime-Triclosan","CTX","TRI",0,"beta-lactam","other membrane","beta-lactam-other membrane",0,"cell wall","membrane","cell wall-membrane",0,"antibiotic","anti-infective","anti-infective-antibiotic",-0.087181683,-0.072882976,-0.039725987,-0.079975382,-0.166500629,-0.022675099,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","R","S","R","R","R","R","R","R","R","SR","SR","RR","RR","SR","RR",0,0,1,1,0,1,3,0.01,0.01,0.01,0.01,5,5,0.57,0.39,0.71,0.79,0,0.76,0.04,0.04,0.04,0.04,0.04,0.04,1,1,0.98,1,0.97,0.99,4,0.0014377877458812,"Additivity","Cefotaxime","Triclosan"
"1","eco:b0149_eco:b1288","eco:b0149","eco:b1288","Cefotaxime_Triclosan",Inf,0,15,14,0,14.5,14,15,0,6.46666666666667,3.23333333333333,"Cefotaxime-Triclosan","CTX","TRI",0,"beta-lactam","other membrane","beta-lactam-other membrane",0,"cell wall","membrane","cell wall-membrane",0,"antibiotic","anti-infective","anti-infective-antibiotic",-0.087181683,-0.072882976,-0.039725987,-0.079975382,-0.166500629,-0.022675099,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","R","S","R","R","R","R","R","R","R","SR","SR","RR","RR","SR","RR",0,0,1,1,0,1,3,0.01,0.01,0.01,0.01,5,5,0.57,0.39,0.71,0.79,0,0.76,0.04,0.04,0.04,0.04,0.04,0.04,1,1,0.98,1,0.97,0.99,4,0.0014377877458812,"Additivity","Cefotaxime","Triclosan"
"1","eco:b1288_eco:b3396","eco:b1288","eco:b3396","Cefotaxime_Triclosan",Inf,0,14,15,0,14.5,14,15,0,6.46666666666667,3.23333333333333,"Cefotaxime-Triclosan","CTX","TRI",0,"beta-lactam","other membrane","beta-lactam-other membrane",0,"cell wall","membrane","cell wall-membrane",0,"antibiotic","anti-infective","anti-infective-antibiotic",-0.087181683,-0.072882976,-0.039725987,-0.079975382,-0.166500629,-0.022675099,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","R","S","R","R","R","R","R","R","R","SR","SR","RR","RR","SR","RR",0,0,1,1,0,1,3,0.01,0.01,0.01,0.01,5,5,0.57,0.39,0.71,0.79,0,0.76,0.04,0.04,0.04,0.04,0.04,0.04,1,1,0.98,1,0.97,0.99,4,0.0014377877458812,"Additivity","Cefotaxime","Triclosan"
"1","eco:b0048_eco:b0084","eco:b0048","eco:b0084","Cefotaxime_Trimethoprim",Inf,0,14,15,0,14.5,14,15,0,142.666666666666,71.333333333333,"Cefotaxime-Trimethoprim","CTX","TMP",0,"beta-lactam","folic acid biosynthesis","beta-lactam-folic acid biosynthesis",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.132932792,0.082081466,-0.048415086,0.082274937,0.039053724,0.049758576,"Antagonism","Additivity","Additivity","Additivity","Additivity","Additivity",1,0,0,0,0,0,1,"S","S","R","R","S","R","S","S","S","S","R","R","SS","SS","RS","RS","SR","RR",-1,-1,0,0,0,1,-1,0.01,0.01,0.01,0.01,5,5,0.57,0.39,0.71,0.79,0,0.76,0.5,0.5,0.5,0.5,1,1,0.49,0.46,0.53,0.46,0.83,0.85,6,0.00251544903749316,"Additivity-Antagonism","Cefotaxime","Trimethoprim"
"1","eco:b0048_eco:b0149","eco:b0048","eco:b0149","Cefotaxime_Trimethoprim",Inf,0,14,15,0,14.5,14,15,0,142.666666666666,71.333333333333,"Cefotaxime-Trimethoprim","CTX","TMP",0,"beta-lactam","folic acid biosynthesis","beta-lactam-folic acid biosynthesis",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.132932792,0.082081466,-0.048415086,0.082274937,0.039053724,0.049758576,"Antagonism","Additivity","Additivity","Additivity","Additivity","Additivity",1,0,0,0,0,0,1,"S","S","R","R","S","R","S","S","S","S","R","R","SS","SS","RS","RS","SR","RR",-1,-1,0,0,0,1,-1,0.01,0.01,0.01,0.01,5,5,0.57,0.39,0.71,0.79,0,0.76,0.5,0.5,0.5,0.5,1,1,0.49,0.46,0.53,0.46,0.83,0.85,6,0.00251544903749316,"Additivity-Antagonism","Cefotaxime","Trimethoprim"
"1","eco:b0048_eco:b3396","eco:b0048","eco:b3396","Cefotaxime_Trimethoprim",Inf,0,14,15,0,14.5,14,15,0,142.666666666666,71.333333333333,"Cefotaxime-Trimethoprim","CTX","TMP",0,"beta-lactam","folic acid biosynthesis","beta-lactam-folic acid biosynthesis",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.132932792,0.082081466,-0.048415086,0.082274937,0.039053724,0.049758576,"Antagonism","Additivity","Additivity","Additivity","Additivity","Additivity",1,0,0,0,0,0,1,"S","S","R","R","S","R","S","S","S","S","R","R","SS","SS","RS","RS","SR","RR",-1,-1,0,0,0,1,-1,0.01,0.01,0.01,0.01,5,5,0.57,0.39,0.71,0.79,0,0.76,0.5,0.5,0.5,0.5,1,1,0.49,0.46,0.53,0.46,0.83,0.85,6,0.00251544903749316,"Additivity-Antagonism","Cefotaxime","Trimethoprim"
"1","eco:b0084_eco:b3189","eco:b0084","eco:b3189","Cephalexin_Fosfomycin",1,15,15,15,1,15,15,15,0,0,0,"Cephalexin-Fosfomycin","LEX","FOF",0,"beta-lactam","other cell wall","beta-lactam-other cell wall",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.05146545,-0.083485425,-0.055280295,-0.101682714,0.145392972,0.063800023,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","S","S","S","R","S","S","RS","RS","RS","RR","RS","RS",0,0,0,1,0,0,1,10,10,10,10,16,16,0.84,0.88,0.86,0.87,0.9,0.9,0.1,0.1,0.05,0.05,15,5,0.39,0.49,0.65,0.77,0,0,9,0.000821135662615308,"Additivity","Cephalexin","Fosfomycin"
"1","eco:b0149_eco:b3189","eco:b0149","eco:b3189","Cephalexin_Fosfomycin",1,15,15,15,1,15,15,15,0,0,0,"Cephalexin-Fosfomycin","LEX","FOF",0,"beta-lactam","other cell wall","beta-lactam-other cell wall",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.05146545,-0.083485425,-0.055280295,-0.101682714,0.145392972,0.063800023,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","S","S","S","R","S","S","RS","RS","RS","RR","RS","RS",0,0,0,1,0,0,1,10,10,10,10,16,16,0.84,0.88,0.86,0.87,0.9,0.9,0.1,0.1,0.05,0.05,15,5,0.39,0.49,0.65,0.77,0,0,9,0.000821135662615308,"Additivity","Cephalexin","Fosfomycin"
"1","eco:b3189_eco:b3396","eco:b3189","eco:b3396","Cephalexin_Fosfomycin",1,15,15,15,1,15,15,15,0,0,0,"Cephalexin-Fosfomycin","LEX","FOF",0,"beta-lactam","other cell wall","beta-lactam-other cell wall",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.05146545,-0.083485425,-0.055280295,-0.101682714,0.145392972,0.063800023,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","S","S","S","R","S","S","RS","RS","RS","RR","RS","RS",0,0,0,1,0,0,1,10,10,10,10,16,16,0.84,0.88,0.86,0.87,0.9,0.9,0.1,0.1,0.05,0.05,15,5,0.39,0.49,0.65,0.77,0,0,9,0.000821135662615308,"Additivity","Cephalexin","Fosfomycin"
"1","eco:b0084_eco:b0149","eco:b0084","eco:b0149","Cephalexin_Imipenem",1,15,15,15,1,15,15,15,0,0,0,"Cephalexin-Imipenem","LEX","IPM",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.062303642,-0.053685421,-0.057252841,0.032793424,-0.018805893,0.025000618,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","S","S","S","S","S","S","RS","RS","RS","RS","RS","RS",0,0,0,0,0,0,0,10,10,10,10,16,16,0.84,0.88,0.86,0.87,0.9,0.9,0.125,0.125,0.125,0.125,3,0.75,0.28,0.44,0.07,0,0,0,6,0.00251544903749316,"Additivity","Cephalexin","Imipenem"
"1","eco:b0084_eco:b3396","eco:b0084","eco:b3396","Cephalexin_Imipenem",1,15,15,15,1,15,15,15,0,0,0,"Cephalexin-Imipenem","LEX","IPM",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.062303642,-0.053685421,-0.057252841,0.032793424,-0.018805893,0.025000618,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","S","S","S","S","S","S","RS","RS","RS","RS","RS","RS",0,0,0,0,0,0,0,10,10,10,10,16,16,0.84,0.88,0.86,0.87,0.9,0.9,0.125,0.125,0.125,0.125,3,0.75,0.28,0.44,0.07,0,0,0,6,0.00251544903749316,"Additivity","Cephalexin","Imipenem"
"1","eco:b0149_eco:b3396","eco:b0149","eco:b3396","Cephalexin_Imipenem",1,15,15,15,1,15,15,15,0,0,0,"Cephalexin-Imipenem","LEX","IPM",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.062303642,-0.053685421,-0.057252841,0.032793424,-0.018805893,0.025000618,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","S","S","S","S","S","S","RS","RS","RS","RS","RS","RS",0,0,0,0,0,0,0,10,10,10,10,16,16,0.84,0.88,0.86,0.87,0.9,0.9,0.125,0.125,0.125,0.125,3,0.75,0.28,0.44,0.07,0,0,0,6,0.00251544903749316,"Additivity","Cephalexin","Imipenem"
"1","eco:b0084_eco:b0149","eco:b0084","eco:b0149","Cephalexin_Meropenem",1,15,15,15,1,15,15,15,0,0,0,"Cephalexin-Meropenem","LEX","MEM",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.066057652,-0.094180473,0.01418939,-0.126460738,0.02825758,0.043693364,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","S","S","S","S","S","S","RS","RS","RS","RS","RS","RS",0,0,0,0,0,0,0,10,10,10,10,16,16,0.84,0.88,0.86,0.87,0.9,0.9,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,7,0.00242149473711998,"Additivity","Cephalexin","Meropenem"
"1","eco:b0084_eco:b3396","eco:b0084","eco:b3396","Cephalexin_Meropenem",1,15,15,15,1,15,15,15,0,0,0,"Cephalexin-Meropenem","LEX","MEM",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.066057652,-0.094180473,0.01418939,-0.126460738,0.02825758,0.043693364,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","S","S","S","S","S","S","RS","RS","RS","RS","RS","RS",0,0,0,0,0,0,0,10,10,10,10,16,16,0.84,0.88,0.86,0.87,0.9,0.9,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,7,0.00242149473711998,"Additivity","Cephalexin","Meropenem"
"1","eco:b0149_eco:b3396","eco:b0149","eco:b3396","Cephalexin_Meropenem",1,15,15,15,1,15,15,15,0,0,0,"Cephalexin-Meropenem","LEX","MEM",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.066057652,-0.094180473,0.01418939,-0.126460738,0.02825758,0.043693364,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","S","S","S","S","S","S","RS","RS","RS","RS","RS","RS",0,0,0,0,0,0,0,10,10,10,10,16,16,0.84,0.88,0.86,0.87,0.9,0.9,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,7,0.00242149473711998,"Additivity","Cephalexin","Meropenem"
"1","eco:b0084_eco:b3426","eco:b0084","eco:b3426","Cephalexin_Metformin",Inf,0,15,6,0,10.5,6,15,0,0,0,"Cephalexin-Metformin","LEX","MF",0,"beta-lactam","human drug","beta-lactam-human drug",0,"cell wall","human","cell wall-human",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",0.050253855,0.021236658,0.01968194,0.045131702,-0.025486956,-0.03352575,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","S","S","S","S","S","S","RS","RS","RS","RS","RS","RS",0,0,0,0,0,0,0,10,10,10,10,16,16,0.84,0.88,0.86,0.87,0.9,0.9,12916,12916,38748,38748,25832,25832,0.54,0.27,0.67,0.63,0.48,0.58,2,0.000445773579760347,"Additivity","Cephalexin","Metformin"
"1","eco:b0149_eco:b3426","eco:b0149","eco:b3426","Cephalexin_Metformin",Inf,0,15,6,0,10.5,6,15,0,0,0,"Cephalexin-Metformin","LEX","MF",0,"beta-lactam","human drug","beta-lactam-human drug",0,"cell wall","human","cell wall-human",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",0.050253855,0.021236658,0.01968194,0.045131702,-0.025486956,-0.03352575,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","S","S","S","S","S","S","RS","RS","RS","RS","RS","RS",0,0,0,0,0,0,0,10,10,10,10,16,16,0.84,0.88,0.86,0.87,0.9,0.9,12916,12916,38748,38748,25832,25832,0.54,0.27,0.67,0.63,0.48,0.58,2,0.000445773579760347,"Additivity","Cephalexin","Metformin"
"1","eco:b3396_eco:b3426","eco:b3396","eco:b3426","Cephalexin_Metformin",Inf,0,15,6,0,10.5,6,15,0,0,0,"Cephalexin-Metformin","LEX","MF",0,"beta-lactam","human drug","beta-lactam-human drug",0,"cell wall","human","cell wall-human",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",0.050253855,0.021236658,0.01968194,0.045131702,-0.025486956,-0.03352575,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","S","S","S","S","S","S","RS","RS","RS","RS","RS","RS",0,0,0,0,0,0,0,10,10,10,10,16,16,0.84,0.88,0.86,0.87,0.9,0.9,12916,12916,38748,38748,25832,25832,0.54,0.27,0.67,0.63,0.48,0.58,2,0.000445773579760347,"Additivity","Cephalexin","Metformin"
"1","eco:b0084_eco:b0149","eco:b0084","eco:b0149","Cephalexin_Penicillin G",1,15,15,15,1,15,15,15,0,0,0,"Cephalexin-Penicillin G","LEX","PEN",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.050012293,0.048796852,-0.069323225,-0.049739346,-0.056618085,0.017535041,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","S","S","S","R","R","RR","RS","RS","RS","RR","RR",1,0,0,0,1,1,3,10,10,10,10,16,16,0.84,0.88,0.86,0.87,0.9,0.9,5,5,1.25,1.25,10,10,0.8,0.67,0.62,0.62,0.93,0.91,9,0.000821135662615308,"Additivity","Cephalexin","Penicillin G"
"1","eco:b0084_eco:b3396","eco:b0084","eco:b3396","Cephalexin_Penicillin G",1,15,15,15,1,15,15,15,0,0,0,"Cephalexin-Penicillin G","LEX","PEN",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.050012293,0.048796852,-0.069323225,-0.049739346,-0.056618085,0.017535041,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","S","S","S","R","R","RR","RS","RS","RS","RR","RR",1,0,0,0,1,1,3,10,10,10,10,16,16,0.84,0.88,0.86,0.87,0.9,0.9,5,5,1.25,1.25,10,10,0.8,0.67,0.62,0.62,0.93,0.91,9,0.000821135662615308,"Additivity","Cephalexin","Penicillin G"
"1","eco:b0149_eco:b3396","eco:b0149","eco:b3396","Cephalexin_Penicillin G",1,15,15,15,1,15,15,15,0,0,0,"Cephalexin-Penicillin G","LEX","PEN",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.050012293,0.048796852,-0.069323225,-0.049739346,-0.056618085,0.017535041,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","S","S","S","R","R","RR","RS","RS","RS","RR","RR",1,0,0,0,1,1,3,10,10,10,10,16,16,0.84,0.88,0.86,0.87,0.9,0.9,5,5,1.25,1.25,10,10,0.8,0.67,0.62,0.62,0.93,0.91,9,0.000821135662615308,"Additivity","Cephalexin","Penicillin G"
"1","eco:b0084_eco:b0149","eco:b0084","eco:b0149","Cephalexin_Piperacillin",1,15,15,15,1,15,15,15,0,0,0,"Cephalexin-Piperacillin","LEX","PIP",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.055633476,0.059136962,-0.099882801,-0.059559677,0.147661201,0.030978977,"Additivity","Additivity","Additivity","Additivity","Antagonism","Additivity",0,0,0,0,1,0,1,"R","R","R","R","R","R","R","S","S","S","S","S","RR","RS","RS","RS","RS","RS",1,0,0,0,0,0,1,10,10,10,10,16,16,0.84,0.88,0.86,0.87,0.9,0.9,0.3,0.3,1,1,2,3,0.8,0.68,0.6,0.62,0,0,9,0.000821135662615308,"Additivity-Antagonism","Cephalexin","Piperacillin"
