"drug_pair","Drug1","Drug2","mean.path.length","mean.k.edge","mean.min.degree","mean.max.degree","mean.mean.degree","max.adjacency","network"
"Clindamycin_Triclosan","Clindamycin","Triclosan",1,56,56,135,96,1,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Clindamycin_Trimethoprim","Clindamycin","Trimethoprim",3,9,9,135,72,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Doxycycline_Flucytosine","Doxycycline","Flucytosine",3,14,14,152,83,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Doxycycline_Fosfomycin","Doxycycline","Fosfomycin",2,44,44,152,98,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Doxycycline_Fusidic acid","Doxycycline","Fusidic acid",4,4,4,152,78,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Doxycycline_Imipenem","Doxycycline","Imipenem",3,26,26,152,89,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Doxycycline_Levofloxacin","Doxycycline","Levofloxacin",2,32,32,152,92,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Doxycycline_Mecillinam","Doxycycline","Mecillinam",2,63,63,152,107,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Doxycycline_Meropenem","Doxycycline","Meropenem",3,26,26,152,89,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Doxycycline_Metformin","Doxycycline","Metformin",2,33,33,152,92,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Doxycycline_Moxifloxacin","Doxycycline","Moxifloxacin",2,32,32,152,92,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Doxycycline_Novobiocin","Doxycycline","Novobiocin",2,55,55,152,103,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Doxycycline_Penicillin G","Doxycycline","Penicillin G",3,26,26,152,89,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Doxycycline_Piperacillin","Doxycycline","Piperacillin",3,26,26,152,89,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Doxycycline_Pseudomonic acid","Doxycycline","Pseudomonic acid",2,40,40,152,96,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Doxycycline_Rifampicin","Doxycycline","Rifampicin",2,73,73,152,112,1,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Doxycycline_Sulfamonomethoxine","Doxycycline","Sulfamonomethoxine",3,13,13,152,82,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Doxycycline_Triclosan","Doxycycline","Triclosan",2,56,56,152,104,1,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Doxycycline_Trimethoprim","Doxycycline","Trimethoprim",3,9,9,152,80,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Flucytosine_Fosfomycin","Flucytosine","Fosfomycin",3,14,14,44,29,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Flucytosine_Fusidic acid","Flucytosine","Fusidic acid",4,3,3,16,9,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Flucytosine_Imipenem","Flucytosine","Imipenem",4,8,8,33,20,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Flucytosine_Levofloxacin","Flucytosine","Levofloxacin",3,10,10,37,23,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Flucytosine_Mecillinam","Flucytosine","Mecillinam",2,14,14,63,39,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Flucytosine_Meropenem","Flucytosine","Meropenem",4,8,8,33,20,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Flucytosine_Metformin","Flucytosine","Metformin",4,14,14,33,24,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Flucytosine_Moxifloxacin","Flucytosine","Moxifloxacin",3,10,10,37,23,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Flucytosine_Novobiocin","Flucytosine","Novobiocin",3,14,14,55,35,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Flucytosine_Penicillin G","Flucytosine","Penicillin G",4,8,8,33,20,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Flucytosine_Piperacillin","Flucytosine","Piperacillin",4,8,8,33,20,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Flucytosine_Pseudomonic acid","Flucytosine","Pseudomonic acid",3,14,14,40,27,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Flucytosine_Rifampicin","Flucytosine","Rifampicin",3,14,14,73,44,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Flucytosine_Sulfamonomethoxine","Flucytosine","Sulfamonomethoxine",4,8,8,20,14,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Flucytosine_Triclosan","Flucytosine","Triclosan",3,14,14,56,35,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Flucytosine_Trimethoprim","Flucytosine","Trimethoprim",4,6,6,18,12,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Fosfomycin_Fusidic acid","Fosfomycin","Fusidic acid",3,4,4,44,24,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Fosfomycin_Imipenem","Fosfomycin","Imipenem",2,19,19,51,35,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Fosfomycin_Levofloxacin","Fosfomycin","Levofloxacin",2,26,26,50,38,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Fosfomycin_Mecillinam","Fosfomycin","Mecillinam",2,44,44,63,54,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Fosfomycin_Meropenem","Fosfomycin","Meropenem",2,19,19,51,35,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Fosfomycin_Metformin","Fosfomycin","Metformin",3,33,33,44,38,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Fosfomycin_Moxifloxacin","Fosfomycin","Moxifloxacin",2,26,26,50,38,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Fosfomycin_Novobiocin","Fosfomycin","Novobiocin",2,44,44,56,50,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Fosfomycin_Penicillin G","Fosfomycin","Penicillin G",2,19,19,51,35,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Fosfomycin_Piperacillin","Fosfomycin","Piperacillin",2,19,19,51,35,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Fosfomycin_Pseudomonic acid","Fosfomycin","Pseudomonic acid",3,40,40,44,42,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Fosfomycin_Rifampicin","Fosfomycin","Rifampicin",2,44,44,73,58,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Fosfomycin_Sulfamonomethoxine","Fosfomycin","Sulfamonomethoxine",3,13,13,44,28,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Fosfomycin_Triclosan","Fosfomycin","Triclosan",2,44,44,56,50,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Fosfomycin_Trimethoprim","Fosfomycin","Trimethoprim",3,9,9,44,26,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Fusidic acid_Imipenem","Fusidic acid","Imipenem",4,4,4,26,15,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Fusidic acid_Levofloxacin","Fusidic acid","Levofloxacin",4,4,4,32,18,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Fusidic acid_Mecillinam","Fusidic acid","Mecillinam",3,4,4,63,34,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Fusidic acid_Meropenem","Fusidic acid","Meropenem",4,4,4,26,15,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Fusidic acid_Metformin","Fusidic acid","Metformin",3,4,4,33,18,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Fusidic acid_Moxifloxacin","Fusidic acid","Moxifloxacin",4,4,4,32,18,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Fusidic acid_Novobiocin","Fusidic acid","Novobiocin",3,4,4,55,30,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Fusidic acid_Penicillin G","Fusidic acid","Penicillin G",4,4,4,26,15,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Fusidic acid_Piperacillin","Fusidic acid","Piperacillin",4,4,4,26,15,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Fusidic acid_Pseudomonic acid","Fusidic acid","Pseudomonic acid",4,4,4,40,22,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Fusidic acid_Rifampicin","Fusidic acid","Rifampicin",4,4,4,73,38,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Fusidic acid_Sulfamonomethoxine","Fusidic acid","Sulfamonomethoxine",4,4,4,13,8,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Fusidic acid_Triclosan","Fusidic acid","Triclosan",3,4,4,56,30,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Fusidic acid_Trimethoprim","Fusidic acid","Trimethoprim",4,4,4,9,6,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Imipenem_Levofloxacin","Imipenem","Levofloxacin",3,15,15,44,29,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Imipenem_Mecillinam","Imipenem","Mecillinam",3,18,18,64,41,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Imipenem_Meropenem","Imipenem","Meropenem",3,10,10,42,26,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Imipenem_Metformin","Imipenem","Metformin",3,15,15,44,29,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Imipenem_Moxifloxacin","Imipenem","Moxifloxacin",3,15,15,44,29,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Imipenem_Novobiocin","Imipenem","Novobiocin",3,22,22,59,40,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Imipenem_Penicillin G","Imipenem","Penicillin G",3,10,10,42,26,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Imipenem_Piperacillin","Imipenem","Piperacillin",3,10,10,42,26,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Imipenem_Pseudomonic acid","Imipenem","Pseudomonic acid",3,18,18,48,33,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Imipenem_Rifampicin","Imipenem","Rifampicin",3,24,24,75,49,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Imipenem_Sulfamonomethoxine","Imipenem","Sulfamonomethoxine",4,9,9,30,19,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Imipenem_Triclosan","Imipenem","Triclosan",3,23,23,59,41,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Imipenem_Trimethoprim","Imipenem","Trimethoprim",4,7,7,28,17,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Levofloxacin_Mecillinam","Levofloxacin","Mecillinam",2,31,31,64,48,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Levofloxacin_Meropenem","Levofloxacin","Meropenem",3,15,15,44,29,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Levofloxacin_Metformin","Levofloxacin","Metformin",3,21,21,44,33,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Levofloxacin_Moxifloxacin","Levofloxacin","Moxifloxacin",2,14,14,50,32,1,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Levofloxacin_Novobiocin","Levofloxacin","Novobiocin",2,16,16,57,37,1,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Levofloxacin_Penicillin G","Levofloxacin","Penicillin G",3,15,15,44,29,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Levofloxacin_Piperacillin","Levofloxacin","Piperacillin",3,15,15,44,29,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Levofloxacin_Pseudomonic acid","Levofloxacin","Pseudomonic acid",2,25,25,48,36,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Levofloxacin_Rifampicin","Levofloxacin","Rifampicin",2,30,30,75,53,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Levofloxacin_Sulfamonomethoxine","Levofloxacin","Sulfamonomethoxine",3,11,11,34,23,1,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Levofloxacin_Triclosan","Levofloxacin","Triclosan",2,30,30,59,44,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Levofloxacin_Trimethoprim","Levofloxacin","Trimethoprim",4,8,8,33,21,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Mecillinam_Meropenem","Mecillinam","Meropenem",3,18,18,64,41,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Mecillinam_Metformin","Mecillinam","Metformin",3,33,33,63,48,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Mecillinam_Moxifloxacin","Mecillinam","Moxifloxacin",2,31,31,64,48,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Mecillinam_Novobiocin","Mecillinam","Novobiocin",2,53,53,65,59,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Mecillinam_Penicillin G","Mecillinam","Penicillin G",3,18,18,64,41,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Mecillinam_Piperacillin","Mecillinam","Piperacillin",3,18,18,64,41,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Mecillinam_Pseudomonic acid","Mecillinam","Pseudomonic acid",3,40,40,63,52,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Mecillinam_Rifampicin","Mecillinam","Rifampicin",2,58,58,78,68,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Mecillinam_Sulfamonomethoxine","Mecillinam","Sulfamonomethoxine",3,13,13,63,38,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Mecillinam_Triclosan","Mecillinam","Triclosan",2,56,56,63,60,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Mecillinam_Trimethoprim","Mecillinam","Trimethoprim",3,9,9,63,36,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Meropenem_Metformin","Meropenem","Metformin",3,15,15,44,29,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Meropenem_Moxifloxacin","Meropenem","Moxifloxacin",3,15,15,44,29,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Meropenem_Novobiocin","Meropenem","Novobiocin",3,22,22,59,40,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Meropenem_Penicillin G","Meropenem","Penicillin G",3,10,10,42,26,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Meropenem_Piperacillin","Meropenem","Piperacillin",3,10,10,42,26,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Meropenem_Pseudomonic acid","Meropenem","Pseudomonic acid",3,18,18,48,33,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Meropenem_Rifampicin","Meropenem","Rifampicin",3,24,24,75,49,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Meropenem_Sulfamonomethoxine","Meropenem","Sulfamonomethoxine",4,9,9,30,19,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Meropenem_Triclosan","Meropenem","Triclosan",3,23,23,59,41,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Meropenem_Trimethoprim","Meropenem","Trimethoprim",4,7,7,28,17,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Metformin_Moxifloxacin","Metformin","Moxifloxacin",3,21,21,44,33,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Metformin_Novobiocin","Metformin","Novobiocin",3,33,33,55,44,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Metformin_Penicillin G","Metformin","Penicillin G",3,15,15,44,29,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Metformin_Piperacillin","Metformin","Piperacillin",3,15,15,44,29,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Metformin_Pseudomonic acid","Metformin","Pseudomonic acid",3,33,33,40,36,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Metformin_Rifampicin","Metformin","Rifampicin",2,33,33,73,53,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Metformin_Sulfamonomethoxine","Metformin","Sulfamonomethoxine",3,13,13,33,23,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Metformin_Triclosan","Metformin","Triclosan",3,33,33,56,44,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Metformin_Trimethoprim","Metformin","Trimethoprim",2,9,9,33,21,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Moxifloxacin_Novobiocin","Moxifloxacin","Novobiocin",2,16,16,57,37,1,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Moxifloxacin_Penicillin G","Moxifloxacin","Penicillin G",3,15,15,44,29,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Moxifloxacin_Piperacillin","Moxifloxacin","Piperacillin",3,15,15,44,29,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Moxifloxacin_Pseudomonic acid","Moxifloxacin","Pseudomonic acid",2,25,25,48,36,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Moxifloxacin_Rifampicin","Moxifloxacin","Rifampicin",2,30,30,75,53,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Moxifloxacin_Sulfamonomethoxine","Moxifloxacin","Sulfamonomethoxine",3,11,11,34,23,1,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Moxifloxacin_Triclosan","Moxifloxacin","Triclosan",2,30,30,59,44,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Moxifloxacin_Trimethoprim","Moxifloxacin","Trimethoprim",4,8,8,33,21,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Novobiocin_Penicillin G","Novobiocin","Penicillin G",3,22,22,59,40,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Novobiocin_Piperacillin","Novobiocin","Piperacillin",3,22,22,59,40,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Novobiocin_Pseudomonic acid","Novobiocin","Pseudomonic acid",2,40,40,55,48,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Novobiocin_Rifampicin","Novobiocin","Rifampicin",2,52,52,76,64,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Novobiocin_Sulfamonomethoxine","Novobiocin","Sulfamonomethoxine",3,13,13,55,34,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Novobiocin_Triclosan","Novobiocin","Triclosan",2,50,50,62,56,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Novobiocin_Trimethoprim","Novobiocin","Trimethoprim",4,9,9,55,32,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Penicillin G_Piperacillin","Penicillin G","Piperacillin",3,10,10,42,26,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Penicillin G_Pseudomonic acid","Penicillin G","Pseudomonic acid",3,18,18,48,33,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Penicillin G_Rifampicin","Penicillin G","Rifampicin",3,24,24,75,49,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Penicillin G_Sulfamonomethoxine","Penicillin G","Sulfamonomethoxine",4,9,9,30,19,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Penicillin G_Triclosan","Penicillin G","Triclosan",3,23,23,59,41,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Penicillin G_Trimethoprim","Penicillin G","Trimethoprim",4,7,7,28,17,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Piperacillin_Pseudomonic acid","Piperacillin","Pseudomonic acid",3,18,18,48,33,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Piperacillin_Rifampicin","Piperacillin","Rifampicin",3,24,24,75,49,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Piperacillin_Sulfamonomethoxine","Piperacillin","Sulfamonomethoxine",4,9,9,30,19,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Piperacillin_Triclosan","Piperacillin","Triclosan",3,23,23,59,41,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Piperacillin_Trimethoprim","Piperacillin","Trimethoprim",4,7,7,28,17,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Pseudomonic acid_Rifampicin","Pseudomonic acid","Rifampicin",2,40,40,73,56,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Pseudomonic acid_Sulfamonomethoxine","Pseudomonic acid","Sulfamonomethoxine",3,13,13,40,26,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Pseudomonic acid_Triclosan","Pseudomonic acid","Triclosan",2,40,40,56,48,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Pseudomonic acid_Trimethoprim","Pseudomonic acid","Trimethoprim",3,9,9,40,24,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Rifampicin_Sulfamonomethoxine","Rifampicin","Sulfamonomethoxine",4,13,13,73,43,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Rifampicin_Triclosan","Rifampicin","Triclosan",2,54,54,74,64,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Rifampicin_Trimethoprim","Rifampicin","Trimethoprim",2,9,9,73,41,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Sulfamonomethoxine_Triclosan","Sulfamonomethoxine","Triclosan",4,13,13,56,34,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Sulfamonomethoxine_Trimethoprim","Sulfamonomethoxine","Trimethoprim",3,9,9,13,11,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Triclosan_Trimethoprim","Triclosan","Trimethoprim",3,9,9,56,32,0,"CX.INT.EcoliNet.v1.4039gene.67494link.txt"
"Amoxicillin_Aztreonam","Amoxicillin","Aztreonam",Inf,0,1,2,2,1,"DC.EcoliNet.2283gene.9643link.txt"
"Amoxicillin_Cefaclor","Amoxicillin","Cefaclor",Inf,0,1,2,2,1,"DC.EcoliNet.2283gene.9643link.txt"
"Amoxicillin_Cefotaxime","Amoxicillin","Cefotaxime",Inf,0,1,2,2,1,"DC.EcoliNet.2283gene.9643link.txt"
"Amoxicillin_Cephalexin","Amoxicillin","Cephalexin",Inf,0,1,2,2,1,"DC.EcoliNet.2283gene.9643link.txt"
"Amoxicillin_Doxycycline","Amoxicillin","Doxycycline",Inf,0,1,2,2,0,"DC.EcoliNet.2283gene.9643link.txt"
"Amoxicillin_Imipenem","Amoxicillin","Imipenem",Inf,0,1,2,2,1,"DC.EcoliNet.2283gene.9643link.txt"
"Amoxicillin_Mecillinam","Amoxicillin","Mecillinam",Inf,0,1,2,2,1,"DC.EcoliNet.2283gene.9643link.txt"
"Amoxicillin_Meropenem","Amoxicillin","Meropenem",Inf,0,1,2,2,1,"DC.EcoliNet.2283gene.9643link.txt"
"Amoxicillin_Metformin","Amoxicillin","Metformin",Inf,0,2,4,3,0,"DC.EcoliNet.2283gene.9643link.txt"
"Amoxicillin_Penicillin G","Amoxicillin","Penicillin G",Inf,0,1,2,2,1,"DC.EcoliNet.2283gene.9643link.txt"
"Amoxicillin_Piperacillin","Amoxicillin","Piperacillin",Inf,0,1,2,2,1,"DC.EcoliNet.2283gene.9643link.txt"
"Amoxicillin_Triclosan","Amoxicillin","Triclosan",Inf,0,2,16,9,0,"DC.EcoliNet.2283gene.9643link.txt"
"Aztreonam_Cefaclor","Aztreonam","Cefaclor",Inf,0,1,2,2,1,"DC.EcoliNet.2283gene.9643link.txt"
"Aztreonam_Cefotaxime","Aztreonam","Cefotaxime",Inf,0,1,2,2,1,"DC.EcoliNet.2283gene.9643link.txt"
"Aztreonam_Cephalexin","Aztreonam","Cephalexin",Inf,0,1,2,2,1,"DC.EcoliNet.2283gene.9643link.txt"
"Aztreonam_Doxycycline","Aztreonam","Doxycycline",Inf,0,1,2,2,0,"DC.EcoliNet.2283gene.9643link.txt"
"Aztreonam_Imipenem","Aztreonam","Imipenem",Inf,0,1,2,2,1,"DC.EcoliNet.2283gene.9643link.txt"
"Aztreonam_Mecillinam","Aztreonam","Mecillinam",Inf,0,1,2,2,1,"DC.EcoliNet.2283gene.9643link.txt"
"Aztreonam_Meropenem","Aztreonam","Meropenem",Inf,0,1,2,2,1,"DC.EcoliNet.2283gene.9643link.txt"
"Aztreonam_Metformin","Aztreonam","Metformin",Inf,0,2,4,3,0,"DC.EcoliNet.2283gene.9643link.txt"
"Aztreonam_Penicillin G","Aztreonam","Penicillin G",Inf,0,1,2,2,1,"DC.EcoliNet.2283gene.9643link.txt"
"Aztreonam_Piperacillin","Aztreonam","Piperacillin",Inf,0,1,2,2,1,"DC.EcoliNet.2283gene.9643link.txt"
"Aztreonam_Triclosan","Aztreonam","Triclosan",Inf,0,2,16,9,0,"DC.EcoliNet.2283gene.9643link.txt"
"Cefaclor_Cefotaxime","Cefaclor","Cefotaxime",Inf,0,1,2,2,1,"DC.EcoliNet.2283gene.9643link.txt"
"Cefaclor_Cephalexin","Cefaclor","Cephalexin",Inf,0,1,2,2,1,"DC.EcoliNet.2283gene.9643link.txt"
"Cefaclor_Doxycycline","Cefaclor","Doxycycline",Inf,0,1,2,2,0,"DC.EcoliNet.2283gene.9643link.txt"
"Cefaclor_Imipenem","Cefaclor","Imipenem",Inf,0,1,2,2,1,"DC.EcoliNet.2283gene.9643link.txt"
"Cefaclor_Mecillinam","Cefaclor","Mecillinam",Inf,0,1,2,2,1,"DC.EcoliNet.2283gene.9643link.txt"
"Cefaclor_Meropenem","Cefaclor","Meropenem",Inf,0,1,2,2,1,"DC.EcoliNet.2283gene.9643link.txt"
"Cefaclor_Metformin","Cefaclor","Metformin",Inf,0,2,4,3,0,"DC.EcoliNet.2283gene.9643link.txt"
"Cefaclor_Penicillin G","Cefaclor","Penicillin G",Inf,0,1,2,2,1,"DC.EcoliNet.2283gene.9643link.txt"
"Cefaclor_Piperacillin","Cefaclor","Piperacillin",Inf,0,1,2,2,1,"DC.EcoliNet.2283gene.9643link.txt"
"Cefaclor_Triclosan","Cefaclor","Triclosan",Inf,0,2,16,9,0,"DC.EcoliNet.2283gene.9643link.txt"
"Cefotaxime_Cephalexin","Cefotaxime","Cephalexin",Inf,0,1,2,2,1,"DC.EcoliNet.2283gene.9643link.txt"
"Cefotaxime_Doxycycline","Cefotaxime","Doxycycline",Inf,0,1,2,2,0,"DC.EcoliNet.2283gene.9643link.txt"
"Cefotaxime_Imipenem","Cefotaxime","Imipenem",Inf,0,1,2,2,1,"DC.EcoliNet.2283gene.9643link.txt"
"Cefotaxime_Mecillinam","Cefotaxime","Mecillinam",Inf,0,1,2,2,1,"DC.EcoliNet.2283gene.9643link.txt"
"Cefotaxime_Meropenem","Cefotaxime","Meropenem",Inf,0,1,2,2,1,"DC.EcoliNet.2283gene.9643link.txt"
"Cefotaxime_Metformin","Cefotaxime","Metformin",Inf,0,2,4,3,0,"DC.EcoliNet.2283gene.9643link.txt"
