"network","drug_pair","Drug1.x","Drug2.x","mean.path.length","mean.k.edge","mean.min.degree","mean.max.degree","mean.mean.degree","max.adjacency","Drug1.y","Drug2.y","code_3letter1","code_3letter2","drug_category1","drug_category2","targeted_cellular_process1","targeted_cellular_process2","use1","use2","ebw","ecr","seo","stm","pae","pau","int_sign_ebw","int_sign_ecr","int_sign_seo","int_sign_stm","int_sign_pae","int_sign_pau","drug_category","targeted_process","use","drugdrug","categorycategory","processprocess","useuse","clusters","sigma.rate","connection_groups","connection_onoff","drug_cat","targ","us","ebw_g","ecr_g","seo_g","stm_g","pae_g","pau_g","sum_g"
"Co-functional (GO-BP)","Fusidic acid_Sulfamonomethoxine","Fusidic acid","Sulfamonomethoxine",5,1,1,21,11,"0","Fusidic acid","Sulfamonomethoxine","FUS","SMM","other protein synthesis inhibitor","folic acid biosynthesis","protein synthesis inhibitor","DNA","antibiotic","antibiotic",0.037370569,-0.099532372,0.050411369,0.052580636,-0.067618202,0.031522579,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Fusidic acid-Sulfamonomethoxine","folic acid biosynthesis-other protein synthesis inhibitor","DNA-protein synthesis inhibitor","antibiotic-antibiotic",9,8.23960952517264,25,"connected",0,0,1,0,0,0,0,0,0,0
"Co-functional (GO-BP)","Fusidic acid_Triclosan","Fusidic acid","Triclosan",6,1,1,13,7,"0","Fusidic acid","Triclosan","FUS","TRI","other protein synthesis inhibitor","other membrane","protein synthesis inhibitor","membrane","antibiotic","anti-infective",0.030086514,-0.063527664,-0.092968288,-0.066963167,-0.019830996,0.036199919,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Fusidic acid-Triclosan","other membrane-other protein synthesis inhibitor","membrane-protein synthesis inhibitor","anti-infective-antibiotic",10,14.8089165294977,25,"connected",0,0,0,0,0,0,0,0,0,0
"Co-functional (GO-BP)","Fusidic acid_Trimethoprim","Fusidic acid","Trimethoprim",5,1,1,21,11,"0","Fusidic acid","Trimethoprim","FUS","TMP","other protein synthesis inhibitor","folic acid biosynthesis","protein synthesis inhibitor","DNA","antibiotic","antibiotic",0.156523573,0.082222316,0.132810932,0.061203615,0.034114454,-0.048516657,"Antagonism","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Fusidic acid-Trimethoprim","folic acid biosynthesis-other protein synthesis inhibitor","DNA-protein synthesis inhibitor","antibiotic-antibiotic",2,27.5495261973854,25,"connected",0,0,1,1,0,0,0,0,0,1
"Co-functional (GO-BP)","Imipenem_Levofloxacin","Imipenem","Levofloxacin",2,13,13,49,31,"1","Imipenem","Levofloxacin","IPM","LCX","beta-lactam","DNA gyrase","cell wall","DNA","antibiotic","antibiotic",0.030146338,0.0596189,0.109153579,0.050599162,0.032635269,0,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Imipenem-Levofloxacin","beta-lactam-DNA gyrase","cell wall-DNA","antibiotic-antibiotic",2,27.5495261973854,104,"connected",0,0,1,0,0,0,0,0,0,0
"Co-functional (GO-BP)","Imipenem_Mecillinam","Imipenem","Mecillinam",1,43,44,72,58,"1","Imipenem","Mecillinam","IPM","MEC","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.161474879,-0.054811945,-0.193798007,-0.039099214,0.065690681,0.046164391,"Additivity","Additivity","Synergy","Additivity","Additivity","Additivity","Same","Same","Same","Imipenem-Mecillinam","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",3,12.4986996306863,114,"connected",1,1,1,0,0,-1,0,0,0,-1
"Co-functional (GO-BP)","Imipenem_Meropenem","Imipenem","Meropenem",1,38,40,58,49,"1","Imipenem","Meropenem","IPM","MEM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",0.043372087,-0.18696158,-0.449210376,-0.150327204,0.091958374,0.0144448,"Additivity","Additivity","Synergy","Additivity","Antagonism","Additivity","Same","Same","Same","Imipenem-Meropenem","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",13,57.2922091096807,76,"connected",1,1,1,0,0,-1,0,1,0,0
"Co-functional (GO-BP)","Imipenem_Moxifloxacin","Imipenem","Moxifloxacin",2,13,13,49,31,"1","Imipenem","Moxifloxacin","IPM","MXF","beta-lactam","quinolones","cell wall","DNA","antibiotic","antibiotic",0.143071364,0.096001253,0.217666629,0.049052104,-0.077299728,-0.069209125,"Additivity","Additivity","Antagonism","Additivity","Additivity","Additivity","Different","Different","Same","Imipenem-Moxifloxacin","beta-lactam-quinolones","cell wall-DNA","antibiotic-antibiotic",2,27.5495261973854,104,"connected",0,0,1,0,0,1,0,0,0,1
"Co-functional (GO-BP)","Imipenem_Novobiocin","Imipenem","Novobiocin",2,20,20,49,34,"1","Imipenem","Novobiocin","IPM","NVB","beta-lactam","quinolones","cell wall","DNA","antibiotic","antibiotic",-0.046204166,-0.082309638,-0.084773034,-0.05519997,-0.083904471,-0.021116997,"Additivity","Additivity","Synergy","Additivity","Additivity","Additivity","Different","Different","Same","Imipenem-Novobiocin","beta-lactam-quinolones","cell wall-DNA","antibiotic-antibiotic",3,12.4986996306863,81,"connected",0,0,1,0,0,-1,0,0,0,-1
"Co-functional (GO-BP)","Imipenem_Penicillin G","Imipenem","Penicillin G",1,38,40,58,49,"1","Imipenem","Penicillin G","IPM","PEN","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",0.044969829,-0.028232779,-0.08263196,-0.083342967,-0.040171339,0.074942716,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Imipenem-Penicillin G","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",10,14.8089165294977,76,"connected",1,1,1,0,0,0,0,0,0,0
"Co-functional (GO-BP)","Imipenem_Piperacillin","Imipenem","Piperacillin",1,38,40,58,49,"1","Imipenem","Piperacillin","IPM","PIP","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",0.036917094,-0.101216412,-0.144504898,-0.0625373,0.568022711,-0.063515816,"Additivity","Additivity","Additivity","Additivity","Antagonism","Additivity","Same","Same","Same","Imipenem-Piperacillin","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",2,27.5495261973854,76,"connected",1,1,1,0,0,0,0,1,0,1
"Co-functional (GO-BP)","Imipenem_Sulfamonomethoxine","Imipenem","Sulfamonomethoxine",2,21,21,49,35,"1","Imipenem","Sulfamonomethoxine","IPM","SMM","beta-lactam","folic acid biosynthesis","cell wall","DNA","antibiotic","antibiotic",0.056073715,-0.077024387,-0.071210632,-0.064659168,0.027881695,0.030955533,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Imipenem-Sulfamonomethoxine","beta-lactam-folic acid biosynthesis","cell wall-DNA","antibiotic-antibiotic",10,14.8089165294977,74,"connected",0,0,1,0,0,0,0,0,0,0
"Co-functional (GO-BP)","Imipenem_Triclosan","Imipenem","Triclosan",2,7,13,49,31,"0","Imipenem","Triclosan","IPM","TRI","beta-lactam","other membrane","cell wall","membrane","antibiotic","anti-infective",0.022938866,-0.105416764,-0.024960561,-0.02091495,-0.251783446,-0.036194732,"Additivity","Additivity","Additivity","Additivity","Synergy","Additivity","Different","Different","Different","Imipenem-Triclosan","beta-lactam-other membrane","cell wall-membrane","anti-infective-antibiotic",3,12.4986996306863,127,"connected",0,0,0,0,0,0,0,-1,0,-1
"Co-functional (GO-BP)","Imipenem_Trimethoprim","Imipenem","Trimethoprim",2,21,21,49,35,"1","Imipenem","Trimethoprim","IPM","TMP","beta-lactam","folic acid biosynthesis","cell wall","DNA","antibiotic","antibiotic",-0.209926531,-0.066841182,0.165331485,0.139693916,-0.026139103,0.045790427,"Synergy","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Imipenem-Trimethoprim","beta-lactam-folic acid biosynthesis","cell wall-DNA","antibiotic-antibiotic",4,9.63701383103426,134,"connected",0,0,1,-1,0,0,0,0,0,-1
"Co-functional (GO-BP)","Levofloxacin_Mecillinam","Levofloxacin","Mecillinam",2,13,13,72,42,"1","Levofloxacin","Mecillinam","LCX","MEC","DNA gyrase","beta-lactam","DNA","cell wall","antibiotic","antibiotic",-0.049779365,0,0.140771768,0.067850078,0.055945681,0.042825499,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Levofloxacin-Mecillinam","beta-lactam-DNA gyrase","cell wall-DNA","antibiotic-antibiotic",8,14.1060091754375,218,"connected",0,0,1,0,0,0,0,0,0,0
"Co-functional (GO-BP)","Levofloxacin_Meropenem","Levofloxacin","Meropenem",2,13,13,49,31,"1","Levofloxacin","Meropenem","LCX","MEM","DNA gyrase","beta-lactam","DNA","cell wall","antibiotic","antibiotic",-0.038746567,-0.077398459,0.019946569,-0.104727264,0.050399944,0.206758073,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Levofloxacin-Meropenem","beta-lactam-DNA gyrase","cell wall-DNA","antibiotic-antibiotic",5,23.9590177410958,104,"connected",0,0,1,0,0,0,0,0,0,0
"Co-functional (GO-BP)","Levofloxacin_Moxifloxacin","Levofloxacin","Moxifloxacin",1,8,8,18,13,"1","Levofloxacin","Moxifloxacin","LCX","MXF","DNA gyrase","quinolones","DNA","DNA","antibiotic","antibiotic",-0.053733692,-0.061156371,-0.00533784,-0.142391379,0.05068765,-0.25857695,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Same","Same","Levofloxacin-Moxifloxacin","DNA gyrase-quinolones","DNA-DNA","antibiotic-antibiotic",3,12.4986996306863,157,"connected",0,1,1,0,0,0,0,0,0,0
"Co-functional (GO-BP)","Levofloxacin_Novobiocin","Levofloxacin","Novobiocin",1,9,9,20,14,"1","Levofloxacin","Novobiocin","LCX","NVB","DNA gyrase","quinolones","DNA","DNA","antibiotic","antibiotic",0.184754575,0.104059785,-0.037085722,0,-0.061202629,0.065111027,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Same","Same","Levofloxacin-Novobiocin","DNA gyrase-quinolones","DNA-DNA","antibiotic-antibiotic",2,27.5495261973854,158,"connected",0,1,1,0,0,0,0,0,0,0
"Co-functional (GO-BP)","Levofloxacin_Penicillin G","Levofloxacin","Penicillin G",2,13,13,49,31,"1","Levofloxacin","Penicillin G","LCX","PEN","DNA gyrase","beta-lactam","DNA","cell wall","antibiotic","antibiotic",0.021623619,0.040352782,0.072296982,0.118854798,0.029297659,0,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Levofloxacin-Penicillin G","beta-lactam-DNA gyrase","cell wall-DNA","antibiotic-antibiotic",2,27.5495261973854,104,"connected",0,0,1,0,0,0,0,0,0,0
"Co-functional (GO-BP)","Levofloxacin_Piperacillin","Levofloxacin","Piperacillin",2,13,13,49,31,"1","Levofloxacin","Piperacillin","LCX","PIP","DNA gyrase","beta-lactam","DNA","cell wall","antibiotic","antibiotic",-0.063863291,-0.080036674,0.090987323,0.009692382,-0.106885105,0,"Additivity","Additivity","Additivity","Additivity","Synergy","Additivity","Different","Different","Same","Levofloxacin-Piperacillin","beta-lactam-DNA gyrase","cell wall-DNA","antibiotic-antibiotic",4,9.63701383103426,104,"connected",0,0,1,0,0,0,0,-1,0,-1
"Co-functional (GO-BP)","Levofloxacin_Sulfamonomethoxine","Levofloxacin","Sulfamonomethoxine",2,13,13,21,17,"1","Levofloxacin","Sulfamonomethoxine","LCX","SMM","DNA gyrase","folic acid biosynthesis","DNA","DNA","antibiotic","antibiotic",-0.035786666,-0.003777611,0.054128867,0.029093889,-0.059760189,0,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Same","Same","Levofloxacin-Sulfamonomethoxine","DNA gyrase-folic acid biosynthesis","DNA-DNA","antibiotic-antibiotic",8,14.1060091754375,218,"connected",0,1,1,0,0,0,0,0,0,0
"Co-functional (GO-BP)","Levofloxacin_Triclosan","Levofloxacin","Triclosan",3,6,10,16,13,"0","Levofloxacin","Triclosan","LCX","TRI","DNA gyrase","other membrane","DNA","membrane","antibiotic","anti-infective",-0.056423791,-0.073373625,0.076207711,0.094483175,-0.041675838,-0.057520637,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Levofloxacin-Triclosan","DNA gyrase-other membrane","DNA-membrane","anti-infective-antibiotic",4,9.63701383103426,205,"connected",0,0,0,0,0,0,0,0,0,0
"Co-functional (GO-BP)","Levofloxacin_Trimethoprim","Levofloxacin","Trimethoprim",2,13,13,21,17,"1","Levofloxacin","Trimethoprim","LCX","TMP","DNA gyrase","folic acid biosynthesis","DNA","DNA","antibiotic","antibiotic",0.105275988,0.123952775,0.087911122,0,-0.046188333,0,"Additivity","Antagonism","Additivity","Additivity","Additivity","Additivity","Different","Same","Same","Levofloxacin-Trimethoprim","DNA gyrase-folic acid biosynthesis","DNA-DNA","antibiotic-antibiotic",1,4.4086202089129,295,"connected",0,1,1,0,1,0,0,0,0,1
"Co-functional (GO-BP)","Mecillinam_Meropenem","Mecillinam","Meropenem",1,43,44,72,58,"1","Mecillinam","Meropenem","MEC","MEM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.180678916,-0.059210868,-0.52230441,-0.158482509,0.029351836,-0.045894793,"Additivity","Additivity","Synergy","Additivity","Additivity","Additivity","Same","Same","Same","Mecillinam-Meropenem","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",13,57.2922091096807,114,"connected",1,1,1,0,0,-1,0,0,0,-1
"Co-functional (GO-BP)","Mecillinam_Moxifloxacin","Mecillinam","Moxifloxacin",2,13,13,72,42,"1","Mecillinam","Moxifloxacin","MEC","MXF","beta-lactam","quinolones","cell wall","DNA","antibiotic","antibiotic",0.156986703,0.1889792,0.19202335,0.046432186,-0.040441659,0.035043559,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Mecillinam-Moxifloxacin","beta-lactam-quinolones","cell wall-DNA","antibiotic-antibiotic",2,27.5495261973854,218,"connected",0,0,1,0,0,0,0,0,0,0
"Co-functional (GO-BP)","Mecillinam_Novobiocin","Mecillinam","Novobiocin",1,20,20,72,46,"1","Mecillinam","Novobiocin","MEC","NVB","beta-lactam","quinolones","cell wall","DNA","antibiotic","antibiotic",-0.093088639,-0.008681683,-0.164884467,-0.041625843,0.027314775,0.031522084,"Additivity","Additivity","Synergy","Additivity","Additivity","Additivity","Different","Different","Same","Mecillinam-Novobiocin","beta-lactam-quinolones","cell wall-DNA","antibiotic-antibiotic",3,12.4986996306863,165,"connected",0,0,1,0,0,-1,0,0,0,-1
"Co-functional (GO-BP)","Mecillinam_Penicillin G","Mecillinam","Penicillin G",1,43,44,72,58,"1","Mecillinam","Penicillin G","MEC","PEN","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.090896389,-0.15440365,-0.248523125,-0.137932539,-0.031293357,0.030800272,"Additivity","Additivity","Synergy","Synergy","Additivity","Additivity","Same","Same","Same","Mecillinam-Penicillin G","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",13,57.2922091096807,114,"connected",1,1,1,0,0,-1,-1,0,0,-2
"Co-functional (GO-BP)","Mecillinam_Piperacillin","Mecillinam","Piperacillin",1,43,44,72,58,"1","Mecillinam","Piperacillin","MEC","PIP","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.0792574,-0.076516716,-0.454982791,-0.632539187,0.065026932,0.026155963,"Additivity","Additivity","Synergy","Synergy","Additivity","Additivity","Same","Same","Same","Mecillinam-Piperacillin","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",13,57.2922091096807,114,"connected",1,1,1,0,0,-1,-1,0,0,-2
"Co-functional (GO-BP)","Mecillinam_Sulfamonomethoxine","Mecillinam","Sulfamonomethoxine",1,21,21,72,46,"1","Mecillinam","Sulfamonomethoxine","MEC","SMM","beta-lactam","folic acid biosynthesis","cell wall","DNA","antibiotic","antibiotic",-0.115221769,-0.05037104,0.068151067,-0.06126872,0.037195599,-0.038624628,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Mecillinam-Sulfamonomethoxine","beta-lactam-folic acid biosynthesis","cell wall-DNA","antibiotic-antibiotic",5,23.9590177410958,39,"connected",0,0,1,0,0,0,0,0,0,0
"Co-functional (GO-BP)","Mecillinam_Triclosan","Mecillinam","Triclosan",2,7,13,72,42,"0","Mecillinam","Triclosan","MEC","TRI","beta-lactam","other membrane","cell wall","membrane","antibiotic","anti-infective",-0.08638066,-0.08577841,-0.037504893,-0.029923796,-0.038245059,0.039273208,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Mecillinam-Triclosan","beta-lactam-other membrane","cell wall-membrane","anti-infective-antibiotic",3,12.4986996306863,301,"connected",0,0,0,0,0,0,0,0,0,0
"Co-functional (GO-BP)","Mecillinam_Trimethoprim","Mecillinam","Trimethoprim",1,21,21,72,46,"1","Mecillinam","Trimethoprim","MEC","TMP","beta-lactam","folic acid biosynthesis","cell wall","DNA","antibiotic","antibiotic",-0.228821859,0.091123237,0.130445933,0.12762232,-0.046041549,-0.034668575,"Synergy","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Mecillinam-Trimethoprim","beta-lactam-folic acid biosynthesis","cell wall-DNA","antibiotic-antibiotic",8,14.1060091754375,39,"connected",0,0,1,-1,0,0,0,0,0,-1
"Co-functional (GO-BP)","Meropenem_Novobiocin","Meropenem","Novobiocin",2,20,20,49,34,"1","Meropenem","Novobiocin","MEM","NVB","beta-lactam","quinolones","cell wall","DNA","antibiotic","antibiotic",-0.074089429,-0.100042714,-0.162022549,-0.025125262,0.04914106,-0.035827295,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Meropenem-Novobiocin","beta-lactam-quinolones","cell wall-DNA","antibiotic-antibiotic",3,12.4986996306863,81,"connected",0,0,1,0,0,0,0,0,0,0
"Co-functional (GO-BP)","Meropenem_Penicillin G","Meropenem","Penicillin G",1,38,40,58,49,"1","Meropenem","Penicillin G","MEM","PEN","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.022390979,-0.111268039,-0.328360003,-0.271991515,-0.049163666,0.025804088,"Additivity","Additivity","Synergy","Additivity","Additivity","Additivity","Same","Same","Same","Meropenem-Penicillin G","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",13,57.2922091096807,76,"connected",1,1,1,0,0,-1,0,0,0,-1
"Co-functional (GO-BP)","Meropenem_Piperacillin","Meropenem","Piperacillin",1,38,40,58,49,"1","Meropenem","Piperacillin","MEM","PIP","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.073097917,-0.161554188,-0.442742427,-0.296475539,0.029460805,-0.084089138,"Additivity","Synergy","Synergy","Additivity","Additivity","Additivity","Same","Same","Same","Meropenem-Piperacillin","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",13,57.2922091096807,76,"connected",1,1,1,0,-1,-1,0,0,0,-2
"Co-functional (GO-BP)","Meropenem_Sulfamonomethoxine","Meropenem","Sulfamonomethoxine",2,21,21,49,35,"1","Meropenem","Sulfamonomethoxine","MEM","SMM","beta-lactam","folic acid biosynthesis","cell wall","DNA","antibiotic","antibiotic",-0.02821452,-0.105417466,0.015901437,-0.040127076,-0.065655478,0.046812545,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Meropenem-Sulfamonomethoxine","beta-lactam-folic acid biosynthesis","cell wall-DNA","antibiotic-antibiotic",5,23.9590177410958,74,"connected",0,0,1,0,0,0,0,0,0,0
"Co-functional (GO-BP)","Meropenem_Trimethoprim","Meropenem","Trimethoprim",2,21,21,49,35,"1","Meropenem","Trimethoprim","MEM","TMP","beta-lactam","folic acid biosynthesis","cell wall","DNA","antibiotic","antibiotic",-0.26189979,-0.095179138,-0.083575084,-0.067121067,0.054825356,0.059001928,"Synergy","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Meropenem-Trimethoprim","beta-lactam-folic acid biosynthesis","cell wall-DNA","antibiotic-antibiotic",3,12.4986996306863,134,"connected",0,0,1,-1,0,0,0,0,0,-1
"Co-functional (GO-BP)","Moxifloxacin_Novobiocin","Moxifloxacin","Novobiocin",1,9,9,20,14,"1","Moxifloxacin","Novobiocin","MXF","NVB","quinolones","quinolones","DNA","DNA","antibiotic","antibiotic",-0.212664607,0.199170693,0.094108653,-0.039329857,0.027280283,-0.04635133,"Additivity","Antagonism","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Moxifloxacin-Novobiocin","quinolones-quinolones","DNA-DNA","antibiotic-antibiotic",4,9.63701383103426,158,"connected",1,1,1,0,1,0,0,0,0,1
"Co-functional (GO-BP)","Moxifloxacin_Penicillin G","Moxifloxacin","Penicillin G",2,13,13,49,31,"1","Moxifloxacin","Penicillin G","MXF","PEN","quinolones","beta-lactam","DNA","cell wall","antibiotic","antibiotic",0.081331455,0.055527984,0.092938382,0.058714032,-0.215559434,0.036104615,"Additivity","Additivity","Additivity","Additivity","Synergy","Additivity","Different","Different","Same","Moxifloxacin-Penicillin G","beta-lactam-quinolones","cell wall-DNA","antibiotic-antibiotic",1,4.4086202089129,104,"connected",0,0,1,0,0,0,0,-1,0,-1
"Co-functional (GO-BP)","Moxifloxacin_Piperacillin","Moxifloxacin","Piperacillin",2,13,13,49,31,"1","Moxifloxacin","Piperacillin","MXF","PIP","quinolones","beta-lactam","DNA","cell wall","antibiotic","antibiotic",-0.113802043,0.042681352,0.124006445,0.068160395,0.062404758,0.133086355,"Additivity","Additivity","Antagonism","Additivity","Additivity","Additivity","Different","Different","Same","Moxifloxacin-Piperacillin","beta-lactam-quinolones","cell wall-DNA","antibiotic-antibiotic",8,14.1060091754375,104,"connected",0,0,1,0,0,1,0,0,0,1
"Co-functional (GO-BP)","Moxifloxacin_Sulfamonomethoxine","Moxifloxacin","Sulfamonomethoxine",2,13,13,21,17,"1","Moxifloxacin","Sulfamonomethoxine","MXF","SMM","quinolones","folic acid biosynthesis","DNA","DNA","antibiotic","antibiotic",-0.030760588,0.037674029,0.062737431,0.039016156,0.02936024,-0.061806287,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Same","Same","Moxifloxacin-Sulfamonomethoxine","folic acid biosynthesis-quinolones","DNA-DNA","antibiotic-antibiotic",8,14.1060091754375,218,"connected",0,1,1,0,0,0,0,0,0,0
"Co-functional (GO-BP)","Moxifloxacin_Trimethoprim","Moxifloxacin","Trimethoprim",2,13,13,21,17,"1","Moxifloxacin","Trimethoprim","MXF","TMP","quinolones","folic acid biosynthesis","DNA","DNA","antibiotic","antibiotic",0.14698121,0.12904342,0.079749467,-0.027710303,-0.01633751,-0.05219951,"Additivity","Antagonism","Additivity","Additivity","Additivity","Additivity","Different","Same","Same","Moxifloxacin-Trimethoprim","folic acid biosynthesis-quinolones","DNA-DNA","antibiotic-antibiotic",12,24.1840069004709,295,"connected",0,1,1,0,1,0,0,0,0,1
"Co-functional (GO-BP)","Novobiocin_Penicillin G","Novobiocin","Penicillin G",2,20,20,49,34,"1","Novobiocin","Penicillin G","NVB","PEN","quinolones","beta-lactam","DNA","cell wall","antibiotic","antibiotic",-0.03745407,0.027633383,0.044083906,-0.041259192,-0.083605694,-0.029289325,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Novobiocin-Penicillin G","beta-lactam-quinolones","cell wall-DNA","antibiotic-antibiotic",5,23.9590177410958,81,"connected",0,0,1,0,0,0,0,0,0,0
"Co-functional (GO-BP)","Novobiocin_Piperacillin","Novobiocin","Piperacillin",2,20,20,49,34,"1","Novobiocin","Piperacillin","NVB","PIP","quinolones","beta-lactam","DNA","cell wall","antibiotic","antibiotic",-0.065526063,-0.092736608,-0.082676808,-0.037692327,-0.054464223,-0.035052801,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Novobiocin-Piperacillin","beta-lactam-quinolones","cell wall-DNA","antibiotic-antibiotic",3,12.4986996306863,81,"connected",0,0,1,0,0,0,0,0,0,0
"Co-functional (GO-BP)","Novobiocin_Sulfamonomethoxine","Novobiocin","Sulfamonomethoxine",1,20,20,21,20,"1","Novobiocin","Sulfamonomethoxine","NVB","SMM","quinolones","folic acid biosynthesis","DNA","DNA","antibiotic","antibiotic",-0.066328647,0.038095469,0.082967085,0.049561465,0.039456728,-0.035011491,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Same","Same","Novobiocin-Sulfamonomethoxine","folic acid biosynthesis-quinolones","DNA-DNA","antibiotic-antibiotic",8,14.1060091754375,183,"connected",0,1,1,0,0,0,0,0,0,0
"Co-functional (GO-BP)","Novobiocin_Triclosan","Novobiocin","Triclosan",2,7,13,20,16,"0","Novobiocin","Triclosan","NVB","TRI","quinolones","other membrane","DNA","membrane","antibiotic","anti-infective",0.056867496,-0.072267537,-0.174185559,0.071407499,0.027329343,0.056102306,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Novobiocin-Triclosan","other membrane-quinolones","DNA-membrane","anti-infective-antibiotic",6,18.3669029182221,145,"connected",0,0,0,0,0,0,0,0,0,0
"Co-functional (GO-BP)","Novobiocin_Trimethoprim","Novobiocin","Trimethoprim",1,20,20,21,20,"1","Novobiocin","Trimethoprim","NVB","TMP","quinolones","folic acid biosynthesis","DNA","DNA","antibiotic","antibiotic",0.087234887,0.140252539,0.077579694,-0.081899442,0.03274008,0.028000642,"Additivity","Antagonism","Additivity","Additivity","Additivity","Additivity","Different","Same","Same","Novobiocin-Trimethoprim","folic acid biosynthesis-quinolones","DNA-DNA","antibiotic-antibiotic",12,24.1840069004709,188,"connected",0,1,1,0,1,0,0,0,0,1
"Co-functional (GO-BP)","Penicillin G_Piperacillin","Penicillin G","Piperacillin",1,38,40,58,49,"1","Penicillin G","Piperacillin","PEN","PIP","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.044091277,-0.137293835,0.074192917,-0.061017442,0.083031273,0.03624487,"Additivity","Synergy","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Penicillin G-Piperacillin","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",5,23.9590177410958,76,"connected",1,1,1,0,-1,0,0,0,0,-1
"Co-functional (GO-BP)","Penicillin G_Sulfamonomethoxine","Penicillin G","Sulfamonomethoxine",2,21,21,49,35,"1","Penicillin G","Sulfamonomethoxine","PEN","SMM","beta-lactam","folic acid biosynthesis","cell wall","DNA","antibiotic","antibiotic",0.035618895,-0.030967843,0.038458864,-0.072433899,-0.046694612,0.019693989,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Penicillin G-Sulfamonomethoxine","beta-lactam-folic acid biosynthesis","cell wall-DNA","antibiotic-antibiotic",10,14.8089165294977,74,"connected",0,0,1,0,0,0,0,0,0,0
"Co-functional (GO-BP)","Penicillin G_Triclosan","Penicillin G","Triclosan",2,7,13,49,31,"0","Penicillin G","Triclosan","PEN","TRI","beta-lactam","other membrane","cell wall","membrane","antibiotic","anti-infective",-0.022481861,-0.043846011,0.051027743,-0.092179744,-0.216956192,-0.054836854,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Penicillin G-Triclosan","beta-lactam-other membrane","cell wall-membrane","anti-infective-antibiotic",3,12.4986996306863,127,"connected",0,0,0,0,0,0,0,0,0,0
