"drug_pair","Drug1","Drug2","drugdrug.x","code_3letter1","code_3letter2","drug_cat","drug_category1","drug_category2","categorycategory","targ","targeted_cellular_process1","targeted_cellular_process2","processprocess","us","use1","use2","useuse","ebw","ecr","seo","stm","pae","pau","int_sign_ebw","int_sign_ecr","int_sign_seo","int_sign_stm","int_sign_pae","int_sign_pau","ebw_g","ecr_g","seo_g","stm_g","pae_g","pau_g","sum_g","SR_ebw_D1","SR_ecr_D1","SR_stm_D1","SR_seo_D1","SR_pae_D1","SR_pau_D1","SR_ebw_D2","SR_ecr_D2","SR_stm_D2","SR_seo_D2","SR_pae_D2","SR_pau_D2","SR_ebw","SR_ecr","SR_stm","SR_seo","SR_pae","SR_pau","SR_score_ebw","SR_score_ecr","SR_score_stm","SR_score_seo","SR_score_pae","SR_score_pau","SR_score_total","HDC_ebw_D1","HDC_ecr_D1","HDC_stm_D1","HDC_seo_D1","HDC_pae_D1","HDC_pau_D1","LF_ebw_D1","LF_ecr_D1","LF_stm_D1","LF_seo_D1","LF_pae_D1","LF_pau_D1","HDC_ebw_D2","HDC_ecr_D2","HDC_stm_D2","HDC_seo_D2","HDC_pae_D2","HDC_pau_D2","LF_ebw_D2","LF_ecr_D2","LF_stm_D2","LF_seo_D2","LF_pae_D2","LF_pau_D2","drugdrug.y","clusters","sigma.rate"
"Cerulenin_Meropenem","Cerulenin","Meropenem","Cerulenin-Meropenem","CER","MEM",0,"fatty acid biosynthesis","beta-lactam","beta-lactam-fatty acid biosynthesis",0,"membrane","cell wall","cell wall-membrane",0,"anti-infective","antibiotic","anti-infective-antibiotic",-0.124726655,-0.12209747,-0.197010436,-0.184965973,0.056155099,0.028390298,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","S","S","S","S","S","S","RS","RS","RS","RS","RS","RS",0,0,0,0,0,0,0,10,10,10,10,10,10,0.8,0.81,0.8,0.84,0.89,0.86,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,"Cerulenin-Meropenem",2,0.00151654919727939
"Cerulenin_Triclosan","Cerulenin","Triclosan","Cerulenin-Triclosan","CER","TRI",0,"fatty acid biosynthesis","other membrane","fatty acid biosynthesis-other membrane",1,"membrane","membrane","membrane-membrane",1,"anti-infective","anti-infective","anti-infective-anti-infective",0.087537671,0.02111637,-0.0407828,-0.168063807,-0.019550377,-0.034572677,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,10,10,10,10,10,10,0.8,0.81,0.8,0.84,0.89,0.86,0.04,0.04,0.04,0.04,0.04,0.04,1,1,0.98,1,0.97,0.99,"Cerulenin-Triclosan",4,0.00101849165039097
"Cerulenin_Gentamicin","Cerulenin","Gentamicin","Cerulenin-Gentamicin","CER","GEN",0,"fatty acid biosynthesis","aminoglycoside","aminoglycoside-fatty acid biosynthesis",0,"membrane","protein synthesis inhibitor","membrane-protein synthesis inhibitor",0,"anti-infective","antibiotic","anti-infective-antibiotic",0.073119066,-0.043125783,0.063353612,-0.117739034,0,0.032862377,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","S","S","S","S","S","S","RS","RS","RS","RS","RS","RS",0,0,0,0,0,0,0,10,10,10,10,10,10,0.8,0.81,0.8,0.84,0.89,0.86,1,1,1.5,1.5,1.5,1.5,0.01,0.67,0,0.5,0,0,"Cerulenin-Gentamicin",7,0.00254252495318575
"Cerulenin_Metformin","Cerulenin","Metformin","Cerulenin-Metformin","CER","MF",0,"fatty acid biosynthesis","human drug","fatty acid biosynthesis-human drug",0,"membrane","human","human-membrane",0,"anti-infective","human-targeted drug","anti-infective-human-targeted drug",-0.012879697,-0.104288513,-0.055243449,-0.065023872,0.017435111,0.015359719,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","S","S","S","S","S","S","RS","RS","RS","RS","RS","RS",0,0,0,0,0,0,0,10,10,10,10,10,10,0.8,0.81,0.8,0.84,0.89,0.86,12916,12916,38748,38748,25832,25832,0.54,0.27,0.67,0.63,0.48,0.58,"Cerulenin-Metformin",2,0.00151654919727939
"Cerulenin_Diclofenac","Cerulenin","Diclofenac","Cerulenin-Diclofenac","CER","DIC",0,"fatty acid biosynthesis","human drug","fatty acid biosynthesis-human drug",0,"membrane","human","human-membrane",0,"anti-infective","human-targeted drug","anti-infective-human-targeted drug",0.023059546,0.025379412,0.050480862,0.039902918,0.035397502,-0.04804733,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,10,10,10,10,10,10,0.8,0.81,0.8,0.84,0.89,0.86,100,100,100,100,100,100,0.97,0.97,0.97,0.99,0.96,0.99,"Cerulenin-Diclofenac",1,0.00161041532291776
"Nisin_Teicoplanin","Nisin","Teicoplanin","Nisin-Teicoplanin","NSN","TEC",0,"PMF","other cell wall","other cell wall-PMF",0,"PMF","cell wall","cell wall-PMF",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.035450179,-0.029382531,0.02938408,0.045529784,-0.031544786,0.02904454,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,25,25,25,25,20,20,0.83,0.92,0.85,0.87,0.84,0.88,0.3,0.3,0.3,0.3,5,5,0.88,0.88,0.85,0.87,0.82,0.83,"Nisin-Teicoplanin",3,0.000695499357720025
"Nisin_Sulfamonomethoxine","Nisin","Sulfamonomethoxine","Nisin-Sulfamonomethoxine","NSN","SMM",0,"PMF","folic acid biosynthesis","folic acid biosynthesis-PMF",0,"PMF","DNA","DNA-PMF",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.066619881,-0.045261227,-0.033031661,0.033363662,0.040872275,0.036432443,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,25,25,25,25,20,20,0.83,0.92,0.85,0.87,0.84,0.88,50,50,50,50,100,100,0.88,0.88,0.85,0.88,0.77,0.81,"Nisin-Sulfamonomethoxine",3,0.000695499357720025
"Nisin_Nonactin","Nisin","Nonactin","Nisin-Nonactin","NSN","NON",1,"PMF","PMF","PMF-PMF",1,"PMF","PMF","PMF-PMF",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.059642802,-0.019928511,-0.034285926,0.058410543,0.021083624,-0.032319638,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,25,25,25,25,20,20,0.83,0.92,0.85,0.87,0.84,0.88,1,1,1,1,2,2,0.88,0.89,0.93,0.91,0.81,0.83,"Nisin-Nonactin",1,0.00161041532291776
"Nisin_Paraquat","Nisin","Paraquat","Nisin-Paraquat","NSN","PQ",0,"PMF","oxidative stress","oxidative stress-PMF",0,"PMF","oxidative stress","oxidative stress-PMF",0,"antibiotic","research used drug","antibiotic-research used drug",-0.110340938,-0.0459282,0.031022463,-0.058904983,-0.017844036,0.058451394,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,25,25,25,25,20,20,0.83,0.92,0.85,0.87,0.84,0.88,5,5,10,10,10,10,0.76,0.75,0.82,0.83,0.87,0.86,"Nisin-Paraquat",2,0.00151654919727939
"Nisin_Tigecycline","Nisin","Tigecycline","Nisin-Tigecycline","NSN","TGC",0,"PMF","tetracycline","PMF-tetracycline",0,"PMF","protein synthesis inhibitor","PMF-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.038047296,0.041340742,0.032779569,-0.025798832,0.031365764,0.030160921,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,25,25,25,25,20,20,0.83,0.92,0.85,0.87,0.84,0.88,0.04,0.04,0.04,0.04,10,0.1,0.84,0.89,0.88,0.88,0.72,0.87,"Nisin-Tigecycline",2,0.00151654919727939
"Nisin_Spiramycin","Nisin","Spiramycin","Nisin-Spiramycin","NSN","SPM",0,"PMF","macrolide","macrolide-PMF",0,"PMF","protein synthesis inhibitor","PMF-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.11065906,-0.043044653,0.033885719,0.054241026,0.034453542,0.058863507,"Synergy","Additivity","Additivity","Additivity","Additivity","Additivity",-1,0,0,0,0,0,-1,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,25,25,25,25,20,20,0.83,0.92,0.85,0.87,0.84,0.88,20,20,20,20,20,20,0.73,0.79,0.8,0.84,0.86,0.88,"Nisin-Spiramycin",3,0.000695499357720025
"Nisin_Reserpine","Nisin","Reserpine","Nisin-Reserpine","NSN","RSP",0,"PMF","human drug","human drug-PMF",0,"PMF","human","human-PMF",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",0.051120593,-0.023351427,0.035774972,0.077269062,0.033232742,-0.052439355,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,25,25,25,25,20,20,0.83,0.92,0.85,0.87,0.84,0.88,100,100,100,100,100,100,0.86,0.9,0.88,0.87,0.74,0.84,"Nisin-Reserpine",1,0.00161041532291776
"Nisin_Procaine","Nisin","Procaine","Nisin-Procaine","NSN","PRC",0,"PMF","human drug","human drug-PMF",0,"PMF","human","human-PMF",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",0.042292838,0.035709336,-0.043871478,-0.03325902,-0.024266666,0.040941001,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","S","S","S","S","S","S","RS","RS","RS","RS","RS","RS",0,0,0,0,0,0,0,25,25,25,25,20,20,0.83,0.92,0.85,0.87,0.84,0.88,10910.8,10910.8,10910.8,10910.8,10910.8,10910.8,0.42,0.5,0.4,0.26,0.2,0.38,"Nisin-Procaine",4,0.00101849165039097
"Nisin_Theophylline","Nisin","Theophylline","Nisin-Theophylline","NSN","TPH",0,"PMF","human drug","human drug-PMF",0,"PMF","human","human-PMF",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",0.032801608,0.029367676,0.039884889,-0.036120011,0.021096869,0.034797393,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,25,25,25,25,20,20,0.83,0.92,0.85,0.87,0.84,0.88,10,10,10,10,20,20,0.87,0.9,0.87,0.87,0.89,0.91,"Nisin-Theophylline",7,0.00254252495318575
"Nisin_Verapamil","Nisin","Verapamil","Nisin-Verapamil","NSN","VPM",0,"PMF","human drug","human drug-PMF",0,"PMF","human","human-PMF",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",-0.062903754,-0.039459454,0.044211625,0.04111502,0.042408569,0.072941859,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,25,25,25,25,20,20,0.83,0.92,0.85,0.87,0.84,0.88,500,500,500,500,500,500,0.87,0.8,0.85,0.86,0.78,0.83,"Nisin-Verapamil",3,0.000695499357720025
"Nisin_Triclosan","Nisin","Triclosan","Nisin-Triclosan","NSN","TRI",0,"PMF","other membrane","other membrane-PMF",0,"PMF","membrane","membrane-PMF",0,"antibiotic","anti-infective","anti-infective-antibiotic",0.015782524,-0.041763131,-0.07772817,-0.038437782,0.017445306,0.021325218,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,25,25,25,25,20,20,0.83,0.92,0.85,0.87,0.84,0.88,0.04,0.04,0.04,0.04,0.04,0.04,1,1,0.98,1,0.97,0.99,"Nisin-Triclosan",4,0.00101849165039097
"Daptomycin_Imipenem","Daptomycin","Imipenem","Daptomycin-Imipenem","DAP","IPM",0,"PMF","beta-lactam","beta-lactam-PMF",0,"PMF","cell wall","cell wall-PMF",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.067140258,0.037504691,0.054600721,-0.063802902,-0.052069712,0.035128388,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","S","S","S","S","S","S","RS","RS","RS","RS","RS","RS",0,0,0,0,0,0,0,1,1,1,1,1,1,0.84,0.89,0.88,0.9,0.88,0.9,0.125,0.125,0.125,0.125,3,0.75,0.28,0.44,0.07,0,0,0,"Daptomycin-Imipenem",7,0.00254252495318575
"Daptomycin_Teicoplanin","Daptomycin","Teicoplanin","Daptomycin-Teicoplanin","DAP","TEC",0,"PMF","other cell wall","other cell wall-PMF",0,"PMF","cell wall","cell wall-PMF",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.055563354,0.040189888,0.046064475,0.030180632,0.033513329,0.026800544,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,1,1,1,1,1,1,0.84,0.89,0.88,0.9,0.88,0.9,0.3,0.3,0.3,0.3,5,5,0.88,0.88,0.85,0.87,0.82,0.83,"Daptomycin-Teicoplanin",5,0.00124289159607791
"Daptomycin_Metronidazole","Daptomycin","Metronidazole","Daptomycin-Metronidazole","DAP","MTZ",0,"PMF","other DNA","other DNA-PMF",0,"PMF","DNA","DNA-PMF",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.042374237,0.051449437,0.044009143,0.027408531,0.028690172,-0.042604303,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,1,1,1,1,1,1,0.84,0.89,0.88,0.9,0.88,0.9,1,1,1,1,20,20,0.81,0.86,0.85,0.85,0.86,0.85,"Daptomycin-Metronidazole",5,0.00124289159607791
"Daptomycin_Doxorubicin","Daptomycin","Doxorubicin","Daptomycin-Doxorubicin","DAP","DXR",0,"PMF","other DNA","other DNA-PMF",0,"PMF","DNA","DNA-PMF",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",0.05332534,0.046635799,0.05002605,0.047487176,0.041969353,-0.033453708,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,1,1,1,1,1,1,0.84,0.89,0.88,0.9,0.88,0.9,2.5,2.5,2.5,2.5,5,5,0.81,0.86,0.81,0.84,0.9,0.91,"Daptomycin-Doxorubicin",1,0.00161041532291776
"Daptomycin_Mitomycin C","Daptomycin","Mitomycin C","Daptomycin-Mitomycin C","DAP","MMC",0,"PMF","other DNA","other DNA-PMF",0,"PMF","DNA","DNA-PMF",0,"antibiotic","research used drug","antibiotic-research used drug",-0.144549461,-0.100517986,-0.051723752,-0.078981722,0.037722605,-0.101968173,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","S","S","S","S","S","S","RS","RS","RS","RS","RS","RS",0,0,0,0,0,0,0,1,1,1,1,1,1,0.84,0.89,0.88,0.9,0.88,0.9,0.5,0.5,0.25,0.25,1.5,0.2,0.34,0,0.33,0.54,0.4,0,"Daptomycin-Mitomycin C",2,0.00151654919727939
"Daptomycin_Levofloxacin","Daptomycin","Levofloxacin","Daptomycin-Levofloxacin","DAP","LCX",0,"PMF","DNA gyrase","DNA gyrase-PMF",0,"PMF","DNA","DNA-PMF",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.031930299,0.059765538,-0.053293117,-0.02598454,0.047414427,0,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","S","S","S","S","S","S","RS","RS","RS","RS","RS","RS",0,0,0,0,0,0,0,1,1,1,1,1,1,0.84,0.89,0.88,0.9,0.88,0.9,0.04,0.04,0.08,0.08,2,0.5,0,0,0,0,0,0,"Daptomycin-Levofloxacin",4,0.00101849165039097
"Daptomycin_Sulfamonomethoxine","Daptomycin","Sulfamonomethoxine","Daptomycin-Sulfamonomethoxine","DAP","SMM",0,"PMF","folic acid biosynthesis","folic acid biosynthesis-PMF",0,"PMF","DNA","DNA-PMF",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.075192291,0.041130381,0.037836052,-0.047916442,0.035289495,0.04505696,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,1,1,1,1,1,1,0.84,0.89,0.88,0.9,0.88,0.9,50,50,50,50,100,100,0.88,0.88,0.85,0.88,0.77,0.81,"Daptomycin-Sulfamonomethoxine",2,0.00151654919727939
"Daptomycin_Nisin","Daptomycin","Nisin","Daptomycin-Nisin","DAP","NSN",1,"PMF","PMF","PMF-PMF",1,"PMF","PMF","PMF-PMF",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.078493627,0.058219483,0.048219448,0.041275426,-0.030981092,0.0660572,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,1,1,1,1,1,1,0.84,0.89,0.88,0.9,0.88,0.9,25,25,25,25,20,20,0.83,0.92,0.85,0.87,0.84,0.88,"Daptomycin-Nisin",5,0.00124289159607791
"Daptomycin_Nonactin","Daptomycin","Nonactin","Daptomycin-Nonactin","DAP","NON",1,"PMF","PMF","PMF-PMF",1,"PMF","PMF","PMF-PMF",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.034431859,-0.040984069,-0.046043826,-0.027078932,0.030015898,0.040949438,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,1,1,1,1,1,1,0.84,0.89,0.88,0.9,0.88,0.9,1,1,1,1,2,2,0.88,0.89,0.93,0.91,0.81,0.83,"Daptomycin-Nonactin",2,0.00151654919727939
"Daptomycin_Paraquat","Daptomycin","Paraquat","Daptomycin-Paraquat","DAP","PQ",0,"PMF","oxidative stress","oxidative stress-PMF",0,"PMF","oxidative stress","oxidative stress-PMF",0,"antibiotic","research used drug","antibiotic-research used drug",-0.12541368,-0.035342398,0.034878659,-0.060922849,0.040446226,0.033658881,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,1,1,1,1,1,1,0.84,0.89,0.88,0.9,0.88,0.9,5,5,10,10,10,10,0.76,0.75,0.82,0.83,0.87,0.86,"Daptomycin-Paraquat",2,0.00151654919727939
"Daptomycin_Linezolid","Daptomycin","Linezolid","Daptomycin-Linezolid","DAP","LZD",0,"PMF","other protein synthesis inhibitor","other protein synthesis inhibitor-PMF",0,"PMF","protein synthesis inhibitor","PMF-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.047642782,-0.036669995,0.023980632,0.030087048,-0.043107362,-0.029574049,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,1,1,1,1,1,1,0.84,0.89,0.88,0.9,0.88,0.9,2,2,2,2,2,2,0.88,0.88,0.85,0.89,0.8,0.83,"Daptomycin-Linezolid",6,0.00181682055372977
"Daptomycin_Tigecycline","Daptomycin","Tigecycline","Daptomycin-Tigecycline","DAP","TGC",0,"PMF","tetracycline","PMF-tetracycline",0,"PMF","protein synthesis inhibitor","PMF-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.046097053,0.036519205,0.03121579,0.028366104,0.022615263,0.037606551,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,1,1,1,1,1,1,0.84,0.89,0.88,0.9,0.88,0.9,0.04,0.04,0.04,0.04,10,0.1,0.84,0.89,0.88,0.88,0.72,0.87,"Daptomycin-Tigecycline",5,0.00124289159607791
"Daptomycin_Spiramycin","Daptomycin","Spiramycin","Daptomycin-Spiramycin","DAP","SPM",0,"PMF","macrolide","macrolide-PMF",0,"PMF","protein synthesis inhibitor","PMF-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.083837012,0.030563308,0.032818039,0.035506636,-0.028588975,0.03094821,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,1,1,1,1,1,1,0.84,0.89,0.88,0.9,0.88,0.9,20,20,20,20,20,20,0.73,0.79,0.8,0.84,0.86,0.88,"Daptomycin-Spiramycin",5,0.00124289159607791
"Daptomycin_Erythromycin","Daptomycin","Erythromycin","Daptomycin-Erythromycin","DAP","ERI",0,"PMF","macrolide","macrolide-PMF",0,"PMF","protein synthesis inhibitor","PMF-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.06224241,0.046611898,-0.041981779,-0.06216752,0.089338934,0.048521247,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","S","S","S","S","S","S","RS","RS","RS","RS","RS","RS",0,0,0,0,0,0,0,1,1,1,1,1,1,0.84,0.89,0.88,0.9,0.88,0.9,15,15,32,32,32,32,0.54,0.65,0.52,0.49,0.61,0.59,"Daptomycin-Erythromycin",2,0.00151654919727939
"Daptomycin_Reserpine","Daptomycin","Reserpine","Daptomycin-Reserpine","DAP","RSP",0,"PMF","human drug","human drug-PMF",0,"PMF","human","human-PMF",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",-0.032506816,-0.050384216,-0.046497821,-0.045567923,-0.049724499,0.039829864,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,1,1,1,1,1,1,0.84,0.89,0.88,0.9,0.88,0.9,100,100,100,100,100,100,0.86,0.9,0.88,0.87,0.74,0.84,"Daptomycin-Reserpine",2,0.00151654919727939
"Daptomycin_Procaine","Daptomycin","Procaine","Daptomycin-Procaine","DAP","PRC",0,"PMF","human drug","human drug-PMF",0,"PMF","human","human-PMF",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",-0.061712197,-0.046638459,0.066999833,0.053248119,-0.029547081,-0.048315436,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","S","S","S","S","S","S","RS","RS","RS","RS","RS","RS",0,0,0,0,0,0,0,1,1,1,1,1,1,0.84,0.89,0.88,0.9,0.88,0.9,10910.8,10910.8,10910.8,10910.8,10910.8,10910.8,0.42,0.5,0.4,0.26,0.2,0.38,"Daptomycin-Procaine",6,0.00181682055372977
"Daptomycin_Theophylline","Daptomycin","Theophylline","Daptomycin-Theophylline","DAP","TPH",0,"PMF","human drug","human drug-PMF",0,"PMF","human","human-PMF",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",0.060497572,-0.035511971,0.062343803,0.05450602,-0.032027452,-0.028965918,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,1,1,1,1,1,1,0.84,0.89,0.88,0.9,0.88,0.9,10,10,10,10,20,20,0.87,0.9,0.87,0.87,0.89,0.91,"Daptomycin-Theophylline",1,0.00161041532291776
"Daptomycin_Verapamil","Daptomycin","Verapamil","Daptomycin-Verapamil","DAP","VPM",0,"PMF","human drug","human drug-PMF",0,"PMF","human","human-PMF",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",-0.047435631,0.043258859,0.037818813,0.022744878,0.036927181,0.048911777,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,1,1,1,1,1,1,0.84,0.89,0.88,0.9,0.88,0.9,500,500,500,500,500,500,0.87,0.8,0.85,0.86,0.78,0.83,"Daptomycin-Verapamil",5,0.00124289159607791
"Daptomycin_Meropenem","Daptomycin","Meropenem","Daptomycin-Meropenem","DAP","MEM",0,"PMF","beta-lactam","beta-lactam-PMF",0,"PMF","cell wall","cell wall-PMF",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.078924531,-0.095584227,-0.009841273,-0.080741573,0.034356073,0.031077124,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","S","S","S","S","S","S","RS","RS","RS","RS","RS","RS",0,0,0,0,0,0,0,1,1,1,1,1,1,0.84,0.89,0.88,0.9,0.88,0.9,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,"Daptomycin-Meropenem",2,0.00151654919727939
"Daptomycin_Triclosan","Daptomycin","Triclosan","Daptomycin-Triclosan","DAP","TRI",0,"PMF","other membrane","other membrane-PMF",0,"PMF","membrane","membrane-PMF",0,"antibiotic","anti-infective","anti-infective-antibiotic",0.022169129,0.018369809,-0.0530959,-0.050504212,0.011641301,0.04865425,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,1,1,1,1,1,1,0.84,0.89,0.88,0.9,0.88,0.9,0.04,0.04,0.04,0.04,0.04,0.04,1,1,0.98,1,0.97,0.99,"Daptomycin-Triclosan",4,0.00101849165039097
