"drugdrug","drug_pair","clusters"
"Doxorubicin-Gentamicin","Doxorubicin_Gentamicin",5
"Azithromycin-Doxorubicin","Doxorubicin_Azithromycin",6
"Curcumin-Doxorubicin","Doxorubicin_Curcumin",6
"Berberine-Doxorubicin","Doxorubicin_Berberine",2
"Doxorubicin-Metformin","Doxorubicin_Metformin",2
"Doxorubicin-Phenformin","Doxorubicin_Phenformin",3
"Doxorubicin-Streptozotocin","Doxorubicin_Streptozotocin",7
"Diclofenac-Doxorubicin","Doxorubicin_Diclofenac",2
"Acetylsalisylic acid-Doxorubicin","Doxorubicin_Acetylsalisylic acid",12
"Ciclopirox-Doxorubicin","Doxorubicin_Ciclopirox",3
"Doxorubicin-Moxifloxacin","Doxorubicin_Moxifloxacin",5
"Doxorubicin-Phleomycin","Doxorubicin_Phleomycin",3
"Meropenem-Mitomycin C","Mitomycin C_Meropenem",8
"Colistin-Mitomycin C","Mitomycin C_Colistin",8
"CHIR-90-Mitomycin C","Mitomycin C_CHIR-90",3
"Mitomycin C-Triclosan","Mitomycin C_Triclosan",12
"Gentamicin-Mitomycin C","Mitomycin C_Gentamicin",4
"Azithromycin-Mitomycin C","Mitomycin C_Azithromycin",2
"Curcumin-Mitomycin C","Mitomycin C_Curcumin",6
"Berberine-Mitomycin C","Mitomycin C_Berberine",7
"Metformin-Mitomycin C","Mitomycin C_Metformin",1
"Mitomycin C-Phenformin","Mitomycin C_Phenformin",6
"Mitomycin C-Streptozotocin","Mitomycin C_Streptozotocin",10
"Diclofenac-Mitomycin C","Mitomycin C_Diclofenac",6
"Acetylsalisylic acid-Mitomycin C","Mitomycin C_Acetylsalisylic acid",10
"Ciclopirox-Mitomycin C","Mitomycin C_Ciclopirox",8
"Mitomycin C-Moxifloxacin","Mitomycin C_Moxifloxacin",8
"Mitomycin C-Phleomycin","Mitomycin C_Phleomycin",8
"Penicillin G-Rifampicin","Rifampicin_Penicillin G",8
"Imipenem-Rifampicin","Rifampicin_Imipenem",12
"Aztreonam-Rifampicin","Rifampicin_Aztreonam",2
"Clofazimine-Rifampicin","Rifampicin_Clofazimine",5
"Doxorubicin-Rifampicin","Rifampicin_Doxorubicin",3
"Mitomycin C-Rifampicin","Rifampicin_Mitomycin C",2
"Bleomycin-Rifampicin","Rifampicin_Bleomycin",2
"Cerulenin-Rifampicin","Rifampicin_Cerulenin",3
"Daptomycin-Rifampicin","Rifampicin_Daptomycin",5
"Nonactin-Rifampicin","Rifampicin_Nonactin",6
"Puromycin-Rifampicin","Rifampicin_Puromycin",2
"Linezolid-Rifampicin","Rifampicin_Linezolid",2
"Rifampicin-Tigecycline","Rifampicin_Tigecycline",5
"Clarithromycin-Rifampicin","Rifampicin_Clarithromycin",12
"Caffeine-Rifampicin","Rifampicin_Caffeine",11
"Reserpine-Rifampicin","Rifampicin_Reserpine",5
"Rifampicin-Theophylline","Rifampicin_Theophylline",5
"Meropenem-Rifampicin","Rifampicin_Meropenem",2
"Colistin-Rifampicin","Rifampicin_Colistin",13
"CHIR-90-Rifampicin","Rifampicin_CHIR-90",13
"Rifampicin-Triclosan","Rifampicin_Triclosan",9
"Gentamicin-Rifampicin","Rifampicin_Gentamicin",2
"Azithromycin-Rifampicin","Rifampicin_Azithromycin",2
"Curcumin-Rifampicin","Rifampicin_Curcumin",5
"Berberine-Rifampicin","Rifampicin_Berberine",4
"Metformin-Rifampicin","Rifampicin_Metformin",13
"Phenformin-Rifampicin","Rifampicin_Phenformin",3
"Rifampicin-Streptozotocin","Rifampicin_Streptozotocin",13
"Diclofenac-Rifampicin","Rifampicin_Diclofenac",4
"Acetylsalisylic acid-Rifampicin","Rifampicin_Acetylsalisylic acid",3
"Ciclopirox-Rifampicin","Rifampicin_Ciclopirox",5
"Moxifloxacin-Rifampicin","Rifampicin_Moxifloxacin",2
"Phleomycin-Rifampicin","Rifampicin_Phleomycin",2
"Ciprofloxacin-Oxacillin","Ciprofloxacin_Oxacillin",3
"Cefotaxime-Ciprofloxacin","Ciprofloxacin_Cefotaxime",3
"Cefaclor-Ciprofloxacin","Ciprofloxacin_Cefaclor",12
"Cefsulodin-Ciprofloxacin","Ciprofloxacin_Cefsulodin",3
"Ciprofloxacin-Piperacillin","Ciprofloxacin_Piperacillin",4
"Ciprofloxacin-Penicillin G","Ciprofloxacin_Penicillin G",2
"Ciprofloxacin-Imipenem","Ciprofloxacin_Imipenem",2
"Ciprofloxacin-Mecillinam","Ciprofloxacin_Mecillinam",8
"Aztreonam-Ciprofloxacin","Ciprofloxacin_Aztreonam",2
"Cephalexin-Ciprofloxacin","Ciprofloxacin_Cephalexin",10
"A22-Ciprofloxacin","Ciprofloxacin_A22",8
"Ciprofloxacin-Cycloserine D","Ciprofloxacin_Cycloserine D",1
"Ciprofloxacin-Teicoplanin","Ciprofloxacin_Teicoplanin",10
"Bacitracin-Ciprofloxacin","Ciprofloxacin_Bacitracin",3
"Ciprofloxacin-Fosfomycin","Ciprofloxacin_Fosfomycin",12
"Ciprofloxacin-Metronidazole","Ciprofloxacin_Metronidazole",4
"Ciprofloxacin-Clofazimine","Ciprofloxacin_Clofazimine",9
"Ciprofloxacin-Doxorubicin","Ciprofloxacin_Doxorubicin",10
"Ciprofloxacin-Mitomycin C","Ciprofloxacin_Mitomycin C",4
"Ciprofloxacin-Rifampicin","Ciprofloxacin_Rifampicin",2
"Ciprofloxacin-Novobiocin","Ciprofloxacin_Novobiocin",4
"Ciprofloxacin-Levofloxacin","Ciprofloxacin_Levofloxacin",3
"Ciprofloxacin-Trimethoprim","Ciprofloxacin_Trimethoprim",11
"Ciprofloxacin-Sulfamonomethoxine","Ciprofloxacin_Sulfamonomethoxine",9
"Ciprofloxacin-Nitrofurantoin","Ciprofloxacin_Nitrofurantoin",9
"Bleomycin-Ciprofloxacin","Ciprofloxacin_Bleomycin",3
"Ciprofloxacin-Polymyxin B","Ciprofloxacin_Polymyxin B",8
"Chlorhexidine-Ciprofloxacin","Ciprofloxacin_Chlorhexidine",1
"Benzalkonium-Ciprofloxacin","Ciprofloxacin_Benzalkonium",2
"Ciprofloxacin-EGCG","Ciprofloxacin_EGCG",2
"Cerulenin-Ciprofloxacin","Ciprofloxacin_Cerulenin",6
"Ciprofloxacin-Nisin","Ciprofloxacin_Nisin",4
"Ciprofloxacin-Daptomycin","Ciprofloxacin_Daptomycin",2
"CCCP-Ciprofloxacin","Ciprofloxacin_CCCP",10
"Ciprofloxacin-Nonactin","Ciprofloxacin_Nonactin",6
"Ciprofloxacin-Paraquat","Ciprofloxacin_Paraquat",2
"Ciprofloxacin-Fusidic acid","Ciprofloxacin_Fusidic acid",2
"Ciprofloxacin-Puromycin","Ciprofloxacin_Puromycin",2
"Ciprofloxacin-Linezolid","Ciprofloxacin_Linezolid",9
"Ciprofloxacin-Clindamycin","Ciprofloxacin_Clindamycin",2
"Ciprofloxacin-Doxycycline","Ciprofloxacin_Doxycycline",2
"Ciprofloxacin-Minocycline","Ciprofloxacin_Minocycline",2
"Ciprofloxacin-Tigecycline","Ciprofloxacin_Tigecycline",4
"Ciprofloxacin-Spectinomycin","Ciprofloxacin_Spectinomycin",2
"Amikacin-Ciprofloxacin","Ciprofloxacin_Amikacin",3
"Ciprofloxacin-Tobramycin","Ciprofloxacin_Tobramycin",4
"Ciprofloxacin-Spiramycin","Ciprofloxacin_Spiramycin",2
"Ciprofloxacin-Erythromycin","Ciprofloxacin_Erythromycin",2
"Ciprofloxacin-Clarithromycin","Ciprofloxacin_Clarithromycin",2
"Caffeine-Ciprofloxacin","Ciprofloxacin_Caffeine",2
"Ciprofloxacin-Vanillin","Ciprofloxacin_Vanillin",2
"Ciprofloxacin-Reserpine","Ciprofloxacin_Reserpine",6
"Ciprofloxacin-Procaine","Ciprofloxacin_Procaine",2
"Ciprofloxacin-Theophylline","Ciprofloxacin_Theophylline",5
"Ciprofloxacin-Loperamide","Ciprofloxacin_Loperamide",2
"Ciprofloxacin-Verapamil","Ciprofloxacin_Verapamil",11
"Ciprofloxacin-Meropenem","Ciprofloxacin_Meropenem",4
"Ciprofloxacin-Colistin","Ciprofloxacin_Colistin",2
"CHIR-90-Ciprofloxacin","Ciprofloxacin_CHIR-90",12
"Ciprofloxacin-Triclosan","Ciprofloxacin_Triclosan",4
"Ciprofloxacin-Gentamicin","Ciprofloxacin_Gentamicin",8
"Azithromycin-Ciprofloxacin","Ciprofloxacin_Azithromycin",2
"Ciprofloxacin-Curcumin","Ciprofloxacin_Curcumin",2
"Berberine-Ciprofloxacin","Ciprofloxacin_Berberine",2
"Ciprofloxacin-Metformin","Ciprofloxacin_Metformin",12
"Ciprofloxacin-Phenformin","Ciprofloxacin_Phenformin",10
"Ciprofloxacin-Streptozotocin","Ciprofloxacin_Streptozotocin",13
"Ciprofloxacin-Diclofenac","Ciprofloxacin_Diclofenac",12
"Acetylsalisylic acid-Ciprofloxacin","Ciprofloxacin_Acetylsalisylic acid",2
"Ciclopirox-Ciprofloxacin","Ciprofloxacin_Ciclopirox",2
"Ciprofloxacin-Moxifloxacin","Ciprofloxacin_Moxifloxacin",13
"Ciprofloxacin-Phleomycin","Ciprofloxacin_Phleomycin",8
"Cefotaxime-Novobiocin","Novobiocin_Cefotaxime",7
"Cefaclor-Novobiocin","Novobiocin_Cefaclor",10
"Cefsulodin-Novobiocin","Novobiocin_Cefsulodin",13
"Novobiocin-Piperacillin","Novobiocin_Piperacillin",3
"Novobiocin-Penicillin G","Novobiocin_Penicillin G",5
"Imipenem-Novobiocin","Novobiocin_Imipenem",3
"Mecillinam-Novobiocin","Novobiocin_Mecillinam",3
"Aztreonam-Novobiocin","Novobiocin_Aztreonam",2
"Cephalexin-Novobiocin","Novobiocin_Cephalexin",3
"A22-Novobiocin","Novobiocin_A22",13
"Novobiocin-Teicoplanin","Novobiocin_Teicoplanin",3
"Bacitracin-Novobiocin","Novobiocin_Bacitracin",13
"Metronidazole-Novobiocin","Novobiocin_Metronidazole",4
"Clofazimine-Novobiocin","Novobiocin_Clofazimine",1
"Doxorubicin-Novobiocin","Novobiocin_Doxorubicin",4
"Mitomycin C-Novobiocin","Novobiocin_Mitomycin C",13
"Novobiocin-Rifampicin","Novobiocin_Rifampicin",10
"Levofloxacin-Novobiocin","Novobiocin_Levofloxacin",2
"Novobiocin-Trimethoprim","Novobiocin_Trimethoprim",12
"Novobiocin-Sulfamonomethoxine","Novobiocin_Sulfamonomethoxine",8
"Nitrofurantoin-Novobiocin","Novobiocin_Nitrofurantoin",2
"Bleomycin-Novobiocin","Novobiocin_Bleomycin",13
"Novobiocin-Polymyxin B","Novobiocin_Polymyxin B",13
"Chlorhexidine-Novobiocin","Novobiocin_Chlorhexidine",13
"Benzalkonium-Novobiocin","Novobiocin_Benzalkonium",10
"EGCG-Novobiocin","Novobiocin_EGCG",5
"Cerulenin-Novobiocin","Novobiocin_Cerulenin",2
"Nisin-Novobiocin","Novobiocin_Nisin",3
"Daptomycin-Novobiocin","Novobiocin_Daptomycin",8
"CCCP-Novobiocin","Novobiocin_CCCP",4
"Nonactin-Novobiocin","Novobiocin_Nonactin",8
"Novobiocin-Paraquat","Novobiocin_Paraquat",2
"Fusidic acid-Novobiocin","Novobiocin_Fusidic acid",13
"Novobiocin-Puromycin","Novobiocin_Puromycin",8
"Linezolid-Novobiocin","Novobiocin_Linezolid",8
"Clindamycin-Novobiocin","Novobiocin_Clindamycin",5
"Minocycline-Novobiocin","Novobiocin_Minocycline",5
"Novobiocin-Tigecycline","Novobiocin_Tigecycline",3
"Amikacin-Novobiocin","Novobiocin_Amikacin",3
"Novobiocin-Tobramycin","Novobiocin_Tobramycin",3
"Novobiocin-Spiramycin","Novobiocin_Spiramycin",5
"Erythromycin-Novobiocin","Novobiocin_Erythromycin",8
"Clarithromycin-Novobiocin","Novobiocin_Clarithromycin",2
"Caffeine-Novobiocin","Novobiocin_Caffeine",2
"Novobiocin-Vanillin","Novobiocin_Vanillin",2
"Novobiocin-Reserpine","Novobiocin_Reserpine",2
"Novobiocin-Procaine","Novobiocin_Procaine",2
"Novobiocin-Theophylline","Novobiocin_Theophylline",11
"Loperamide-Novobiocin","Novobiocin_Loperamide",12
"Novobiocin-Verapamil","Novobiocin_Verapamil",3
"Meropenem-Novobiocin","Novobiocin_Meropenem",3
"Colistin-Novobiocin","Novobiocin_Colistin",13
"CHIR-90-Novobiocin","Novobiocin_CHIR-90",8
"Novobiocin-Triclosan","Novobiocin_Triclosan",6
"Gentamicin-Novobiocin","Novobiocin_Gentamicin",5
"Azithromycin-Novobiocin","Novobiocin_Azithromycin",2
"Curcumin-Novobiocin","Novobiocin_Curcumin",2
"Berberine-Novobiocin","Novobiocin_Berberine",8
"Metformin-Novobiocin","Novobiocin_Metformin",13
"Novobiocin-Phenformin","Novobiocin_Phenformin",3
"Novobiocin-Streptozotocin","Novobiocin_Streptozotocin",5
"Diclofenac-Novobiocin","Novobiocin_Diclofenac",2
"Acetylsalisylic acid-Novobiocin","Novobiocin_Acetylsalisylic acid",2
"Ciclopirox-Novobiocin","Novobiocin_Ciclopirox",2
"Moxifloxacin-Novobiocin","Novobiocin_Moxifloxacin",4
"Novobiocin-Phleomycin","Novobiocin_Phleomycin",4
"Levofloxacin-Piperacillin","Levofloxacin_Piperacillin",4
"Levofloxacin-Penicillin G","Levofloxacin_Penicillin G",2
"Imipenem-Levofloxacin","Levofloxacin_Imipenem",2
"Levofloxacin-Mecillinam","Levofloxacin_Mecillinam",8
"Aztreonam-Levofloxacin","Levofloxacin_Aztreonam",1
"Cephalexin-Levofloxacin","Levofloxacin_Cephalexin",6
"A22-Levofloxacin","Levofloxacin_A22",4
"Levofloxacin-Teicoplanin","Levofloxacin_Teicoplanin",8
"Levofloxacin-Metronidazole","Levofloxacin_Metronidazole",3
"Clofazimine-Levofloxacin","Levofloxacin_Clofazimine",4
"Doxorubicin-Levofloxacin","Levofloxacin_Doxorubicin",3
"Levofloxacin-Mitomycin C","Levofloxacin_Mitomycin C",8
"Levofloxacin-Rifampicin","Levofloxacin_Rifampicin",2
"Levofloxacin-Nitrofurantoin","Levofloxacin_Nitrofurantoin",8
"Bleomycin-Levofloxacin","Levofloxacin_Bleomycin",5
"Chlorhexidine-Levofloxacin","Levofloxacin_Chlorhexidine",7
"EGCG-Levofloxacin","Levofloxacin_EGCG",4
"Cerulenin-Levofloxacin","Levofloxacin_Cerulenin",8
"Levofloxacin-Nisin","Levofloxacin_Nisin",4
"Daptomycin-Levofloxacin","Levofloxacin_Daptomycin",11
"CCCP-Levofloxacin","Levofloxacin_CCCP",7
"Levofloxacin-Nonactin","Levofloxacin_Nonactin",9
"Levofloxacin-Puromycin","Levofloxacin_Puromycin",2
"Levofloxacin-Linezolid","Levofloxacin_Linezolid",9
"Levofloxacin-Minocycline","Levofloxacin_Minocycline",2
"Levofloxacin-Tigecycline","Levofloxacin_Tigecycline",8
"Levofloxacin-Tobramycin","Levofloxacin_Tobramycin",7
"Clarithromycin-Levofloxacin","Levofloxacin_Clarithromycin",1
"Caffeine-Levofloxacin","Levofloxacin_Caffeine",6
"Levofloxacin-Reserpine","Levofloxacin_Reserpine",4
"Levofloxacin-Theophylline","Levofloxacin_Theophylline",3
"Levofloxacin-Loperamide","Levofloxacin_Loperamide",4
"Levofloxacin-Meropenem","Levofloxacin_Meropenem",5
"Colistin-Levofloxacin","Levofloxacin_Colistin",2
"CHIR-90-Levofloxacin","Levofloxacin_CHIR-90",12
"Levofloxacin-Triclosan","Levofloxacin_Triclosan",4
"Gentamicin-Levofloxacin","Levofloxacin_Gentamicin",2
"Azithromycin-Levofloxacin","Levofloxacin_Azithromycin",2
"Curcumin-Levofloxacin","Levofloxacin_Curcumin",2
"Berberine-Levofloxacin","Levofloxacin_Berberine",2
"Levofloxacin-Metformin","Levofloxacin_Metformin",13
"Levofloxacin-Phenformin","Levofloxacin_Phenformin",4
"Levofloxacin-Streptozotocin","Levofloxacin_Streptozotocin",13
"Diclofenac-Levofloxacin","Levofloxacin_Diclofenac",12
"Acetylsalisylic acid-Levofloxacin","Levofloxacin_Acetylsalisylic acid",2
"Ciclopirox-Levofloxacin","Levofloxacin_Ciclopirox",8
"Levofloxacin-Moxifloxacin","Levofloxacin_Moxifloxacin",3
"Levofloxacin-Phleomycin","Levofloxacin_Phleomycin",3
"Piperacillin-Trimethoprim","Trimethoprim_Piperacillin",2
"Penicillin G-Trimethoprim","Trimethoprim_Penicillin G",5
"Imipenem-Trimethoprim","Trimethoprim_Imipenem",4
"Mecillinam-Trimethoprim","Trimethoprim_Mecillinam",8
"Aztreonam-Trimethoprim","Trimethoprim_Aztreonam",2
"Cephalexin-Trimethoprim","Trimethoprim_Cephalexin",9
"A22-Trimethoprim","Trimethoprim_A22",4
"Teicoplanin-Trimethoprim","Trimethoprim_Teicoplanin",10
"Metronidazole-Trimethoprim","Trimethoprim_Metronidazole",4
"Clofazimine-Trimethoprim","Trimethoprim_Clofazimine",4
"Doxorubicin-Trimethoprim","Trimethoprim_Doxorubicin",3
"Mitomycin C-Trimethoprim","Trimethoprim_Mitomycin C",1
"Rifampicin-Trimethoprim","Trimethoprim_Rifampicin",8
"Levofloxacin-Trimethoprim","Trimethoprim_Levofloxacin",1
"Sulfamonomethoxine-Trimethoprim","Trimethoprim_Sulfamonomethoxine",13
"Nitrofurantoin-Trimethoprim","Trimethoprim_Nitrofurantoin",11
"Bleomycin-Trimethoprim","Trimethoprim_Bleomycin",10
"Chlorhexidine-Trimethoprim","Trimethoprim_Chlorhexidine",12
"EGCG-Trimethoprim","Trimethoprim_EGCG",7
"Cerulenin-Trimethoprim","Trimethoprim_Cerulenin",4
"Nisin-Trimethoprim","Trimethoprim_Nisin",4
"Daptomycin-Trimethoprim","Trimethoprim_Daptomycin",3
"CCCP-Trimethoprim","Trimethoprim_CCCP",6
"Nonactin-Trimethoprim","Trimethoprim_Nonactin",3
"Paraquat-Trimethoprim","Trimethoprim_Paraquat",8
"Puromycin-Trimethoprim","Trimethoprim_Puromycin",2
"Linezolid-Trimethoprim","Trimethoprim_Linezolid",5
"Minocycline-Trimethoprim","Trimethoprim_Minocycline",9
"Tigecycline-Trimethoprim","Trimethoprim_Tigecycline",4
"Tobramycin-Trimethoprim","Trimethoprim_Tobramycin",6
"Clarithromycin-Trimethoprim","Trimethoprim_Clarithromycin",9
"Caffeine-Trimethoprim","Trimethoprim_Caffeine",5
"Trimethoprim-Vanillin","Trimethoprim_Vanillin",8
"Reserpine-Trimethoprim","Trimethoprim_Reserpine",11
"Procaine-Trimethoprim","Trimethoprim_Procaine",2
"Theophylline-Trimethoprim","Trimethoprim_Theophylline",3
"Loperamide-Trimethoprim","Trimethoprim_Loperamide",7
"Trimethoprim-Verapamil","Trimethoprim_Verapamil",3
"Meropenem-Trimethoprim","Trimethoprim_Meropenem",3
"Colistin-Trimethoprim","Trimethoprim_Colistin",8
"CHIR-90-Trimethoprim","Trimethoprim_CHIR-90",12
"Triclosan-Trimethoprim","Trimethoprim_Triclosan",8
"Gentamicin-Trimethoprim","Trimethoprim_Gentamicin",12
"Azithromycin-Trimethoprim","Trimethoprim_Azithromycin",2
"Curcumin-Trimethoprim","Trimethoprim_Curcumin",2
"Berberine-Trimethoprim","Trimethoprim_Berberine",2
"Metformin-Trimethoprim","Trimethoprim_Metformin",2
"Phenformin-Trimethoprim","Trimethoprim_Phenformin",3
"Streptozotocin-Trimethoprim","Trimethoprim_Streptozotocin",3
"Diclofenac-Trimethoprim","Trimethoprim_Diclofenac",2
"Acetylsalisylic acid-Trimethoprim","Trimethoprim_Acetylsalisylic acid",6
"Ciclopirox-Trimethoprim","Trimethoprim_Ciclopirox",1
"Moxifloxacin-Trimethoprim","Trimethoprim_Moxifloxacin",12
"Phleomycin-Trimethoprim","Trimethoprim_Phleomycin",4
"Piperacillin-Sulfamonomethoxine","Sulfamonomethoxine_Piperacillin",4
"Penicillin G-Sulfamonomethoxine","Sulfamonomethoxine_Penicillin G",10
"Imipenem-Sulfamonomethoxine","Sulfamonomethoxine_Imipenem",10
"Mecillinam-Sulfamonomethoxine","Sulfamonomethoxine_Mecillinam",5
"Aztreonam-Sulfamonomethoxine","Sulfamonomethoxine_Aztreonam",4
"Cephalexin-Sulfamonomethoxine","Sulfamonomethoxine_Cephalexin",10
"A22-Sulfamonomethoxine","Sulfamonomethoxine_A22",8
"Sulfamonomethoxine-Teicoplanin","Sulfamonomethoxine_Teicoplanin",11
"Metronidazole-Sulfamonomethoxine","Sulfamonomethoxine_Metronidazole",5
"Clofazimine-Sulfamonomethoxine","Sulfamonomethoxine_Clofazimine",8
"Doxorubicin-Sulfamonomethoxine","Sulfamonomethoxine_Doxorubicin",12
"Mitomycin C-Sulfamonomethoxine","Sulfamonomethoxine_Mitomycin C",3
"Rifampicin-Sulfamonomethoxine","Sulfamonomethoxine_Rifampicin",5
"Levofloxacin-Sulfamonomethoxine","Sulfamonomethoxine_Levofloxacin",8
"Nitrofurantoin-Sulfamonomethoxine","Sulfamonomethoxine_Nitrofurantoin",5
"Bleomycin-Sulfamonomethoxine","Sulfamonomethoxine_Bleomycin",4
"Chlorhexidine-Sulfamonomethoxine","Sulfamonomethoxine_Chlorhexidine",5
"EGCG-Sulfamonomethoxine","Sulfamonomethoxine_EGCG",8
"Cerulenin-Sulfamonomethoxine","Sulfamonomethoxine_Cerulenin",4
"Nisin-Sulfamonomethoxine","Sulfamonomethoxine_Nisin",4
"Daptomycin-Sulfamonomethoxine","Sulfamonomethoxine_Daptomycin",5
"CCCP-Sulfamonomethoxine","Sulfamonomethoxine_CCCP",9
"Nonactin-Sulfamonomethoxine","Sulfamonomethoxine_Nonactin",9
"Paraquat-Sulfamonomethoxine","Sulfamonomethoxine_Paraquat",3
"Puromycin-Sulfamonomethoxine","Sulfamonomethoxine_Puromycin",9
"Linezolid-Sulfamonomethoxine","Sulfamonomethoxine_Linezolid",10
"Minocycline-Sulfamonomethoxine","Sulfamonomethoxine_Minocycline",10
"Sulfamonomethoxine-Tigecycline","Sulfamonomethoxine_Tigecycline",7
"Sulfamonomethoxine-Tobramycin","Sulfamonomethoxine_Tobramycin",3
"Clarithromycin-Sulfamonomethoxine","Sulfamonomethoxine_Clarithromycin",4
"Caffeine-Sulfamonomethoxine","Sulfamonomethoxine_Caffeine",3
"Sulfamonomethoxine-Vanillin","Sulfamonomethoxine_Vanillin",8
"Reserpine-Sulfamonomethoxine","Sulfamonomethoxine_Reserpine",4
"Procaine-Sulfamonomethoxine","Sulfamonomethoxine_Procaine",2
"Sulfamonomethoxine-Theophylline","Sulfamonomethoxine_Theophylline",5
"Loperamide-Sulfamonomethoxine","Sulfamonomethoxine_Loperamide",5
"Sulfamonomethoxine-Verapamil","Sulfamonomethoxine_Verapamil",7
"Meropenem-Sulfamonomethoxine","Sulfamonomethoxine_Meropenem",5
"Colistin-Sulfamonomethoxine","Sulfamonomethoxine_Colistin",5
"CHIR-90-Sulfamonomethoxine","Sulfamonomethoxine_CHIR-90",9
"Sulfamonomethoxine-Triclosan","Sulfamonomethoxine_Triclosan",3
"Gentamicin-Sulfamonomethoxine","Sulfamonomethoxine_Gentamicin",5
"Azithromycin-Sulfamonomethoxine","Sulfamonomethoxine_Azithromycin",4
"Curcumin-Sulfamonomethoxine","Sulfamonomethoxine_Curcumin",3
"Berberine-Sulfamonomethoxine","Sulfamonomethoxine_Berberine",7
"Metformin-Sulfamonomethoxine","Sulfamonomethoxine_Metformin",8
"Phenformin-Sulfamonomethoxine","Sulfamonomethoxine_Phenformin",3
"Streptozotocin-Sulfamonomethoxine","Sulfamonomethoxine_Streptozotocin",11
"Diclofenac-Sulfamonomethoxine","Sulfamonomethoxine_Diclofenac",5
"Acetylsalisylic acid-Sulfamonomethoxine","Sulfamonomethoxine_Acetylsalisylic acid",11
"Ciclopirox-Sulfamonomethoxine","Sulfamonomethoxine_Ciclopirox",3
"Moxifloxacin-Sulfamonomethoxine","Sulfamonomethoxine_Moxifloxacin",8
"Phleomycin-Sulfamonomethoxine","Sulfamonomethoxine_Phleomycin",3
"Nitrofurantoin-Penicillin G","Nitrofurantoin_Penicillin G",8
"Imipenem-Nitrofurantoin","Nitrofurantoin_Imipenem",4
"Mecillinam-Nitrofurantoin","Nitrofurantoin_Mecillinam",9
"Aztreonam-Nitrofurantoin","Nitrofurantoin_Aztreonam",2
"Cephalexin-Nitrofurantoin","Nitrofurantoin_Cephalexin",8
"A22-Nitrofurantoin","Nitrofurantoin_A22",9
"Nitrofurantoin-Teicoplanin","Nitrofurantoin_Teicoplanin",5
"Metronidazole-Nitrofurantoin","Nitrofurantoin_Metronidazole",8
"Clofazimine-Nitrofurantoin","Nitrofurantoin_Clofazimine",6
"Doxorubicin-Nitrofurantoin","Nitrofurantoin_Doxorubicin",6
"Mitomycin C-Nitrofurantoin","Nitrofurantoin_Mitomycin C",8
"Nitrofurantoin-Rifampicin","Nitrofurantoin_Rifampicin",9
"Bleomycin-Nitrofurantoin","Nitrofurantoin_Bleomycin",13
"Chlorhexidine-Nitrofurantoin","Nitrofurantoin_Chlorhexidine",3
"EGCG-Nitrofurantoin","Nitrofurantoin_EGCG",6
"Cerulenin-Nitrofurantoin","Nitrofurantoin_Cerulenin",6
"Nisin-Nitrofurantoin","Nitrofurantoin_Nisin",11
"Daptomycin-Nitrofurantoin","Nitrofurantoin_Daptomycin",2
"CCCP-Nitrofurantoin","Nitrofurantoin_CCCP",4
"Nitrofurantoin-Nonactin","Nitrofurantoin_Nonactin",9
"Nitrofurantoin-Puromycin","Nitrofurantoin_Puromycin",9
"Linezolid-Nitrofurantoin","Nitrofurantoin_Linezolid",2
"Minocycline-Nitrofurantoin","Nitrofurantoin_Minocycline",8
"Nitrofurantoin-Tigecycline","Nitrofurantoin_Tigecycline",8
"Nitrofurantoin-Tobramycin","Nitrofurantoin_Tobramycin",13
"Clarithromycin-Nitrofurantoin","Nitrofurantoin_Clarithromycin",13
"Caffeine-Nitrofurantoin","Nitrofurantoin_Caffeine",5
"Nitrofurantoin-Reserpine","Nitrofurantoin_Reserpine",6
"Nitrofurantoin-Theophylline","Nitrofurantoin_Theophylline",4
"Loperamide-Nitrofurantoin","Nitrofurantoin_Loperamide",2
"Meropenem-Nitrofurantoin","Nitrofurantoin_Meropenem",3
"Colistin-Nitrofurantoin","Nitrofurantoin_Colistin",13
"CHIR-90-Nitrofurantoin","Nitrofurantoin_CHIR-90",2
"Nitrofurantoin-Triclosan","Nitrofurantoin_Triclosan",10
"Gentamicin-Nitrofurantoin","Nitrofurantoin_Gentamicin",2
"Azithromycin-Nitrofurantoin","Nitrofurantoin_Azithromycin",12
"Curcumin-Nitrofurantoin","Nitrofurantoin_Curcumin",7
"Berberine-Nitrofurantoin","Nitrofurantoin_Berberine",2
"Metformin-Nitrofurantoin","Nitrofurantoin_Metformin",2
"Nitrofurantoin-Phenformin","Nitrofurantoin_Phenformin",3
"Nitrofurantoin-Streptozotocin","Nitrofurantoin_Streptozotocin",13
"Diclofenac-Nitrofurantoin","Nitrofurantoin_Diclofenac",12
"Acetylsalisylic acid-Nitrofurantoin","Nitrofurantoin_Acetylsalisylic acid",3
"Ciclopirox-Nitrofurantoin","Nitrofurantoin_Ciclopirox",11
"Moxifloxacin-Nitrofurantoin","Nitrofurantoin_Moxifloxacin",12
"Nitrofurantoin-Phleomycin","Nitrofurantoin_Phleomycin",13
"Bleomycin-Doxorubicin","Bleomycin_Doxorubicin",4
"Bleomycin-Mitomycin C","Bleomycin_Mitomycin C",8
"Bleomycin-Cerulenin","Bleomycin_Cerulenin",9
"Bleomycin-Daptomycin","Bleomycin_Daptomycin",1
"Bleomycin-Linezolid","Bleomycin_Linezolid",1
"Bleomycin-Tigecycline","Bleomycin_Tigecycline",6
