drug_pair,Drug1,Drug2,clusters
Cefsulodin_Moxifloxacin,Cefsulodin,Moxifloxacin,2
Cefsulodin_Nisin,Cefsulodin,Nisin,1
Cefsulodin_Nitrofurantoin,Cefsulodin,Nitrofurantoin,2
Cefsulodin_Nonactin,Cefsulodin,Nonactin,4
Cefsulodin_Novobiocin,Cefsulodin,Novobiocin,2
Cefsulodin_Oxacillin,Cefsulodin,Oxacillin,1
Cefsulodin_Paraquat,Cefsulodin,Paraquat,2
Cefsulodin_Penicillin G,Cefsulodin,Penicillin G,2
Cefsulodin_Phenformin,Cefsulodin,Phenformin,1
Cefsulodin_Phleomycin,Cefsulodin,Phleomycin,2
Cefsulodin_Piperacillin,Cefsulodin,Piperacillin,2
Cefsulodin_Polymyxin B,Cefsulodin,Polymyxin B,1
Cefsulodin_Procaine,Cefsulodin,Procaine,1
Cefsulodin_Puromycin,Cefsulodin,Puromycin,3
Cefsulodin_Reserpine,Cefsulodin,Reserpine,4
Cefsulodin_Rifampicin,Cefsulodin,Rifampicin,2
Cefsulodin_Spectinomycin,Cefsulodin,Spectinomycin,4
Cefsulodin_Spiramycin,Cefsulodin,Spiramycin,1
Cefsulodin_Streptozotocin,Cefsulodin,Streptozotocin,2
Cefsulodin_Sulfamonomethoxine,Cefsulodin,Sulfamonomethoxine,2
Cefsulodin_Teicoplanin,Cefsulodin,Teicoplanin,2
Cefsulodin_Theophylline,Cefsulodin,Theophylline,4
Cefsulodin_Tigecycline,Cefsulodin,Tigecycline,1
Cefsulodin_Tobramycin,Cefsulodin,Tobramycin,4
Cefsulodin_Triclosan,Cefsulodin,Triclosan,2
Cefsulodin_Trimethoprim,Cefsulodin,Trimethoprim,2
Cefsulodin_Vanillin,Cefsulodin,Vanillin,3
Cefsulodin_Verapamil,Cefsulodin,Verapamil,1
Cephalexin_Cerulenin,Cephalexin,Cerulenin,1
Cephalexin_CHIR-90,Cephalexin,CHIR-90,2
Cephalexin_Chloramphenicol,Cephalexin,Chloramphenicol,4
Cephalexin_Chlorhexidine,Cephalexin,Chlorhexidine,2
Cephalexin_Ciclopirox,Cephalexin,Ciclopirox,2
Cephalexin_Ciprofloxacin,Cephalexin,Ciprofloxacin,4
Cephalexin_Clarithromycin,Cephalexin,Clarithromycin,2
Cephalexin_Clindamycin,Cephalexin,Clindamycin,1
Cephalexin_Clofazimine,Cephalexin,Clofazimine,1
Cephalexin_Colistin,Cephalexin,Colistin,2
Cephalexin_Curcumin,Cephalexin,Curcumin,1
Cephalexin_Cycloserine D,Cephalexin,Cycloserine D,1
Cephalexin_Daptomycin,Cephalexin,Daptomycin,1
Cephalexin_Diclofenac,Cephalexin,Diclofenac,4
Cephalexin_Doxorubicin,Cephalexin,Doxorubicin,1
Cephalexin_Doxycycline,Cephalexin,Doxycycline,4
Cephalexin_EGCG,Cephalexin,EGCG,3
Cephalexin_Erythromycin,Cephalexin,Erythromycin,4
Cephalexin_Fosfomycin,Cephalexin,Fosfomycin,2
Cephalexin_Fusidic acid,Cephalexin,Fusidic acid,3
Cephalexin_Gentamicin,Cephalexin,Gentamicin,2
Cephalexin_Imipenem,Cephalexin,Imipenem,1
Cephalexin_Levofloxacin,Cephalexin,Levofloxacin,4
Cephalexin_Linezolid,Cephalexin,Linezolid,1
Cephalexin_Loperamide,Cephalexin,Loperamide,3
Cephalexin_Mecillinam,Cephalexin,Mecillinam,3
Cephalexin_Meropenem,Cephalexin,Meropenem,2
Cephalexin_Metformin,Cephalexin,Metformin,1
Cephalexin_Metronidazole,Cephalexin,Metronidazole,3
Cephalexin_Minocycline,Cephalexin,Minocycline,3
Cephalexin_Mitomycin C,Cephalexin,Mitomycin C,2
Cephalexin_Moxifloxacin,Cephalexin,Moxifloxacin,3
Cephalexin_Nisin,Cephalexin,Nisin,3
Cephalexin_Nitrofurantoin,Cephalexin,Nitrofurantoin,3
Cephalexin_Nonactin,Cephalexin,Nonactin,1
Cephalexin_Novobiocin,Cephalexin,Novobiocin,2
Cephalexin_Oxacillin,Cephalexin,Oxacillin,2
Cephalexin_Paraquat,Cephalexin,Paraquat,2
Cephalexin_Penicillin G,Cephalexin,Penicillin G,4
Cephalexin_Phenformin,Cephalexin,Phenformin,2
Cephalexin_Phleomycin,Cephalexin,Phleomycin,3
Cephalexin_Piperacillin,Cephalexin,Piperacillin,4
Cephalexin_Polymyxin B,Cephalexin,Polymyxin B,3
Cephalexin_Procaine,Cephalexin,Procaine,1
Cephalexin_Puromycin,Cephalexin,Puromycin,3
Cephalexin_Reserpine,Cephalexin,Reserpine,1
Cephalexin_Rifampicin,Cephalexin,Rifampicin,4
Cephalexin_Spectinomycin,Cephalexin,Spectinomycin,2
Cephalexin_Spiramycin,Cephalexin,Spiramycin,4
Cephalexin_Streptozotocin,Cephalexin,Streptozotocin,4
Cephalexin_Sulfamonomethoxine,Cephalexin,Sulfamonomethoxine,4
Cephalexin_Teicoplanin,Cephalexin,Teicoplanin,2
Cephalexin_Theophylline,Cephalexin,Theophylline,1
Cephalexin_Tigecycline,Cephalexin,Tigecycline,1
Cephalexin_Tobramycin,Cephalexin,Tobramycin,2
Cephalexin_Triclosan,Cephalexin,Triclosan,2
Cephalexin_Trimethoprim,Cephalexin,Trimethoprim,1
Cephalexin_Vanillin,Cephalexin,Vanillin,3
Cephalexin_Verapamil,Cephalexin,Verapamil,1
Cerulenin_CHIR-90,Cerulenin,CHIR-90,1
Cerulenin_Chloramphenicol,Cerulenin,Chloramphenicol,1
Cerulenin_Chlorhexidine,Cerulenin,Chlorhexidine,2
Cerulenin_Ciclopirox,Cerulenin,Ciclopirox,4
Cerulenin_Ciprofloxacin,Cerulenin,Ciprofloxacin,1
Cerulenin_Clarithromycin,Cerulenin,Clarithromycin,1
Cerulenin_Clindamycin,Cerulenin,Clindamycin,1
Cerulenin_Clofazimine,Cerulenin,Clofazimine,1
Cerulenin_Colistin,Cerulenin,Colistin,2
Cerulenin_Curcumin,Cerulenin,Curcumin,1
Cerulenin_Cycloserine D,Cerulenin,Cycloserine D,4
Cerulenin_Daptomycin,Cerulenin,Daptomycin,3
Cerulenin_Diclofenac,Cerulenin,Diclofenac,1
Cerulenin_Doxorubicin,Cerulenin,Doxorubicin,1
Cerulenin_Doxycycline,Cerulenin,Doxycycline,1
Cerulenin_EGCG,Cerulenin,EGCG,1
Cerulenin_Erythromycin,Cerulenin,Erythromycin,1
Cerulenin_Fosfomycin,Cerulenin,Fosfomycin,1
Cerulenin_Fusidic acid,Cerulenin,Fusidic acid,1
Cerulenin_Gentamicin,Cerulenin,Gentamicin,4
Cerulenin_Imipenem,Cerulenin,Imipenem,2
Cerulenin_Levofloxacin,Cerulenin,Levofloxacin,3
Cerulenin_Linezolid,Cerulenin,Linezolid,1
Cerulenin_Loperamide,Cerulenin,Loperamide,1
Cerulenin_Mecillinam,Cerulenin,Mecillinam,2
Cerulenin_Meropenem,Cerulenin,Meropenem,2
Cerulenin_Metformin,Cerulenin,Metformin,2
Cerulenin_Metronidazole,Cerulenin,Metronidazole,2
Cerulenin_Minocycline,Cerulenin,Minocycline,1
Cerulenin_Mitomycin C,Cerulenin,Mitomycin C,1
Cerulenin_Moxifloxacin,Cerulenin,Moxifloxacin,1
Cerulenin_Nisin,Cerulenin,Nisin,3
Cerulenin_Nitrofurantoin,Cerulenin,Nitrofurantoin,1
Cerulenin_Nonactin,Cerulenin,Nonactin,1
Cerulenin_Novobiocin,Cerulenin,Novobiocin,1
Cerulenin_Oxacillin,Cerulenin,Oxacillin,1
Cerulenin_Paraquat,Cerulenin,Paraquat,2
Cerulenin_Penicillin G,Cerulenin,Penicillin G,1
Cerulenin_Phenformin,Cerulenin,Phenformin,2
Cerulenin_Phleomycin,Cerulenin,Phleomycin,2
Cerulenin_Piperacillin,Cerulenin,Piperacillin,1
Cerulenin_Polymyxin B,Cerulenin,Polymyxin B,2
Cerulenin_Procaine,Cerulenin,Procaine,2
Cerulenin_Puromycin,Cerulenin,Puromycin,1
Cerulenin_Reserpine,Cerulenin,Reserpine,1
Cerulenin_Rifampicin,Cerulenin,Rifampicin,2
Cerulenin_Spectinomycin,Cerulenin,Spectinomycin,1
Cerulenin_Spiramycin,Cerulenin,Spiramycin,1
Cerulenin_Streptozotocin,Cerulenin,Streptozotocin,4
Cerulenin_Sulfamonomethoxine,Cerulenin,Sulfamonomethoxine,3
Cerulenin_Teicoplanin,Cerulenin,Teicoplanin,3
Cerulenin_Theophylline,Cerulenin,Theophylline,1
Cerulenin_Tigecycline,Cerulenin,Tigecycline,3
Cerulenin_Tobramycin,Cerulenin,Tobramycin,3
Cerulenin_Triclosan,Cerulenin,Triclosan,4
Cerulenin_Trimethoprim,Cerulenin,Trimethoprim,3
Cerulenin_Vanillin,Cerulenin,Vanillin,2
Cerulenin_Verapamil,Cerulenin,Verapamil,3
CHIR-90_Chloramphenicol,CHIR-90,Chloramphenicol,2
CHIR-90_Chlorhexidine,CHIR-90,Chlorhexidine,2
CHIR-90_Ciprofloxacin,CHIR-90,Ciprofloxacin,1
CHIR-90_Clarithromycin,CHIR-90,Clarithromycin,2
CHIR-90_Clindamycin,CHIR-90,Clindamycin,2
CHIR-90_Clofazimine,CHIR-90,Clofazimine,3
CHIR-90_Cycloserine D,CHIR-90,Cycloserine D,1
CHIR-90_Daptomycin,CHIR-90,Daptomycin,4
CHIR-90_Doxorubicin,CHIR-90,Doxorubicin,2
CHIR-90_Doxycycline,CHIR-90,Doxycycline,2
CHIR-90_EGCG,CHIR-90,EGCG,4
CHIR-90_Erythromycin,CHIR-90,Erythromycin,2
CHIR-90_Fosfomycin,CHIR-90,Fosfomycin,4
CHIR-90_Fusidic acid,CHIR-90,Fusidic acid,2
CHIR-90_Imipenem,CHIR-90,Imipenem,2
CHIR-90_Levofloxacin,CHIR-90,Levofloxacin,1
CHIR-90_Linezolid,CHIR-90,Linezolid,2
CHIR-90_Loperamide,CHIR-90,Loperamide,4
CHIR-90_Mecillinam,CHIR-90,Mecillinam,1
CHIR-90_Metronidazole,CHIR-90,Metronidazole,2
CHIR-90_Minocycline,CHIR-90,Minocycline,2
CHIR-90_Mitomycin C,CHIR-90,Mitomycin C,2
CHIR-90_Nisin,CHIR-90,Nisin,1
CHIR-90_Nitrofurantoin,CHIR-90,Nitrofurantoin,1
CHIR-90_Nonactin,CHIR-90,Nonactin,2
CHIR-90_Novobiocin,CHIR-90,Novobiocin,1
CHIR-90_Oxacillin,CHIR-90,Oxacillin,2
CHIR-90_Paraquat,CHIR-90,Paraquat,1
CHIR-90_Penicillin G,CHIR-90,Penicillin G,2
CHIR-90_Piperacillin,CHIR-90,Piperacillin,2
CHIR-90_Polymyxin B,CHIR-90,Polymyxin B,1
CHIR-90_Procaine,CHIR-90,Procaine,1
CHIR-90_Puromycin,CHIR-90,Puromycin,2
CHIR-90_Reserpine,CHIR-90,Reserpine,2
CHIR-90_Rifampicin,CHIR-90,Rifampicin,2
CHIR-90_Spectinomycin,CHIR-90,Spectinomycin,1
CHIR-90_Spiramycin,CHIR-90,Spiramycin,2
CHIR-90_Sulfamonomethoxine,CHIR-90,Sulfamonomethoxine,1
CHIR-90_Teicoplanin,CHIR-90,Teicoplanin,2
CHIR-90_Theophylline,CHIR-90,Theophylline,4
CHIR-90_Tigecycline,CHIR-90,Tigecycline,1
CHIR-90_Tobramycin,CHIR-90,Tobramycin,2
CHIR-90_Trimethoprim,CHIR-90,Trimethoprim,1
CHIR-90_Vanillin,CHIR-90,Vanillin,1
CHIR-90_Verapamil,CHIR-90,Verapamil,2
Chloramphenicol_Chlorhexidine,Chloramphenicol,Chlorhexidine,2
Chloramphenicol_Ciclopirox,Chloramphenicol,Ciclopirox,3
Chloramphenicol_Ciprofloxacin,Chloramphenicol,Ciprofloxacin,1
Chloramphenicol_Clarithromycin,Chloramphenicol,Clarithromycin,3
Chloramphenicol_Clindamycin,Chloramphenicol,Clindamycin,1
Chloramphenicol_Clofazimine,Chloramphenicol,Clofazimine,3
Chloramphenicol_Colistin,Chloramphenicol,Colistin,1
Chloramphenicol_Curcumin,Chloramphenicol,Curcumin,1
Chloramphenicol_Cycloserine D,Chloramphenicol,Cycloserine D,1
Chloramphenicol_Daptomycin,Chloramphenicol,Daptomycin,1
Chloramphenicol_Diclofenac,Chloramphenicol,Diclofenac,2
Chloramphenicol_Doxorubicin,Chloramphenicol,Doxorubicin,1
Chloramphenicol_Doxycycline,Chloramphenicol,Doxycycline,3
Chloramphenicol_EGCG,Chloramphenicol,EGCG,3
Chloramphenicol_Erythromycin,Chloramphenicol,Erythromycin,3
Chloramphenicol_Fosfomycin,Chloramphenicol,Fosfomycin,1
Chloramphenicol_Fusidic acid,Chloramphenicol,Fusidic acid,2
Chloramphenicol_Gentamicin,Chloramphenicol,Gentamicin,1
Chloramphenicol_Imipenem,Chloramphenicol,Imipenem,1
Chloramphenicol_Levofloxacin,Chloramphenicol,Levofloxacin,1
Chloramphenicol_Linezolid,Chloramphenicol,Linezolid,4
Chloramphenicol_Loperamide,Chloramphenicol,Loperamide,3
Chloramphenicol_Mecillinam,Chloramphenicol,Mecillinam,1
Chloramphenicol_Meropenem,Chloramphenicol,Meropenem,1
Chloramphenicol_Metformin,Chloramphenicol,Metformin,1
Chloramphenicol_Metronidazole,Chloramphenicol,Metronidazole,3
Chloramphenicol_Minocycline,Chloramphenicol,Minocycline,3
Chloramphenicol_Mitomycin C,Chloramphenicol,Mitomycin C,1
Chloramphenicol_Moxifloxacin,Chloramphenicol,Moxifloxacin,1
Chloramphenicol_Nisin,Chloramphenicol,Nisin,2
Chloramphenicol_Nitrofurantoin,Chloramphenicol,Nitrofurantoin,3
Chloramphenicol_Nonactin,Chloramphenicol,Nonactin,4
Chloramphenicol_Novobiocin,Chloramphenicol,Novobiocin,1
Chloramphenicol_Oxacillin,Chloramphenicol,Oxacillin,1
Chloramphenicol_Paraquat,Chloramphenicol,Paraquat,1
Chloramphenicol_Penicillin G,Chloramphenicol,Penicillin G,3
Chloramphenicol_Phenformin,Chloramphenicol,Phenformin,2
Chloramphenicol_Phleomycin,Chloramphenicol,Phleomycin,1
Chloramphenicol_Piperacillin,Chloramphenicol,Piperacillin,3
Chloramphenicol_Polymyxin B,Chloramphenicol,Polymyxin B,3
Chloramphenicol_Procaine,Chloramphenicol,Procaine,2
Chloramphenicol_Puromycin,Chloramphenicol,Puromycin,1
Chloramphenicol_Reserpine,Chloramphenicol,Reserpine,1
Chloramphenicol_Rifampicin,Chloramphenicol,Rifampicin,2
Chloramphenicol_Spectinomycin,Chloramphenicol,Spectinomycin,1
Chloramphenicol_Spiramycin,Chloramphenicol,Spiramycin,1
Chloramphenicol_Streptozotocin,Chloramphenicol,Streptozotocin,3
Chloramphenicol_Sulfamonomethoxine,Chloramphenicol,Sulfamonomethoxine,3
Chloramphenicol_Teicoplanin,Chloramphenicol,Teicoplanin,3
Chloramphenicol_Theophylline,Chloramphenicol,Theophylline,3
Chloramphenicol_Tigecycline,Chloramphenicol,Tigecycline,3
Chloramphenicol_Tobramycin,Chloramphenicol,Tobramycin,1
Chloramphenicol_Triclosan,Chloramphenicol,Triclosan,3
Chloramphenicol_Trimethoprim,Chloramphenicol,Trimethoprim,1
Chloramphenicol_Vanillin,Chloramphenicol,Vanillin,1
Chloramphenicol_Verapamil,Chloramphenicol,Verapamil,3
Chlorhexidine_Ciclopirox,Chlorhexidine,Ciclopirox,2
Chlorhexidine_Ciprofloxacin,Chlorhexidine,Ciprofloxacin,1
Chlorhexidine_Clarithromycin,Chlorhexidine,Clarithromycin,2
Chlorhexidine_Clindamycin,Chlorhexidine,Clindamycin,2
Chlorhexidine_Clofazimine,Chlorhexidine,Clofazimine,3
Chlorhexidine_Colistin,Chlorhexidine,Colistin,2
Chlorhexidine_Curcumin,Chlorhexidine,Curcumin,2
Chlorhexidine_Cycloserine D,Chlorhexidine,Cycloserine D,1
Chlorhexidine_Daptomycin,Chlorhexidine,Daptomycin,3
Chlorhexidine_Diclofenac,Chlorhexidine,Diclofenac,4
Chlorhexidine_Doxorubicin,Chlorhexidine,Doxorubicin,3
Chlorhexidine_Doxycycline,Chlorhexidine,Doxycycline,2
Chlorhexidine_EGCG,Chlorhexidine,EGCG,3
Chlorhexidine_Erythromycin,Chlorhexidine,Erythromycin,2
Chlorhexidine_Fosfomycin,Chlorhexidine,Fosfomycin,1
Chlorhexidine_Fusidic acid,Chlorhexidine,Fusidic acid,2
Chlorhexidine_Gentamicin,Chlorhexidine,Gentamicin,1
Chlorhexidine_Imipenem,Chlorhexidine,Imipenem,1
Chlorhexidine_Levofloxacin,Chlorhexidine,Levofloxacin,2
Chlorhexidine_Linezolid,Chlorhexidine,Linezolid,3
Chlorhexidine_Loperamide,Chlorhexidine,Loperamide,2
Chlorhexidine_Mecillinam,Chlorhexidine,Mecillinam,1
Chlorhexidine_Meropenem,Chlorhexidine,Meropenem,3
Chlorhexidine_Metformin,Chlorhexidine,Metformin,1
Chlorhexidine_Metronidazole,Chlorhexidine,Metronidazole,3
Chlorhexidine_Minocycline,Chlorhexidine,Minocycline,2
Chlorhexidine_Mitomycin C,Chlorhexidine,Mitomycin C,2
Chlorhexidine_Moxifloxacin,Chlorhexidine,Moxifloxacin,2
Chlorhexidine_Nisin,Chlorhexidine,Nisin,3
Chlorhexidine_Nitrofurantoin,Chlorhexidine,Nitrofurantoin,2
Chlorhexidine_Nonactin,Chlorhexidine,Nonactin,1
Chlorhexidine_Novobiocin,Chlorhexidine,Novobiocin,2
Chlorhexidine_Oxacillin,Chlorhexidine,Oxacillin,3
Chlorhexidine_Paraquat,Chlorhexidine,Paraquat,2
Chlorhexidine_Penicillin G,Chlorhexidine,Penicillin G,3
Chlorhexidine_Phenformin,Chlorhexidine,Phenformin,2
Chlorhexidine_Phleomycin,Chlorhexidine,Phleomycin,2
Chlorhexidine_Piperacillin,Chlorhexidine,Piperacillin,1
Chlorhexidine_Polymyxin B,Chlorhexidine,Polymyxin B,2
Chlorhexidine_Procaine,Chlorhexidine,Procaine,2
Chlorhexidine_Puromycin,Chlorhexidine,Puromycin,2
Chlorhexidine_Reserpine,Chlorhexidine,Reserpine,3
Chlorhexidine_Rifampicin,Chlorhexidine,Rifampicin,2
Chlorhexidine_Spectinomycin,Chlorhexidine,Spectinomycin,1
Chlorhexidine_Spiramycin,Chlorhexidine,Spiramycin,2
Chlorhexidine_Streptozotocin,Chlorhexidine,Streptozotocin,3
Chlorhexidine_Sulfamonomethoxine,Chlorhexidine,Sulfamonomethoxine,2
Chlorhexidine_Teicoplanin,Chlorhexidine,Teicoplanin,2
Chlorhexidine_Theophylline,Chlorhexidine,Theophylline,3
Chlorhexidine_Tigecycline,Chlorhexidine,Tigecycline,3
Chlorhexidine_Tobramycin,Chlorhexidine,Tobramycin,1
Chlorhexidine_Triclosan,Chlorhexidine,Triclosan,2
Chlorhexidine_Trimethoprim,Chlorhexidine,Trimethoprim,4
Chlorhexidine_Vanillin,Chlorhexidine,Vanillin,3
Chlorhexidine_Verapamil,Chlorhexidine,Verapamil,2
Ciclopirox_Ciprofloxacin,Ciclopirox,Ciprofloxacin,1
Ciclopirox_Clarithromycin,Ciclopirox,Clarithromycin,2
Ciclopirox_Clindamycin,Ciclopirox,Clindamycin,2
Ciclopirox_Clofazimine,Ciclopirox,Clofazimine,2
Ciclopirox_Cycloserine D,Ciclopirox,Cycloserine D,4
Ciclopirox_Daptomycin,Ciclopirox,Daptomycin,2
Ciclopirox_Doxorubicin,Ciclopirox,Doxorubicin,2
Ciclopirox_Doxycycline,Ciclopirox,Doxycycline,1
Ciclopirox_EGCG,Ciclopirox,EGCG,2
Ciclopirox_Erythromycin,Ciclopirox,Erythromycin,2
Ciclopirox_Fosfomycin,Ciclopirox,Fosfomycin,1
Ciclopirox_Fusidic acid,Ciclopirox,Fusidic acid,4
Ciclopirox_Imipenem,Ciclopirox,Imipenem,2
Ciclopirox_Levofloxacin,Ciclopirox,Levofloxacin,3
Ciclopirox_Linezolid,Ciclopirox,Linezolid,2
Ciclopirox_Loperamide,Ciclopirox,Loperamide,2
Ciclopirox_Mecillinam,Ciclopirox,Mecillinam,1
Ciclopirox_Metronidazole,Ciclopirox,Metronidazole,2
Ciclopirox_Minocycline,Ciclopirox,Minocycline,2
Ciclopirox_Mitomycin C,Ciclopirox,Mitomycin C,3
Ciclopirox_Nisin,Ciclopirox,Nisin,2
Ciclopirox_Nitrofurantoin,Ciclopirox,Nitrofurantoin,2
Ciclopirox_Nonactin,Ciclopirox,Nonactin,2
Ciclopirox_Novobiocin,Ciclopirox,Novobiocin,1
Ciclopirox_Oxacillin,Ciclopirox,Oxacillin,4
Ciclopirox_Paraquat,Ciclopirox,Paraquat,1
Ciclopirox_Penicillin G,Ciclopirox,Penicillin G,2
Ciclopirox_Piperacillin,Ciclopirox,Piperacillin,2
Ciclopirox_Polymyxin B,Ciclopirox,Polymyxin B,1
Ciclopirox_Procaine,Ciclopirox,Procaine,2
Ciclopirox_Puromycin,Ciclopirox,Puromycin,3
Ciclopirox_Reserpine,Ciclopirox,Reserpine,2
Ciclopirox_Rifampicin,Ciclopirox,Rifampicin,2
Ciclopirox_Spectinomycin,Ciclopirox,Spectinomycin,1
Ciclopirox_Spiramycin,Ciclopirox,Spiramycin,3
Ciclopirox_Sulfamonomethoxine,Ciclopirox,Sulfamonomethoxine,2
Ciclopirox_Teicoplanin,Ciclopirox,Teicoplanin,2
Ciclopirox_Theophylline,Ciclopirox,Theophylline,3
Ciclopirox_Tigecycline,Ciclopirox,Tigecycline,3
Ciclopirox_Tobramycin,Ciclopirox,Tobramycin,3
Ciclopirox_Trimethoprim,Ciclopirox,Trimethoprim,1
Ciclopirox_Vanillin,Ciclopirox,Vanillin,2
Ciclopirox_Verapamil,Ciclopirox,Verapamil,2
Ciprofloxacin_Clarithromycin,Ciprofloxacin,Clarithromycin,1
Ciprofloxacin_Clindamycin,Ciprofloxacin,Clindamycin,1
Ciprofloxacin_Clofazimine,Ciprofloxacin,Clofazimine,1
Ciprofloxacin_Colistin,Ciprofloxacin,Colistin,1
Ciprofloxacin_Curcumin,Ciprofloxacin,Curcumin,1
Ciprofloxacin_Cycloserine D,Ciprofloxacin,Cycloserine D,1
Ciprofloxacin_Daptomycin,Ciprofloxacin,Daptomycin,1
Ciprofloxacin_Diclofenac,Ciprofloxacin,Diclofenac,1
Ciprofloxacin_Doxorubicin,Ciprofloxacin,Doxorubicin,4
Ciprofloxacin_Doxycycline,Ciprofloxacin,Doxycycline,1
Ciprofloxacin_EGCG,Ciprofloxacin,EGCG,1
Ciprofloxacin_Erythromycin,Ciprofloxacin,Erythromycin,1
Ciprofloxacin_Fosfomycin,Ciprofloxacin,Fosfomycin,1
Ciprofloxacin_Fusidic acid,Ciprofloxacin,Fusidic acid,1
Ciprofloxacin_Gentamicin,Ciprofloxacin,Gentamicin,3
Ciprofloxacin_Imipenem,Ciprofloxacin,Imipenem,1
Ciprofloxacin_Levofloxacin,Ciprofloxacin,Levofloxacin,2
Ciprofloxacin_Linezolid,Ciprofloxacin,Linezolid,1
Ciprofloxacin_Loperamide,Ciprofloxacin,Loperamide,1
Ciprofloxacin_Mecillinam,Ciprofloxacin,Mecillinam,3
Ciprofloxacin_Meropenem,Ciprofloxacin,Meropenem,3
Ciprofloxacin_Metformin,Ciprofloxacin,Metformin,1
Ciprofloxacin_Metronidazole,Ciprofloxacin,Metronidazole,3
Ciprofloxacin_Minocycline,Ciprofloxacin,Minocycline,1
Ciprofloxacin_Mitomycin C,Ciprofloxacin,Mitomycin C,3
Ciprofloxacin_Moxifloxacin,Ciprofloxacin,Moxifloxacin,2
Ciprofloxacin_Nisin,Ciprofloxacin,Nisin,3
Ciprofloxacin_Nitrofurantoin,Ciprofloxacin,Nitrofurantoin,1
Ciprofloxacin_Nonactin,Ciprofloxacin,Nonactin,1
Ciprofloxacin_Novobiocin,Ciprofloxacin,Novobiocin,3
Ciprofloxacin_Oxacillin,Ciprofloxacin,Oxacillin,2
Ciprofloxacin_Paraquat,Ciprofloxacin,Paraquat,1
Ciprofloxacin_Penicillin G,Ciprofloxacin,Penicillin G,1
Ciprofloxacin_Phenformin,Ciprofloxacin,Phenformin,4
Ciprofloxacin_Phleomycin,Ciprofloxacin,Phleomycin,3
Ciprofloxacin_Piperacillin,Ciprofloxacin,Piperacillin,3
Ciprofloxacin_Polymyxin B,Ciprofloxacin,Polymyxin B,3
Ciprofloxacin_Procaine,Ciprofloxacin,Procaine,1
Ciprofloxacin_Puromycin,Ciprofloxacin,Puromycin,1
Ciprofloxacin_Reserpine,Ciprofloxacin,Reserpine,1
Ciprofloxacin_Rifampicin,Ciprofloxacin,Rifampicin,1
Ciprofloxacin_Spectinomycin,Ciprofloxacin,Spectinomycin,1
Ciprofloxacin_Spiramycin,Ciprofloxacin,Spiramycin,1
Ciprofloxacin_Streptozotocin,Ciprofloxacin,Streptozotocin,2
Ciprofloxacin_Sulfamonomethoxine,Ciprofloxacin,Sulfamonomethoxine,1
Ciprofloxacin_Teicoplanin,Ciprofloxacin,Teicoplanin,4
Ciprofloxacin_Theophylline,Ciprofloxacin,Theophylline,2
Ciprofloxacin_Tigecycline,Ciprofloxacin,Tigecycline,3
Ciprofloxacin_Tobramycin,Ciprofloxacin,Tobramycin,3
Ciprofloxacin_Triclosan,Ciprofloxacin,Triclosan,3
Ciprofloxacin_Trimethoprim,Ciprofloxacin,Trimethoprim,2
Ciprofloxacin_Vanillin,Ciprofloxacin,Vanillin,1
Ciprofloxacin_Verapamil,Ciprofloxacin,Verapamil,2
Clarithromycin_Clindamycin,Clarithromycin,Clindamycin,1
Clarithromycin_Clofazimine,Clarithromycin,Clofazimine,1
Clarithromycin_Colistin,Clarithromycin,Colistin,2
Clarithromycin_Curcumin,Clarithromycin,Curcumin,2
Clarithromycin_Cycloserine D,Clarithromycin,Cycloserine D,2
Clarithromycin_Daptomycin,Clarithromycin,Daptomycin,4
Clarithromycin_Diclofenac,Clarithromycin,Diclofenac,2
Clarithromycin_Doxorubicin,Clarithromycin,Doxorubicin,2
Clarithromycin_Doxycycline,Clarithromycin,Doxycycline,2
Clarithromycin_EGCG,Clarithromycin,EGCG,2
Clarithromycin_Erythromycin,Clarithromycin,Erythromycin,1
Clarithromycin_Fosfomycin,Clarithromycin,Fosfomycin,1
Clarithromycin_Fusidic acid,Clarithromycin,Fusidic acid,2
Clarithromycin_Gentamicin,Clarithromycin,Gentamicin,1
Clarithromycin_Imipenem,Clarithromycin,Imipenem,1
Clarithromycin_Levofloxacin,Clarithromycin,Levofloxacin,1
Clarithromycin_Linezolid,Clarithromycin,Linezolid,3
Clarithromycin_Loperamide,Clarithromycin,Loperamide,1
Clarithromycin_Mecillinam,Clarithromycin,Mecillinam,1
Clarithromycin_Meropenem,Clarithromycin,Meropenem,1
Clarithromycin_Metformin,Clarithromycin,Metformin,1
Clarithromycin_Metronidazole,Clarithromycin,Metronidazole,2
Clarithromycin_Minocycline,Clarithromycin,Minocycline,3
Clarithromycin_Mitomycin C,Clarithromycin,Mitomycin C,1
Clarithromycin_Moxifloxacin,Clarithromycin,Moxifloxacin,3
Clarithromycin_Nisin,Clarithromycin,Nisin,3
Clarithromycin_Nitrofurantoin,Clarithromycin,Nitrofurantoin,2
Clarithromycin_Nonactin,Clarithromycin,Nonactin,2
Clarithromycin_Novobiocin,Clarithromycin,Novobiocin,1
Clarithromycin_Oxacillin,Clarithromycin,Oxacillin,3
Clarithromycin_Paraquat,Clarithromycin,Paraquat,1
Clarithromycin_Penicillin G,Clarithromycin,Penicillin G,3
Clarithromycin_Phenformin,Clarithromycin,Phenformin,2
Clarithromycin_Phleomycin,Clarithromycin,Phleomycin,1
Clarithromycin_Piperacillin,Clarithromycin,Piperacillin,1
