Species,Plate,Column,Row,Drug name,Prestwick,FLC+Prestwick,%Inhibition,Residuals,Hit?
C.neoformans,6,10,D,Carbimazole,55.24,14.84,73.14,40.4,yes
C.neoformans,11,2,A,Carbinoxamine maleate salt,103.45,90.26,12.76,13.2,
C.neoformans,6,3,C,Carcinine,92.09,106.42,-15.56,-14.33,
C.neoformans,6,4,C,Carisoprodol,97.36,115.37,-18.5,-18.01,
C.neoformans,6,7,E,Carteolol hydrochloride,68.43,109.82,-60.47,-41.38,
C.neoformans,11,8,B,"Catechin-(+,-) hydrate",97.92,108.4,-10.7,-10.47,
C.neoformans,7,6,A,Cefaclor,101.45,108.98,-7.43,-7.53,
C.neoformans,6,5,D,Cefadroxil,99.98,89.96,10.03,10.03,
C.neoformans,13,7,D,Cefalonium,135.67,123.31,9.12,12.37,
C.neoformans,10,8,C,Cefamandole sodium salt,125.94,97.46,22.62,28.48,
C.neoformans,10,7,B,Cefazolin sodium salt,119.74,116.94,2.33,2.79,
C.neoformans,14,9,H,Cefepime hydrochloride,111.72,73.79,33.95,37.93,
C.neoformans,6,3,G,Cefixime,99.49,100.17,-0.68,-0.67,
C.neoformans,9,11,F,Cefmetazole sodium salt,94.17,81.24,13.74,12.94,
C.neoformans,5,8,A,Cefoperazone dihydrate,94.73,78.63,16.99,16.09,
C.neoformans,6,11,G,Ceforanide,113.67,93.28,17.94,20.39,
C.neoformans,2,10,F,Cefotaxime sodium salt,107.89,101.25,6.16,6.64,
C.neoformans,6,4,H,Cefotetan,116.85,110.07,5.8,6.78,
C.neoformans,7,3,A,Cefotiam hydrochloride,100.13,93.77,6.35,6.36,
C.neoformans,11,3,D,Cefoxitin sodium salt,93.69,106.69,-13.88,-13,
C.neoformans,11,5,B,Cefsulodin sodium salt,110.39,103.83,5.94,6.55,
C.neoformans,7,10,A,Ceftazidime pentahydrate,91.88,96.15,-4.65,-4.27,
C.neoformans,9,11,H,Cefuroxime sodium salt,94.62,95.2,-0.61,-0.58,
C.neoformans,6,9,C,Cephaeline dihydrochloride heptahydrate,97.34,106.28,-9.18,-8.93,
C.neoformans,5,9,D,Cephalexin monohydrate,88.43,104.17,-17.8,-15.74,
C.neoformans,6,5,C,"Cephalosporanic acid, 7-amino",100.05,115.9,-15.84,-15.85,
C.neoformans,9,10,H,Cephalothin sodium salt,115.15,102.74,10.77,12.41,
C.neoformans,7,4,C,Cetirizine dihydrochloride,92.79,109.76,-18.29,-16.97,
C.neoformans,8,8,C,Chelidonine (+),91.61,98.57,-7.59,-6.95,
C.neoformans,4,6,E,Chenodiol,110.85,106.88,3.58,3.97,
C.neoformans,6,6,C,Chicago sky blue 6B,213.21,246.67,-15.69,-33.46,
C.neoformans,14,10,D,Chlorambucil,92.29,108.89,-17.98,-16.6,
C.neoformans,1,2,D,Chloramphenicol,93.21,97.36,-4.45,-4.15,
C.neoformans,2,4,G,Chlorhexidine,6.52,4.16,NA,2.36,
C.neoformans,5,7,B,Chlormezanone,95.58,99.36,-3.96,-3.79,
C.neoformans,6,8,C,Chlorogenic acid,98.39,107.42,-9.18,-9.03,
C.neoformans,11,8,A,Chloropyramine hydrochloride,108.98,95.12,12.72,13.86,
C.neoformans,7,9,G,Chloroquine diphosphate,97.38,106.79,-9.66,-9.41,
C.neoformans,4,2,B,Chlorothiazide,106.72,85.58,19.8,21.13,
C.neoformans,10,8,D,Chlorotrianisene,99.35,123.43,-24.24,-24.08,
C.neoformans,2,8,D,Chlorpheniramine maleate,95.28,92.94,2.46,2.34,
C.neoformans,3,5,H,Chlorphensin carbamate,86.54,101.89,-17.74,-15.35,
C.neoformans,1,5,G,Chlorpromazine hydrochloride,128.09,21.52,83.2,106.57,yes
C.neoformans,5,4,A,Chlorpropamide,100.18,95.21,4.97,4.98,
C.neoformans,5,9,C,Chlorprothixene hydrochloride,110.28,0,100,110.28,yes
C.neoformans,2,6,G,Chlortetracycline hydrochloride,103.36,88.68,14.21,14.68,
C.neoformans,5,2,D,Chlorthalidone,117.14,95.98,18.07,21.16,
C.neoformans,3,4,A,Chlorzoxazone,83.96,86.82,-3.42,-2.87,
C.neoformans,6,10,C,Cholecalciferol,141.58,90.88,35.81,50.7,
C.neoformans,8,6,F,"Chrysene-1,4-quinone",101.07,165.03,-63.29,-63.96,
C.neoformans,12,10,A,Chrysin,80.15,105.24,-31.3,-25.09,
C.neoformans,7,2,G,Ciclopirox ethanolamine,31.39,19.69,37.26,11.7,
C.neoformans,1,7,C,Cimetidine,103.56,105.61,-1.99,-2.06,
C.neoformans,8,9,E,Cinchonine,99.53,99.94,-0.42,-0.41,
C.neoformans,4,9,D,Cinnarizine,121.83,63.15,48.17,58.68,yes
C.neoformans,10,11,F,Cinoxacin,100.2,114.55,-14.31,-14.34,
C.neoformans,14,7,D,Ciprofibrate,100.5,110.01,-9.46,-9.51,
C.neoformans,2,4,D,Ciprofloxacin hydrochloride,90.58,135.26,-49.33,-44.68,
C.neoformans,6,11,C,Cisapride,139.44,89.04,36.15,50.4,
C.neoformans,9,3,F,Citalopram Hydrobromide,90.38,98.86,-9.39,-8.49,
C.neoformans,5,11,F,Clebopride maleate,89.23,99.27,-11.26,-10.04,
C.neoformans,4,7,G,Clemastine fumarate,134.55,79.37,41.01,55.18,
C.neoformans,3,8,G,Clemizole hydrochloride,124.72,126.56,-1.47,-1.83,
C.neoformans,5,6,C,Clenbuterol hydrochloride,110.22,105.82,4,4.41,
C.neoformans,11,3,C,Clidinium bromide,94.83,101.94,-7.49,-7.11,
C.neoformans,2,8,F,Clindamycin hydrochloride,85.29,102.61,-20.31,-17.32,
C.neoformans,12,7,A,Clioquinol,0,25.94,#¿NOMBRE?,-25.94,
C.neoformans,10,2,G,Clobetasol propionate,117.98,95.86,18.75,22.12,
C.neoformans,14,10,H,Clocortolone pivalate,102.06,142.25,-39.38,-40.19,
C.neoformans,5,7,F,Clofazimine,38.09,43.23,-13.5,-5.14,
C.neoformans,10,4,G,Clofibric acid,106.07,131.09,-23.59,-25.02,
C.neoformans,4,10,H,Clofilium tosylate,109.97,13.88,87.38,96.09,yes
C.neoformans,5,8,H,"Clomiphene citrate (Z,E)",0,8.16,NA,-8.16,
C.neoformans,4,10,C,Clomipramine hydrochloride,111.63,68.52,38.62,43.11,yes
C.neoformans,4,9,A,Clonidine hydrochloride,99.1,79.29,19.99,19.81,
C.neoformans,5,5,D,Clopamide,92.26,116,-25.73,-23.74,
C.neoformans,10,4,H,Cloperastine hydrochloride,155.97,87.85,43.67,68.12,
C.neoformans,5,5,C,Clorgyline hydrochloride,127.54,7.04,94.48,120.49,yes
C.neoformans,7,11,F,Clorsulon,90.48,106.92,-18.17,-16.44,
C.neoformans,4,8,C,Clotrimazole,15.74,11.69,25.74,4.05,
C.neoformans,3,7,C,Cloxacillin sodium salt,107.01,118.4,-10.65,-11.39,
C.neoformans,5,11,C,Clozapine,102.31,99.95,2.3,2.35,
C.neoformans,5,4,E,Colchicine,113.32,105.76,6.67,7.56,
C.neoformans,7,7,A,Colistin sulfate,114.31,87.16,23.76,27.16,
C.neoformans,14,4,E,Condelphine,98.93,111.13,-12.33,-12.2,
C.neoformans,8,9,H,Conessine,94.41,101.64,-7.66,-7.23,
C.neoformans,8,7,D,Convolamine hydrochloride,108.98,114.82,-5.36,-5.84,
C.neoformans,6,2,D,Coralyne chloride hydrate,115.68,73.34,36.6,42.34,
C.neoformans,6,3,D,Corticosterone,90.56,95.98,-5.99,-5.43,
C.neoformans,4,4,D,Cortisone,94.68,121.87,-28.72,-27.19,
C.neoformans,8,9,B,Corynanthine hydrochloride,109.48,100.48,8.22,9,
C.neoformans,2,3,A,Cotinine (-),115.63,99.89,13.61,15.74,
C.neoformans,11,3,B,Cromolyn disodium salt,107.87,107.98,-0.1,-0.11,
C.neoformans,12,2,H,Crotamiton,102.02,121.78,-19.37,-19.76,
C.neoformans,6,4,D,Cyanocobalamin,115.79,127.2,-9.85,-11.41,
C.neoformans,14,11,H,Cyclacillin,115.07,148.09,-28.69,-33.01,
C.neoformans,7,11,C,Cyclizine hydrochloride,88.83,80.14,9.78,8.69,
C.neoformans,6,6,E,Cyclobenzaprine hydrochloride,126.89,98.97,22.01,27.93,
C.neoformans,10,11,G,Cycloheximide,0.73,17.64,-2313.97,-16.91,
C.neoformans,13,5,D,Cyclopenthiazide,107.53,105.16,2.21,2.37,
C.neoformans,14,6,F,Cyclopentolate hydrochloride,91.33,106.64,-16.77,-15.32,
C.neoformans,6,6,D,Cyclosporin A,113.16,50.57,55.31,62.59,yes
C.neoformans,2,4,C,Cyproheptadine hydrochloride,115.53,113.01,2.18,2.52,
C.neoformans,14,5,D,Cyproterone acetate,91.33,116.74,-27.82,-25.41,
C.neoformans,8,5,G,Cytisine (-),98.54,100.6,-2.09,-2.06,
C.neoformans,8,5,B,Dacarbazine,131.79,106.58,19.13,25.21,
C.neoformans,2,6,C,Danazol,94.1,109.16,-16,-15.06,
C.neoformans,4,2,F,Dantrolene sodium salt,100.56,110.69,-10.08,-10.13,
C.neoformans,1,6,D,Dapsone,94.3,112.34,-19.13,-18.04,
C.neoformans,7,8,A,Daunorubicin hydrochloride,107.9,104.49,3.16,3.41,
C.neoformans,14,7,E,D-cycloserine,106.66,99.89,6.35,6.77,
C.neoformans,5,3,F,Debrisoquin sulfate,88.04,100.88,-14.59,-12.85,
C.neoformans,13,9,A,Decamethonium bromide,103.52,96.78,6.51,6.74,
C.neoformans,10,6,A,Deferoxamine mesylate,68.38,0,100,68.38,yes
C.neoformans,2,4,E,Dehydrocholic acid,86.82,114.78,-32.2,-27.96,
C.neoformans,12,8,F,Dehydroisoandosterone 3-acetate,74.83,81.8,-9.32,-6.98,
C.neoformans,9,5,C,Delcorine,101.9,104.57,-2.62,-2.67,
C.neoformans,9,10,D,Delsoline,80.63,100.07,-24.11,-19.44,
C.neoformans,9,4,D,Deltaline,102.21,100.9,1.28,1.31,
C.neoformans,8,7,F,Demecarium bromide,131.92,102.63,22.21,29.29,
C.neoformans,10,4,D,Demeclocycline hydrochloride,116.39,128.1,-10.06,-11.7,
C.neoformans,13,2,A,Denatonium benzoate,84.43,101.55,-20.28,-17.12,
C.neoformans,12,8,H,Deoxycorticosterone,57.55,79.39,-37.95,-21.84,
C.neoformans,13,4,F,Deptropine citrate,113.56,106.11,6.55,7.44,
C.neoformans,5,9,G,Dequalinium dichloride,17.87,2.05,88.54,15.82,
C.neoformans,5,4,C,Desipramine hydrochloride,104.02,90.77,12.74,13.26,
C.neoformans,2,11,E,Dexamethasone acetate,86.93,101.14,-16.36,-14.22,
C.neoformans,5,10,D,Dextromethorphan hydrobromide monohydrate,91.75,92.6,-0.92,-0.85,
C.neoformans,2,8,A,Diazoxide,94.06,102.69,-9.17,-8.62,
C.neoformans,1,7,H,Dibucaine,100.7,86.35,14.25,14.35,
C.neoformans,11,10,A,Dichlorphenamide,93.72,93.45,0.29,0.27,
C.neoformans,8,5,D,Diclofenac sodium,110.57,115.03,-4.04,-4.46,
C.neoformans,6,11,E,Dicloxacillin sodium salt,116.79,102.37,12.34,14.41,
C.neoformans,10,6,G,Dicumarol,127.6,133.33,-4.49,-5.73,
C.neoformans,1,9,E,Dicyclomine hydrochloride,95.6,86.47,9.55,9.13,
C.neoformans,10,9,H,Dienestrol,69.35,26.08,62.39,43.27,yes
C.neoformans,4,5,E,Diethylcarbamazine citrate,108.12,131.78,-21.88,-23.66,
C.neoformans,10,7,D,Diethylstilbestrol,80.48,85.41,-6.12,-4.93,
C.neoformans,8,10,F,Diflorasone Diacetate,99.59,100.09,-0.51,-0.5,
C.neoformans,1,10,D,Diflunisal,79.51,94.84,-19.28,-15.33,
C.neoformans,6,7,D,Digitoxigenin,71.57,106.03,-48.15,-34.46,
C.neoformans,12,4,A,Digoxigenin,98.96,117.39,-18.63,-18.43,
C.neoformans,6,8,D,Digoxin,102.09,98.63,3.38,3.46,
C.neoformans,8,3,A,Dihydroergocristine mesylate,106.43,100.15,5.9,6.28,
C.neoformans,2,11,G,Dihydroergotamine tartrate,119.31,92.51,22.46,26.8,
C.neoformans,8,10,A,Dihydroergotoxine mesylate,106.43,96.08,9.72,10.34,
C.neoformans,2,10,H,Dihydrostreptomycin sulfate,104.95,96.26,8.28,8.69,
C.neoformans,3,7,H,Dilazep dihydrochloride,105.48,87.58,16.97,17.9,
C.neoformans,12,4,C,Diloxanide furoate,108.2,122.63,-13.34,-14.43,
C.neoformans,2,5,F,Diltiazem hydrochloride,88.83,105.87,-19.18,-17.04,
C.neoformans,13,4,C,Dimaprit dihydrochloride,98.49,119.49,-21.32,-20.99,
C.neoformans,4,6,C,Dimenhydrinate,98.99,110.69,-11.83,-11.71,
C.neoformans,11,10,C,Dimethadione,84.05,96.8,-15.17,-12.75,
C.neoformans,8,11,G,Dimethisoquin hydrochloride,143.94,46.29,67.84,97.65,yes
C.neoformans,6,11,F,Dinoprost trometamol,84.21,81.53,3.18,2.68,
C.neoformans,12,9,B,Dioxybenzone,48.47,90.8,-87.34,-42.33,
C.neoformans,4,11,F,Diperodon hydrochloride,107.04,97.89,8.54,9.14,
C.neoformans,1,10,H,Diphemanil methylsulfate,90.78,101.21,-11.49,-10.43,
C.neoformans,1,6,G,Diphenhydramine hydrochloride,87.77,98.02,-11.67,-10.24,
C.neoformans,4,3,B,Diphenidol hydrochloride,103.1,112.37,-8.98,-9.26,
C.neoformans,9,8,G,Diphenylpyraline hydrochloride,88.54,86.69,2.08,1.84,
C.neoformans,8,3,H,Dipivefrin hydrochloride,102.42,93.4,8.81,9.02,
C.neoformans,1,4,D,Diprophylline,106.38,101.79,4.32,4.6,
C.neoformans,2,3,G,Dipyridamole,100.35,96.88,3.46,3.47,
C.neoformans,9,4,H,Dipyrone,110.97,128.02,-15.36,-17.05,
C.neoformans,7,8,H,Dirithromycin,95.56,122.06,-27.74,-26.51,
C.neoformans,4,7,C,Disopyramide,95.41,134.04,-40.49,-38.63,
C.neoformans,2,8,B,Disulfiram,2.97,4.16,NA,-1.18,
C.neoformans,2,10,C,Dizocilpine maleate,82.21,87.75,-6.75,-5.55,
C.neoformans,7,10,H,DO 897/99,116.78,119.39,-2.23,-2.61,
C.neoformans,5,3,D,Dobutamine hydrochloride,125.39,106.16,15.34,19.23,
C.neoformans,6,2,G,Domperidone maleate,114.79,114.57,0.2,0.22,
C.neoformans,14,7,H,Dorzolamide hydrochloride,96.28,86.16,10.51,10.12,
C.neoformans,7,9,A,Dosulepin hydrochloride,100.08,98.07,2.01,2.01,
C.neoformans,11,9,F,Doxazosin mesylate,140.12,114.39,18.36,25.73,
C.neoformans,4,4,C,Doxepin hydrochloride,97.5,117.31,-20.31,-19.8,
C.neoformans,6,9,D,Doxorubicin hydrochloride,126.29,105.52,16.45,20.77,
C.neoformans,11,3,F,Doxycycline hydrochloride,124.28,110.29,11.25,13.99,
C.neoformans,1,8,C,Doxylamine succinate,97.31,110.24,-13.29,-12.93,
C.neoformans,10,10,G,Drofenine hydrochloride,106.91,61.88,42.12,45.02,yes
C.neoformans,5,11,D,Droperidol,106.88,105.6,1.2,1.28,
C.neoformans,4,6,A,"Dropropizine (R,S)",106.21,114.01,-7.35,-7.81,
C.neoformans,14,6,E,Dubinidine,107.13,114.49,-6.87,-7.36,
C.neoformans,4,5,C,Dyclonine hydrochloride,70.85,100.05,-41.22,-29.2,
C.neoformans,9,2,D,Dydrogesterone,68.52,77.6,-13.24,-9.07,
C.neoformans,10,11,B,Ebselen,1.84,11.56,NA,-9.72,
C.neoformans,8,8,E,Eburnamonine (-),120.36,102.63,14.73,17.73,
C.neoformans,4,5,G,Econazole nitrate,6.04,0,NA,6.04,
C.neoformans,2,4,A,Edrophonium chloride,106.14,101.14,4.71,5,
C.neoformans,8,5,F,Ellipticine,0,0,NA,0,
C.neoformans,8,11,A,Emetine dihydrochloride,100.41,98.51,1.9,1.91,
C.neoformans,4,5,H,Enalapril maleate,97.76,99.84,-2.12,-2.07,
C.neoformans,13,4,A,Enilconazole,57.78,0.21,99.63,57.57,yes
C.neoformans,5,4,D,Enoxacin,118.82,108.89,8.36,9.93,
C.neoformans,6,11,D,Epiandrosterone,75.79,0,100,75.79,yes
C.neoformans,9,3,A,Epicatechin-(-),122.03,113.74,6.79,8.28,
C.neoformans,1,3,D,Epirizole,106.76,82.62,22.61,24.14,
C.neoformans,13,7,E,Epitiostanol,100.49,132.88,-32.23,-32.39,
C.neoformans,8,7,H,Epivincamine,90.46,86.28,4.62,4.18,
C.neoformans,11,11,E,Equilin,78.92,22.49,71.51,56.43,yes
C.neoformans,10,8,A,Ergocryptine-alpha,106.08,103.41,2.51,2.67,
C.neoformans,2,2,H,Erythromycin,111.53,119.97,-7.56,-8.43,
C.neoformans,12,11,F,Esculetin,107.63,104.72,2.71,2.91,
C.neoformans,12,3,B,Esculin Hydrate,86.6,110.9,-28.05,-24.29,
C.neoformans,8,7,A,"Eserine sulfate, physostigmine sulfate",64.14,85.86,-33.87,-21.72,
C.neoformans,6,2,E,Estradiol-17 beta,84.77,100.68,-18.77,-15.91,
C.neoformans,14,7,F,Estriol,100.01,108.89,-8.87,-8.88,
C.neoformans,12,5,D,Estrone,90.9,98.36,-8.21,-7.46,
C.neoformans,9,9,E,Estropipate,86.07,98.94,-14.96,-12.88,
C.neoformans,9,10,A,Etanidazole,106.85,105.61,1.16,1.24,
C.neoformans,4,10,B,Ethacrynic acid,99.49,106.45,-7,-6.96,
C.neoformans,1,9,C,Ethambutol dihydrochloride,90.98,99.2,-9.04,-8.22,
C.neoformans,7,11,B,Ethamivan,100,112.23,-12.23,-12.23,
C.neoformans,13,6,F,Ethamsylate,94.96,114.71,-20.79,-19.74,
C.neoformans,11,11,C,Ethaverine hydrochloride,116.97,88.64,24.22,28.33,
C.neoformans,7,7,E,Ethionamide,98.41,106.27,-7.98,-7.86,
C.neoformans,4,2,C,Ethisterone,83.39,99.84,-19.72,-16.45,
C.neoformans,11,11,D,Ethopropazine hydrochloride,100.5,124.1,-23.48,-23.59,
C.neoformans,3,6,A,Ethosuximide,107.45,108.86,-1.32,-1.41,
C.neoformans,9,7,F,Ethotoin,91.55,120.56,-31.68,-29.01,
C.neoformans,10,6,E,Ethoxyquin,114.68,102.05,11.02,12.64,
C.neoformans,12,9,C,Ethynodiol diacetate,71.92,75.52,-5.01,-3.61,
C.neoformans,11,7,E,Ethynylestradiol 3-methyl ether,95.58,96.52,-0.99,-0.94,
C.neoformans,11,4,G,"Etidronic acid, disodium salt",104.65,97.02,7.29,7.63,
C.neoformans,7,5,C,Etifenin,105.34,101.06,4.06,4.28,
C.neoformans,13,8,F,Etilefrine hydrochloride,87.94,102.27,-16.29,-14.33,
C.neoformans,3,2,H,Etodolac,95.95,105.56,-10.02,-9.61,
C.neoformans,3,3,B,Etofylline,93.51,102.89,-10.03,-9.38,
C.neoformans,14,2,A,Etomidate,80.11,117.86,-47.12,-37.75,
C.neoformans,5,7,H,Etoposide,101.65,98.71,2.89,2.94,
C.neoformans,10,5,H,Eucatropine hydrochloride,101.91,93.82,7.95,8.1,
C.neoformans,9,6,C,Evoxine,94.73,107.61,-13.6,-12.88,
C.neoformans,2,5,C,Famotidine,94.7,105.54,-11.45,-10.84,
C.neoformans,9,4,G,Famprofazone,106.74,99.93,6.38,6.81,
C.neoformans,12,4,B,Felbinac,58.55,94.71,-61.76,-36.16,
C.neoformans,6,9,H,Felodipine,59.48,51.41,13.58,8.08,
C.neoformans,3,11,E,Fenbendazole,23.96,22.76,5.03,1.2,
C.neoformans,3,9,F,Fenbufen,75.56,88.21,-16.74,-12.65,
C.neoformans,4,11,C,Fendiline hydrochloride,128.71,65.63,49.01,63.08,yes
C.neoformans,4,6,D,Fenofibrate,78.55,111.02,-41.33,-32.46,
C.neoformans,10,5,D,Fenoprofen calcium salt dihydrate,88.91,112.63,-26.67,-23.72,
C.neoformans,4,3,E,Fenoterol hydrobromide,90.21,94.17,-4.38,-3.95,
C.neoformans,3,4,F,Fenspiride hydrochloride,99.8,75,24.85,24.8,
C.neoformans,9,2,F,Fillalbin,103.06,115.88,-12.43,-12.81,
C.neoformans,9,8,H,Finasteride,109.35,96.3,11.93,13.05,
C.neoformans,4,9,F,Fipexide hydrochloride,99.95,77.73,22.24,22.23,
C.neoformans,4,3,A,Flavoxate hydrochloride,102.74,93.03,9.44,9.7,
C.neoformans,10,6,B,Flecainide acetate,102.92,97.78,5,5.14,
C.neoformans,12,6,H,Florfenicol,105.63,105.88,-0.23,-0.25,
C.neoformans,13,2,F,Flucloxacillin sodium,111.05,104.18,6.18,6.87,
C.neoformans,12,5,F,Flucytosine,73.23,94.4,-28.91,-21.17,
C.neoformans,4,2,E,Fludrocortisone acetate,78.94,99.95,-26.61,-21.01,
C.neoformans,3,4,E,Flufenamic acid,58.7,79.39,-35.26,-20.69,
C.neoformans,3,5,E,Flumequine,102.66,105.29,-2.56,-2.63,
C.neoformans,10,5,B,Flumethasone,97.33,103.75,-6.6,-6.42,
C.neoformans,4,3,H,Flunarizine dihydrochloride,102.27,22.87,77.64,79.4,yes
C.neoformans,9,4,A,Flunisolide,89.02,95.95,-7.79,-6.93,
C.neoformans,10,5,C,Flunixin meglumine,102.53,139.52,-36.07,-36.99,
C.neoformans,10,5,F,Fluocinonide,99.53,101.82,-2.3,-2.29,
C.neoformans,9,11,D,Fluorocurarine chloride,79.06,86.02,-8.81,-6.97,
C.neoformans,9,9,H,Fluorometholone,83.58,113.25,-35.51,-29.68,
C.neoformans,7,2,D,Fluoxetine hydrochloride,124.12,84.19,32.17,39.93,
C.neoformans,5,11,B,Flupentixol dihydrochloride cis-(Z),114.92,21.07,81.67,93.85,yes
C.neoformans,4,11,H,Fluphenazine dihydrochloride,97.63,7.15,92.67,90.48,yes
C.neoformans,9,6,A,Flurandrenolide,103.4,105.72,-2.24,-2.32,
C.neoformans,12,8,D,Flurbiprofen,95.75,100.13,-4.57,-4.38,
C.neoformans,12,7,C,Fluspirilen,145.09,35.61,75.46,109.48,yes
C.neoformans,3,11,B,Flutamide,88.46,96.92,-9.56,-8.45,
C.neoformans,13,8,D,Fluticasone propionate,106.53,114.71,-7.68,-8.18,
C.neoformans,11,10,F,Fluvastatin sodium salt,89.44,18.52,79.29,70.92,yes
C.neoformans,13,6,D,Fluvoxamine maleate,114.06,89.85,21.23,24.21,
C.neoformans,8,8,G,Folic acid,102.58,109.32,-6.58,-6.75,
C.neoformans,10,9,B,Folinic acid calcium salt,94.43,105.27,-11.47,-10.83,
C.neoformans,9,8,C,Foliosidine,95.08,119.49,-25.67,-24.41,
C.neoformans,11,6,B,Fosfosal,101.64,107.82,-6.07,-6.17,
C.neoformans,10,5,E,Furaltadone hydrochloride,42.95,16.6,61.35,26.35,
C.neoformans,11,9,A,Furazolidone,19.53,0,100,19.53,
C.neoformans,5,2,C,Furosemide,96.85,88.88,8.24,7.98,
C.neoformans,13,8,E,Fursultiamine Hydrochloride,96.98,109.93,-13.36,-12.95,
C.neoformans,6,3,E,Fusaric acid,97.37,72.61,25.43,24.77,
C.neoformans,5,11,G,Fusidic acid sodium salt,107.78,99.61,7.57,8.16,
C.neoformans,11,2,G,Gabapentin,99.98,104.8,-4.82,-4.81,
C.neoformans,6,4,E,Gabazine,76.3,98.27,-28.79,-21.97,
C.neoformans,13,9,E,Gabexate mesilate,96.98,85.08,12.27,11.9,
C.neoformans,8,9,C,Galanthamine hydrobromide,84.13,96.41,-14.6,-12.29,
C.neoformans,2,8,H,Gallamine triethiodide,107.71,99.49,7.63,8.22,
C.neoformans,11,10,D,Ganciclovir,100.02,88.42,11.6,11.6,
C.neoformans,5,7,G,GBR 12909 dihydrochloride,119.96,22.34,81.37,97.62,yes
C.neoformans,9,3,C,Gelsemine,94.37,101,-7.03,-6.63,
C.neoformans,3,5,F,Gemfibrozil,77,79.49,-3.23,-2.49,
C.neoformans,2,11,H,Gentamicine sulfate,113.95,103.43,9.23,10.52,
C.neoformans,13,6,A,Gibberellic acid,112.06,103.46,7.68,8.6,
C.neoformans,6,5,E,Ginkgolide A,88.42,98.58,-11.49,-10.16,
C.neoformans,4,4,F,Glafenine hydrochloride,98.06,121.14,-23.54,-23.08,
C.neoformans,4,7,H,Glibenclamide,98.5,102.43,-3.99,-3.93,
C.neoformans,7,9,H,Gliclazide,102.28,111.87,-9.37,-9.58,
C.neoformans,9,2,B,Glimepiride,116.01,82.04,29.28,33.97,
C.neoformans,2,2,F,Glipizide,83.85,90.77,-8.26,-6.92,
C.neoformans,13,2,D,Gliquidone,93.47,36.32,61.14,57.15,yes
C.neoformans,4,5,A,"Glutethimide, para-amino",105.54,118.14,-11.95,-12.61,
C.neoformans,7,2,E,Glycocholic acid,91.76,110.68,-20.62,-18.92,
C.neoformans,10,7,C,Glycopyrrolate,97.26,118.44,-21.77,-21.18,
C.neoformans,9,8,D,Gossypol,114.29,135.35,-18.42,-21.06,
C.neoformans,8,10,G,Gramine,101.58,108.13,-6.45,-6.55,
C.neoformans,9,5,D,Graveoline,108.05,97.83,9.46,10.22,
C.neoformans,3,7,G,Griseofulvin,107.46,105.19,2.11,2.26,
C.neoformans,10,7,F,Guaifenesin,98.41,94.09,4.39,4.32,
C.neoformans,2,7,B,Guanabenz acetate,95.88,103.34,-7.78,-7.46,
C.neoformans,10,8,E,Guanadrel sulfate,97.82,111.43,-13.91,-13.61,
C.neoformans,4,8,H,Guanethidine sulfate,106.21,127.46,-20,-21.24,
C.neoformans,5,10,B,Guanfacine hydrochloride,88,81.37,7.54,6.64,
C.neoformans,9,6,B,Halcinonide,106.52,97.98,8.01,8.54,
C.neoformans,13,2,H,Halofantrine hydrochloride,0,14.33,NA,-14.33,
C.neoformans,2,6,D,Haloperidol,115.97,121.95,-5.15,-5.98,
C.neoformans,8,11,E,Harmaline hydrochloride dihydrate,92.58,73.94,20.14,18.64,
C.neoformans,8,2,F,Harmalol hydrochloride dihydrate,116.54,104.18,10.6,12.36,
C.neoformans,8,11,F,Harmane hydrochloride,102.07,91.15,10.7,10.92,
C.neoformans,8,4,F,Harmine hydrochloride,103.03,86.67,15.88,16.36,
C.neoformans,8,3,F,Harmol hydrochloride monohydrate,98,87.57,10.65,10.43,
C.neoformans,13,9,C,Harpagoside,105.53,100.36,4.9,5.17,
C.neoformans,10,11,A,Hecogenin,99.97,114.81,-14.85,-14.84,
C.neoformans,9,5,E,Heliotrine,96.49,105.32,-9.15,-8.83,
C.neoformans,9,7,A,Helveticoside,107.59,110.05,-2.29,-2.46,
C.neoformans,5,4,H,Hemicholinium bromide,81.92,114.23,-39.43,-32.3,
C.neoformans,1,6,B,Heptaminol hydrochloride,97.85,111.25,-13.69,-13.4,
C.neoformans,2,5,E,Hesperetin,121.25,99.43,18,21.82,
C.neoformans,5,11,H,Hesperidin,111.36,127.82,-14.78,-16.46,
C.neoformans,1,9,D,Hexamethonium dibromide dihydrate,102.31,101.03,1.25,1.28,
C.neoformans,9,10,F,Hexestrol,74.05,60.64,18.12,13.42,
C.neoformans,7,2,H,Hexetidine,57.74,42.1,27.09,15.64,
C.neoformans,10,9,G,Hexylcaine hydrochloride,96.69,92.27,4.57,4.42,
C.neoformans,9,6,D,Hippeastrine hydrobromide,105.61,117.56,-11.31,-11.95,
C.neoformans,1,3,G,"Homatropine hydrobromide (R,S)",92.92,97.42,-4.85,-4.51,
C.neoformans,4,4,E,Homochlorcyclizine dihydrochloride,119.28,97.06,18.63,22.22,
C.neoformans,14,11,E,Homosalate,103.25,94.48,8.49,8.77,
C.neoformans,5,6,D,Hycanthone,129.14,108.46,16.02,20.68,
C.neoformans,3,10,A,Hydralazine hydrochloride,90.65,53.69,40.78,36.96,yes
C.neoformans,8,2,C,Hydrastine hydrochloride,97.51,100.27,-2.83,-2.76,
