Species,Plate,Row,Column,Compound Name,Average Relative Growth: DMSO + Compound,Average Relative Growth: AmpB + Compound,Average Relative Growth: Ben + Compound,Average Relative Growth: CF + Compound,Average Relative Growth: Cyp + Compound,Average Relative Growth: FL + Compound,Average Relative Growth: TB + Compound
S.cerevisiae,CCC0344D1,E,11,3-Amino-1-propanesulfonic acid sodium,99.54,97.57,100.59,94.07,102.41,96.59,103.28
S.cerevisiae,CCC0344D1,C,9,3-aminobenzamide,101.09,95.86,100.36,97.78,102.16,102.27,100.03
S.cerevisiae,CCC0356D1,G,8,3-AMINO-beta-PINENE,104.82,104.5,101.18,103.78,100.01,100.4,100.62
S.cerevisiae,CCC0344D1,G,10,3-Aminopropionitrile fumarate,97.8,94.62,95.17,96,96.51,98.36,97.51
S.cerevisiae,CCC0345D1,F,4,3-Aminopropylphosphonic acid,103.75,98.11,99.93,99.59,102.32,103.68,101.27
S.cerevisiae,CCC0368D1,A,7,3beta-ACETOXY-23-BROMO-ISOALLOSPIROST-9 (11)-ENE-12-ONE,100.1,98.31,99.99,100.1,98.95,100.08,99.92
S.cerevisiae,CCC0369D1,D,8,3beta-ACETOXYDEOXODIHYDROGEDUNIN,97.73,102.89,104.26,97.74,103.52,98.66,100.37
S.cerevisiae,CCC0355D1,G,11,3beta-ACETOXYISOSPIROST-5-ENE,102.79,98.79,91.06,96.06,103.13,99.44,101.13
S.cerevisiae,CCC0368D1,F,7,3beta-CHLOROANDROSTANONE,99.1,99.17,102.13,101.4,100.36,102.36,101.72
S.cerevisiae,CCC0369D1,D,4,"3beta-HYDROXY-23,24-BISNORCHOL-5-ENIC ACID",89.2,90.1,74.85,86.99,95.58,94.63,95.74
S.cerevisiae,CCC0356D1,H,3,3beta-HYDROXYDEOXODIHYDRODEOXYGEDUNIN,95.84,99.17,92.94,104.86,98.62,101.04,104.75
S.cerevisiae,CCC0364D1,D,5,3beta-HYDROXYDEOXYDESACETOXY-7-OXOGEDUNIN,108.15,109.17,96.57,102.35,97.06,103.54,98.99
S.cerevisiae,CCC0346D1,E,2,3-Bromo-7-nitroindazole,102.46,101.56,99.75,101.3,97.91,101.52,103.05
S.cerevisiae,CCC0363D1,H,10,"3-CHLORO-8beta-HYDROXYCARAPIN, 3,8-HEMIACETAL",98.19,106.35,92.73,102.06,100.3,95.02,96.8
S.cerevisiae,CCC0369D1,E,11,3-DEACETYLKHIVORIN,102.1,98.69,103.37,97.41,89.15,95.27,97.96
S.cerevisiae,CCC0348D1,F,3,3-deazaadenosine,108.14,104.67,102.66,100.72,100.36,104.92,96.63
S.cerevisiae,CCC0355D1,H,9,3-DEOXO-3beta-ACETOXYDEOXYDIHYDROGEDUNIN,98.1,99.81,99.77,83.58,106.1,100.49,94.7
S.cerevisiae,CCC0355D1,B,10,3-DEOXO-3beta-HYDROXYMEXICANOLIDE 16-ENOL ETHER,94.9,100.4,99.6,111.87,98.56,97.54,100.41
S.cerevisiae,CCC0363D1,G,9,3-DEOXY-3beta-HYDROXYANGOLENSIC ACID METHYL ESTER,100.64,95.78,102.77,103.06,98.53,103.3,100.06
S.cerevisiae,CCC0367D1,H,10,3-DESHYDROXYSAPPANOL TRIMETHYL ETHER,100.93,102.87,107.25,108.63,101.64,98.68,104.34
S.cerevisiae,CCC0367D1,E,8,"3-HYDROXY-3"",4""-DIMETHOXYFLAVONE",96.62,99.79,101.9,105.36,101.29,99.71,99.68
S.cerevisiae,CCC0369D1,C,8,3-HYDROXY-4-(SUCCIN-2-YL)-CARYOLANE delta-LACTONE,101.1,97.75,101.1,94.08,96.93,102.06,102.04
S.cerevisiae,CCC0349D1,D,10,3-Hydroxybenzylhydrazine dihydrochloride,100,101.63,100.1,99.28,96.96,97.12,98.54
S.cerevisiae,CCC0365D1,C,6,3-HYDROXYCOUMARIN,94.54,100.29,96.81,103.8,100.03,96.9,101.62
S.cerevisiae,CCC0366D1,A,3,3-HYDROXYFLAVONE,102.23,71.69,100.74,1.85,101.23,102.34,110.05
S.cerevisiae,CCC0350D1,C,5,3-Iodo-L-tyrosine,99.11,101.29,102.04,99.26,99.79,99.97,102.11
S.cerevisiae,CCC0350D1,F,4,3-Isobutyl-1-methylxanthine,108.32,100.22,100.4,103.24,99,104.71,99.58
S.cerevisiae,CCC0358D1,B,3,3-METHOXYCATECHOL,101.75,102.61,61.94,101.72,103.12,99.18,102.35
S.cerevisiae,CCC0351D1,H,9,3-Methoxy-morphanin hydrochloride,100.28,91.7,101.17,100.19,96.79,99.74,101.5
S.cerevisiae,CCC0361D1,F,9,3-METHYL-1-PHENYL-2-PYRAZOLIN-5-ONE (MCI-186),99.42,101.96,97.98,100.1,98.99,101.25,100.56
S.cerevisiae,CCC0351D1,B,3,"3-Methyl-6-(3-[trifluoromethyl]phenyl)-1,2,4-triazolo[4,3-b]pyridazine",104.44,101.52,100.48,100.29,99.27,101.47,96.25
S.cerevisiae,CCC0356D1,F,4,3-METHYLORSELLINIC ACID,105.69,102.33,121.05,99.04,104.18,104.67,99.33
S.cerevisiae,CCC0357D1,G,10,3-METHYLXANTHINE,103,98.28,76.17,100.23,99.28,97.84,102.27
S.cerevisiae,CCC0351D1,G,9,3-Morpholinosydnonimine hydrochloride,96,103.4,97.13,99.04,94.34,94.16,98.52
S.cerevisiae,CCC0352D1,C,2,3-Nitropropionic acid,94.57,102.78,99.86,100,99.42,101.09,101.39
S.cerevisiae,CCC0356D1,A,9,3-NOR-3-OXOPANASINSAN-6-OL,99.63,101.43,71.77,100.3,95.74,96.65,97.3
S.cerevisiae,CCC0352D1,D,9,3-n-Propylxanthine,104.26,102.73,103.25,99.19,99.37,99.08,99.63
S.cerevisiae,CCC0358D1,H,5,3-OXOURSAN (28-13)OLIDE,99.3,102.92,96.79,100.44,105.34,99.35,95.5
S.cerevisiae,CCC0353D1,H,2,3-Phenylpropargylamine hydrochloride,99.72,102.42,101.71,99.34,102.28,99.45,101.83
S.cerevisiae,CCC0365D1,C,8,3-PINANONE OXIME,101.29,99.61,100.05,97.08,93.87,99.82,100.37
S.cerevisiae,CCC0368D1,H,4,3-PRENYL-4-HYDROXYACETOPHENONE,102.1,91.21,102.08,52.64,104.41,100.18,94.58
S.cerevisiae,CCC0355D1,A,2,"3-Tropanyl-3,5-dichlorobenzoate",95.79,98.16,105.04,99.14,99.7,99.01,97.83
S.cerevisiae,CCC0355D1,E,2,3-Tropanyl-indole-3-carboxylate hydrochloride,99.57,99.44,94.68,98.02,94.45,98.99,100.8
S.cerevisiae,CCC0355D1,F,2,3-Tropanylindole-3-carboxylate methiodide,100.62,100.08,101.34,100.26,98.89,100.7,100.58
S.cerevisiae,CCC0347D1,D,7,"4""-Chloro-3-alpha-(diphenylmethoxy)tropane hydrochloride",98.79,101.49,100.44,100.62,99.64,100.95,104.73
S.cerevisiae,CCC0364D1,G,7,"4""-HYDROXYCHALCONE",100.89,100.83,107.73,105.43,106.09,100.29,101.01
S.cerevisiae,CCC0365D1,A,6,"4""-METHOXYCHALCONE",101.5,102.54,100.89,102.89,98.18,103.88,97.36
S.cerevisiae,CCC0365D1,A,9,"4""-METHOXYFLAVONE",107.45,53.93,82.79,48.46,80.48,98.37,84.32
S.cerevisiae,CCC0345D1,G,5,4-(2-Aminoethyl)benzenesulfonyl fluoride hydrochloride,96.33,94.77,100.07,99.28,101.89,96.86,101.66
S.cerevisiae,CCC0369D1,F,7,"4,4""-DIMETHOXYDALBERGIONE",103.56,104.62,103.72,98.42,104.77,100.76,97.08
S.cerevisiae,CCC0369D1,A,4,4-ACETOXYPHENOL,101.47,30.91,98.02,107.46,103.92,98.88,101.21
S.cerevisiae,CCC0344D1,E,9,"4-Amino-1,8-naphthalimide",96.92,98.4,101.93,106.87,103.49,101.1,95.39
S.cerevisiae,CCC0345D1,E,4,4-Aminobenzamidine dihydrochloride,101,90.94,101.74,100.21,99.48,105.17,99.57
S.cerevisiae,CCC0367D1,A,9,4-AMINOETHYLBENZENESULFONYL FLUORIDE HYDROCHLORIDE,105.18,100.34,99.98,100.13,100.11,105.17,101.87
S.cerevisiae,CCC0344D1,D,8,4-Aminopyridine,99.73,98.12,103.74,101.23,100.05,101.95,102.4
S.cerevisiae,CCC0345D1,A,3,"4-Androsten-4-ol-3,17-dione",102.03,95.96,92.64,85.89,95.33,99.41,94.98
S.cerevisiae,CCC0345D1,B,7,"4-Androstene-3,17-dione",100.58,99.96,100.02,102.11,99.33,102.61,107.15
S.cerevisiae,CCC0346D1,F,11,4-Chloromercuribenzoic acid,-2.97,-3.31,-1.7,-2.54,-2.05,-2.42,-3.17
S.cerevisiae,CCC0348D1,E,6,4-DAMP methiodide,92.25,106.76,99.11,102.47,103.18,101.55,92.39
S.cerevisiae,CCC0348D1,H,7,4-Diphenylacetoxy-N-(2-chloroethyl)piperidine hydrochloride,100.47,100.65,102.39,100.86,100.54,100.41,103.11
S.cerevisiae,CCC0349D1,H,6,4-Hydroxy-3-methoxyphenylacetic acid,101.28,102.59,100.93,98.84,101.8,100.26,101.1
S.cerevisiae,CCC0358D1,A,3,4-HYDROXY-6-METHYLPYRAN-2-ONE,101.41,102.17,48.61,100.49,98.06,96.28,99.86
S.cerevisiae,CCC0349D1,H,10,4-Hydroxybenzhydrazide,100.35,99.2,99.5,99.81,102.89,104.54,101.54
S.cerevisiae,CCC0354D1,E,7,4-Hydroxyphenethylamine hydrochloride,101.36,100.5,96.09,97.55,97.83,99.61,97.76
S.cerevisiae,CCC0355D1,B,4,4-Imidazoleacrylic acid,101.28,99.33,104.72,102.57,97.91,99.14,103.54
S.cerevisiae,CCC0349D1,D,7,4-Imidazolemethanol hydrochloride,95.69,101.08,98.57,99.97,101.31,103.58,106.22
S.cerevisiae,CCC0356D1,H,4,4-METHOXYDALBERGIONE,98.83,101.6,70.91,97.51,97.54,103.23,99.43
S.cerevisiae,CCC0357D1,B,4,4-METHYLESCULETIN,102.78,102.45,53.13,99.36,99.25,104.96,101.89
S.cerevisiae,CCC0351D1,A,2,4-Methylpyrazole hydrochloride,96.77,100.53,99.42,99.45,100.43,96.98,100.06
S.cerevisiae,CCC0360D1,H,11,4-NAPHTHALIMIDOBUTYRIC ACID,100,101.24,106.89,96.6,98.08,100.95,98.25
S.cerevisiae,CCC0367D1,B,3,4-NONYLPHENOL,100.03,99.22,105.9,99.02,102.13,94.54,102.43
S.cerevisiae,CCC0352D1,C,7,4-Phenyl-3-furoxancarbonitrile,101.69,100,95.56,99.34,97.83,102.39,101.15
S.cerevisiae,CCC0347D1,A,2,"5""-(N-Cyclopropyl)carboxamidoadenosine",99.24,101.77,98,99.43,99,99.31,99.81
S.cerevisiae,CCC0348D1,D,9,"5""-N-Ethylcarboxamidoadenosine",106.6,101.33,99.02,99.59,100.09,100.36,52.57
S.cerevisiae,CCC0345D1,D,8,"5""-N-Methyl carboxamidoadenosine",98.97,98.3,101.15,98,100.07,100.11,97.08
S.cerevisiae,CCC0344D1,G,11,"5-(N,N-Dimethyl)amiloride hydrochloride",96.62,101.88,96.97,100.08,97.64,96.33,97.39
S.cerevisiae,CCC0345D1,A,7,"5-(N,N-hexamethylene)amiloride",102.91,95.21,99.93,100.72,100.8,91.96,103.87
S.cerevisiae,CCC0344D1,F,10,5-(N-Ethyl-N-isopropyl)amiloride,101.77,101.56,103.25,103.63,100.64,100.88,98.31
S.cerevisiae,CCC0345D1,G,2,5-(N-Methyl-N-isobutyl)amiloride,100.94,100.13,99.73,99.18,100.32,100.21,101.32
S.cerevisiae,CCC0368D1,B,10,"5,2""-DIMETHOXYFLAVONE",101.56,100.3,101.63,100.05,99.24,92.31,99.86
S.cerevisiae,CCC0347D1,F,11,"5,5-Dimethyl-1-pyrroline-N-oxide",106.33,101.6,97.62,99.35,93.57,95.5,101.65
S.cerevisiae,CCC0347D1,F,10,"5,5-Diphenylhydantoin",103.63,92.22,100.27,97.54,101.83,98.89,97.19
S.cerevisiae,CCC0348D1,G,7,"5,7-Dichlorokynurenic acid",104.33,105.35,103.88,98.98,98.04,105.02,98.97
S.cerevisiae,CCC0368D1,A,6,"5,7-DIHYDROXY-4-METHYLCOUMARIN",101.81,100.65,99.89,101,108.22,103.96,101.72
S.cerevisiae,CCC0369D1,E,3,"5,7-DIHYDROXYISOFLAVONE",92.2,94.38,101.29,104.18,105.66,100.18,99.78
S.cerevisiae,CCC0369D1,F,3,"5,7-DIMETHOXYISOFLAVONE",101.47,97.59,99.56,103.32,106.01,99.5,101.76
S.cerevisiae,CCC0345D1,B,5,"5alpha-Androstane-3alpha,17beta-diol",102.49,101.11,101.39,99.95,104.22,102.72,101.89
S.cerevisiae,CCC0365D1,E,9,5alpha-CHOLESTAN-3beta-OL-6-ONE,93.78,94.01,84.63,79.65,95,96.91,86.59
S.cerevisiae,CCC0352D1,D,11,5alpha-Pregnan-3alpha-ol-20-one,103.33,104.06,91.97,99.47,98.87,105.32,100.31
S.cerevisiae,CCC0344D1,E,7,5-Aminovaleric acid hydrochloride,96.24,99.63,99.82,103.74,98.72,101.9,99.42
S.cerevisiae,CCC0368D1,E,6,"5beta-12-METHOXY-4,4-BISNOR-8,11,13-PODOCARPATRIEN-3-ONE",106.51,100.5,101.27,98.95,97.55,102.91,93.68
S.cerevisiae,CCC0346D1,F,3,"5-Bromo-2""-deoxyuridine",101.04,105.99,100.11,99.12,102.06,100.68,94.67
S.cerevisiae,CCC0347D1,F,5,5-Carboxamidotryptamine maleate,93.44,105.65,101.75,99.37,95.66,100.42,100.21
S.cerevisiae,CCC0360D1,G,11,5-CHLOROINDOLE-2-CARBOXYLIC ACID,103.22,99.57,101.01,104.85,101.39,107.83,105.13
S.cerevisiae,CCC0349D1,D,3,"5-fluoro-5""-deoxyuridine",97.27,102.8,98.95,101.01,101.46,99.39,99.43
S.cerevisiae,CCC0344D1,H,7,5-Fluoroindole-2-carboxylic acid,98.17,100.35,101.4,100.29,98.63,104.23,101.36
S.cerevisiae,CCC0349D1,G,2,5-Fluorouracil,98.42,96.02,99.86,100.39,100.27,99.46,100.63
S.cerevisiae,CCC0369D1,H,10,5-HYDROXY-7-METHOXYISOFLAVONE,105.26,110.13,97.93,118.18,111,102.17,102.81
S.cerevisiae,CCC0349D1,F,11,5-hydroxydecanoic acid sodium,103.51,98.24,97.94,97.32,100.02,99.08,99.68
S.cerevisiae,CCC0356D1,B,8,5-HYDROXYIMINOISOCARYOPHYLLENE,70.3,37.74,43.68,40.91,96.41,100.83,65.73
S.cerevisiae,CCC0349D1,A,10,5-Hydroxyindolacetic acid,106.54,96.52,101.72,102.87,98.35,101.51,105.77
S.cerevisiae,CCC0349D1,F,10,5-Hydroxy-L-tryptophan,97.82,100.46,100.67,100.79,100.37,102.52,99.29
S.cerevisiae,CCC0351D1,F,11,5-Nitro-2-(3-phenylpropylamino)benzoic acid,94.4,86.55,97.82,98.32,95.34,96.19,96.54
S.cerevisiae,CCC0352D1,C,11,6(5H)-Phenanthridinone,99.23,94.16,98.24,98.31,100.91,108.31,99.71
S.cerevisiae,CCC0367D1,A,7,"6,3""-DIMETHOXYFLAVONE",92.44,92.27,94.84,89.71,98.08,100.05,91.64
S.cerevisiae,CCC0357D1,D,4,"6,4""-DIMETHOXYFLAVONE",104.84,99.11,90.83,100.49,103.23,99.23,100.91
S.cerevisiae,CCC0348D1,G,4,"6,7-ADTN hydrobromide",103.06,100.76,102.92,102.31,100.89,104.71,97.74
S.cerevisiae,CCC0357D1,G,6,"6,7-DICHLORO-3-HYDROXY-2-QUINOXALINECARBOXYLIC ACID",100.5,103.44,97.15,95.81,102.81,100,98.01
S.cerevisiae,CCC0348D1,E,7,"6,7-Dichloroquinoxaline-2,3-dione",99.59,98.05,100.65,105.44,90.81,100.67,96.57
S.cerevisiae,CCC0363D1,D,9,6-ACETOXYANGOLENSIC ACID METHYL ESTER,95.79,54.07,101.58,101.55,99.6,100.68,96.33
S.cerevisiae,CCC0361D1,B,8,6alpha-METHYLPREDNISOLONE ACETATE,-3.35,2.49,-2.04,-1.28,-1.41,-0.65,-2.77
S.cerevisiae,CCC0363D1,D,2,6-AMINONICOTINAMIDE,-3.62,-2.22,-1.78,-1.33,-0.97,-1.39,-3.37
S.cerevisiae,CCC0370D1,A,2,6beta-ACETOXYGEDUNIN,97.76,98.51,118.95,97.03,96.22,103.88,94.39
S.cerevisiae,CCC0346D1,D,7,6-Chloromelatonin,102.3,103.32,102.89,100.16,101.17,97.01,102.36
S.cerevisiae,CCC0346D1,C,5,6-Fluoronorepinephrine hydrochloride,105.07,94.61,103.52,101.55,101.71,98.66,102.19
S.cerevisiae,CCC0334D1,B,10,6-Furfurylaminopurine,103.05,99.8,98.81,102.33,99.22,101.7,97.97
S.cerevisiae,CCC0355D1,C,8,6-HYDROXYANGOLENSIC ACID METHYL ESTER,101.58,101.74,99.97,105.11,100.78,100.96,99.04
S.cerevisiae,CCC0349D1,G,7,6-Hydroxy-DL-DOPA,93.46,95.52,98.16,90.2,100.02,100.09,97.9
S.cerevisiae,CCC0349D1,G,6,6-Hydroxymelatonin,100.16,99.47,99.88,98.78,98.99,99.03,97.07
S.cerevisiae,CCC0338D1,A,8,6-Hydroxytropinone,94.43,96.68,101.37,101.11,99.11,100.4,101.2
S.cerevisiae,CCC0344D1,A,8,"6-Methoxy-1,2,3,4-tetrahydro-9H-pyrido[3,4b] indole",98.19,96.39,100.89,102.55,99.59,98.63,99.97
S.cerevisiae,CCC0370D1,F,2,6-METHOXYPROSOGERIN B DIETHYL ETHER,98.46,97.78,100.72,99.42,101.79,104.54,106.97
S.cerevisiae,CCC0351D1,A,5,6-Methyl-2-(phenylethynyl)pyridine hydrochloride,97.66,100.75,100.44,102.66,100.03,98.11,93.36
S.cerevisiae,CCC0352D1,B,3,"6-Nitroso-1,2-benzopyrone",99.83,99.5,99.72,104.04,91.26,102.87,93.58
S.cerevisiae,CCC0357D1,E,4,"7,2""-DIMETHOXYFLAVONE",99.46,101.2,102.47,100.81,100.55,105.72,99.94
S.cerevisiae,CCC0348D1,B,3,"7,7-Dimethyl-(5Z,8Z)-eicosadienoic acid",101.13,105.8,101.13,105.85,97.69,104.97,96.57
S.cerevisiae,CCC0364D1,E,11,"7,8-DIHYDROXYFLAVONE",104.01,100.09,91.43,95.34,98.04,81.57,89.37
S.cerevisiae,CCC0356D1,E,3,"7beta-HYDROXY-7-DESACETOXYKHIVORINIC ACID, METHYL ESTER",102.55,100.72,105.1,103.23,104.85,97.1,98.05
S.cerevisiae,CCC0346D1,H,11,"7-Chloro-4-hydroxy-2-phenyl-1,8-naphthyridine",97.32,105.17,99.82,100.16,97.18,100.1,98.89
S.cerevisiae,CCC0369D1,D,10,7-CHLOROETHYLTHEOPHYLLINE,91.11,80.48,70.16,95.8,64.75,100.17,77.77
S.cerevisiae,CCC0347D1,G,5,7-Chlorokynurenic acid,100.7,96.38,99.44,95.72,98.58,100.37,97.87
S.cerevisiae,CCC0348D1,C,9,"7-Cyclopentyl-5-(4-phenoxy)phenyl-7H-pyrrolo[2,3-d]pyrimidin-4-ylamine",98.92,100.71,98.25,-0.65,99.34,104.19,99.8
S.cerevisiae,CCC0363D1,A,11,7-DEACETOXY-7-OXODEOXYGEDUNIN,102.66,109.89,98.81,87.52,105.08,104.24,101.75
S.cerevisiae,CCC0355D1,H,7,7-DEACETOXY-7-OXOKHIVORIN,100.09,102.7,92.16,99.64,103.04,98.37,98.76
S.cerevisiae,CCC0370D1,H,4,7-DEACETYLDIHYDROGEDUNIN,102.21,96.31,96.6,100.8,103.84,100,91.39
S.cerevisiae,CCC0363D1,G,8,7-DEACETYLKHIVORIN,102.82,94.19,100.99,1.99,99.79,98.43,100.17
S.cerevisiae,CCC0369D1,B,11,7-DEACETYLKHIVORINIC ACID,103.3,98.79,105.31,83.69,99.63,101.91,104.35
S.cerevisiae,CCC0355D1,B,9,"7-DESACETOXY-6,7-DEHYDROGEDUNIN",97.64,100.29,106.2,93.01,93.03,97.8,102.99
S.cerevisiae,CCC0369D1,F,8,7-DESHYDROXYPYROGALLIN-4-CARBOXYLIC ACID,98.74,70.8,46.74,21.81,64.25,99.29,100.28
S.cerevisiae,CCC0352D1,G,2,7-Nitroindazole,104.37,105.79,100.33,101.16,102.1,102.14,100.84
S.cerevisiae,CCC0366D1,C,3,"7-OXOCALLITRISIC ACID, METHYL ESTER",101.6,103.13,105.94,105.08,102.36,104.61,107.68
S.cerevisiae,CCC0366D1,B,2,7-OXOCHOLESTEROL,100.93,93.69,88.62,80.03,105.1,100.47,82.45
S.cerevisiae,CCC0365D1,F,8,7-OXOCHOLESTERYL ACETATE,103.72,101.91,93.67,104.86,100.96,93.1,97.25
S.cerevisiae,CCC0347D1,A,7,8-(3-Chlorostyryl)caffeine,107.91,100.7,99.9,99.1,96.56,96.45,102.79
S.cerevisiae,CCC0346D1,B,10,8-(4-Chlorophenylthio)-cAMP sodium,102.84,100.82,99.82,103.39,100.58,99.79,108.86
S.cerevisiae,CCC0345D1,A,8,8-(p-Sulfophenyl)theophylline,103.53,101.12,101.2,99.23,98.55,97.28,106.87
S.cerevisiae,CCC0368D1,A,10,"8,2""-DIMETHOXYFLAVONE",97.96,103.87,100.14,101.76,99.44,92.93,104.99
S.cerevisiae,CCC0363D1,C,10,"8beta-HYDROXYCARAPIN, 3,8-HEMIACETAL",97.18,105,91.69,104.48,95.95,101.26,101.47
S.cerevisiae,CCC0346D1,C,4,8-Bromo-cAMP sodium,103.99,97.62,102.46,102.74,104.57,104.81,94.84
S.cerevisiae,CCC0346D1,B,2,8-Bromo-cGMP sodium,100.22,100.99,101.49,101.35,102.94,101.88,99.97
S.cerevisiae,CCC0347D1,B,5,"8-Cyclopentyl-1,3-dimethylxanthine",107.74,99.52,103.36,99.32,104.67,101.06,106.85
S.cerevisiae,CCC0347D1,A,5,"8-Cyclopentyl-1,3-dipropylxanthine",99.86,97.61,98.78,101.34,97.75,100.26,96.04
S.cerevisiae,CCC0366D1,E,6,"8-HYDROXY-15,16-BISNOR-11-LABDEN-13-ONE",99.19,97.6,99.69,101.71,100,99.5,98.81
S.cerevisiae,CCC0363D1,G,10,8-HYDROXYCARAPINIC ACID,101.65,106.29,100.3,103.42,95.19,102.41,106.11
S.cerevisiae,CCC0358D1,C,4,8-IODOCATECHIN TETRAMETHYL ETHER,102.13,101.31,101.48,107.45,105.06,102.72,100.25
S.cerevisiae,CCC0351D1,G,2,8-Methoxymethyl-3-isobutyl-1-methylxanthine,99.48,104.95,102.07,103.28,97.51,100.45,98.92
S.cerevisiae,CCC0346D1,G,10,9-cyclopentyladenine,103.44,101.28,98.01,98.08,97.37,97.62,97.92
S.cerevisiae,CCC0370D1,F,5,9-HYDROXYDEMETHYLPTEROCARPIN,98.41,97.14,97.59,100.25,99.86,99.28,103.47
S.cerevisiae,CCC0345D1,F,3,A-315456,100.06,98.33,99.24,103.62,97.62,99.15,99
S.cerevisiae,CCC0345D1,B,11,A-77636 hydrochloride,99.79,97.86,97.6,99.69,66.97,96.54,104.74
S.cerevisiae,CCC0344D1,B,11,AA-861,103.87,97.52,104.56,97.2,102.31,99.54,92.07
S.cerevisiae,CCC0345D1,D,10,AB-MECA,101.41,95.71,99,101.9,100.41,102.56,104.66
S.cerevisiae,CCC0361D1,E,5,ABRINE (L),101.55,100.69,30.65,100.6,92.07,98.27,102.98
S.cerevisiae,CCC0342D1,G,9,"ABSCISIC ACID, ()",105.29,97.22,99.08,99.82,99.11,101.66,102.43
S.cerevisiae,CCC0344D1,A,11,AC 915 oxalate,102.9,103.61,105.62,100.72,101.31,88.77,33.84
S.cerevisiae,CCC0334D1,F,6,Acacetin,97.66,98.98,96.4,91.23,99.65,96.14,97.55
S.cerevisiae,CCC0364D1,D,10,ACACETIN DIACETATE,95.67,97.32,92.9,97.36,92.41,100.17,94.9
S.cerevisiae,CCC0326D1,G,10,Acebutolol hydrochloride,97.35,99.6,98.25,99.33,99.55,99,100.8
S.cerevisiae,CCC0328D1,B,6,Aceclofenac,100.11,94.25,98.51,98.52,103.15,99.18,101.88
S.cerevisiae,CCC0329D1,F,7,Acemetacin,100.82,98.24,103.02,104.26,98.81,100.85,97.71
S.cerevisiae,CCC0327D1,C,11,Acenocoumarol,99.45,93.3,101.28,92.44,104.81,101.16,101.85
S.cerevisiae,CCC0344D1,G,8,Acetamide,103.96,100.55,98.75,102.01,98.23,97.02,101.78
S.cerevisiae,CCC0336D1,G,9,Acetaminophen,96.75,100.16,93.75,100.43,99.94,100.01,103.99
S.cerevisiae,CCC0360D1,H,8,ACETAMINOSALOL,97.42,101.4,89.61,96.85,99.06,97.29,102.38
S.cerevisiae,CCC0360D1,A,9,ACETANILIDE,98.25,98.84,100.87,100.44,93.51,94.88,97.79
S.cerevisiae,CCC0357D1,C,3,ACETARSOL,102.13,101.57,-1.55,104.09,100.15,100.34,103.46
S.cerevisiae,CCC0326D1,A,4,Acetazolamide,100.33,99.63,100.71,100.35,101.68,104.27,99.96
S.cerevisiae,CCC0367D1,D,3,ACETOCHLOR,98.66,100.48,87.04,89.43,101.52,99.35,76.27
S.cerevisiae,CCC0326D1,F,6,Acetohexamide,100.41,98.79,101.2,99.23,100.42,102.34,102.75
S.cerevisiae,CCC0359D1,D,2,ACETOHYDROXAMIC ACID,100.01,103.41,107.31,101.37,99.89,102.34,103.98
S.cerevisiae,CCC0333D1,B,7,Acetopromazine maleate salt,99.33,100.62,103.3,100.29,100.06,101.62,100.81
S.cerevisiae,CCC0363D1,H,6,ACETOSYRINGONE,102.07,108.42,104.5,106.29,101.72,102.78,99.47
S.cerevisiae,CCC0367D1,G,6,ACETRIAZOIC ACID,100.28,101.71,105.64,105.81,109.13,103.6,99.85
S.cerevisiae,CCC0366D1,F,6,ACETYL ISOALLOGAMBOGIC ACID,100.76,101.3,105.51,108.74,109.86,102.8,101.58
S.cerevisiae,CCC0369D1,A,10,ACETYL ISOGAMBOGIC ACID,102.17,102.59,98.07,85.53,103.17,98.72,100.83
S.cerevisiae,CCC0360D1,B,6,ACETYL TYROSINE ETHYL ESTER,106.09,99.2,91.69,99.66,106.09,101.87,100.89
S.cerevisiae,CCC0357D1,H,6,ACETYLCARNITINE,104.61,98.38,100.94,101.41,99.53,99.2,98.71
S.cerevisiae,CCC0356D1,E,11,ACETYLCHOLINE,98.03,97.62,116.23,101.75,99.65,103.26,102.25
S.cerevisiae,CCC0357D1,H,3,ACETYLGLUCOSAMINE,99.99,97.65,91.67,100.81,101.37,99.31,103.53
S.cerevisiae,CCC0357D1,G,3,ACETYLGLUTAMIC ACID,97.83,102.97,112.12,99.61,103.1,103.02,106.02
S.cerevisiae,CCC0360D1,C,10,ACETYL-L-LEUCINE,97.91,69.99,47.67,60.71,83.97,95.01,90.69
S.cerevisiae,CCC0345D1,F,2,Acetylsalicylic acid,99.07,100.35,98.8,101.54,100.31,102.29,101.04
S.cerevisiae,CCC0327D1,B,9,Acetylsalicylsalicylic acid,104.55,100.09,98.23,95.81,107.77,101.88,97.23
S.cerevisiae,CCC0345D1,H,2,Acetylthiocholine chloride,104.93,101.68,101.91,96.56,103.4,103.85,107
S.cerevisiae,CCC0357D1,F,3,ACETYLTRYPTOPHAN,99.4,99.17,106.29,100.39,103.28,105.45,101.01
S.cerevisiae,CCC0368D1,H,5,ACETYLTRYPTOPHANAMIDE,99.65,102.37,98.95,103.96,103.66,100.34,102.43
S.cerevisiae,CCC0361D1,D,6,ACEXAMIC ACID,-3.08,4.33,2.06,-1.03,-1.56,-0.33,-1.88
S.cerevisiae,CCC0340D1,A,2,ACIVICIN,3.21,4.46,20.38,13.38,-0.98,11.22,-0.91
S.cerevisiae,CCC0356D1,B,10,ACONITIC ACID,101.99,102.17,96.78,99.78,100.89,98.38,102.25
