,EC BW,EC BW,EC BW,EC iAi1,EC iAi1,EC iAi1,ST LT2,ST LT2,ST LT2,ST 14028s,ST 14028s,ST 14028s,PAO1,PAO1,PAO1,PA14,PA14,PA14
Trimethoprim_Diclofenac,0.040144879,0.010950255,0.053173069,0.058764996,0.040227901,0.091854859,0.006519758,-0.020141536,0.052989427,0.041757299,-0.004835533,0.08169942,-0.010213724,-0.032610733,0.022572402,0.019746648,0.006786143,0.04394975
Trimethoprim_Acetylsalisylic acid,0.0461776,-0.012683321,0.133082806,0.092241756,0.017355072,0.168149902,-0.016274831,-0.050160264,0.051418434,0.007282029,-0.04235258,0.030982893,0.001156667,-0.03987542,0.032763051,0.052134676,-0.01111879,0.117043933
Trimethoprim_Ciclopirox,0.045894587,-0.019042235,0.109527155,0.024177824,0.006154397,0.066253002,0.015504812,-0.048999771,0.053915459,0.024848841,-0.005008533,0.075137925,0.007187104,-0.016162982,0.082615389,0.00495156,-0.013347354,0.033239086
Trimethoprim_Triclosan,-0.048622815,-0.082411394,-0.0147168,0.005864764,-0.005745313,0.023316536,0.006526671,-0.022183121,0.058824527,-0.037689215,-0.096538436,0.03605418,0,-0.008731153,0,0,-0.013252635,0.04277274
Trimethoprim_CHIR-90,0.206333523,0.18011538,0.291428398,0.027800158,0.011870513,0.063130029,0,-0.010598123,0.011700865,0.011885288,-0.031218581,0.058838717,0.004883557,-0.015565183,0.016103637,-0.00355923,-0.021384611,0.01988762
Trimethoprim_Phleomycin,-0.039476523,-0.112322742,-0.014753273,-0.010254789,-0.06856976,0.026854251,0.055331864,0,0.104085546,0.005765796,-0.043699808,0.013172575,-0.004759834,-0.022116543,0.015496224,-0.004297554,-0.030300558,0.013384663
Trimethoprim_Moxifloxacin,0.093995928,-0.032271115,0.14698121,0.104826552,0.08200342,0.12904342,-0.0097953,-0.027710303,0.015443861,0.030584753,0.006436931,0.079749467,0.001853047,-0.010647772,0.013775551,0.003058418,-0.008999944,0.031650203
Trimethoprim_Gentamicin,0.017046638,0.006272638,0.03948383,0.017663218,0.006870911,0.034959922,0,-0.070875024,0.019672291,0.056788217,0.002170239,0.102817649,0.015446659,-0.001022806,0.041648504,-0.031699656,-0.059687196,0.008048413
Trimethoprim_Streptozotocin,-0.103026981,-0.161404957,-0.058768435,-0.00204834,-0.029213493,0.008967757,-0.041362923,-0.113101893,0.012443761,-0.089038311,-0.123256204,-0.056942786,-0.010069525,-0.027703076,0.024478903,0.019650138,0.002655458,0.043061231
Sulfamonomethoxine_Paraquat,-0.027002829,-0.060546935,0.032662253,-0.003459197,-0.037273237,0.03394944,-0.036634085,-0.093110113,-0.010768179,0.003595148,-0.032853884,0.02342979,-0.008148757,-0.03474297,0.026771842,0.028264575,0.014015118,0.045805486
Sulfamonomethoxine_Procaine,0.002540907,-0.021163101,0.039129772,0.027099161,0.004247935,0.055552827,0.021850638,-0.004070528,0.043864095,0.006284222,-0.037443286,0.032104614,-0.055293218,-0.082144042,-0.03906073,-0.021741574,-0.03506828,0.007102101
Sulfamonomethoxine_Vanillin,-0.022578299,-0.06538082,0.006170085,0.016572662,-0.036628663,0.041219128,0.012132738,-0.012567152,0.034989974,-0.018227053,-0.050162853,0.001876655,0.003228543,-0.011329019,0.017030187,0.036787928,0.007676135,0.057440181
Sulfamonomethoxine_Verapamil,0.003524193,-0.010579077,0.023723063,0.006582881,-0.01117872,0.038585758,-0.030043207,-0.053276131,-0.001840882,-0.024068483,-0.03661799,0.001488719,0.014790118,-0.010977091,0.040112142,0.01006484,-0.021890625,0.020536593
Sulfamonomethoxine_Levofloxacin,0,-0.035786666,0,0,-0.003777611,0,0,0,0.029093889,0,0,0.054128867,-0.009569397,-0.038969934,0.01766238,0,0,0.004215712
Sulfamonomethoxine_Piperacillin,0.001335725,-0.052301078,0.025231178,-0.003337614,-0.090997928,0.03840088,0.001011384,-0.032981194,0.058950166,0.012499835,-0.039048038,0.041127167,0.011954332,-0.012143864,0.028202507,-0.003596688,-0.011357639,0.016660109
Sulfamonomethoxine_Nitrofurantoin,-0.049275058,-0.082011225,-0.03209067,0.012242066,-0.024315004,0.050858152,-0.009203355,-0.04163239,0.017801378,0.008336134,-0.027651384,0.04059333,-0.002604245,-0.026256576,0.01823577,0.007480204,0.002394036,0.031860183
Sulfamonomethoxine_CCCP,-0.00048306,-0.025890535,0.03346639,-0.015091224,-0.038609271,0.017748668,0.002560024,-0.021811724,0.036536242,0.007392807,-0.016825044,0.046403922,0,-0.031208709,0.002269517,0,0,0.047099843
Sulfamonomethoxine_Cephalexin,0.003295871,-0.019060109,0.040759134,-0.020947286,-0.035577612,-0.00576476,-0.028973772,-0.056276223,-0.002544929,-0.034808227,-0.071575537,-0.017981257,0.008913844,-0.00630279,0.031874112,0.013836216,-0.006217989,0.032476131
Sulfamonomethoxine_Mecillinam,-0.052470153,-0.115221769,0.020195791,0,-0.05037104,0,-0.004598336,-0.06126872,0,0.038679149,0,0.068151067,0.078522196,0.048766386,0.094477874,0.04741301,0.036999667,0.07746607
Sulfamonomethoxine_A22,-0.000977681,-0.112852862,0.014205353,0.020392941,-0.043435339,0.060780681,-0.001826496,-0.023008429,0.055928693,0.023599688,-0.003263555,0.088924032,0.025252099,0.00916812,0.055815416,0.015435139,-0.002856876,0.024967315
Sulfamonomethoxine_Loperamide,-0.01607638,-0.056075505,0.023726215,-0.006501259,-0.030066348,0.027157261,-0.014541278,-0.062558006,0.019025949,-0.006348544,-0.036018475,0.039274723,-0.203977038,-0.352945783,0,0,0,0
Sulfamonomethoxine_Minocycline,0.014673837,-0.025049586,0.047384142,-0.005636966,-0.038434283,0.030959525,-0.039457374,-0.06504204,-0.003825004,0.003814925,-0.036233161,0.035535517,0,-0.012419618,0.013987049,0.012992698,0,0.035539122
Sulfamonomethoxine_Tobramycin,-0.019797045,-0.067952431,0.001032372,-0.004923287,-0.04596828,0.016710002,0,-0.022808033,0.020742568,-0.000755541,-0.035969207,0.016721416,0.246808495,0.219327567,0.303019949,0.029708643,0.003342031,0.065134634
Sulfamonomethoxine_Teicoplanin,-0.003833893,-0.050460994,0.013166394,0.002778588,-0.021645212,0.025645596,-0.033911875,-0.061710572,-0.005737441,-0.003490064,-0.036633586,0.012638196,0.014792498,-0.008468486,0.041597054,-0.007491947,-0.02241402,0.011717758
Sulfamonomethoxine_Chlorhexidine,-0.004579102,-0.038018224,0.007343703,-0.020987079,-0.057283318,0.007585099,-0.011045413,-0.052387768,0.024711863,0.010378602,-0.018622531,0.037289171,-0.016194809,-0.050227927,0.012572868,-0.021454333,-0.034422106,0.00067508
Sulfamonomethoxine_Metronidazole,-0.035288565,-0.063302644,-0.00070167,-0.009411747,-0.033966048,0.027198943,-0.009328441,-0.040452239,0.029313792,0.009190374,-0.010858612,0.041592097,-0.004991781,-0.043393943,0.02010046,-0.032957794,-0.06269078,0.004272285
Sulfamonomethoxine_Nisin,-0.03015949,-0.066619881,0.011355626,-0.018887915,-0.045261227,0.013209974,0.002545966,-0.024568117,0.033363662,-0.009085965,-0.033031661,0.005753832,0.020828377,-0.005504933,0.042237226,0.105984321,0.053996073,0.206959257
Sulfamonomethoxine_EGCG,-0.061366929,-0.087284605,-0.029870002,-0.008714054,-0.033420231,0.039631492,0.03479964,-0.002930855,0.048528811,0.034231415,-0.003114511,0.053353204,-0.014705667,-0.071628395,0.029809301,-0.019618115,-0.034161039,-0.006195692
Sulfamonomethoxine_Rifampicin,-0.089435215,-0.166935419,-0.02142845,-0.010596203,-0.11132964,0.019025383,-0.015365075,-0.064421154,0.020805298,0,-0.01355365,0.029679918,-0.101778928,-0.326277517,0,0,0,0
Sulfamonomethoxine_Aztreonam,-0.056160014,-0.132319334,0,-0.042086922,-0.133433702,0,0.046885347,0,0.113159173,0.002921109,-0.010744995,0.052662782,0.03380663,0,0.085898665,0.00062943,0,0.025007121
Sulfamonomethoxine_Penicillin G,0.00514961,-0.02173068,0.035618895,-0.006655042,-0.030967843,0.017037482,-0.027672915,-0.072433899,0.002840897,0.001996259,-0.025626607,0.038458864,-0.012471174,-0.03746298,0.034482772,0.01048985,-0.006208781,0.021623997
Sulfamonomethoxine_Theophylline,-0.023735195,-0.059176176,-0.007042531,-0.024046647,-0.130680628,0.00858383,-0.006525329,-0.030533158,0.02253282,0.011633841,-0.026838247,0.045082305,-0.003913966,-0.163091898,0.013144285,-0.127505566,-0.386522602,0
Sulfamonomethoxine_Clofazimine,-0.009583242,-0.035374204,0.010956377,0.012474324,-0.026655195,0.030073499,0.014756224,-0.006704197,0.047943511,-0.001567051,-0.04503318,0.0509578,-0.01383226,-0.062980547,0.011097534,0.005278326,-0.036051209,0.040396179
Sulfamonomethoxine_Clarithromycin,-0.064229087,-0.08885087,-0.044728663,-0.127066382,-0.185269902,-0.081448297,0.030932964,-0.007896603,0.083800438,0.022291465,-0.004622874,0.069741017,-0.004516778,-0.024266666,0.024179658,0.024441438,-0.021866669,0.040941001
Sulfamonomethoxine_Caffeine,-0.004742289,-0.032837567,0.017119471,-0.027129081,-0.049999818,-0.001008916,-0.001165986,-0.044083121,0.019247284,-0.001718436,-0.026167211,0.012850486,-0.036017764,-0.174850251,0.003827612,-0.029650032,-0.117776775,0.008641203
Sulfamonomethoxine_Reserpine,-0.013936165,-0.052582219,0.039721452,-0.018859887,-0.028437652,0.015873197,0.020545947,-0.006404033,0.042450715,0.015749214,-0.005279384,0.049039339,0.042981462,-0.008119386,0.104573051,-0.013638224,-0.037874563,0.005149994
Sulfamonomethoxine_Puromycin,0.002491282,-0.012732688,0.036063623,-0.051055495,-0.195839766,0.001698564,0.000417932,-0.019628207,0.045942865,0.013915793,-0.024808469,0.031419186,0,-0.094499551,0.058084014,0.029696966,0.011130094,0.041597419
Sulfamonomethoxine_Pyocyanin,-0.027111222,-0.064667601,0.022504271,-0.054179799,-0.097666445,0,0.023568712,-0.017714544,0.05680923,0.0009896,-0.042880997,0.029822755,0.003722365,-0.002685576,0.077183002,0,-0.024590229,0.02686337
Sulfamonomethoxine_Pseudomonic acid,-0.004277634,-0.038807153,0.0373963,-0.044771947,-0.06513511,-0.026475015,0.02622042,-0.017850982,0.032571411,0.004039236,-0.014891927,0.035413244,-0.017258847,-0.074957742,0.017453093,0.028767716,-0.000784045,0.047406447
Sulfamonomethoxine_Nonactin,0.028382462,0.001391242,0.047986151,-0.007489157,-0.044090166,0.002570067,0.004444414,-0.028232541,0.029092002,-0.003657171,-0.018402588,0.023953196,0.000921144,-0.016152442,0.022714167,0.006039189,-0.00764714,0.019922074
Sulfamonomethoxine_Imipenem,0.014052283,-0.0293744,0.056073715,-0.041978072,-0.077024387,-0.005272246,-0.047059923,-0.064659168,0.001097138,-0.018098127,-0.071210632,0.002121271,0.020878335,-0.011397407,0.04952386,0.017884632,0.002979659,0.054764292
Sulfamonomethoxine_Bleomycin,-0.043814178,-0.095805559,0.029070888,-0.084236598,-0.254628484,-0.057161292,0.003692526,-0.036970764,0.05837326,0.002366674,-0.015584904,0.031866214,0.148335302,0.109843101,0.210516661,0.062762004,-0.002279886,0.091959128
Sulfamonomethoxine_Linezolid,0.035566822,-0.00120148,0.058430319,-0.013321281,-0.039209052,0.019173434,-0.024157322,-0.055911875,0.024484298,0.005519658,-0.01872112,0.023469485,0.007592423,-0.02302597,0.024540195,0.007748534,-0.009341848,0.035478756
Sulfamonomethoxine_Doxorubicin,0.001305939,-0.041138511,0.050856518,0.002683944,-0.027659462,0.0334593,-0.004505381,-0.044143359,0.023847128,0.003863353,-0.022201715,0.03059175,0.077064348,0.035072272,0.103156804,0.031485292,-0.022983346,0.046658753
Sulfamonomethoxine_Daptomycin,-0.010485427,-0.075192291,0.058868663,0.020371506,-0.025129703,0.041130381,-0.026548799,-0.047916442,-0.008158187,0.002373652,-0.027836935,0.037836052,0.014090003,-0.013790237,0.03367334,0.009178378,-0.046736696,0.032279345
Sulfamonomethoxine_Cerulenin,-0.00795877,-0.041602964,0.038961646,0.013795844,-0.056603829,0.033606867,0.008638976,-0.030808719,0.038871157,-0.003784331,-0.048252339,0.016757907,0.035850801,0.012560845,0.064094039,0.005898803,-0.019787642,0.03260053
Sulfamonomethoxine_Tigecycline,-0.001670645,-0.032393584,0.032556603,0.013226579,-0.02692668,0.040130778,-0.011225921,-0.046695716,0.022895272,-0.008718803,-0.030384638,0.01052094,-0.001317709,-0.042891822,0.021513443,0.031583922,0,0.17231218
Sulfamonomethoxine_Mitomycin C,-0.065162038,-0.109146591,-0.009046992,-0.064020206,-0.107159676,-0.023264072,-0.017039742,-0.057636167,0.043427311,-0.048978557,-0.090848767,-0.013662075,-0.02841905,-0.051608839,-0.009959821,-0.016237141,-0.053231737,0.017637895
Sulfamonomethoxine_Meropenem,-0.00777454,-0.02821452,0.013531857,-0.003321649,-0.105417466,0.03107807,0,-0.040127076,0.018996496,0,-0.005320874,0.015901437,0.004974429,-0.0771366,0.04076404,0.010951119,-0.037181191,0.032752522
Sulfamonomethoxine_Colistin,-0.054178594,-0.068729451,0.009798361,-0.040538009,-0.068371373,-0.002794696,-0.017900982,-0.059312218,-0.00308569,0.050429582,0.019781012,0.066959244,0.005947456,-0.009798219,0.033427971,-0.001882596,-0.01954454,0.013060221
Sulfamonomethoxine_Metformin,-0.005204345,-0.036551329,0.014198183,0.011718644,-0.014450234,0.045807514,0.014102565,-0.021410323,0.045790468,0.012436546,-0.011202791,0.040047515,0.00735095,-0.029547081,0.028247069,-0.012987293,-0.048315436,0.006107333
Sulfamonomethoxine_Phenformin,-0.01497857,-0.070656436,0.012406243,-0.005217067,-0.026805829,0.009273492,-0.007185936,-0.055599674,0.008719298,-0.020424239,-0.05537614,0.002064644,0.015037477,-0.00376627,0.034337962,0.036630924,0.005130121,0.058191105
Sulfamonomethoxine_Azithromycin,-0.023392678,-0.035531251,-0.003683588,-0.008395729,-0.016525858,0.009213246,-0.004168025,-0.05003685,0.063020899,-0.007107126,-0.044735174,0.019168169,0.031747657,-0.007639504,0.063959285,0.010638717,-0.014230326,0.036158902
Sulfamonomethoxine_Curcumin,-0.008588911,-0.06597021,0.030679757,0.022459824,0.013766247,0.036317533,-0.000936079,-0.034855995,0.007808536,-0.072978781,-0.100667739,-0.00239889,-0.157408659,-0.233394191,-0.026312863,0.074335027,0.021763093,0.166802062
Sulfamonomethoxine_Berberine,0.002186858,-0.031597496,0.032272532,0.040431505,0.02889011,0.058191139,-0.039122094,-0.059597548,0.00987101,-0.019069522,-0.040554677,0.01485259,0.060999531,0.019617239,0.100119943,0.052891782,0.024801804,0.079522247
Sulfamonomethoxine_Diclofenac,0.006349302,-0.042735426,0.013690232,0.02680616,-0.00426175,0.049206462,-0.012319359,-0.049094751,0.005675111,0.001064393,-0.014704806,0.014887568,0,-0.026771983,0,0,-0.113732157,0.00949175
Sulfamonomethoxine_Acetylsalisylic acid,-0.034795107,-0.069042808,0.003461947,0.017016345,-0.009102793,0.056707613,-0.036222626,-0.093864271,0.012740074,-0.054282988,-0.081446253,-0.037310598,-0.262373633,-0.314026126,-0.17673053,-0.079186482,-0.227652351,-0.059364659
Sulfamonomethoxine_Ciclopirox,-0.024775406,-0.213377162,-0.000550846,-0.055665998,-0.065629163,-0.01451936,-0.043240077,-0.161236265,0.010917052,0.015276362,0.002064644,0.044091207,0.01928429,0.000592611,0.023520603,0,-0.179964634,0.031389329
Sulfamonomethoxine_Triclosan,-0.00666471,-0.071679527,0.012334304,-0.034759015,-0.060223017,0.003152935,-0.033133978,-0.059112924,-0.014851709,0.002064644,-0.045918376,0.012941257,0.056121916,-0.130804929,0.082129575,0.039036078,0.012341093,0.05832824
Sulfamonomethoxine_CHIR-90,0,0,0.040455233,-0.028454455,-0.14345156,0.028059676,0,-0.005027085,0.022471709,-0.003758087,-0.020045215,0.031149154,0.069667143,0.033515918,0.103190367,-0.007938965,-0.026507007,0.004283407
Sulfamonomethoxine_Phleomycin,-0.02919559,-0.071604724,0.008587543,-0.005935539,-0.044713472,0.012740415,0,-0.050060368,0.043219112,-0.007786879,-0.033286063,0.009134526,0.039208905,-0.002405555,0.07342038,-0.020428389,-0.041425631,0.003543573
Sulfamonomethoxine_Moxifloxacin,0,-0.030760588,0.013093042,0.003259041,-0.035555863,0.037674029,0.003436139,-0.027758611,0.039016156,0.021534565,0,0.062737431,0.042912981,0.008299656,0.049153161,0.005268774,-0.014455044,0.058107803
Sulfamonomethoxine_Gentamicin,-0.0265298,-0.070359971,-0.002763259,0.019726267,-0.066701234,0.042829747,0,-0.089678058,0,0.018909081,0.0114127,0.079482825,0.054698395,0.021426834,0.074009025,0.034707891,0.003279053,0.060438972
Sulfamonomethoxine_Streptozotocin,-0.012929247,-0.052741346,0.027807341,0.062877365,0.017514691,0.080156423,0.003651062,-0.031195987,0.022584724,0.003400918,-0.04793538,0.034019241,-0.040117846,-0.095357319,0.004061249,0.033441506,-0.072553616,0.082219515
Paraquat_Procaine,-0.007564871,-0.05115253,0.02799765,-0.019914071,-0.042198711,-0.002757269,0.004595242,-0.084413132,0.052484393,-0.001415809,-0.026194615,0.029903528,0.029806727,0.01505137,0.044819081,0.007602288,-0.018595141,0.01125271
Paraquat_Vanillin,-0.025560333,-0.072119515,0.008867534,-0.043335007,-0.068348044,-0.011581,-0.052642335,-0.083121518,0.004826731,0.007549808,-0.027700018,0.041049087,-0.021806382,-0.050717727,-0.003146008,0.032202788,0,0.080398824
Paraquat_Verapamil,-0.031247057,-0.05113605,-0.017159793,-0.030908836,-0.049099218,0.003586185,-0.005438236,-0.041978234,0.021814824,0.005498801,-0.008616967,0.03241217,-0.034524563,-0.082983099,-0.010278746,-0.015138581,-0.039267005,0.006890666
Paraquat_Levofloxacin,0,-0.026404766,0,0.019264095,0,0.215509964,0.161756767,0,0.690536208,0.200665837,0,0.62232727,-0.013609635,-0.034903539,0.004148657,0.11987089,0.089378157,0.158168848
Paraquat_Piperacillin,0.013883728,-0.025291024,0.051800238,-0.00463296,-0.094764278,0.100045064,0.049759667,-0.083035411,0.113125142,0.019134791,-0.054207495,0.119801102,0.037670783,0,0.132706048,0,0,0
Paraquat_Nitrofurantoin,-0.046913686,-0.087218948,0.000984794,-0.066916162,-0.152214126,-0.027207344,-0.039262497,-0.141227923,0.00521428,0.000858203,-0.074778701,0.044783191,0.015437469,-0.013578961,0.023615092,-0.026609812,-0.03948525,-0.014055058
Paraquat_CCCP,-0.003874279,-0.039172776,0.01644656,0.004882516,-0.034664263,0.024046445,0.040081368,-0.009013763,0.12479455,0.021469393,-0.000654376,0.065217461,0.007278849,-0.023324733,0.044505106,0.01251642,-0.007590054,0.037299947
Paraquat_Cephalexin,-0.009184723,-0.048443198,0.02275477,0.013654228,-0.012034579,0.02927402,0.001326844,-0.045729058,0.024288978,0.01225537,-0.009470545,0.037423194,0,-0.037089278,0.04649454,0,0,0
Paraquat_Mecillinam,0.016227759,-0.04799201,0.052059632,0,-0.091616673,0,-0.027747481,-0.070389564,0,0.079451428,-0.007573868,0.136869654,0.002861404,0,0.0554486,0.034550245,0,0.102525052
Paraquat_A22,-0.00467925,-0.075149921,0.078363817,-0.03083508,-0.064452888,0.018359883,-0.038796764,-0.076552312,0.020383681,0.026621515,-0.004705984,0.081622509,0.041774441,0.006547304,0.069259088,-0.038461032,-0.069570927,-0.015495485
Paraquat_Loperamide,-0.045939649,-0.064911934,-0.009638825,0.000590775,-0.059321684,0.024936428,0.018864781,-0.017615672,0.041781642,0.019497754,-0.006087321,0.049188233,0.017385429,-0.009000828,0.056354297,0.001682214,-0.017499021,0.016833904
Paraquat_Minocycline,-0.01252268,-0.056415398,0.02823977,-0.026488567,-0.0705591,0.017348226,-0.0316001,-0.079853211,0.042545436,0.006112099,-0.011810829,0.047908677,-0.002017262,-0.022009247,0.026845409,-0.015684313,-0.043322264,0.005359445
Paraquat_Tobramycin,-0.021871598,-0.118518442,0.001782755,-0.006274489,-0.04779403,0.002814711,-0.071473163,-0.136660074,-0.003050613,-0.038718702,-0.077313514,-0.007447148,0.027439077,0.008585745,0.046566386,-0.017882646,-0.0427392,0.006964092
Paraquat_Teicoplanin,-0.006964416,-0.04534527,0.029926841,0.011936465,-0.024864123,0.039837136,-0.023417081,-0.060211648,-0.001780693,0.010382883,-0.017308113,0.036518628,0.018106267,-0.004787884,0.050721586,0.042656836,0.019068409,0.079068156
Paraquat_Chlorhexidine,-0.025777938,-0.069181604,0,-0.029921578,-0.075195307,0.001473855,-0.03843543,-0.076660898,-0.003581464,0.014923536,-0.018089746,0.039409337,0.000534497,-0.045535513,0.022093763,-0.00084355,-0.03298389,0.033769553
Paraquat_Metronidazole,-0.045855601,-0.099433415,-0.018294264,0.000380369,-0.03268062,0.016689258,-0.028881789,-0.064129128,0.005949343,0.001080435,-0.024221423,0.042440821,-0.00720023,-0.126904926,0,0,0,0.205651553
Paraquat_Nisin,-0.021824936,-0.110340938,0.009332525,-0.002773706,-0.0459282,0.016064764,-0.019272245,-0.058904983,0.01346829,0.011767803,-0.013453882,0.031022463,0.046772634,0,0.103119358,0.021029098,0,0.045272106
Paraquat_EGCG,0.024439843,-0.024692466,0.072791333,0.006335793,-0.008892987,0.040961595,0.010753525,-0.037515577,0.045955668,0.014508597,-0.027028245,0.057929108,-0.00982024,-0.028573947,0.01633036,0.002134876,-0.013863801,0.028714007
Paraquat_Rifampicin,-0.051457373,-0.162486008,-0.011269528,0.024624243,-0.018349155,0.066255391,-0.007934131,-0.069915937,0.058175493,0.032760371,0,0.063979179,-0.130931711,-0.214186083,0.001807574,-0.029399238,-0.127606464,0
Paraquat_Aztreonam,0,-0.089506009,0.071744196,0.056533293,0.002125249,0.082397323,0.1435447,0.055659069,0.446778343,0.114583638,0.051293272,0.742453572,-0.004726739,-0.03627978,0.025559736,-0.006262949,-0.023529337,0.011516548
Paraquat_Penicillin G,-0.003825556,-0.048416553,0.034306425,-0.004091926,-0.040542331,0.04455888,0.000836515,-0.094031833,0.092906524,0.012099064,-0.024351789,0.044714512,0.005600892,-0.009506587,0.047483792,0.001518615,-0.017757058,0.019999978
Paraquat_Theophylline,-0.022860797,-0.089624794,0.015638028,-0.024267658,-0.126029039,0.003703945,-0.010536076,-0.048368208,0.020282952,-0.001226007,-0.015677959,0.014605478,-0.018248339,-0.039525606,0.029507198,0.001482983,-0.031006888,0.060905499
Paraquat_Clofazimine,0.005912725,-0.03963277,0.042617935,-0.021033075,-0.043827244,0.016071997,-0.032253657,-0.06435489,0.019560007,0.000935473,-0.018183197,0.029225779,0.032984829,-0.00390239,0.050558113,-0.033996004,-0.057039794,0.018391907
Paraquat_Clarithromycin,0.059147469,-0.008669403,0.096227826,0.020071741,-0.060590709,0.062313938,0.067306371,-0.009176312,0.114686405,0.101409018,0.058355646,0.15270492,0,-0.032335042,0.029311092,0.021566487,0.000285501,0.037773439
Paraquat_Caffeine,-0.026276717,-0.055618294,0.013317778,-0.04911944,-0.105113847,-0.009447147,-0.03461373,-0.085093779,0.017109136,-0.005787863,-0.030002641,0.0154929,0.01502815,-0.001084371,0.073573929,0.065583376,0.014352463,0.148953093
Paraquat_Reserpine,-0.028687995,-0.059231055,0.019978195,-0.024748291,-0.041275554,0.003770402,0.002342031,-0.038396533,0.043088675,0.011738294,-0.017206119,0.048452313,-0.045127184,-0.063996604,-0.017021626,-0.000528252,-0.017328215,0.017533512
Paraquat_Puromycin,0.008045794,-0.031841207,0.038640252,0.082759598,0.010435085,0.439717902,0.009257206,-0.051294956,0.051369691,0.071190735,0.040169222,0.104189907,0.000585031,-0.033622919,0.023569037,-0.022642933,-0.044897945,-0.003897629
Paraquat_Pyocyanin,-0.025819084,-0.069213589,0.013841093,-0.00271147,-0.049814371,0.018246144,-0.039655714,-0.07465076,0.00590602,0.028643539,0.003510604,0.052439235,0.034222741,0.012895402,0.059297188,0.024585468,-0.015879137,0.048045813
Paraquat_Pseudomonic acid,0.03238503,0.013127253,0.08135708,0.052626104,0.021255333,0.079158874,0.052496452,-0.021974662,0.078347094,0.01375605,-0.011071969,0.059219037,0.015351226,-0.030861548,0.064386825,-0.013107461,-0.033387236,-0.003906683
Paraquat_Nonactin,-0.012812334,-0.036446958,0.02269566,-0.024673032,-0.047649477,-0.002127951,-0.025115517,-0.051245661,0.027531381,-0.005472745,-0.033355817,0.008110575,0.032890339,0.007581,0.062328612,-0.001830593,-0.015341503,0.021663036
Paraquat_Imipenem,-0.020869967,-0.086831695,0.020153974,-0.069587931,-0.112153926,-0.014946271,-0.078654859,-0.184390594,-0.05839642,-0.027189604,-0.096952068,0.023547742,0.026968545,0.001968974,0.0723447,0.022419599,-0.029406946,0.052443995
Paraquat_Bleomycin,0.059283259,0.01222555,0.140278866,0.037040913,0.015337,0.121087454,0.046596199,0.000670989,0.104443805,0.034441614,-0.007338654,0.061033758,0.007461691,-0.034663788,0.02731131,-0.000916727,-0.036776854,0.03396434
Paraquat_Linezolid,-0.00438298,-0.033970626,0.033174998,-0.010586484,-0.039712316,0.025811819,-0.037583616,-0.060915674,0.010527168,0.015628839,-0.006245091,0.062699255,-0.019982981,-0.037823644,-0.000692497,0.004908109,-0.033443592,0.024137402
Paraquat_Doxorubicin,-0.045889584,-0.079683907,0.004817012,-0.023096345,-0.060669795,0.018177585,-0.017078836,-0.039449984,0.020813886,0.000810272,-0.022578885,0.029004715,-0.012143596,-0.044528103,0.001984029,0,-0.00536846,0.054254911
Paraquat_Daptomycin,-0.060009296,-0.12541368,-0.005972678,-0.023581616,-0.035342398,0.00969811,-0.002565218,-0.060922849,0.020788543,0.009351499,-0.018321892,0.034878659,-0.016435295,-0.038873604,0.015979816,-0.027956156,-0.034565785,-0.003813921
Paraquat_Cerulenin,-0.060594558,-0.088718592,-0.028778327,-0.011058487,-0.037803212,0.013144827,-0.034155772,-0.066091742,0.010161456,-0.010207992,-0.069855644,0.027067915,0.000349084,-0.04551998,0.045793291,0.025060359,-0.001909099,0.05075064
Paraquat_Tigecycline,-0.050163274,-0.091552036,-0.015684934,-0.024932748,-0.048502537,0.002353925,-0.003156413,-0.036327855,0.029228236,-0.030406319,-0.055577264,-0.005955434,-0.005468212,-0.025850212,0.026541606,0.00176371,-0.02235932,0.016158939
Paraquat_Mitomycin C,0.013603223,-0.017265092,0.088586653,0.179800317,0.091718314,0.235659885,0.242098288,0.176807735,0.328265757,0.054666517,0.005198544,0.088723907,0.002883295,-0.045588381,0.041242039,0.003625869,-0.013009699,0.037881113
Paraquat_Meropenem,-0.073605836,-0.081365272,-0.024709855,-0.008291403,-0.110623577,0.005210309,0,-0.614687426,0.04674457,-0.047487004,-0.215120676,0,0.008063139,-0.016780132,0.054269147,0.040061021,0.014057006,0.094664602
Paraquat_Colistin,-0.004989056,-0.053949694,0.029443825,0.013792887,-0.05056171,0.030101205,-0.050995998,-0.078695844,-0.015224946,0.012487597,-0.010434644,0.044772886,0.025813768,-0.000597794,0.056413306,0.014325104,-0.013353697,0.040673534
Paraquat_Metformin,0.009424431,-0.021723906,0.029009382,0.021459937,-0.009691697,0.042866728,0.101598809,0.052253023,0.122914248,0.042036275,0.015712163,0.056758887,-0.029774368,-0.082438928,0.039489598,-0.025218502,-0.086689482,0.051663309
Paraquat_Phenformin,-0.053896411,-0.064654374,-0.02098173,-0.025097264,-0.037596095,-0.011117546,-0.020602777,-0.042636374,0.000151478,-0.025442645,-0.045393978,-0.006374875,0.017666591,0,0.053137283,0.032950254,0.00469961,0.06409588
Paraquat_Azithromycin,0.068665683,0.054392078,0.085097435,0.123743861,0.106093218,0.136773071,0.107394305,0.053969694,0.251322662,0.041814495,0.014080414,0.072809482,0,-0.023367062,0,0,-0.020021928,0
