"drugdrug","drug_pair","clusters"
"Doxorubicin-Gentamicin","Doxorubicin_Gentamicin",4
"Azithromycin-Doxorubicin","Doxorubicin_Azithromycin",1
"Curcumin-Doxorubicin","Doxorubicin_Curcumin",1
"Berberine-Doxorubicin","Doxorubicin_Berberine",1
"Doxorubicin-Metformin","Doxorubicin_Metformin",1
"Doxorubicin-Phenformin","Doxorubicin_Phenformin",2
"Doxorubicin-Streptozotocin","Doxorubicin_Streptozotocin",4
"Diclofenac-Doxorubicin","Doxorubicin_Diclofenac",1
"Acetylsalisylic acid-Doxorubicin","Doxorubicin_Acetylsalisylic acid",4
"Ciclopirox-Doxorubicin","Doxorubicin_Ciclopirox",2
"Doxorubicin-Moxifloxacin","Doxorubicin_Moxifloxacin",2
"Doxorubicin-Phleomycin","Doxorubicin_Phleomycin",2
"Meropenem-Mitomycin C","Mitomycin C_Meropenem",3
"Colistin-Mitomycin C","Mitomycin C_Colistin",3
"CHIR-90-Mitomycin C","Mitomycin C_CHIR-90",2
"Mitomycin C-Triclosan","Mitomycin C_Triclosan",4
"Gentamicin-Mitomycin C","Mitomycin C_Gentamicin",3
"Azithromycin-Mitomycin C","Mitomycin C_Azithromycin",1
"Curcumin-Mitomycin C","Mitomycin C_Curcumin",1
"Berberine-Mitomycin C","Mitomycin C_Berberine",4
"Metformin-Mitomycin C","Mitomycin C_Metformin",1
"Mitomycin C-Phenformin","Mitomycin C_Phenformin",1
"Mitomycin C-Streptozotocin","Mitomycin C_Streptozotocin",4
"Diclofenac-Mitomycin C","Mitomycin C_Diclofenac",4
"Acetylsalisylic acid-Mitomycin C","Mitomycin C_Acetylsalisylic acid",2
"Ciclopirox-Mitomycin C","Mitomycin C_Ciclopirox",3
"Mitomycin C-Moxifloxacin","Mitomycin C_Moxifloxacin",3
"Mitomycin C-Phleomycin","Mitomycin C_Phleomycin",3
"Penicillin G-Rifampicin","Rifampicin_Penicillin G",3
"Imipenem-Rifampicin","Rifampicin_Imipenem",1
"Aztreonam-Rifampicin","Rifampicin_Aztreonam",1
"Clofazimine-Rifampicin","Rifampicin_Clofazimine",4
"Doxorubicin-Rifampicin","Rifampicin_Doxorubicin",2
"Mitomycin C-Rifampicin","Rifampicin_Mitomycin C",1
"Bleomycin-Rifampicin","Rifampicin_Bleomycin",1
"Cerulenin-Rifampicin","Rifampicin_Cerulenin",2
"Daptomycin-Rifampicin","Rifampicin_Daptomycin",2
"Nonactin-Rifampicin","Rifampicin_Nonactin",1
"Puromycin-Rifampicin","Rifampicin_Puromycin",1
"Linezolid-Rifampicin","Rifampicin_Linezolid",1
"Rifampicin-Tigecycline","Rifampicin_Tigecycline",2
"Clarithromycin-Rifampicin","Rifampicin_Clarithromycin",1
"Caffeine-Rifampicin","Rifampicin_Caffeine",2
"Reserpine-Rifampicin","Rifampicin_Reserpine",2
"Rifampicin-Theophylline","Rifampicin_Theophylline",2
"Meropenem-Rifampicin","Rifampicin_Meropenem",1
"Colistin-Rifampicin","Rifampicin_Colistin",2
"CHIR-90-Rifampicin","Rifampicin_CHIR-90",2
"Rifampicin-Triclosan","Rifampicin_Triclosan",1
"Gentamicin-Rifampicin","Rifampicin_Gentamicin",1
"Azithromycin-Rifampicin","Rifampicin_Azithromycin",1
"Curcumin-Rifampicin","Rifampicin_Curcumin",2
"Berberine-Rifampicin","Rifampicin_Berberine",2
"Metformin-Rifampicin","Rifampicin_Metformin",4
"Phenformin-Rifampicin","Rifampicin_Phenformin",2
"Rifampicin-Streptozotocin","Rifampicin_Streptozotocin",2
"Diclofenac-Rifampicin","Rifampicin_Diclofenac",2
"Acetylsalisylic acid-Rifampicin","Rifampicin_Acetylsalisylic acid",2
"Ciclopirox-Rifampicin","Rifampicin_Ciclopirox",2
"Moxifloxacin-Rifampicin","Rifampicin_Moxifloxacin",1
"Phleomycin-Rifampicin","Rifampicin_Phleomycin",1
"Ciprofloxacin-Oxacillin","Ciprofloxacin_Oxacillin",2
"Cefotaxime-Ciprofloxacin","Ciprofloxacin_Cefotaxime",2
"Cefaclor-Ciprofloxacin","Ciprofloxacin_Cefaclor",1
"Cefsulodin-Ciprofloxacin","Ciprofloxacin_Cefsulodin",2
"Ciprofloxacin-Piperacillin","Ciprofloxacin_Piperacillin",3
"Ciprofloxacin-Penicillin G","Ciprofloxacin_Penicillin G",1
"Ciprofloxacin-Imipenem","Ciprofloxacin_Imipenem",1
"Ciprofloxacin-Mecillinam","Ciprofloxacin_Mecillinam",3
"Aztreonam-Ciprofloxacin","Ciprofloxacin_Aztreonam",1
"Cephalexin-Ciprofloxacin","Ciprofloxacin_Cephalexin",4
"A22-Ciprofloxacin","Ciprofloxacin_A22",3
"Ciprofloxacin-Cycloserine D","Ciprofloxacin_Cycloserine D",1
"Ciprofloxacin-Teicoplanin","Ciprofloxacin_Teicoplanin",4
"Bacitracin-Ciprofloxacin","Ciprofloxacin_Bacitracin",2
"Ciprofloxacin-Fosfomycin","Ciprofloxacin_Fosfomycin",1
"Ciprofloxacin-Metronidazole","Ciprofloxacin_Metronidazole",3
"Ciprofloxacin-Clofazimine","Ciprofloxacin_Clofazimine",1
"Ciprofloxacin-Doxorubicin","Ciprofloxacin_Doxorubicin",4
"Ciprofloxacin-Mitomycin C","Ciprofloxacin_Mitomycin C",3
"Ciprofloxacin-Rifampicin","Ciprofloxacin_Rifampicin",1
"Ciprofloxacin-Novobiocin","Ciprofloxacin_Novobiocin",3
"Ciprofloxacin-Levofloxacin","Ciprofloxacin_Levofloxacin",2
"Ciprofloxacin-Trimethoprim","Ciprofloxacin_Trimethoprim",2
"Ciprofloxacin-Sulfamonomethoxine","Ciprofloxacin_Sulfamonomethoxine",1
"Ciprofloxacin-Nitrofurantoin","Ciprofloxacin_Nitrofurantoin",1
"Bleomycin-Ciprofloxacin","Ciprofloxacin_Bleomycin",2
"Ciprofloxacin-Polymyxin B","Ciprofloxacin_Polymyxin B",3
"Chlorhexidine-Ciprofloxacin","Ciprofloxacin_Chlorhexidine",1
"Benzalkonium-Ciprofloxacin","Ciprofloxacin_Benzalkonium",1
"Ciprofloxacin-EGCG","Ciprofloxacin_EGCG",1
"Cerulenin-Ciprofloxacin","Ciprofloxacin_Cerulenin",1
"Ciprofloxacin-Nisin","Ciprofloxacin_Nisin",3
"Ciprofloxacin-Daptomycin","Ciprofloxacin_Daptomycin",1
"CCCP-Ciprofloxacin","Ciprofloxacin_CCCP",4
"Ciprofloxacin-Nonactin","Ciprofloxacin_Nonactin",1
"Ciprofloxacin-Paraquat","Ciprofloxacin_Paraquat",1
"Ciprofloxacin-Fusidic acid","Ciprofloxacin_Fusidic acid",1
"Ciprofloxacin-Puromycin","Ciprofloxacin_Puromycin",1
"Ciprofloxacin-Linezolid","Ciprofloxacin_Linezolid",1
"Ciprofloxacin-Clindamycin","Ciprofloxacin_Clindamycin",1
"Ciprofloxacin-Doxycycline","Ciprofloxacin_Doxycycline",1
"Ciprofloxacin-Minocycline","Ciprofloxacin_Minocycline",1
"Ciprofloxacin-Tigecycline","Ciprofloxacin_Tigecycline",3
"Ciprofloxacin-Spectinomycin","Ciprofloxacin_Spectinomycin",1
"Amikacin-Ciprofloxacin","Ciprofloxacin_Amikacin",2
"Ciprofloxacin-Tobramycin","Ciprofloxacin_Tobramycin",3
"Ciprofloxacin-Spiramycin","Ciprofloxacin_Spiramycin",1
"Ciprofloxacin-Erythromycin","Ciprofloxacin_Erythromycin",1
"Ciprofloxacin-Clarithromycin","Ciprofloxacin_Clarithromycin",1
"Caffeine-Ciprofloxacin","Ciprofloxacin_Caffeine",1
"Ciprofloxacin-Vanillin","Ciprofloxacin_Vanillin",1
"Ciprofloxacin-Reserpine","Ciprofloxacin_Reserpine",1
"Ciprofloxacin-Procaine","Ciprofloxacin_Procaine",1
"Ciprofloxacin-Theophylline","Ciprofloxacin_Theophylline",2
"Ciprofloxacin-Loperamide","Ciprofloxacin_Loperamide",1
"Ciprofloxacin-Verapamil","Ciprofloxacin_Verapamil",2
"Ciprofloxacin-Meropenem","Ciprofloxacin_Meropenem",3
"Ciprofloxacin-Colistin","Ciprofloxacin_Colistin",1
"CHIR-90-Ciprofloxacin","Ciprofloxacin_CHIR-90",1
"Ciprofloxacin-Triclosan","Ciprofloxacin_Triclosan",3
"Ciprofloxacin-Gentamicin","Ciprofloxacin_Gentamicin",3
"Azithromycin-Ciprofloxacin","Ciprofloxacin_Azithromycin",1
"Ciprofloxacin-Curcumin","Ciprofloxacin_Curcumin",1
"Berberine-Ciprofloxacin","Ciprofloxacin_Berberine",1
"Ciprofloxacin-Metformin","Ciprofloxacin_Metformin",1
"Ciprofloxacin-Phenformin","Ciprofloxacin_Phenformin",4
"Ciprofloxacin-Streptozotocin","Ciprofloxacin_Streptozotocin",2
"Ciprofloxacin-Diclofenac","Ciprofloxacin_Diclofenac",1
"Acetylsalisylic acid-Ciprofloxacin","Ciprofloxacin_Acetylsalisylic acid",1
"Ciclopirox-Ciprofloxacin","Ciprofloxacin_Ciclopirox",1
"Ciprofloxacin-Moxifloxacin","Ciprofloxacin_Moxifloxacin",2
"Ciprofloxacin-Phleomycin","Ciprofloxacin_Phleomycin",3
"Cefotaxime-Novobiocin","Novobiocin_Cefotaxime",4
"Cefaclor-Novobiocin","Novobiocin_Cefaclor",4
"Cefsulodin-Novobiocin","Novobiocin_Cefsulodin",2
"Novobiocin-Piperacillin","Novobiocin_Piperacillin",2
"Novobiocin-Penicillin G","Novobiocin_Penicillin G",2
"Imipenem-Novobiocin","Novobiocin_Imipenem",2
"Mecillinam-Novobiocin","Novobiocin_Mecillinam",2
"Aztreonam-Novobiocin","Novobiocin_Aztreonam",1
"Cephalexin-Novobiocin","Novobiocin_Cephalexin",2
"A22-Novobiocin","Novobiocin_A22",2
"Novobiocin-Teicoplanin","Novobiocin_Teicoplanin",2
"Bacitracin-Novobiocin","Novobiocin_Bacitracin",2
"Metronidazole-Novobiocin","Novobiocin_Metronidazole",2
"Clofazimine-Novobiocin","Novobiocin_Clofazimine",1
"Doxorubicin-Novobiocin","Novobiocin_Doxorubicin",2
"Mitomycin C-Novobiocin","Novobiocin_Mitomycin C",2
"Novobiocin-Rifampicin","Novobiocin_Rifampicin",4
"Levofloxacin-Novobiocin","Novobiocin_Levofloxacin",1
"Novobiocin-Trimethoprim","Novobiocin_Trimethoprim",1
"Novobiocin-Sulfamonomethoxine","Novobiocin_Sulfamonomethoxine",3
"Nitrofurantoin-Novobiocin","Novobiocin_Nitrofurantoin",1
"Bleomycin-Novobiocin","Novobiocin_Bleomycin",2
"Novobiocin-Polymyxin B","Novobiocin_Polymyxin B",2
"Chlorhexidine-Novobiocin","Novobiocin_Chlorhexidine",2
"Benzalkonium-Novobiocin","Novobiocin_Benzalkonium",4
"EGCG-Novobiocin","Novobiocin_EGCG",1
"Cerulenin-Novobiocin","Novobiocin_Cerulenin",1
"Nisin-Novobiocin","Novobiocin_Nisin",2
"Daptomycin-Novobiocin","Novobiocin_Daptomycin",3
"CCCP-Novobiocin","Novobiocin_CCCP",3
"Nonactin-Novobiocin","Novobiocin_Nonactin",3
"Novobiocin-Paraquat","Novobiocin_Paraquat",1
"Fusidic acid-Novobiocin","Novobiocin_Fusidic acid",2
"Novobiocin-Puromycin","Novobiocin_Puromycin",3
"Linezolid-Novobiocin","Novobiocin_Linezolid",3
"Clindamycin-Novobiocin","Novobiocin_Clindamycin",2
"Minocycline-Novobiocin","Novobiocin_Minocycline",2
"Novobiocin-Tigecycline","Novobiocin_Tigecycline",2
"Amikacin-Novobiocin","Novobiocin_Amikacin",2
"Novobiocin-Tobramycin","Novobiocin_Tobramycin",2
"Novobiocin-Spiramycin","Novobiocin_Spiramycin",2
"Erythromycin-Novobiocin","Novobiocin_Erythromycin",3
"Clarithromycin-Novobiocin","Novobiocin_Clarithromycin",1
"Caffeine-Novobiocin","Novobiocin_Caffeine",1
"Novobiocin-Vanillin","Novobiocin_Vanillin",1
"Novobiocin-Reserpine","Novobiocin_Reserpine",1
"Novobiocin-Procaine","Novobiocin_Procaine",1
"Novobiocin-Theophylline","Novobiocin_Theophylline",2
"Loperamide-Novobiocin","Novobiocin_Loperamide",4
"Novobiocin-Verapamil","Novobiocin_Verapamil",2
"Meropenem-Novobiocin","Novobiocin_Meropenem",2
"Colistin-Novobiocin","Novobiocin_Colistin",2
"CHIR-90-Novobiocin","Novobiocin_CHIR-90",1
"Novobiocin-Triclosan","Novobiocin_Triclosan",1
"Gentamicin-Novobiocin","Novobiocin_Gentamicin",1
"Azithromycin-Novobiocin","Novobiocin_Azithromycin",1
"Curcumin-Novobiocin","Novobiocin_Curcumin",1
"Berberine-Novobiocin","Novobiocin_Berberine",3
"Metformin-Novobiocin","Novobiocin_Metformin",4
"Novobiocin-Phenformin","Novobiocin_Phenformin",2
"Novobiocin-Streptozotocin","Novobiocin_Streptozotocin",2
"Diclofenac-Novobiocin","Novobiocin_Diclofenac",1
"Acetylsalisylic acid-Novobiocin","Novobiocin_Acetylsalisylic acid",1
"Ciclopirox-Novobiocin","Novobiocin_Ciclopirox",1
"Moxifloxacin-Novobiocin","Novobiocin_Moxifloxacin",3
"Novobiocin-Phleomycin","Novobiocin_Phleomycin",2
"Levofloxacin-Piperacillin","Levofloxacin_Piperacillin",3
"Levofloxacin-Penicillin G","Levofloxacin_Penicillin G",1
"Imipenem-Levofloxacin","Levofloxacin_Imipenem",1
"Levofloxacin-Mecillinam","Levofloxacin_Mecillinam",3
"Aztreonam-Levofloxacin","Levofloxacin_Aztreonam",1
"Cephalexin-Levofloxacin","Levofloxacin_Cephalexin",4
"A22-Levofloxacin","Levofloxacin_A22",3
"Levofloxacin-Teicoplanin","Levofloxacin_Teicoplanin",3
"Levofloxacin-Metronidazole","Levofloxacin_Metronidazole",2
"Clofazimine-Levofloxacin","Levofloxacin_Clofazimine",3
"Doxorubicin-Levofloxacin","Levofloxacin_Doxorubicin",2
"Levofloxacin-Mitomycin C","Levofloxacin_Mitomycin C",3
"Levofloxacin-Rifampicin","Levofloxacin_Rifampicin",1
"Levofloxacin-Nitrofurantoin","Levofloxacin_Nitrofurantoin",1
"Bleomycin-Levofloxacin","Levofloxacin_Bleomycin",3
"Chlorhexidine-Levofloxacin","Levofloxacin_Chlorhexidine",2
"EGCG-Levofloxacin","Levofloxacin_EGCG",2
"Cerulenin-Levofloxacin","Levofloxacin_Cerulenin",3
"Levofloxacin-Nisin","Levofloxacin_Nisin",3
"Daptomycin-Levofloxacin","Levofloxacin_Daptomycin",2
"CCCP-Levofloxacin","Levofloxacin_CCCP",4
"Levofloxacin-Nonactin","Levofloxacin_Nonactin",1
"Levofloxacin-Puromycin","Levofloxacin_Puromycin",1
"Levofloxacin-Linezolid","Levofloxacin_Linezolid",1
"Levofloxacin-Minocycline","Levofloxacin_Minocycline",1
"Levofloxacin-Tigecycline","Levofloxacin_Tigecycline",3
"Levofloxacin-Tobramycin","Levofloxacin_Tobramycin",4
"Clarithromycin-Levofloxacin","Levofloxacin_Clarithromycin",1
"Caffeine-Levofloxacin","Levofloxacin_Caffeine",1
"Levofloxacin-Reserpine","Levofloxacin_Reserpine",3
"Levofloxacin-Theophylline","Levofloxacin_Theophylline",2
"Levofloxacin-Loperamide","Levofloxacin_Loperamide",3
"Levofloxacin-Meropenem","Levofloxacin_Meropenem",2
"Colistin-Levofloxacin","Levofloxacin_Colistin",1
"CHIR-90-Levofloxacin","Levofloxacin_CHIR-90",1
"Levofloxacin-Triclosan","Levofloxacin_Triclosan",3
"Gentamicin-Levofloxacin","Levofloxacin_Gentamicin",1
"Azithromycin-Levofloxacin","Levofloxacin_Azithromycin",1
"Curcumin-Levofloxacin","Levofloxacin_Curcumin",1
"Berberine-Levofloxacin","Levofloxacin_Berberine",1
"Levofloxacin-Metformin","Levofloxacin_Metformin",2
"Levofloxacin-Phenformin","Levofloxacin_Phenformin",3
"Levofloxacin-Streptozotocin","Levofloxacin_Streptozotocin",2
"Diclofenac-Levofloxacin","Levofloxacin_Diclofenac",4
"Acetylsalisylic acid-Levofloxacin","Levofloxacin_Acetylsalisylic acid",1
"Ciclopirox-Levofloxacin","Levofloxacin_Ciclopirox",3
"Levofloxacin-Moxifloxacin","Levofloxacin_Moxifloxacin",2
"Levofloxacin-Phleomycin","Levofloxacin_Phleomycin",2
"Piperacillin-Trimethoprim","Trimethoprim_Piperacillin",1
"Penicillin G-Trimethoprim","Trimethoprim_Penicillin G",2
"Imipenem-Trimethoprim","Trimethoprim_Imipenem",3
"Mecillinam-Trimethoprim","Trimethoprim_Mecillinam",3
"Aztreonam-Trimethoprim","Trimethoprim_Aztreonam",1
"Cephalexin-Trimethoprim","Trimethoprim_Cephalexin",1
"A22-Trimethoprim","Trimethoprim_A22",3
"Teicoplanin-Trimethoprim","Trimethoprim_Teicoplanin",4
"Metronidazole-Trimethoprim","Trimethoprim_Metronidazole",3
"Clofazimine-Trimethoprim","Trimethoprim_Clofazimine",3
"Doxorubicin-Trimethoprim","Trimethoprim_Doxorubicin",2
"Mitomycin C-Trimethoprim","Trimethoprim_Mitomycin C",1
"Rifampicin-Trimethoprim","Trimethoprim_Rifampicin",3
"Levofloxacin-Trimethoprim","Trimethoprim_Levofloxacin",1
"Sulfamonomethoxine-Trimethoprim","Trimethoprim_Sulfamonomethoxine",2
"Nitrofurantoin-Trimethoprim","Trimethoprim_Nitrofurantoin",2
"Bleomycin-Trimethoprim","Trimethoprim_Bleomycin",4
"Chlorhexidine-Trimethoprim","Trimethoprim_Chlorhexidine",4
"EGCG-Trimethoprim","Trimethoprim_EGCG",4
"Cerulenin-Trimethoprim","Trimethoprim_Cerulenin",3
"Nisin-Trimethoprim","Trimethoprim_Nisin",3
"Daptomycin-Trimethoprim","Trimethoprim_Daptomycin",2
"CCCP-Trimethoprim","Trimethoprim_CCCP",1
"Nonactin-Trimethoprim","Trimethoprim_Nonactin",2
"Paraquat-Trimethoprim","Trimethoprim_Paraquat",3
"Puromycin-Trimethoprim","Trimethoprim_Puromycin",1
"Linezolid-Trimethoprim","Trimethoprim_Linezolid",2
"Minocycline-Trimethoprim","Trimethoprim_Minocycline",1
"Tigecycline-Trimethoprim","Trimethoprim_Tigecycline",3
"Tobramycin-Trimethoprim","Trimethoprim_Tobramycin",1
"Clarithromycin-Trimethoprim","Trimethoprim_Clarithromycin",1
"Caffeine-Trimethoprim","Trimethoprim_Caffeine",2
"Trimethoprim-Vanillin","Trimethoprim_Vanillin",3
"Reserpine-Trimethoprim","Trimethoprim_Reserpine",2
"Procaine-Trimethoprim","Trimethoprim_Procaine",1
"Theophylline-Trimethoprim","Trimethoprim_Theophylline",2
"Loperamide-Trimethoprim","Trimethoprim_Loperamide",4
"Trimethoprim-Verapamil","Trimethoprim_Verapamil",2
"Meropenem-Trimethoprim","Trimethoprim_Meropenem",2
"Colistin-Trimethoprim","Trimethoprim_Colistin",3
"CHIR-90-Trimethoprim","Trimethoprim_CHIR-90",1
"Triclosan-Trimethoprim","Trimethoprim_Triclosan",3
"Gentamicin-Trimethoprim","Trimethoprim_Gentamicin",4
"Azithromycin-Trimethoprim","Trimethoprim_Azithromycin",1
"Curcumin-Trimethoprim","Trimethoprim_Curcumin",1
"Berberine-Trimethoprim","Trimethoprim_Berberine",1
"Metformin-Trimethoprim","Trimethoprim_Metformin",1
"Phenformin-Trimethoprim","Trimethoprim_Phenformin",2
"Streptozotocin-Trimethoprim","Trimethoprim_Streptozotocin",2
"Diclofenac-Trimethoprim","Trimethoprim_Diclofenac",1
"Acetylsalisylic acid-Trimethoprim","Trimethoprim_Acetylsalisylic acid",1
"Ciclopirox-Trimethoprim","Trimethoprim_Ciclopirox",1
"Moxifloxacin-Trimethoprim","Trimethoprim_Moxifloxacin",1
"Phleomycin-Trimethoprim","Trimethoprim_Phleomycin",3
"Piperacillin-Sulfamonomethoxine","Sulfamonomethoxine_Piperacillin",3
"Penicillin G-Sulfamonomethoxine","Sulfamonomethoxine_Penicillin G",4
"Imipenem-Sulfamonomethoxine","Sulfamonomethoxine_Imipenem",2
"Mecillinam-Sulfamonomethoxine","Sulfamonomethoxine_Mecillinam",2
"Aztreonam-Sulfamonomethoxine","Sulfamonomethoxine_Aztreonam",3
"Cephalexin-Sulfamonomethoxine","Sulfamonomethoxine_Cephalexin",4
"A22-Sulfamonomethoxine","Sulfamonomethoxine_A22",3
"Sulfamonomethoxine-Teicoplanin","Sulfamonomethoxine_Teicoplanin",2
"Metronidazole-Sulfamonomethoxine","Sulfamonomethoxine_Metronidazole",2
"Clofazimine-Sulfamonomethoxine","Sulfamonomethoxine_Clofazimine",3
"Doxorubicin-Sulfamonomethoxine","Sulfamonomethoxine_Doxorubicin",4
"Mitomycin C-Sulfamonomethoxine","Sulfamonomethoxine_Mitomycin C",2
"Rifampicin-Sulfamonomethoxine","Sulfamonomethoxine_Rifampicin",2
"Levofloxacin-Sulfamonomethoxine","Sulfamonomethoxine_Levofloxacin",3
"Nitrofurantoin-Sulfamonomethoxine","Sulfamonomethoxine_Nitrofurantoin",2
"Bleomycin-Sulfamonomethoxine","Sulfamonomethoxine_Bleomycin",2
"Chlorhexidine-Sulfamonomethoxine","Sulfamonomethoxine_Chlorhexidine",2
"EGCG-Sulfamonomethoxine","Sulfamonomethoxine_EGCG",3
"Cerulenin-Sulfamonomethoxine","Sulfamonomethoxine_Cerulenin",3
"Nisin-Sulfamonomethoxine","Sulfamonomethoxine_Nisin",3
"Daptomycin-Sulfamonomethoxine","Sulfamonomethoxine_Daptomycin",2
"CCCP-Sulfamonomethoxine","Sulfamonomethoxine_CCCP",1
"Nonactin-Sulfamonomethoxine","Sulfamonomethoxine_Nonactin",1
"Paraquat-Sulfamonomethoxine","Sulfamonomethoxine_Paraquat",2
"Puromycin-Sulfamonomethoxine","Sulfamonomethoxine_Puromycin",3
"Linezolid-Sulfamonomethoxine","Sulfamonomethoxine_Linezolid",4
"Minocycline-Sulfamonomethoxine","Sulfamonomethoxine_Minocycline",2
"Sulfamonomethoxine-Tigecycline","Sulfamonomethoxine_Tigecycline",4
"Sulfamonomethoxine-Tobramycin","Sulfamonomethoxine_Tobramycin",2
"Clarithromycin-Sulfamonomethoxine","Sulfamonomethoxine_Clarithromycin",3
"Caffeine-Sulfamonomethoxine","Sulfamonomethoxine_Caffeine",2
"Sulfamonomethoxine-Vanillin","Sulfamonomethoxine_Vanillin",3
"Reserpine-Sulfamonomethoxine","Sulfamonomethoxine_Reserpine",3
"Procaine-Sulfamonomethoxine","Sulfamonomethoxine_Procaine",1
"Sulfamonomethoxine-Theophylline","Sulfamonomethoxine_Theophylline",2
"Loperamide-Sulfamonomethoxine","Sulfamonomethoxine_Loperamide",2
"Sulfamonomethoxine-Verapamil","Sulfamonomethoxine_Verapamil",4
"Meropenem-Sulfamonomethoxine","Sulfamonomethoxine_Meropenem",2
"Colistin-Sulfamonomethoxine","Sulfamonomethoxine_Colistin",2
"CHIR-90-Sulfamonomethoxine","Sulfamonomethoxine_CHIR-90",1
"Sulfamonomethoxine-Triclosan","Sulfamonomethoxine_Triclosan",2
"Gentamicin-Sulfamonomethoxine","Sulfamonomethoxine_Gentamicin",2
"Azithromycin-Sulfamonomethoxine","Sulfamonomethoxine_Azithromycin",3
"Curcumin-Sulfamonomethoxine","Sulfamonomethoxine_Curcumin",2
"Berberine-Sulfamonomethoxine","Sulfamonomethoxine_Berberine",4
"Metformin-Sulfamonomethoxine","Sulfamonomethoxine_Metformin",3
"Phenformin-Sulfamonomethoxine","Sulfamonomethoxine_Phenformin",2
"Streptozotocin-Sulfamonomethoxine","Sulfamonomethoxine_Streptozotocin",2
"Diclofenac-Sulfamonomethoxine","Sulfamonomethoxine_Diclofenac",2
"Acetylsalisylic acid-Sulfamonomethoxine","Sulfamonomethoxine_Acetylsalisylic acid",2
"Ciclopirox-Sulfamonomethoxine","Sulfamonomethoxine_Ciclopirox",2
"Moxifloxacin-Sulfamonomethoxine","Sulfamonomethoxine_Moxifloxacin",3
"Phleomycin-Sulfamonomethoxine","Sulfamonomethoxine_Phleomycin",2
"Nitrofurantoin-Penicillin G","Nitrofurantoin_Penicillin G",3
"Imipenem-Nitrofurantoin","Nitrofurantoin_Imipenem",3
"Mecillinam-Nitrofurantoin","Nitrofurantoin_Mecillinam",1
"Aztreonam-Nitrofurantoin","Nitrofurantoin_Aztreonam",1
"Cephalexin-Nitrofurantoin","Nitrofurantoin_Cephalexin",3
"A22-Nitrofurantoin","Nitrofurantoin_A22",1
"Nitrofurantoin-Teicoplanin","Nitrofurantoin_Teicoplanin",2
"Metronidazole-Nitrofurantoin","Nitrofurantoin_Metronidazole",3
"Clofazimine-Nitrofurantoin","Nitrofurantoin_Clofazimine",1
"Doxorubicin-Nitrofurantoin","Nitrofurantoin_Doxorubicin",1
"Mitomycin C-Nitrofurantoin","Nitrofurantoin_Mitomycin C",3
"Nitrofurantoin-Rifampicin","Nitrofurantoin_Rifampicin",1
"Bleomycin-Nitrofurantoin","Nitrofurantoin_Bleomycin",2
"Chlorhexidine-Nitrofurantoin","Nitrofurantoin_Chlorhexidine",2
"EGCG-Nitrofurantoin","Nitrofurantoin_EGCG",1
"Cerulenin-Nitrofurantoin","Nitrofurantoin_Cerulenin",1
"Nisin-Nitrofurantoin","Nitrofurantoin_Nisin",2
"Daptomycin-Nitrofurantoin","Nitrofurantoin_Daptomycin",1
"CCCP-Nitrofurantoin","Nitrofurantoin_CCCP",3
"Nitrofurantoin-Nonactin","Nitrofurantoin_Nonactin",1
"Nitrofurantoin-Puromycin","Nitrofurantoin_Puromycin",1
"Linezolid-Nitrofurantoin","Nitrofurantoin_Linezolid",1
"Minocycline-Nitrofurantoin","Nitrofurantoin_Minocycline",1
"Nitrofurantoin-Tigecycline","Nitrofurantoin_Tigecycline",3
"Nitrofurantoin-Tobramycin","Nitrofurantoin_Tobramycin",2
"Clarithromycin-Nitrofurantoin","Nitrofurantoin_Clarithromycin",2
"Caffeine-Nitrofurantoin","Nitrofurantoin_Caffeine",2
"Nitrofurantoin-Reserpine","Nitrofurantoin_Reserpine",1
"Nitrofurantoin-Theophylline","Nitrofurantoin_Theophylline",2
"Loperamide-Nitrofurantoin","Nitrofurantoin_Loperamide",1
"Meropenem-Nitrofurantoin","Nitrofurantoin_Meropenem",2
"Colistin-Nitrofurantoin","Nitrofurantoin_Colistin",2
"CHIR-90-Nitrofurantoin","Nitrofurantoin_CHIR-90",1
"Nitrofurantoin-Triclosan","Nitrofurantoin_Triclosan",2
"Gentamicin-Nitrofurantoin","Nitrofurantoin_Gentamicin",2
"Azithromycin-Nitrofurantoin","Nitrofurantoin_Azithromycin",4
"Curcumin-Nitrofurantoin","Nitrofurantoin_Curcumin",4
"Berberine-Nitrofurantoin","Nitrofurantoin_Berberine",1
"Metformin-Nitrofurantoin","Nitrofurantoin_Metformin",1
"Nitrofurantoin-Phenformin","Nitrofurantoin_Phenformin",2
"Nitrofurantoin-Streptozotocin","Nitrofurantoin_Streptozotocin",2
"Diclofenac-Nitrofurantoin","Nitrofurantoin_Diclofenac",4
"Acetylsalisylic acid-Nitrofurantoin","Nitrofurantoin_Acetylsalisylic acid",2
"Ciclopirox-Nitrofurantoin","Nitrofurantoin_Ciclopirox",2
"Moxifloxacin-Nitrofurantoin","Nitrofurantoin_Moxifloxacin",1
"Nitrofurantoin-Phleomycin","Nitrofurantoin_Phleomycin",2
"Bleomycin-Doxorubicin","Bleomycin_Doxorubicin",3
"Bleomycin-Mitomycin C","Bleomycin_Mitomycin C",3
"Bleomycin-Cerulenin","Bleomycin_Cerulenin",1
"Bleomycin-Daptomycin","Bleomycin_Daptomycin",1
"Bleomycin-Linezolid","Bleomycin_Linezolid",1
"Bleomycin-Tigecycline","Bleomycin_Tigecycline",1
