drug_pair,Drug1,Drug2,clusters
Cefsulodin_Moxifloxacin,Cefsulodin,Moxifloxacin,5
Cefsulodin_Nisin,Cefsulodin,Nisin,9
Cefsulodin_Nitrofurantoin,Cefsulodin,Nitrofurantoin,5
Cefsulodin_Nonactin,Cefsulodin,Nonactin,10
Cefsulodin_Novobiocin,Cefsulodin,Novobiocin,13
Cefsulodin_Oxacillin,Cefsulodin,Oxacillin,9
Cefsulodin_Paraquat,Cefsulodin,Paraquat,3
Cefsulodin_Penicillin G,Cefsulodin,Penicillin G,13
Cefsulodin_Phenformin,Cefsulodin,Phenformin,6
Cefsulodin_Phleomycin,Cefsulodin,Phleomycin,3
Cefsulodin_Piperacillin,Cefsulodin,Piperacillin,13
Cefsulodin_Polymyxin B,Cefsulodin,Polymyxin B,12
Cefsulodin_Procaine,Cefsulodin,Procaine,1
Cefsulodin_Puromycin,Cefsulodin,Puromycin,4
Cefsulodin_Reserpine,Cefsulodin,Reserpine,10
Cefsulodin_Rifampicin,Cefsulodin,Rifampicin,3
Cefsulodin_Spectinomycin,Cefsulodin,Spectinomycin,10
Cefsulodin_Spiramycin,Cefsulodin,Spiramycin,9
Cefsulodin_Streptozotocin,Cefsulodin,Streptozotocin,3
Cefsulodin_Sulfamonomethoxine,Cefsulodin,Sulfamonomethoxine,3
Cefsulodin_Teicoplanin,Cefsulodin,Teicoplanin,11
Cefsulodin_Theophylline,Cefsulodin,Theophylline,10
Cefsulodin_Tigecycline,Cefsulodin,Tigecycline,12
Cefsulodin_Tobramycin,Cefsulodin,Tobramycin,7
Cefsulodin_Triclosan,Cefsulodin,Triclosan,3
Cefsulodin_Trimethoprim,Cefsulodin,Trimethoprim,3
Cefsulodin_Vanillin,Cefsulodin,Vanillin,8
Cefsulodin_Verapamil,Cefsulodin,Verapamil,2
Cephalexin_Cerulenin,Cephalexin,Cerulenin,6
Cephalexin_CHIR-90,Cephalexin,CHIR-90,3
Cephalexin_Chloramphenicol,Cephalexin,Chloramphenicol,7
Cephalexin_Chlorhexidine,Cephalexin,Chlorhexidine,3
Cephalexin_Ciclopirox,Cephalexin,Ciclopirox,3
Cephalexin_Ciprofloxacin,Cephalexin,Ciprofloxacin,10
Cephalexin_Clarithromycin,Cephalexin,Clarithromycin,3
Cephalexin_Clindamycin,Cephalexin,Clindamycin,1
Cephalexin_Clofazimine,Cephalexin,Clofazimine,9
Cephalexin_Colistin,Cephalexin,Colistin,5
Cephalexin_Curcumin,Cephalexin,Curcumin,6
Cephalexin_Cycloserine D,Cephalexin,Cycloserine D,9
Cephalexin_Daptomycin,Cephalexin,Daptomycin,1
Cephalexin_Diclofenac,Cephalexin,Diclofenac,7
Cephalexin_Doxorubicin,Cephalexin,Doxorubicin,1
Cephalexin_Doxycycline,Cephalexin,Doxycycline,7
Cephalexin_EGCG,Cephalexin,EGCG,4
Cephalexin_Erythromycin,Cephalexin,Erythromycin,7
Cephalexin_Fosfomycin,Cephalexin,Fosfomycin,7
Cephalexin_Fusidic acid,Cephalexin,Fusidic acid,8
Cephalexin_Gentamicin,Cephalexin,Gentamicin,5
Cephalexin_Imipenem,Cephalexin,Imipenem,6
Cephalexin_Levofloxacin,Cephalexin,Levofloxacin,6
Cephalexin_Linezolid,Cephalexin,Linezolid,9
Cephalexin_Loperamide,Cephalexin,Loperamide,8
Cephalexin_Mecillinam,Cephalexin,Mecillinam,8
Cephalexin_Meropenem,Cephalexin,Meropenem,5
Cephalexin_Metformin,Cephalexin,Metformin,1
Cephalexin_Metronidazole,Cephalexin,Metronidazole,8
Cephalexin_Minocycline,Cephalexin,Minocycline,8
Cephalexin_Mitomycin C,Cephalexin,Mitomycin C,3
Cephalexin_Moxifloxacin,Cephalexin,Moxifloxacin,4
Cephalexin_Nisin,Cephalexin,Nisin,4
Cephalexin_Nitrofurantoin,Cephalexin,Nitrofurantoin,8
Cephalexin_Nonactin,Cephalexin,Nonactin,1
Cephalexin_Novobiocin,Cephalexin,Novobiocin,3
Cephalexin_Oxacillin,Cephalexin,Oxacillin,11
Cephalexin_Paraquat,Cephalexin,Paraquat,5
Cephalexin_Penicillin G,Cephalexin,Penicillin G,7
Cephalexin_Phenformin,Cephalexin,Phenformin,3
Cephalexin_Phleomycin,Cephalexin,Phleomycin,4
Cephalexin_Piperacillin,Cephalexin,Piperacillin,7
Cephalexin_Polymyxin B,Cephalexin,Polymyxin B,4
Cephalexin_Procaine,Cephalexin,Procaine,10
Cephalexin_Puromycin,Cephalexin,Puromycin,4
Cephalexin_Reserpine,Cephalexin,Reserpine,1
Cephalexin_Rifampicin,Cephalexin,Rifampicin,7
Cephalexin_Spectinomycin,Cephalexin,Spectinomycin,3
Cephalexin_Spiramycin,Cephalexin,Spiramycin,12
Cephalexin_Streptozotocin,Cephalexin,Streptozotocin,12
Cephalexin_Sulfamonomethoxine,Cephalexin,Sulfamonomethoxine,10
Cephalexin_Teicoplanin,Cephalexin,Teicoplanin,3
Cephalexin_Theophylline,Cephalexin,Theophylline,2
Cephalexin_Tigecycline,Cephalexin,Tigecycline,2
Cephalexin_Tobramycin,Cephalexin,Tobramycin,4
Cephalexin_Triclosan,Cephalexin,Triclosan,3
Cephalexin_Trimethoprim,Cephalexin,Trimethoprim,9
Cephalexin_Vanillin,Cephalexin,Vanillin,8
Cephalexin_Verapamil,Cephalexin,Verapamil,2
Cerulenin_CHIR-90,Cerulenin,CHIR-90,2
Cerulenin_Chloramphenicol,Cerulenin,Chloramphenicol,2
Cerulenin_Chlorhexidine,Cerulenin,Chlorhexidine,13
Cerulenin_Ciclopirox,Cerulenin,Ciclopirox,7
Cerulenin_Ciprofloxacin,Cerulenin,Ciprofloxacin,6
Cerulenin_Clarithromycin,Cerulenin,Clarithromycin,1
Cerulenin_Clindamycin,Cerulenin,Clindamycin,2
Cerulenin_Clofazimine,Cerulenin,Clofazimine,9
Cerulenin_Colistin,Cerulenin,Colistin,13
Cerulenin_Curcumin,Cerulenin,Curcumin,6
Cerulenin_Cycloserine D,Cerulenin,Cycloserine D,7
Cerulenin_Daptomycin,Cerulenin,Daptomycin,8
Cerulenin_Diclofenac,Cerulenin,Diclofenac,2
Cerulenin_Doxorubicin,Cerulenin,Doxorubicin,2
Cerulenin_Doxycycline,Cerulenin,Doxycycline,2
Cerulenin_EGCG,Cerulenin,EGCG,6
Cerulenin_Erythromycin,Cerulenin,Erythromycin,6
Cerulenin_Fosfomycin,Cerulenin,Fosfomycin,1
Cerulenin_Fusidic acid,Cerulenin,Fusidic acid,2
Cerulenin_Gentamicin,Cerulenin,Gentamicin,10
Cerulenin_Imipenem,Cerulenin,Imipenem,3
Cerulenin_Levofloxacin,Cerulenin,Levofloxacin,8
Cerulenin_Linezolid,Cerulenin,Linezolid,1
Cerulenin_Loperamide,Cerulenin,Loperamide,2
Cerulenin_Mecillinam,Cerulenin,Mecillinam,5
Cerulenin_Meropenem,Cerulenin,Meropenem,13
Cerulenin_Metformin,Cerulenin,Metformin,3
Cerulenin_Metronidazole,Cerulenin,Metronidazole,11
Cerulenin_Minocycline,Cerulenin,Minocycline,1
Cerulenin_Mitomycin C,Cerulenin,Mitomycin C,6
Cerulenin_Moxifloxacin,Cerulenin,Moxifloxacin,12
Cerulenin_Nisin,Cerulenin,Nisin,8
Cerulenin_Nitrofurantoin,Cerulenin,Nitrofurantoin,6
Cerulenin_Nonactin,Cerulenin,Nonactin,2
Cerulenin_Novobiocin,Cerulenin,Novobiocin,2
Cerulenin_Oxacillin,Cerulenin,Oxacillin,6
Cerulenin_Paraquat,Cerulenin,Paraquat,3
Cerulenin_Penicillin G,Cerulenin,Penicillin G,1
Cerulenin_Phenformin,Cerulenin,Phenformin,11
Cerulenin_Phleomycin,Cerulenin,Phleomycin,10
Cerulenin_Piperacillin,Cerulenin,Piperacillin,1
Cerulenin_Polymyxin B,Cerulenin,Polymyxin B,10
Cerulenin_Procaine,Cerulenin,Procaine,3
Cerulenin_Puromycin,Cerulenin,Puromycin,2
Cerulenin_Reserpine,Cerulenin,Reserpine,6
Cerulenin_Rifampicin,Cerulenin,Rifampicin,3
Cerulenin_Spectinomycin,Cerulenin,Spectinomycin,2
Cerulenin_Spiramycin,Cerulenin,Spiramycin,2
Cerulenin_Streptozotocin,Cerulenin,Streptozotocin,7
Cerulenin_Sulfamonomethoxine,Cerulenin,Sulfamonomethoxine,4
Cerulenin_Teicoplanin,Cerulenin,Teicoplanin,8
Cerulenin_Theophylline,Cerulenin,Theophylline,1
Cerulenin_Tigecycline,Cerulenin,Tigecycline,8
Cerulenin_Tobramycin,Cerulenin,Tobramycin,4
Cerulenin_Triclosan,Cerulenin,Triclosan,7
Cerulenin_Trimethoprim,Cerulenin,Trimethoprim,4
Cerulenin_Vanillin,Cerulenin,Vanillin,11
Cerulenin_Verapamil,Cerulenin,Verapamil,4
CHIR-90_Chloramphenicol,CHIR-90,Chloramphenicol,3
CHIR-90_Chlorhexidine,CHIR-90,Chlorhexidine,13
CHIR-90_Ciprofloxacin,CHIR-90,Ciprofloxacin,12
CHIR-90_Clarithromycin,CHIR-90,Clarithromycin,13
CHIR-90_Clindamycin,CHIR-90,Clindamycin,13
CHIR-90_Clofazimine,CHIR-90,Clofazimine,12
CHIR-90_Cycloserine D,CHIR-90,Cycloserine D,12
CHIR-90_Daptomycin,CHIR-90,Daptomycin,7
CHIR-90_Doxorubicin,CHIR-90,Doxorubicin,3
CHIR-90_Doxycycline,CHIR-90,Doxycycline,13
CHIR-90_EGCG,CHIR-90,EGCG,6
CHIR-90_Erythromycin,CHIR-90,Erythromycin,13
CHIR-90_Fosfomycin,CHIR-90,Fosfomycin,7
CHIR-90_Fusidic acid,CHIR-90,Fusidic acid,13
CHIR-90_Imipenem,CHIR-90,Imipenem,4
CHIR-90_Levofloxacin,CHIR-90,Levofloxacin,12
CHIR-90_Linezolid,CHIR-90,Linezolid,3
CHIR-90_Loperamide,CHIR-90,Loperamide,2
CHIR-90_Mecillinam,CHIR-90,Mecillinam,1
CHIR-90_Metronidazole,CHIR-90,Metronidazole,3
CHIR-90_Minocycline,CHIR-90,Minocycline,13
CHIR-90_Mitomycin C,CHIR-90,Mitomycin C,3
CHIR-90_Nisin,CHIR-90,Nisin,2
CHIR-90_Nitrofurantoin,CHIR-90,Nitrofurantoin,2
CHIR-90_Nonactin,CHIR-90,Nonactin,10
CHIR-90_Novobiocin,CHIR-90,Novobiocin,8
CHIR-90_Oxacillin,CHIR-90,Oxacillin,13
CHIR-90_Paraquat,CHIR-90,Paraquat,2
CHIR-90_Penicillin G,CHIR-90,Penicillin G,13
CHIR-90_Piperacillin,CHIR-90,Piperacillin,13
CHIR-90_Polymyxin B,CHIR-90,Polymyxin B,2
CHIR-90_Procaine,CHIR-90,Procaine,12
CHIR-90_Puromycin,CHIR-90,Puromycin,3
CHIR-90_Reserpine,CHIR-90,Reserpine,3
CHIR-90_Rifampicin,CHIR-90,Rifampicin,13
CHIR-90_Spectinomycin,CHIR-90,Spectinomycin,2
CHIR-90_Spiramycin,CHIR-90,Spiramycin,13
CHIR-90_Sulfamonomethoxine,CHIR-90,Sulfamonomethoxine,9
CHIR-90_Teicoplanin,CHIR-90,Teicoplanin,3
CHIR-90_Theophylline,CHIR-90,Theophylline,10
CHIR-90_Tigecycline,CHIR-90,Tigecycline,2
CHIR-90_Tobramycin,CHIR-90,Tobramycin,3
CHIR-90_Trimethoprim,CHIR-90,Trimethoprim,12
CHIR-90_Vanillin,CHIR-90,Vanillin,2
CHIR-90_Verapamil,CHIR-90,Verapamil,13
Chloramphenicol_Chlorhexidine,Chloramphenicol,Chlorhexidine,7
Chloramphenicol_Ciclopirox,Chloramphenicol,Ciclopirox,5
Chloramphenicol_Ciprofloxacin,Chloramphenicol,Ciprofloxacin,2
Chloramphenicol_Clarithromycin,Chloramphenicol,Clarithromycin,4
Chloramphenicol_Clindamycin,Chloramphenicol,Clindamycin,2
Chloramphenicol_Clofazimine,Chloramphenicol,Clofazimine,8
Chloramphenicol_Colistin,Chloramphenicol,Colistin,2
Chloramphenicol_Curcumin,Chloramphenicol,Curcumin,2
Chloramphenicol_Cycloserine D,Chloramphenicol,Cycloserine D,12
Chloramphenicol_Daptomycin,Chloramphenicol,Daptomycin,6
Chloramphenicol_Diclofenac,Chloramphenicol,Diclofenac,11
Chloramphenicol_Doxorubicin,Chloramphenicol,Doxorubicin,6
Chloramphenicol_Doxycycline,Chloramphenicol,Doxycycline,8
Chloramphenicol_EGCG,Chloramphenicol,EGCG,4
Chloramphenicol_Erythromycin,Chloramphenicol,Erythromycin,4
Chloramphenicol_Fosfomycin,Chloramphenicol,Fosfomycin,12
Chloramphenicol_Fusidic acid,Chloramphenicol,Fusidic acid,13
Chloramphenicol_Gentamicin,Chloramphenicol,Gentamicin,9
Chloramphenicol_Imipenem,Chloramphenicol,Imipenem,6
Chloramphenicol_Levofloxacin,Chloramphenicol,Levofloxacin,2
Chloramphenicol_Linezolid,Chloramphenicol,Linezolid,10
Chloramphenicol_Loperamide,Chloramphenicol,Loperamide,8
Chloramphenicol_Mecillinam,Chloramphenicol,Mecillinam,2
Chloramphenicol_Meropenem,Chloramphenicol,Meropenem,2
Chloramphenicol_Metformin,Chloramphenicol,Metformin,2
Chloramphenicol_Metronidazole,Chloramphenicol,Metronidazole,8
Chloramphenicol_Minocycline,Chloramphenicol,Minocycline,4
Chloramphenicol_Mitomycin C,Chloramphenicol,Mitomycin C,2
Chloramphenicol_Moxifloxacin,Chloramphenicol,Moxifloxacin,2
Chloramphenicol_Nisin,Chloramphenicol,Nisin,5
Chloramphenicol_Nitrofurantoin,Chloramphenicol,Nitrofurantoin,9
Chloramphenicol_Nonactin,Chloramphenicol,Nonactin,10
Chloramphenicol_Novobiocin,Chloramphenicol,Novobiocin,12
Chloramphenicol_Oxacillin,Chloramphenicol,Oxacillin,2
Chloramphenicol_Paraquat,Chloramphenicol,Paraquat,1
Chloramphenicol_Penicillin G,Chloramphenicol,Penicillin G,4
Chloramphenicol_Phenformin,Chloramphenicol,Phenformin,11
Chloramphenicol_Phleomycin,Chloramphenicol,Phleomycin,2
Chloramphenicol_Piperacillin,Chloramphenicol,Piperacillin,4
Chloramphenicol_Polymyxin B,Chloramphenicol,Polymyxin B,4
Chloramphenicol_Procaine,Chloramphenicol,Procaine,13
Chloramphenicol_Puromycin,Chloramphenicol,Puromycin,9
Chloramphenicol_Reserpine,Chloramphenicol,Reserpine,9
Chloramphenicol_Rifampicin,Chloramphenicol,Rifampicin,3
Chloramphenicol_Spectinomycin,Chloramphenicol,Spectinomycin,9
Chloramphenicol_Spiramycin,Chloramphenicol,Spiramycin,2
Chloramphenicol_Streptozotocin,Chloramphenicol,Streptozotocin,4
Chloramphenicol_Sulfamonomethoxine,Chloramphenicol,Sulfamonomethoxine,4
Chloramphenicol_Teicoplanin,Chloramphenicol,Teicoplanin,8
Chloramphenicol_Theophylline,Chloramphenicol,Theophylline,8
Chloramphenicol_Tigecycline,Chloramphenicol,Tigecycline,8
Chloramphenicol_Tobramycin,Chloramphenicol,Tobramycin,2
Chloramphenicol_Triclosan,Chloramphenicol,Triclosan,4
Chloramphenicol_Trimethoprim,Chloramphenicol,Trimethoprim,2
Chloramphenicol_Vanillin,Chloramphenicol,Vanillin,2
Chloramphenicol_Verapamil,Chloramphenicol,Verapamil,4
Chlorhexidine_Ciclopirox,Chlorhexidine,Ciclopirox,3
Chlorhexidine_Ciprofloxacin,Chlorhexidine,Ciprofloxacin,1
Chlorhexidine_Clarithromycin,Chlorhexidine,Clarithromycin,13
Chlorhexidine_Clindamycin,Chlorhexidine,Clindamycin,3
Chlorhexidine_Clofazimine,Chlorhexidine,Clofazimine,4
Chlorhexidine_Colistin,Chlorhexidine,Colistin,3
Chlorhexidine_Curcumin,Chlorhexidine,Curcumin,2
Chlorhexidine_Cycloserine D,Chlorhexidine,Cycloserine D,2
Chlorhexidine_Daptomycin,Chlorhexidine,Daptomycin,4
Chlorhexidine_Diclofenac,Chlorhexidine,Diclofenac,10
Chlorhexidine_Doxorubicin,Chlorhexidine,Doxorubicin,4
Chlorhexidine_Doxycycline,Chlorhexidine,Doxycycline,13
Chlorhexidine_EGCG,Chlorhexidine,EGCG,8
Chlorhexidine_Erythromycin,Chlorhexidine,Erythromycin,13
Chlorhexidine_Fosfomycin,Chlorhexidine,Fosfomycin,5
Chlorhexidine_Fusidic acid,Chlorhexidine,Fusidic acid,13
Chlorhexidine_Gentamicin,Chlorhexidine,Gentamicin,2
Chlorhexidine_Imipenem,Chlorhexidine,Imipenem,9
Chlorhexidine_Levofloxacin,Chlorhexidine,Levofloxacin,7
Chlorhexidine_Linezolid,Chlorhexidine,Linezolid,8
Chlorhexidine_Loperamide,Chlorhexidine,Loperamide,13
Chlorhexidine_Mecillinam,Chlorhexidine,Mecillinam,2
Chlorhexidine_Meropenem,Chlorhexidine,Meropenem,4
Chlorhexidine_Metformin,Chlorhexidine,Metformin,9
Chlorhexidine_Metronidazole,Chlorhexidine,Metronidazole,4
Chlorhexidine_Minocycline,Chlorhexidine,Minocycline,13
Chlorhexidine_Mitomycin C,Chlorhexidine,Mitomycin C,3
Chlorhexidine_Moxifloxacin,Chlorhexidine,Moxifloxacin,13
Chlorhexidine_Nisin,Chlorhexidine,Nisin,4
Chlorhexidine_Nitrofurantoin,Chlorhexidine,Nitrofurantoin,3
Chlorhexidine_Nonactin,Chlorhexidine,Nonactin,2
Chlorhexidine_Novobiocin,Chlorhexidine,Novobiocin,13
Chlorhexidine_Oxacillin,Chlorhexidine,Oxacillin,4
Chlorhexidine_Paraquat,Chlorhexidine,Paraquat,5
Chlorhexidine_Penicillin G,Chlorhexidine,Penicillin G,8
Chlorhexidine_Phenformin,Chlorhexidine,Phenformin,3
Chlorhexidine_Phleomycin,Chlorhexidine,Phleomycin,2
Chlorhexidine_Piperacillin,Chlorhexidine,Piperacillin,2
Chlorhexidine_Polymyxin B,Chlorhexidine,Polymyxin B,5
Chlorhexidine_Procaine,Chlorhexidine,Procaine,8
Chlorhexidine_Puromycin,Chlorhexidine,Puromycin,5
Chlorhexidine_Reserpine,Chlorhexidine,Reserpine,4
Chlorhexidine_Rifampicin,Chlorhexidine,Rifampicin,13
Chlorhexidine_Spectinomycin,Chlorhexidine,Spectinomycin,2
Chlorhexidine_Spiramycin,Chlorhexidine,Spiramycin,11
Chlorhexidine_Streptozotocin,Chlorhexidine,Streptozotocin,8
Chlorhexidine_Sulfamonomethoxine,Chlorhexidine,Sulfamonomethoxine,5
Chlorhexidine_Teicoplanin,Chlorhexidine,Teicoplanin,3
Chlorhexidine_Theophylline,Chlorhexidine,Theophylline,4
Chlorhexidine_Tigecycline,Chlorhexidine,Tigecycline,4
Chlorhexidine_Tobramycin,Chlorhexidine,Tobramycin,2
Chlorhexidine_Triclosan,Chlorhexidine,Triclosan,3
Chlorhexidine_Trimethoprim,Chlorhexidine,Trimethoprim,12
Chlorhexidine_Vanillin,Chlorhexidine,Vanillin,4
Chlorhexidine_Verapamil,Chlorhexidine,Verapamil,13
Ciclopirox_Ciprofloxacin,Ciclopirox,Ciprofloxacin,2
Ciclopirox_Clarithromycin,Ciclopirox,Clarithromycin,5
Ciclopirox_Clindamycin,Ciclopirox,Clindamycin,5
Ciclopirox_Clofazimine,Ciclopirox,Clofazimine,3
Ciclopirox_Cycloserine D,Ciclopirox,Cycloserine D,10
Ciclopirox_Daptomycin,Ciclopirox,Daptomycin,3
Ciclopirox_Doxorubicin,Ciclopirox,Doxorubicin,3
Ciclopirox_Doxycycline,Ciclopirox,Doxycycline,1
Ciclopirox_EGCG,Ciclopirox,EGCG,13
Ciclopirox_Erythromycin,Ciclopirox,Erythromycin,5
Ciclopirox_Fosfomycin,Ciclopirox,Fosfomycin,1
Ciclopirox_Fusidic acid,Ciclopirox,Fusidic acid,7
Ciclopirox_Imipenem,Ciclopirox,Imipenem,5
Ciclopirox_Levofloxacin,Ciclopirox,Levofloxacin,8
Ciclopirox_Linezolid,Ciclopirox,Linezolid,3
Ciclopirox_Loperamide,Ciclopirox,Loperamide,3
Ciclopirox_Mecillinam,Ciclopirox,Mecillinam,2
Ciclopirox_Metronidazole,Ciclopirox,Metronidazole,3
Ciclopirox_Minocycline,Ciclopirox,Minocycline,5
Ciclopirox_Mitomycin C,Ciclopirox,Mitomycin C,8
Ciclopirox_Nisin,Ciclopirox,Nisin,3
Ciclopirox_Nitrofurantoin,Ciclopirox,Nitrofurantoin,11
Ciclopirox_Nonactin,Ciclopirox,Nonactin,3
Ciclopirox_Novobiocin,Ciclopirox,Novobiocin,2
Ciclopirox_Oxacillin,Ciclopirox,Oxacillin,10
Ciclopirox_Paraquat,Ciclopirox,Paraquat,9
Ciclopirox_Penicillin G,Ciclopirox,Penicillin G,3
Ciclopirox_Piperacillin,Ciclopirox,Piperacillin,3
Ciclopirox_Polymyxin B,Ciclopirox,Polymyxin B,6
Ciclopirox_Procaine,Ciclopirox,Procaine,3
Ciclopirox_Puromycin,Ciclopirox,Puromycin,8
Ciclopirox_Reserpine,Ciclopirox,Reserpine,3
Ciclopirox_Rifampicin,Ciclopirox,Rifampicin,5
Ciclopirox_Spectinomycin,Ciclopirox,Spectinomycin,9
Ciclopirox_Spiramycin,Ciclopirox,Spiramycin,4
Ciclopirox_Sulfamonomethoxine,Ciclopirox,Sulfamonomethoxine,3
Ciclopirox_Teicoplanin,Ciclopirox,Teicoplanin,3
Ciclopirox_Theophylline,Ciclopirox,Theophylline,4
Ciclopirox_Tigecycline,Ciclopirox,Tigecycline,4
Ciclopirox_Tobramycin,Ciclopirox,Tobramycin,4
Ciclopirox_Trimethoprim,Ciclopirox,Trimethoprim,1
Ciclopirox_Vanillin,Ciclopirox,Vanillin,3
Ciclopirox_Verapamil,Ciclopirox,Verapamil,3
Ciprofloxacin_Clarithromycin,Ciprofloxacin,Clarithromycin,2
Ciprofloxacin_Clindamycin,Ciprofloxacin,Clindamycin,2
Ciprofloxacin_Clofazimine,Ciprofloxacin,Clofazimine,9
Ciprofloxacin_Colistin,Ciprofloxacin,Colistin,2
Ciprofloxacin_Curcumin,Ciprofloxacin,Curcumin,2
Ciprofloxacin_Cycloserine D,Ciprofloxacin,Cycloserine D,1
Ciprofloxacin_Daptomycin,Ciprofloxacin,Daptomycin,2
Ciprofloxacin_Diclofenac,Ciprofloxacin,Diclofenac,12
Ciprofloxacin_Doxorubicin,Ciprofloxacin,Doxorubicin,10
Ciprofloxacin_Doxycycline,Ciprofloxacin,Doxycycline,2
Ciprofloxacin_EGCG,Ciprofloxacin,EGCG,2
Ciprofloxacin_Erythromycin,Ciprofloxacin,Erythromycin,2
Ciprofloxacin_Fosfomycin,Ciprofloxacin,Fosfomycin,12
Ciprofloxacin_Fusidic acid,Ciprofloxacin,Fusidic acid,2
Ciprofloxacin_Gentamicin,Ciprofloxacin,Gentamicin,8
Ciprofloxacin_Imipenem,Ciprofloxacin,Imipenem,2
Ciprofloxacin_Levofloxacin,Ciprofloxacin,Levofloxacin,3
Ciprofloxacin_Linezolid,Ciprofloxacin,Linezolid,9
Ciprofloxacin_Loperamide,Ciprofloxacin,Loperamide,2
Ciprofloxacin_Mecillinam,Ciprofloxacin,Mecillinam,8
Ciprofloxacin_Meropenem,Ciprofloxacin,Meropenem,4
Ciprofloxacin_Metformin,Ciprofloxacin,Metformin,12
Ciprofloxacin_Metronidazole,Ciprofloxacin,Metronidazole,4
Ciprofloxacin_Minocycline,Ciprofloxacin,Minocycline,2
Ciprofloxacin_Mitomycin C,Ciprofloxacin,Mitomycin C,4
Ciprofloxacin_Moxifloxacin,Ciprofloxacin,Moxifloxacin,13
Ciprofloxacin_Nisin,Ciprofloxacin,Nisin,4
Ciprofloxacin_Nitrofurantoin,Ciprofloxacin,Nitrofurantoin,9
Ciprofloxacin_Nonactin,Ciprofloxacin,Nonactin,6
Ciprofloxacin_Novobiocin,Ciprofloxacin,Novobiocin,4
Ciprofloxacin_Oxacillin,Ciprofloxacin,Oxacillin,3
Ciprofloxacin_Paraquat,Ciprofloxacin,Paraquat,2
Ciprofloxacin_Penicillin G,Ciprofloxacin,Penicillin G,2
Ciprofloxacin_Phenformin,Ciprofloxacin,Phenformin,10
Ciprofloxacin_Phleomycin,Ciprofloxacin,Phleomycin,8
Ciprofloxacin_Piperacillin,Ciprofloxacin,Piperacillin,4
Ciprofloxacin_Polymyxin B,Ciprofloxacin,Polymyxin B,8
Ciprofloxacin_Procaine,Ciprofloxacin,Procaine,2
Ciprofloxacin_Puromycin,Ciprofloxacin,Puromycin,2
Ciprofloxacin_Reserpine,Ciprofloxacin,Reserpine,6
Ciprofloxacin_Rifampicin,Ciprofloxacin,Rifampicin,2
Ciprofloxacin_Spectinomycin,Ciprofloxacin,Spectinomycin,2
Ciprofloxacin_Spiramycin,Ciprofloxacin,Spiramycin,2
Ciprofloxacin_Streptozotocin,Ciprofloxacin,Streptozotocin,13
Ciprofloxacin_Sulfamonomethoxine,Ciprofloxacin,Sulfamonomethoxine,9
Ciprofloxacin_Teicoplanin,Ciprofloxacin,Teicoplanin,10
Ciprofloxacin_Theophylline,Ciprofloxacin,Theophylline,5
Ciprofloxacin_Tigecycline,Ciprofloxacin,Tigecycline,4
Ciprofloxacin_Tobramycin,Ciprofloxacin,Tobramycin,4
Ciprofloxacin_Triclosan,Ciprofloxacin,Triclosan,4
Ciprofloxacin_Trimethoprim,Ciprofloxacin,Trimethoprim,11
Ciprofloxacin_Vanillin,Ciprofloxacin,Vanillin,2
Ciprofloxacin_Verapamil,Ciprofloxacin,Verapamil,11
Clarithromycin_Clindamycin,Clarithromycin,Clindamycin,1
Clarithromycin_Clofazimine,Clarithromycin,Clofazimine,1
Clarithromycin_Colistin,Clarithromycin,Colistin,13
Clarithromycin_Curcumin,Clarithromycin,Curcumin,10
Clarithromycin_Cycloserine D,Clarithromycin,Cycloserine D,11
Clarithromycin_Daptomycin,Clarithromycin,Daptomycin,7
Clarithromycin_Diclofenac,Clarithromycin,Diclofenac,3
Clarithromycin_Doxorubicin,Clarithromycin,Doxorubicin,3
Clarithromycin_Doxycycline,Clarithromycin,Doxycycline,13
Clarithromycin_EGCG,Clarithromycin,EGCG,3
Clarithromycin_Erythromycin,Clarithromycin,Erythromycin,9
Clarithromycin_Fosfomycin,Clarithromycin,Fosfomycin,1
Clarithromycin_Fusidic acid,Clarithromycin,Fusidic acid,13
Clarithromycin_Gentamicin,Clarithromycin,Gentamicin,2
Clarithromycin_Imipenem,Clarithromycin,Imipenem,12
Clarithromycin_Levofloxacin,Clarithromycin,Levofloxacin,1
Clarithromycin_Linezolid,Clarithromycin,Linezolid,4
Clarithromycin_Loperamide,Clarithromycin,Loperamide,6
Clarithromycin_Mecillinam,Clarithromycin,Mecillinam,12
Clarithromycin_Meropenem,Clarithromycin,Meropenem,12
Clarithromycin_Metformin,Clarithromycin,Metformin,12
Clarithromycin_Metronidazole,Clarithromycin,Metronidazole,3
Clarithromycin_Minocycline,Clarithromycin,Minocycline,8
Clarithromycin_Mitomycin C,Clarithromycin,Mitomycin C,2
Clarithromycin_Moxifloxacin,Clarithromycin,Moxifloxacin,8
Clarithromycin_Nisin,Clarithromycin,Nisin,4
Clarithromycin_Nitrofurantoin,Clarithromycin,Nitrofurantoin,13
Clarithromycin_Nonactin,Clarithromycin,Nonactin,5
Clarithromycin_Novobiocin,Clarithromycin,Novobiocin,2
Clarithromycin_Oxacillin,Clarithromycin,Oxacillin,8
Clarithromycin_Paraquat,Clarithromycin,Paraquat,1
Clarithromycin_Penicillin G,Clarithromycin,Penicillin G,4
Clarithromycin_Phenformin,Clarithromycin,Phenformin,3
Clarithromycin_Phleomycin,Clarithromycin,Phleomycin,2
Clarithromycin_Piperacillin,Clarithromycin,Piperacillin,1
