#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="BirthDeath.t:concatenate" spec="beast.evolution.speciation.BirthDeathGernhard08Model">
#            <parameter id="BDDeathRate.t:concatenate" lower="0.0" name="relativeDeathRate" spec="beast.core.parameter.RealParameter" upper="1.0">0.5</parameter>
#            <parameter id="BDBirthRate.t:concatenate" lower="0.0" name="birthDiffRate" spec="beast.core.parameter.RealParameter" upper="10000.0">1.0</parameter>
#            <tree id="Tree.t:concatenate" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.concatenate" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="BirthRatePrior.t:concatenate" name="distribution" x="@BDBirthRate.t:concatenate">
#            <Uniform id="Uniform.3" name="distr" upper="1000.0"/>
#        </prior>
#        <prior id="DeathRatePrior.t:concatenate" name="distribution" x="@BDDeathRate.t:concatenate">
#            <Uniform id="Uniform.4" name="distr"/>
#        </prior>
#        <prior id="UCMeanRatePrior.c:concatenate" name="distribution">
#            <parameter id="ucedMean.c:concatenate" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Uniform id="Uniform.9" name="distr" upper="Infinity"/>
#        </prior>
#        <distribution id="All.prior" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:concatenate">
#            <taxonset id="All" spec="beast.evolution.alignment.TaxonSet">
#                <taxon id="bce" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="cdf" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="ebw" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="ecr" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="pae" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="pau" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="rrc" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="sau" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="seo" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="stm" spec="beast.evolution.alignment.Taxon"/>
#            </taxonset>
#            <Uniform id="Uniform.5" lower="2801.0" name="distr" offset="3634.0" upper="Infinity"/>
#        </distribution>
#        <distribution id="ES.prior" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:concatenate">
#            <taxonset id="ES" spec="beast.evolution.alignment.TaxonSet">
#                <taxon idref="ebw"/>
#                <taxon idref="ecr"/>
#                <taxon idref="seo"/>
#                <taxon idref="stm"/>
#            </taxonset>
#            <Uniform id="Uniform.6" lower="57.0" name="distr" offset="176.0" upper="Infinity"/>
#        </distribution>
#        <distribution id="Firmicute.prior" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:concatenate">
#            <taxonset id="Firmicute" spec="beast.evolution.alignment.TaxonSet">
#                <taxon idref="bce"/>
#                <taxon idref="cdf"/>
#                <taxon idref="sau"/>
#            </taxonset>
#            <Uniform id="Uniform.7" lower="2587.0" name="distr" offset="3352.0" upper="Infinity"/>
#        </distribution>
#        <distribution id="proteobacteria.prior" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:concatenate">
#            <taxonset id="proteobacteria" spec="beast.evolution.alignment.TaxonSet">
#                <taxon idref="ebw"/>
#                <taxon idref="ecr"/>
#                <taxon idref="rrc"/>
#                <taxon idref="seo"/>
#                <taxon idref="stm"/>
#            </taxonset>
#            <Uniform id="Uniform.8" lower="2801.0" name="distr" offset="3634.0" upper="Infinity"/>
#        </distribution>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@concatenate" id="treeLikelihood.concatenate" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:concatenate">
#            <siteModel id="SiteModel.s:concatenate" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:concatenate" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:concatenate" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:concatenate" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="WAG.s:concatenate" spec="beast.evolution.substitutionmodel.WAG"/>
#            </siteModel>
#            <branchRateModel clock.rate="@ucedMean.c:concatenate" id="ExponentialRelaxedClock.c:concatenate" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:concatenate">
#                <Exponential id="Exponential.c:concatenate" name="distr">
#                    <parameter id="UCExpLambda.c:concatenate" name="mean" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                </Exponential>
#                <rateCategories dimension="18" id="expRateCategories.c:concatenate" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.concatenate	TreeHeight	monophyletic(ES)	logP(mrca(ES))	mrca.age(ES)	monophyletic(Firmicute)	logP(mrca(Firmicute))	mrca.age(Firmicute)	monophyletic(proteobacteria)	logP(mrca(proteobacteria))	mrca.age(proteobacteria)	monophyletic(All)	logP(mrca(All))	mrca.age(All)	ucedMean	rateStat.mean	rateStat.variance	rateStat.coefficientOfVariation	BirthDeath	BDBirthRate	BDDeathRate
4881000	-81934.67583800982	-81829.96910913932	-104.70672887050738	-81829.96910913932	67795.48498872716	1	0.0	2858.365628962772	0	0.0	67795.48498872716	0	0.0	63641.86164540709	0	0.0	67795.48498872716	1.5705733631134323E-5	9.46083543942738E-6	3.1199440490520505E-10	0.8639300350608881	-97.79897359152524	1.9643357739684943E-5	0.766791528606132
4882000	-81922.71908541021	-81828.74561607081	-93.97346933940005	-81828.74561607081	21134.195434230365	1	0.0	866.2672044656065	0	0.0	21134.195434230365	0	0.0	20151.52983670911	0	0.0	21134.195434230365	5.03632367604925E-5	3.0514101813009493E-5	3.180102970727726E-9	0.8684846200654488	-87.06571406041792	6.125291923775841E-5	0.8133704138926401
4883000	-81910.57533215289	-81826.80779918387	-83.76753296901938	-81826.80779918387	7205.66932789233	1	0.0	300.1457413200252	0	0.0	7205.66932789233	0	0.0	6918.228758140198	0	0.0	7205.66932789233	1.434266354213627E-4	8.855306330583626E-5	2.677937176944671E-8	0.835697159194154	-76.85977769003725	1.0497091850773843E-4	0.9347176684710757
4884000	-81912.69291453787	-81828.3508679939	-84.34204654397107	-81828.3508679939	7331.305535971625	1	0.0	330.5528458865278	0	0.0	7331.305535971625	0	0.0	6901.010534016475	0	0.0	7331.305535971625	1.473123120664711E-4	8.858399848499425E-5	2.7241548582601495E-8	0.9453458786926493	-77.43429126498893	1.987118238888171E-4	0.8442987131070454
4885000	-81915.85993613077	-81829.78185240203	-86.07808372874756	-81829.78185240203	7254.993646646499	1	0.0	327.9316383338728	0	0.0	7254.993646646499	0	0.0	6725.754019699589	0	0.0	7254.993646646499	1.4400384898647346E-4	8.88016245553853E-5	2.6566339802223147E-8	0.9201610843737309	-79.17032844976542	2.458635533891166E-4	0.4371262475402676
4886000	-81915.80727778295	-81829.73979224035	-86.0674855425993	-81829.73979224035	8811.454223165125	1	0.0	358.8036914947305	0	0.0	8811.454223165125	0	0.0	7918.776813401421	0	0.0	8811.454223165125	1.1977010372989838E-4	7.331736078489124E-5	1.8720263094341695E-8	0.9948370252360775	-79.15973026361716	1.8324781893681763E-4	0.7949810947974932
4887000	-81924.83611917443	-81829.30663969001	-95.52947948441741	-81829.30663969001	23603.06965856871	1	0.0	978.6072773422562	1	0.0	23603.06965856871	0	0.0	21622.579784576166	0	0.0	23603.06965856871	4.548766804878038E-5	2.747728031692891E-5	2.701620240579791E-9	1.0220837466601065	-88.62172420543527	9.399309766604328E-5	0.7158582658648315
4888000	-81915.63058761178	-81826.37340014952	-89.25718746226266	-81826.37340014952	11577.000274612614	1	0.0	483.67942935976697	0	0.0	11577.000274612614	0	0.0	11009.550048695113	0	0.0	11577.000274612614	9.310843267164817E-5	5.561320453992163E-5	1.1350202305133452E-8	1.0115001960457963	-82.34943218328053	2.7249874814633853E-5	0.9224574512701653
4889000	-81934.89024645727	-81836.75844103548	-98.13180542179899	-81836.75844103548	32270.159443373766	1	0.0	1413.4537451751626	0	0.0	32270.159443373766	0	0.0	30879.46230362973	0	0.0	32270.159443373766	3.538451052759266E-5	2.04412517252948E-5	1.6298794705528731E-9	0.9858614392955464	-91.22405014281685	6.161313507991776E-5	0.7396000892722974
4890000	-81928.08022962173	-81834.2975786152	-93.78265100653608	-81834.2975786152	12293.163655917984	1	0.0	475.5294339943859	0	0.0	12293.163655917984	0	0.0	9668.873354956322	0	0.0	12293.163655917984	9.9661198614491E-5	5.518688977566041E-5	1.3621975192528408E-8	1.110871428357803	-86.87489572755395	4.482711924879511E-4	0.032466881698882157
4891000	-81919.15465216657	-81830.38285691611	-88.77179525045564	-81830.38285691611	7289.11147223816	1	0.0	293.44925221802487	0	0.0	7289.11147223816	0	0.0	6595.680552909607	0	0.0	7289.11147223816	1.5334207860084783E-4	9.036933248099703E-5	3.264580619132544E-8	1.1336529255258732	-81.8640399714735	6.664324420474028E-4	0.1977424894726489
4892000	-81917.44667897331	-81830.91036162699	-86.5363173463262	-81830.91036162699	8466.181077748424	1	0.0	319.01775863829573	0	0.0	8466.181077748424	0	0.0	7506.290921088095	0	0.0	8466.181077748424	1.329347521924506E-4	7.712017710564034E-5	2.5000908095733398E-8	1.1228214990501053	-79.62856206734406	1.8528768988149795E-4	0.6076885703652556
4893000	-81922.49673872728	-81833.2164751681	-89.2802635591789	-81833.2164751681	11039.639501441161	1	0.0	394.07613497469197	0	0.0	11039.639501441161	0	0.0	9733.258285955315	0	0.0	11039.639501441161	1.0167060832784487E-4	5.950664568073607E-5	1.4524994540551359E-8	1.0521002505291064	-82.37250828019677	2.4349280369490473E-4	0.5053225918192371
4894000	-81928.48939668917	-81832.60817763803	-95.88121905113584	-81832.60817763803	22520.992867428708	1	0.0	744.4414760043642	0	0.0	22520.992867428708	0	0.0	18424.894065472457	0	0.0	22520.992867428708	5.5007475194566175E-5	3.0381559776940597E-5	3.906483108554023E-9	0.9956554373259534	-88.9734637721537	1.2232404757397413E-4	0.32202190817393167
4895000	-81919.26193333692	-81832.38940724969	-86.87252608723128	-81832.38940724969	8961.914830680662	1	0.0	297.59218574753567	0	0.0	8961.914830680662	0	0.0	6995.45770193932	0	0.0	8961.914830680662	1.3632306382507428E-4	7.675063953760238E-5	2.625148095725872E-8	1.1112429863627449	-79.96477080824914	2.3785261538706836E-4	0.5029902972726409
4896000	-81915.65046634925	-81829.514601284	-86.13586506524992	-81829.514601284	9199.342464833566	1	0.0	311.28564861715813	0	0.0	9199.342464833566	0	0.0	7296.601493346007	0	0.0	9199.342464833566	1.366636912707572E-4	7.527388810796135E-5	2.7553968934986446E-8	1.0268332241080338	-79.22810978626778	2.179066568040061E-4	0.7168369277806662
4897000	-81917.80670990287	-81829.19976207775	-88.60694782511229	-81829.19976207775	13457.406630828356	1	0.0	499.8009389259776	0	0.0	13457.406630828356	0	0.0	11164.879765278196	0	0.0	13457.406630828356	9.068175346086397E-5	5.026488092370836E-5	1.185504077442429E-8	1.2024291305709387	-81.69919254613015	5.358084451506138E-5	0.9269535179968423
4898000	-81920.6831139106	-81827.12116912905	-93.56194478155814	-81827.12116912905	17439.382601197834	1	0.0	709.5594614286022	0	0.0	17439.382601197834	0	0.0	14471.61138816667	0	0.0	17439.382601197834	6.687107847298664E-5	3.8403825397276045E-5	6.354623388189538E-9	1.1492270665557782	-86.654189502576	1.9114799312407548E-4	0.7097920937182362
4899000	-81923.93125137004	-81835.05661380272	-88.87463756731579	-81835.05661380272	11539.770011974506	1	0.0	466.2032818465772	0	0.0	11539.770011974506	0	0.0	10189.697233935614	0	0.0	11539.770011974506	9.823497557876433E-5	5.6948521455870045E-5	1.385158106510392E-8	1.2068341929458557	-81.96688228833365	8.642650922640856E-5	0.7753532966720554
4900000	-81925.14639045304	-81830.59685638039	-94.54953407264146	-81830.59685638039	17600.631171234832	1	0.0	660.354701053605	0	0.0	17600.631171234832	0	0.0	14238.463438826999	0	0.0	17600.631171234832	6.808448410567912E-5	3.8634415014213896E-5	6.821979973359451E-9	1.251403322472803	-87.64177879365933	2.2741135180452004E-4	0.7255561278035589
4901000	-81916.93032413837	-81828.95872860604	-87.97159553232889	-81828.95872860604	9417.59659135625	1	0.0	380.1864996292643	0	0.0	9417.59659135625	0	0.0	8441.183128201184	0	0.0	9417.59659135625	1.2025101240187259E-4	6.92219924461259E-5	2.1156123371855356E-8	1.1614877728213544	-81.06384025334675	2.592363511125786E-4	0.44721652248670474
4902000	-81917.79699193269	-81829.68949438402	-88.1074975486632	-81829.68949438402	9133.404517892475	1	0.0	359.4159352899941	0	0.0	9133.404517892475	0	0.0	8500.26020690354	0	0.0	9133.404517892475	1.1996116951060972E-4	7.17671383488856E-5	1.9708289561926564E-8	1.063410852241795	-81.19974226968107	4.251532303219808E-5	0.8643599540273157
4903000	-81930.16837562631	-81833.2807616932	-96.88761393310821	-81833.2807616932	21953.64212188794	1	0.0	845.1358780887236	0	0.0	21953.64212188794	0	0.0	20389.40942784935	0	0.0	21953.64212188794	5.05590134587396E-5	2.999050990414905E-5	3.3559271150969907E-9	0.9213310995067733	-89.97985865412608	1.7182757912488847E-4	0.45338358616782115
4904000	-81931.41968436113	-81835.86810696256	-95.55157739856557	-81835.86810696256	19359.243655769595	1	0.0	794.8540498102009	0	0.0	19359.243655769595	0	0.0	17494.54279785823	0	0.0	19359.243655769595	5.539125091683739E-5	3.339960337093623E-5	4.333713186917449E-9	0.9852239282269947	-88.64382211958343	1.479085520248234E-4	0.1343312070629663
4905000	-81915.13669958757	-81829.45305000752	-85.68364958004582	-81829.45305000752	8639.529473596753	1	0.0	381.21673901598604	0	0.0	8639.529473596753	0	0.0	7940.539885259299	0	0.0	8639.529473596753	1.2660801553157652E-4	7.49916004736346E-5	2.234961877322755E-8	0.9600514189597344	-78.77589430106369	9.756497280708282E-5	0.8713433566349491
4906000	-81911.78392899102	-81828.30145896492	-83.48247002608832	-81828.30145896492	7230.470754060506	1	0.0	316.0492169439713	0	0.0	7230.470754060506	0	0.0	6511.916237418438	0	0.0	7230.470754060506	1.510630978622132E-4	9.023765821012468E-5	2.9859124826571764E-8	1.048975540139758	-76.57471474710619	8.598642671547853E-5	0.9450810424551725
4907000	-81913.69252377354	-81828.89002959801	-84.80249417552531	-81828.89002959801	7715.545244393481	1	0.0	301.1789800192085	0	0.0	7715.545244393481	0	0.0	6594.453174174529	0	0.0	7715.545244393481	1.4682254380446761E-4	8.532446390428872E-5	3.0932929883960894E-8	1.2062339106573086	-77.89473889654317	2.607153795016108E-4	0.879078201902776
4908000	-81917.85319044998	-81828.17983258201	-89.67335786797203	-81828.17983258201	14421.778762130434	1	0.0	519.9813412975157	0	0.0	14421.778762130434	0	0.0	11277.291256492741	0	0.0	14421.778762130434	8.758960414994E-5	4.8117318401419034E-5	1.1348331992089123E-8	1.1390411738434467	-82.76560258898989	5.176105038109684E-5	0.879078201902776
4909000	-81916.41808976093	-81829.38702993437	-87.03105982656183	-81829.38702993437	8926.30800662318	1	0.0	325.08880163583984	0	0.0	8926.30800662318	0	0.0	7509.570708165561	0	0.0	8926.30800662318	1.31180082928785E-4	7.536647527934679E-5	2.3529892406497423E-8	1.1128433532607778	-80.12330454757969	9.998594019296073E-5	0.741404874699138
4910000	-81927.40043649744	-81835.6456567086	-91.75477978883397	-81835.6456567086	14517.881155318019	1	0.0	571.5115578945187	0	0.0	14517.881155318019	0	0.0	11748.215822433694	0	0.0	14517.881155318019	8.443831290859181E-5	4.768606781786555E-5	9.822442912184374E-9	1.1272897046470314	-84.84702450985183	2.0218182544765297E-4	0.453160011601407
4911000	-81916.71208061301	-81830.29437359162	-86.41770702139743	-81830.29437359162	7655.382087505558	1	0.0	306.17405557066263	0	0.0	7655.382087505558	0	0.0	6525.553243652993	0	0.0	7655.382087505558	1.5186357095230358E-4	8.74888142833058E-5	3.355746928522545E-8	1.227134862604245	-79.5099517424153	3.617897631117639E-4	0.34233589769847605
4912000	-81916.55730914373	-81828.71390755386	-87.84340158986842	-81828.71390755386	7805.006147006448	1	0.0	341.45786865672073	0	0.0	7805.006147006448	0	0.0	6620.532980201015	0	0.0	7805.006147006448	1.442214440322166E-4	8.40048675020802E-5	3.0345407504949406E-8	1.2376979740207117	-80.93564631088628	4.598945498587843E-4	0.008316420247778246
4913000	-81918.24267473228	-81831.88091478714	-86.36175994514194	-81831.88091478714	7220.084831559197	1	0.0	302.2183586023578	0	0.0	7220.084831559197	0	0.0	6572.996463005351	0	0.0	7220.084831559197	1.5219809431992116E-4	8.95628543643992E-5	3.431730545799319E-8	1.2697296661504167	-79.4540046661598	2.3058508637411844E-4	0.36882998837738556
4914000	-81923.83337397913	-81830.27630610188	-93.55706787724765	-81830.27630610188	12122.544463045113	1	0.0	520.6454806483238	0	0.0	12122.544463045113	0	0.0	11216.48194804349	0	0.0	12122.544463045113	8.557128033330876E-5	5.2166802543295696E-5	1.0435868110131577E-8	1.1884031810592992	-86.64931259826551	3.9758592735211263E-4	0.22414194366176174
4915000	-81917.7557165138	-81827.73572115922	-90.01999535458877	-81827.73572115922	11120.061472297793	1	0.0	463.5055676968104	0	0.0	11120.061472297793	0	0.0	10599.159039354421	0	0.0	11120.061472297793	9.424313608754625E-5	5.696894601124337E-5	1.2809226685623186E-8	1.1981453741643704	-83.11224007560664	2.523739133227056E-4	0.8110749547019689
4916000	-81924.76370033999	-81831.52957319687	-93.23412714312647	-81831.52957319687	15420.580156666416	1	0.0	674.3649437234823	0	0.0	15420.580156666416	0	0.0	14174.818705634401	0	0.0	15420.580156666416	6.80676253148821E-5	4.159033221169331E-5	6.95708387467965E-9	1.0603887163175658	-86.32637186414433	2.1383103572446835E-4	0.6555864593559373
4917000	-81926.46787796328	-81830.41909670709	-96.04878125619037	-81830.41909670709	20878.287799413192	1	0.0	887.7082365152289	0	0.0	20878.287799413192	0	0.0	19172.430791225244	0	0.0	20878.287799413192	4.9097939637660134E-5	3.060302930423936E-5	3.28605427475497E-9	1.0541655007531152	-89.14102597720823	1.0322713458926959E-4	0.26979790513772867
4918000	-81918.65583307725	-81831.84207064923	-86.81376242802392	-81831.84207064923	8810.157624967498	1	0.0	323.67078992825554	0	0.0	8810.157624967498	0	0.0	8170.54391034224	0	0.0	8810.157624967498	1.1521317449921115E-4	7.209511484104881E-5	1.8934630268930904E-8	1.1874991710391007	-79.90600714904178	2.325274182865114E-4	0.7265152230263944
4919000	-81916.03562066963	-81828.35758721252	-87.678033457115	-81828.35758721252	9935.065811464272	1	0.0	398.94059076210357	0	0.0	9935.065811464272	0	0.0	9288.461876166464	0	0.0	9935.065811464272	1.0523539069318517E-4	6.413664617185186E-5	1.566581212517774E-8	1.171762112376666	-80.77027817813287	1.4335217407339865E-4	0.9174344719226104
4920000	-81931.62079007088	-81835.55312635035	-96.06766372053815	-81835.55312635035	22281.81728609808	1	0.0	867.0805993065708	0	0.0	22281.81728609808	0	0.0	20435.701506456888	0	0.0	22281.81728609808	4.73011456734229E-5	2.84826532587918E-5	3.1460972819482097E-9	1.1528653058632456	-89.15990844155601	1.2923250091064774E-4	0.6996004661986388
4921000	-81920.43958521415	-81836.0813921321	-84.35819308205754	-81836.0813921321	7086.572790243326	1	0.0	282.957726672377	0	0.0	7086.572790243326	0	0.0	6486.500530307317	0	0.0	7086.572790243326	1.5209298028162022E-4	9.124527290146096E-5	3.477131559155126E-8	1.0798355261664105	-77.4504378030754	1.7614186887657154E-4	0.8138996555685915
4922000	-81918.60769077696	-81834.74213596429	-83.86555481266512	-81834.74213596429	6897.2883489683445	1	0.0	274.7241553404815	0	0.0	6897.2883489683445	0	0.0	6468.656679475594	0	0.0	6897.2883489683445	1.5638808357737032E-4	9.303243246121772E-5	3.4785121349154054E-8	1.128194447907106	-76.95779953368299	9.746270371964959E-5	0.9018709906066438
4923000	-81926.15319236447	-81836.85705222978	-89.29614013468245	-81836.85705222978	10363.497209505	1	0.0	400.1589565021466	0	0.0	10363.497209505	0	0.0	9742.419191961426	0	0.0	10363.497209505	1.0434427562691612E-4	6.177271037138917E-5	1.5847874390996245E-8	1.2150277935629195	-82.38838485570031	2.1651224207476082E-4	0.3666232562691811
4924000	-81920.61687151648	-81833.6847205451	-86.93215097137174	-81833.6847205451	9092.418686154308	1	0.0	339.0295593676197	0	0.0	9092.418686154308	0	0.0	8388.895614408526	0	0.0	9092.418686154308	1.1907743416017362E-4	7.171718882693121E-5	2.129532545351883E-8	1.288828572576923	-80.0243956923896	2.4235137359190323E-4	0.745442480759308
4925000	-81921.16001650969	-81832.96345513503	-88.19656137465665	-81832.96345513503	10510.547646982597	1	0.0	411.26633929156975	0	0.0	10510.547646982597	0	0.0	9568.66147730911	0	0.0	10510.547646982597	1.0505836937886592E-4	6.212780129488168E-5	1.578647822554595E-8	1.1981617726710247	-81.28880609567452	2.0467305318800294E-4	0.6827577976681999
4926000	-81923.72685429521	-81834.63510847077	-89.09174582443245	-81834.63510847077	11068.910955892421	1	0.0	481.28360674196875	0	0.0	11068.910955892421	0	0.0	10149.363102611142	0	0.0	11068.910955892421	1.0181151714724215E-4	6.008743754643772E-5	1.4801766344330851E-8	1.1844616082998123	-82.18399054545031	2.390888774993013E-4	0.7103256687839673
4927000	-81916.9944808749	-81830.5002230875	-86.49425778739932	-81830.5002230875	9431.35015861444	1	0.0	405.92727187048	0	0.0	9431.35015861444	0	0.0	8442.404557477339	0	0.0	9431.35015861444	1.1707654733291941E-4	6.91569511299347E-5	2.0751463231914587E-8	1.3038512164499036	-79.58650250841718	1.5186880581246855E-4	0.8357804789835532
4928000	-81919.87232779375	-81830.03854158336	-89.83378621039705	-81830.03854158336	13040.899518493601	1	0.0	531.7066282998743	0	0.0	13040.899518493601	0	0.0	11043.382548585194	0	0.0	13040.899518493601	8.73589935839386E-5	5.077435319639193E-5	1.15181352016606E-8	1.2950736277075783	-82.92603093141491	9.543172118684276E-5	0.9514850893832183
4929000	-81916.37099782024	-81830.55999264643	-85.81100517380136	-81830.55999264643	9830.564662726372	1	0.0	395.29042452382544	0	0.0	9830.564662726372	0	0.0	8052.668009488185	0	0.0	9830.564662726372	1.232010015575795E-4	6.860319757733514E-5	2.294520296383449E-8	1.2936493075697892	-78.90324989481923	5.4464176987404786E-5	0.9486987535295289
4930000	-81917.83847179728	-81829.39898615771	-88.43948563956458	-81829.39898615771	10937.163571708346	1	0.0	511.691454161465	0	0.0	10937.163571708346	0	0.0	9130.943438581984	0	0.0	10937.163571708346	1.0581237577632944E-4	6.0839092572876256E-5	1.6627761939942322E-8	1.265260523871251	-81.53173036058244	1.437798639926114E-4	0.6749765396542612
4931000	-81924.84492235689	-81831.58617610733	-93.25874624956009	-81831.58617610733	17893.78090380313	1	0.0	747.0983209036928	0	0.0	17893.78090380313	0	0.0	14483.30478550758	0	0.0	17893.78090380313	6.885622350314963E-5	3.833529932811049E-5	7.166492505983184E-9	1.2939456068551685	-86.35099097057795	1.2057809627216529E-4	0.9303344891952577
4932000	-81922.67074108083	-81832.96962377084	-89.70111730998595	-81832.96962377084	14699.440039824642	1	0.0	655.8050614814534	0	0.0	14699.440039824642	0	0.0	11995.647497838645	0	0.0	14699.440039824642	8.24284807538714E-5	4.5569225983368097E-5	1.0116099708661974E-8	1.2487586065967393	-82.79336203100381	7.059025546760192E-5	0.9303344891952577
4933000	-81917.31542016493	-81830.6407501974	-86.67466996752647	-81830.6407501974	10467.30795174288	1	0.0	475.12764442072347	0	0.0	10467.30795174288	0	0.0	8348.036833528802	0	0.0	10467.30795174288	1.1334125277734326E-4	6.422131774940503E-5	1.892370849956903E-8	1.250514207095191	-79.76691468854433	7.737076405586218E-5	0.9145195491977222
4934000	-81915.97895733538	-81827.95471144628	-88.0242458891045	-81827.95471144628	12153.131764108168	1	0.0	590.323967191503	0	0.0	12153.131764108168	0	0.0	10035.723436840002	0	0.0	12153.131764108168	1.0008284899048445E-4	5.533239372854747E-5	1.4358676804542407E-8	1.1817093267747598	-81.11649061012237	4.190554576753531E-5	0.9580985097238561
4935000	-81919.20872094383	-81828.94821580958	-90.26050513425069	-81828.94821580958	11243.10187645241	1	0.0	525.1305534417809	0	0.0	11243.10187645241	0	0.0	8627.07466692777	0	0.0	11243.10187645241	1.1600737770160461E-4	6.0792969103736715E-5	1.9785346320741363E-8	1.206891731290213	-83.35274985526856	4.684154384658291E-5	0.779614565893685
4936000	-81918.43045654123	-81828.60196947635	-89.82848706488434	-81828.60196947635	14169.42104436927	1	0.0	658.4158429604977	0	0.0	14169.42104436927	0	0.0	11032.09015772618	0	0.0	14169.42104436927	9.128893133691159E-5	4.8032659547325795E-5	1.2383183525485835E-8	1.263814201632535	-82.9207317859022	9.234978310604998E-5	0.8003782630644805
4937000	-81916.25466295387	-81827.8101366004	-88.44452635347704	-81827.8101366004	12940.550346165259	1	0.0	611.3493844132682	0	0.0	12940.550346165259	0	0.0	10060.750895437324	0	0.0	12940.550346165259	1.0268172848113906E-4	5.2934566125070134E-5	1.6254634079526317E-8	1.3450096518358323	-81.53677107449491	6.110051105118718E-5	0.923288474009476
4938000	-81917.68085292356	-81829.21888463292	-88.46196829063581	-81829.21888463292	9358.534219543508	1	0.0	471.16327233458	0	0.0	9358.534219543508	0	0.0	7315.0973434232155	0	0.0	9358.534219543508	1.3707324506455844E-4	7.275483085356142E-5	2.8370446113179343E-8	1.2800909219428387	-81.55421301165367	5.858086442464567E-5	0.784362071724901
4939000	-81913.57744155565	-81826.96012865884	-86.6173128968124	-81826.96012865884	9912.180084254462	1	0.0	485.11665937177196	0	0.0	9912.180084254462	0	0.0	7881.230363918915	0	0.0	9912.180084254462	1.2876664101726267E-4	6.814526561360871E-5	2.5436029789279676E-8	1.3016045962251972	-79.70955761783026	1.536901658752826E-4	0.8643802197394548
4940000	-81918.11794734269	-81832.5658152208	-85.55213212188451	-81832.5658152208	8872.860389970945	1	0.0	435.5831773428401	0	0.0	8872.860389970945	0	0.0	7039.938359749776	0	0.0	8872.860389970945	1.400723096053425E-4	7.774732125307453E-5	3.0242899680682267E-8	1.3458320652127866	-78.64437684290237	3.6380039877303676E-5	0.950806828999907
4941000	-81921.54041617979	-81832.1429313107	-89.39748486909969	-81832.1429313107	13790.226663336429	0	0.0	608.9541430299323	0	0.0	13790.226663336429	0	0.0	11304.779577404386	0	0.0	13790.226663336429	8.655739824853868E-5	4.905524433412534E-5	1.1303436280820528E-8	1.2966991146283775	-82.48972959011755	8.91886491477361E-5	0.8848917274339849
4942000	-81914.26218232505	-81828.12336779368	-86.13881453136462	-81828.12336779368	8690.32824601444	1	0.0	354.4890834309426	0	0.0	8690.32824601444	0	0.0	7312.578092828086	0	0.0	8690.32824601444	1.3651370857623984E-4	7.650602569639961E-5	2.79692251547008E-8	1.291102777757879	-79.23105925238248	5.837639729816946E-5	0.8848917274339849
4943000	-81918.83963044465	-81828.78207080896	-90.05755963569366	-81828.78207080896	15246.255056720596	1	0.0	607.0764980578795	0	0.0	15246.255056720596	0	0.0	12726.611965566728	0	0.0	15246.255056720596	7.819370582250682E-5	4.4231397513595734E-5	8.95255846381441E-9	1.1881436125906044	-83.14980435671153	6.176700128883667E-5	0.9185815817099935
