drug_pair;Drug1;Drug2;drugdrug;code_3letter1;code_3letter2;drug_cat;drug_category1;drug_category2;categorycategory;targ;targeted_cellular_process1;targeted_cellular_process2;processprocess;us;use1;use2;useuse;ebw;ecr;seo;stm;pae;pau;int_sign_ebw;int_sign_ecr;int_sign_seo;int_sign_stm;int_sign_pae;int_sign_pau;ebw_g;ecr_g;seo_g;stm_g;pae_g;pau_g;sum_g;SR_ebw_D1;SR_ecr_D1;SR_stm_D1;SR_seo_D1;SR_pae_D1;SR_pau_D1;SR_ebw_D2;SR_ecr_D2;SR_stm_D2;SR_seo_D2;SR_pae_D2;SR_pau_D2;SR_ebw;SR_ecr;SR_stm;SR_seo;SR_pae;SR_pau;SR_score_ebw;SR_score_ecr;SR_score_stm;SR_score_seo;SR_score_pae;SR_score_pau;SR_score_total;HDC_ebw_D1;HDC_ecr_D1;HDC_stm_D1;HDC_seo_D1;HDC_pae_D1;HDC_pau_D1;LF_ebw_D1;LF_ecr_D1;LF_stm_D1;LF_seo_D1;LF_pae_D1;LF_pau_D1;HDC_ebw_D2;HDC_ecr_D2;HDC_stm_D2;HDC_seo_D2;HDC_pae_D2;HDC_pau_D2;LF_ebw_D2;LF_ecr_D2;LF_stm_D2;LF_seo_D2;LF_pae_D2;LF_pau_D2
Fusidic acid_Gentamicin;Fusidic acid;Gentamicin;Fusidic acid-Gentamicin;FUS;GEN;0;other protein synthesis inhibitor;aminoglycoside;aminoglycoside-other protein synthesis inhibitor;1;protein synthesis inhibitor;protein synthesis inhibitor;protein synthesis inhibitor-protein synthesis inhibitor;1;antibiotic;antibiotic;antibiotic-antibiotic;0,073851568;-0,060374870;-0,280122521;-0,115880734;0,092494329;0,004000338;Additivity;Additivity;Additivity;Additivity;Additivity;Additivity;0;0;0;0;0;0;0;S;S;R;R;R;R;S;S;S;S;S;S;SS;SS;RS;RS;RS;RS;-1;-1;0;0;0;0;-2;100,000;100,000;100,000;100,000;100,000;100,000;0,56;0,43;0,86;0,73;0,83;0,84;1,000;1,000;1,500;1,500;1,500;1,500;0,01;0,67;0,00;0,50;0,00;0,00
Fusidic acid_Metformin;Fusidic acid;Metformin;Fusidic acid-Metformin;FUS;MF;0;other protein synthesis inhibitor;human drug;human drug-other protein synthesis inhibitor;0;protein synthesis inhibitor;human;human-protein synthesis inhibitor;0;antibiotic;human-targeted drug;antibiotic-human-targeted drug;-0,112983311;-0,047151124;-0,635003713;-0,731163464;-0,127642221;-0,097468550;Additivity;Additivity;Synergy;Synergy;Additivity;Additivity;0;0;-1;-1;0;0;-2;S;S;R;R;R;R;S;S;S;S;S;S;SS;SS;RS;RS;RS;RS;-1;-1;0;0;0;0;-2;100,000;100,000;100,000;100,000;100,000;100,000;0,56;0,43;0,86;0,73;0,83;0,84;12916,000;12916,000;38748,000;38748,000;25832,000;25832,000;0,54;0,27;0,67;0,63;0,48;0,58
Fusidic acid_Moxifloxacin;Fusidic acid;Moxifloxacin;Fusidic acid-Moxifloxacin;FUS;MXF;0;other protein synthesis inhibitor;quinolones;other protein synthesis inhibitor-quinolones;0;protein synthesis inhibitor;DNA;DNA-protein synthesis inhibitor;1;antibiotic;antibiotic;antibiotic-antibiotic;-0,072590506;0,141072673;0,094084911;-0,045533459;0,038930579;0,108541271;Additivity;Additivity;Additivity;Additivity;Additivity;Additivity;0;0;0;0;0;0;0;S;S;R;R;R;R;S;S;S;S;R;S;SS;SS;RS;RS;RR;RS;-1;-1;0;0;1;0;-1;100,000;100,000;100,000;100,000;100,000;100,000;0,56;0,43;0,86;0,73;0,83;0,84;0,080;0,080;0,080;0,080;0,500;0,500;0,00;0,04;0,64;0,00;0,96;0,67
Fusidic acid_Phleomycin;Fusidic acid;Phleomycin;Fusidic acid-Phleomycin;FUS;PLM;0;other protein synthesis inhibitor;multiple;multiple-other protein synthesis inhibitor;0;protein synthesis inhibitor;DNA;DNA-protein synthesis inhibitor;0;antibiotic;human-targeted drug;antibiotic-human-targeted drug;-0,130037472;0,081392807;0,022283357;0,136016644;0,052048280;0,019703116;Additivity;Additivity;Additivity;Additivity;Additivity;Additivity;0;0;0;0;0;0;0;S;S;R;R;R;R;S;S;S;S;R;R;SS;SS;RS;RS;RR;RR;-1;-1;0;0;1;1;0;100,000;100,000;100,000;100,000;100,000;100,000;0,56;0,43;0,86;0,73;0,83;0,84;5,000;5,000;5,000;5,000;0,625;0,625;0,17;0,16;0,00;0,54;1,00;1,00
Puromycin_Rifampicin;Puromycin;Rifampicin;Puromycin-Rifampicin;PUR;RIF;0;other protein synthesis inhibitor;RNA polymerase;other protein synthesis inhibitor-RNA polymerase;0;protein synthesis inhibitor;DNA;DNA-protein synthesis inhibitor;1;antibiotic;antibiotic;antibiotic-antibiotic;0,088227253;0,201042256;0,077454605;0,062788564;0,242010533;0,050557730;Additivity;Antagonism;Additivity;Additivity;Antagonism;Additivity;0;1;0;0;1;0;2;S;S;R;R;R;R;S;S;S;S;S;R;SS;SS;RS;RS;RS;RR;-1;-1;0;0;0;1;-1;25,000;25,000;25,000;25,000;25,000;25,000;0,63;0,00;0,78;0,72;0,78;0,77;8,000;8,000;8,000;8,000;16,000;20,000;0,41;0,00;0,17;0,00;0,00;0,87
Puromycin_Trimethoprim;Puromycin;Trimethoprim;Puromycin-Trimethoprim;PUR;TMP;0;other protein synthesis inhibitor;folic acid biosynthesis;folic acid biosynthesis-other protein synthesis inhibitor;0;protein synthesis inhibitor;DNA;DNA-protein synthesis inhibitor;1;antibiotic;antibiotic;antibiotic-antibiotic;0,127499710;0,141927790;0,167079063;0,155250499;-0,034276600;0,052018249;Additivity;Antagonism;Antagonism;Antagonism;Additivity;Additivity;0;1;1;1;0;0;3;S;S;R;R;R;R;S;S;S;S;R;R;SS;SS;RS;RS;RR;RR;-1;-1;0;0;1;1;0;25,000;25,000;25,000;25,000;25,000;25,000;0,63;0,00;0,78;0,72;0,78;0,77;0,500;0,500;0,500;0,500;1,000;1,000;0,49;0,46;0,53;0,46;0,83;0,85
Puromycin_Spectinomycin;Puromycin;Spectinomycin;Puromycin-Spectinomycin;PUR;SPT;0;other protein synthesis inhibitor;aminoglycoside;aminoglycoside-other protein synthesis inhibitor;1;protein synthesis inhibitor;protein synthesis inhibitor;protein synthesis inhibitor-protein synthesis inhibitor;1;antibiotic;antibiotic;antibiotic-antibiotic;0,062859581;-0,124663820;0,059635714;0,114891506;-0,030639223;0,023136180;Additivity;Additivity;Additivity;Antagonism;Additivity;Additivity;0;0;0;1;0;0;1;S;S;R;R;R;R;S;S;S;S;R;S;SS;SS;RS;RS;RR;RS;-1;-1;0;0;1;0;-1;25,000;25,000;25,000;25,000;25,000;25,000;0,63;0,00;0,78;0,72;0,78;0,77;6,000;6,000;16,000;16,000;32,000;32,000;0,51;0,53;0,58;0,66;0,72;0,67
Puromycin_Tobramycin;Puromycin;Tobramycin;Puromycin-Tobramycin;PUR;TOB;0;other protein synthesis inhibitor;aminoglycoside;aminoglycoside-other protein synthesis inhibitor;1;protein synthesis inhibitor;protein synthesis inhibitor;protein synthesis inhibitor-protein synthesis inhibitor;1;antibiotic;antibiotic;antibiotic-antibiotic;-0,291722887;-0,193851284;-0,120297648;0,059535153;0,040592460;0,051889746;Synergy;Additivity;Additivity;Additivity;Additivity;Additivity;-1;0;0;0;0;0;-1;S;S;R;R;R;R;S;R;S;R;S;S;SS;SR;RS;RR;RS;RS;-1;0;0;1;0;0;0;25,000;25,000;25,000;25,000;25,000;25,000;0,63;0,00;0,78;0,72;0,78;0,77;1,000;1,000;2,000;2,000;1,000;1,000;0,00;0,83;0,00;0,85;0,00;0,00
Puromycin_Pyocyanin;Puromycin;Pyocyanin;Puromycin-Pyocyanin;PUR;PYO;0;other protein synthesis inhibitor;oxidative stress;other protein synthesis inhibitor-oxidative stress;0;protein synthesis inhibitor;oxidative stress;oxidative stress-protein synthesis inhibitor;0;antibiotic;research used drug;antibiotic-research used drug;0,179640903;0,204295179;0,136509001;0,117691444;NA;NA;Antagonism;Antagonism;Antagonism;Antagonism;Additivity;Additivity;1;1;1;1;0;0;4;S;S;R;R;R;R;S;S;S;R;R;R;SS;SS;RS;RR;RR;RR;-1;-1;0;1;1;1;1;25,000;25,000;25,000;25,000;25,000;25,000;0,63;0,00;0,78;0,72;0,78;0,77;10,000;10,000;10,000;10,000;NA;NA;0,25;0,00;0,69;0,81;NA;NA
Chloramphenicol_Piperacillin;Chloramphenicol;Piperacillin;Chloramphenicol-Piperacillin;CHL;PIP;0;other protein synthesis inhibitor;beta-lactam;beta-lactam-other protein synthesis inhibitor;0;protein synthesis inhibitor;cell wall;cell wall-protein synthesis inhibitor;1;antibiotic;antibiotic;antibiotic-antibiotic;-0,051638263;-0,234045149;0,072919733;0,089425400;0,132162307;0,103681937;Additivity;Synergy;Additivity;Additivity;Antagonism;Antagonism;0;-1;0;0;1;1;1;S;S;S;S;R;S;R;S;S;S;S;S;SR;SS;SS;SS;RS;SS;0;-1;-1;-1;0;-1;-4;1,000;1,000;1,000;1,000;4,000;4,000;0,51;0,00;0,63;0,63;0,87;0,00;0,300;0,300;1,000;1,000;2,000;3,000;0,80;0,68;0,60;0,62;0,00;0,00
Chloramphenicol_Penicillin G;Chloramphenicol;Penicillin G;Chloramphenicol-Penicillin G;CHL;PEN;0;other protein synthesis inhibitor;beta-lactam;beta-lactam-other protein synthesis inhibitor;0;protein synthesis inhibitor;cell wall;cell wall-protein synthesis inhibitor;1;antibiotic;antibiotic;antibiotic-antibiotic;-0,034770396;-0,064909249;0,079923344;0,095462197;-0,117939444;0,024645540;Additivity;Additivity;Additivity;Antagonism;Synergy;Additivity;0;0;0;1;-1;0;0;S;S;S;S;R;S;R;S;S;S;R;R;SR;SS;SS;SS;RR;SR;0;-1;-1;-1;1;0;-2;1,000;1,000;1,000;1,000;4,000;4,000;0,51;0,00;0,63;0,63;0,87;0,00;5,000;5,000;1,250;1,250;10,000;10,000;0,80;0,67;0,62;0,62;0,93;0,91
Chloramphenicol_Imipenem;Chloramphenicol;Imipenem;Chloramphenicol-Imipenem;CHL;IPM;0;other protein synthesis inhibitor;beta-lactam;beta-lactam-other protein synthesis inhibitor;0;protein synthesis inhibitor;cell wall;cell wall-protein synthesis inhibitor;1;antibiotic;antibiotic;antibiotic-antibiotic;0,140464845;0,178634798;-0,043380166;0,055114879;-0,058096043;0,044634256;Antagonism;Antagonism;Additivity;Additivity;Additivity;Additivity;1;1;0;0;0;0;2;S;S;S;S;R;S;S;S;S;S;S;S;SS;SS;SS;SS;RS;SS;-1;-1;-1;-1;0;-1;-5;1,000;1,000;1,000;1,000;4,000;4,000;0,51;0,00;0,63;0,63;0,87;0,00;0,125;0,125;0,125;0,125;3,000;0,750;0,28;0,44;0,07;0,00;0,00;0,00
Chloramphenicol_Mecillinam;Chloramphenicol;Mecillinam;Chloramphenicol-Mecillinam;CHL;MEC;0;other protein synthesis inhibitor;beta-lactam;beta-lactam-other protein synthesis inhibitor;0;protein synthesis inhibitor;cell wall;cell wall-protein synthesis inhibitor;1;antibiotic;antibiotic;antibiotic-antibiotic;0,130579848;0,216958935;0,070375227;0,046092413;-0,038251089;0,047848416;Antagonism;Antagonism;Additivity;Additivity;Additivity;Additivity;1;1;0;0;0;0;2;S;S;S;S;R;S;S;S;S;S;R;R;SS;SS;SS;SS;RR;SR;-1;-1;-1;-1;1;0;-3;1,000;1,000;1,000;1,000;4,000;4,000;0,51;0,00;0,63;0,63;0,87;0,00;0,060;0,060;0,060;0,060;2,000;2,000;0,00;0,00;0,00;0,00;0,90;0,91
Chloramphenicol_Cycloserine D;Chloramphenicol;Cycloserine D;Chloramphenicol-Cycloserine D;CHL;DCS;0;other protein synthesis inhibitor;other cell wall;other cell wall-other protein synthesis inhibitor;0;protein synthesis inhibitor;cell wall;cell wall-protein synthesis inhibitor;1;antibiotic;antibiotic;antibiotic-antibiotic;0,043599187;0,154221061;0,037365482;-0,061885160;0,056802393;-0,036721299;Additivity;Additivity;Additivity;Additivity;Additivity;Additivity;0;0;0;0;0;0;0;S;S;S;S;R;S;S;S;R;S;R;R;SS;SS;SR;SS;RR;SR;-1;-1;0;-1;1;0;-2;1,000;1,000;1,000;1,000;4,000;4,000;0,51;0,00;0,63;0,63;0,87;0,00;8,000;8,000;20,000;20,000;35,000;35,000;0,58;0,67;0,89;0,00;0,86;0,84
Chloramphenicol_Fosfomycin;Chloramphenicol;Fosfomycin;Chloramphenicol-Fosfomycin;CHL;FOF;0;other protein synthesis inhibitor;other cell wall;other cell wall-other protein synthesis inhibitor;0;protein synthesis inhibitor;cell wall;cell wall-protein synthesis inhibitor;1;antibiotic;antibiotic;antibiotic-antibiotic;0,096563400;0,244966999;-0,035449892;-0,062609311;0,070008839;0,110364698;Additivity;Antagonism;Additivity;Additivity;Additivity;Additivity;0;1;0;0;0;0;1;S;S;S;S;R;S;S;S;S;R;S;S;SS;SS;SS;SR;RS;SS;-1;-1;-1;0;0;-1;-4;1,000;1,000;1,000;1,000;4,000;4,000;0,51;0,00;0,63;0,63;0,87;0,00;0,100;0,100;0,050;0,050;15,000;5,000;0,39;0,49;0,65;0,77;0,00;0,00
Chloramphenicol_Mitomycin C;Chloramphenicol;Mitomycin C;Chloramphenicol-Mitomycin C;CHL;MMC;0;other protein synthesis inhibitor;other DNA;other DNA-other protein synthesis inhibitor;0;protein synthesis inhibitor;DNA;DNA-protein synthesis inhibitor;0;antibiotic;research used drug;antibiotic-research used drug;0,075799215;0,201503916;0,069856543;0,160295338;0,080102091;0,132366214;Additivity;Antagonism;Additivity;Antagonism;Additivity;Additivity;0;1;0;1;0;0;2;S;S;S;S;R;S;S;S;S;S;S;S;SS;SS;SS;SS;RS;SS;-1;-1;-1;-1;0;-1;-5;1,000;1,000;1,000;1,000;4,000;4,000;0,51;0,00;0,63;0,63;0,87;0,00;0,500;0,500;0,250;0,250;1,500;0,200;0,34;0,00;0,33;0,54;0,40;0,00
Chloramphenicol_Rifampicin;Chloramphenicol;Rifampicin;Chloramphenicol-Rifampicin;CHL;RIF;0;other protein synthesis inhibitor;RNA polymerase;other protein synthesis inhibitor-RNA polymerase;0;protein synthesis inhibitor;DNA;DNA-protein synthesis inhibitor;1;antibiotic;antibiotic;antibiotic-antibiotic;-0,352005011;0,111296324;-0,054935946;0,036164778;0,091868710;0,058167600;Synergy;Additivity;Additivity;Additivity;Additivity;Additivity;-1;0;0;0;0;0;-1;S;S;S;S;R;S;S;S;S;S;S;R;SS;SS;SS;SS;RS;SR;-1;-1;-1;-1;0;0;-4;1,000;1,000;1,000;1,000;4,000;4,000;0,51;0,00;0,63;0,63;0,87;0,00;8,000;8,000;8,000;8,000;16,000;20,000;0,41;0,00;0,17;0,00;0,00;0,87
Chloramphenicol_Ciprofloxacin;Chloramphenicol;Ciprofloxacin;Chloramphenicol-Ciprofloxacin;CHL;CIP;0;other protein synthesis inhibitor;quinolones;other protein synthesis inhibitor-quinolones;0;protein synthesis inhibitor;DNA;DNA-protein synthesis inhibitor;1;antibiotic;antibiotic;antibiotic-antibiotic;0,095215157;0,260333177;0,231450500;0,227700867;0,142934102;0,143544158;Additivity;Additivity;Additivity;Antagonism;Additivity;Antagonism;0;0;0;1;0;1;2;S;S;S;S;R;S;S;S;S;S;S;S;SS;SS;SS;SS;RS;SS;-1;-1;-1;-1;0;-1;-5;1,000;1,000;1,000;1,000;4,000;4,000;0,51;0,00;0,63;0,63;0,87;0,00;0,010;0,010;0,015;0,015;1,250;0,080;0,00;0,00;0,00;0,00;0,00;0,00
Chloramphenicol_Novobiocin;Chloramphenicol;Novobiocin;Chloramphenicol-Novobiocin;CHL;NVB;0;other protein synthesis inhibitor;quinolones;other protein synthesis inhibitor-quinolones;0;protein synthesis inhibitor;DNA;DNA-protein synthesis inhibitor;1;antibiotic;antibiotic;antibiotic-antibiotic;0,055179322;0,075003378;0,211022786;-0,052498288;0,043681315;-0,050502787;Additivity;Additivity;Antagonism;Additivity;Additivity;Additivity;0;0;1;0;0;0;1;S;S;S;S;R;S;S;S;R;S;R;R;SS;SS;SR;SS;RR;SR;-1;-1;0;-1;1;0;-2;1,000;1,000;1,000;1,000;4,000;4,000;0,51;0,00;0,63;0,63;0,87;0,00;20,000;20,000;20,000;20,000;20,000;20,000;0,45;0,00;0,85;0,28;0,86;0,91
Chloramphenicol_Levofloxacin;Chloramphenicol;Levofloxacin;Chloramphenicol-Levofloxacin;CHL;LCX;0;other protein synthesis inhibitor;DNA gyrase;DNA gyrase-other protein synthesis inhibitor;0;protein synthesis inhibitor;DNA;DNA-protein synthesis inhibitor;1;antibiotic;antibiotic;antibiotic-antibiotic;0,033061479;0,126379017;0,134739504;0,199408006;0,084253644;0,136268655;Additivity;Additivity;Additivity;Antagonism;Additivity;Additivity;0;0;0;1;0;0;1;S;S;S;S;R;S;S;S;S;S;S;S;SS;SS;SS;SS;RS;SS;-1;-1;-1;-1;0;-1;-5;1,000;1,000;1,000;1,000;4,000;4,000;0,51;0,00;0,63;0,63;0,87;0,00;0,040;0,040;0,080;0,080;2,000;0,500;0,00;0,00;0,00;0,00;0,00;0,00
Chloramphenicol_Trimethoprim;Chloramphenicol;Trimethoprim;Chloramphenicol-Trimethoprim;CHL;TMP;0;other protein synthesis inhibitor;folic acid biosynthesis;folic acid biosynthesis-other protein synthesis inhibitor;0;protein synthesis inhibitor;DNA;DNA-protein synthesis inhibitor;1;antibiotic;antibiotic;antibiotic-antibiotic;0,118255356;0,154370017;0,130620877;0,109468283;0,028029553;0,032919735;Additivity;Antagonism;Antagonism;Antagonism;Additivity;Additivity;0;1;1;1;0;0;3;S;S;S;S;R;S;S;S;S;S;R;R;SS;SS;SS;SS;RR;SR;-1;-1;-1;-1;1;0;-3;1,000;1,000;1,000;1,000;4,000;4,000;0,51;0,00;0,63;0,63;0,87;0,00;0,500;0,500;0,500;0,500;1,000;1,000;0,49;0,46;0,53;0,46;0,83;0,85
Chloramphenicol_Nitrofurantoin;Chloramphenicol;Nitrofurantoin;Chloramphenicol-Nitrofurantoin;CHL;NIT;0;other protein synthesis inhibitor;multiple;multiple-other protein synthesis inhibitor;0;protein synthesis inhibitor;DNA;DNA-protein synthesis inhibitor;1;antibiotic;antibiotic;antibiotic-antibiotic;0,062737500;-0,256771691;0,030304997;0,034178473;0,080889951;0,119993622;Additivity;Synergy;Additivity;Additivity;Additivity;Antagonism;0;-1;0;0;0;1;0;S;S;S;S;R;S;S;S;R;R;S;R;SS;SS;SR;SR;RS;SR;-1;-1;0;0;0;0;-2;1,000;1,000;1,000;1,000;4,000;4,000;0,51;0,00;0,63;0,63;0,87;0,00;4,000;4,000;4,000;4,000;32,000;32,000;0,55;0,40;0,75;0,81;0,35;0,71
Chloramphenicol_Polymyxin B;Chloramphenicol;Polymyxin B;Chloramphenicol-Polymyxin B;CHL;PMB;0;other protein synthesis inhibitor;LPS;LPS-other protein synthesis inhibitor;0;protein synthesis inhibitor;membrane;membrane-protein synthesis inhibitor;1;antibiotic;antibiotic;antibiotic-antibiotic;-0,123552092;-0,036956378;-0,034225887;0,045784679;-0,030280819;0,044844548;Additivity;Additivity;Additivity;Additivity;Additivity;Additivity;0;0;0;0;0;0;0;S;S;S;S;R;S;S;R;R;R;R;S;SS;SR;SR;SR;RR;SS;-1;0;0;0;1;-1;-1;1,000;1,000;1,000;1,000;4,000;4,000;0,51;0,00;0,63;0,63;0,87;0,00;0,300;0,300;0,300;0,300;0,500;0,500;0,29;0,79;0,84;0,85;0,76;0,08
Chloramphenicol_Chlorhexidine;Chloramphenicol;Chlorhexidine;Chloramphenicol-Chlorhexidine;CHL;CHG;0;other protein synthesis inhibitor;LPS;LPS-other protein synthesis inhibitor;0;protein synthesis inhibitor;membrane;membrane-protein synthesis inhibitor;0;antibiotic;antiseptic;antibiotic-antiseptic;-0,058280183;0,110139128;-0,159107206;-0,089269197;0,103045491;-0,172861438;Additivity;Antagonism;Synergy;Additivity;Additivity;Synergy;0;1;-1;0;0;-1;-1;S;S;S;S;R;S;S;S;R;R;S;S;SS;SS;SR;SR;RS;SS;-1;-1;0;0;0;-1;-3;1,000;1,000;1,000;1,000;4,000;4,000;0,51;0,00;0,63;0,63;0,87;0,00;0,500;0,500;2,000;2,000;10,000;10,000;0,00;0,12;0,85;0,83;0,00;0,00
Chloramphenicol_Fusidic acid;Chloramphenicol;Fusidic acid;Chloramphenicol-Fusidic acid;CHL;FUS;1;other protein synthesis inhibitor;other protein synthesis inhibitor;other protein synthesis inhibitor-other protein synthesis inhibitor;1;protein synthesis inhibitor;protein synthesis inhibitor;protein synthesis inhibitor-protein synthesis inhibitor;1;antibiotic;antibiotic;antibiotic-antibiotic;-0,160244394;-0,327036317;-0,062030246;-0,041609093;-0,023569278;-0,045635951;Synergy;Synergy;Additivity;Additivity;Additivity;Additivity;-1;-1;0;0;0;0;-2;S;S;S;S;R;S;S;S;R;R;R;R;SS;SS;SR;SR;RR;SR;-1;-1;0;0;1;0;-1;1,000;1,000;1,000;1,000;4,000;4,000;0,51;0,00;0,63;0,63;0,87;0,00;100,000;100,000;100,000;100,000;100,000;100,000;0,56;0,43;0,86;0,73;0,83;0,84
Chloramphenicol_Puromycin;Chloramphenicol;Puromycin;Chloramphenicol-Puromycin;CHL;PUR;1;other protein synthesis inhibitor;other protein synthesis inhibitor;other protein synthesis inhibitor-other protein synthesis inhibitor;1;protein synthesis inhibitor;protein synthesis inhibitor;protein synthesis inhibitor-protein synthesis inhibitor;1;antibiotic;antibiotic;antibiotic-antibiotic;0,029376803;-0,126643252;0,053856146;0,053815374;0,050885646;0,041663298;Additivity;Additivity;Additivity;Additivity;Additivity;Additivity;0;0;0;0;0;0;0;S;S;S;S;R;S;S;S;R;R;R;R;SS;SS;SR;SR;RR;SR;-1;-1;0;0;1;0;-1;1,000;1,000;1,000;1,000;4,000;4,000;0,51;0,00;0,63;0,63;0,87;0,00;25,000;25,000;25,000;25,000;25,000;25,000;0,63;0,00;0,78;0,72;0,78;0,77
Chloramphenicol_Clindamycin;Chloramphenicol;Clindamycin;Chloramphenicol-Clindamycin;CHL;CLI;1;other protein synthesis inhibitor;other protein synthesis inhibitor;other protein synthesis inhibitor-other protein synthesis inhibitor;1;protein synthesis inhibitor;protein synthesis inhibitor;protein synthesis inhibitor-protein synthesis inhibitor;1;antibiotic;antibiotic;antibiotic-antibiotic;0,023619981;0,054433301;0,097795040;0,053002153;0,021357263;0,035996524;Additivity;Additivity;Additivity;Additivity;Additivity;Additivity;0;0;0;0;0;0;0;S;S;S;S;R;S;R;R;S;S;R;R;SR;SR;SS;SS;RR;SR;0;0;-1;-1;1;0;-1;1,000;1,000;1,000;1,000;4,000;4,000;0,51;0,00;0,63;0,63;0,87;0,00;2,000;2,000;2,000;2,000;2,000;2,000;0,78;0,76;0,60;0,64;0,87;0,90
Chloramphenicol_Doxycycline;Chloramphenicol;Doxycycline;Chloramphenicol-Doxycycline;CHL;DOX;0;other protein synthesis inhibitor;tetracycline;other protein synthesis inhibitor-tetracycline;1;protein synthesis inhibitor;protein synthesis inhibitor;protein synthesis inhibitor-protein synthesis inhibitor;1;antibiotic;antibiotic;antibiotic-antibiotic;-0,107798923;-0,001064366;0,057317069;0,064364938;0,046018781;0,045635016;Additivity;Additivity;Additivity;Additivity;Additivity;Additivity;0;0;0;0;0;0;0;S;S;S;S;R;S;S;S;S;S;R;S;SS;SS;SS;SS;RR;SS;-1;-1;-1;-1;1;-1;-4;1,000;1,000;1,000;1,000;4,000;4,000;0,51;0,00;0,63;0,63;0,87;0,00;0,500;0,500;1,000;1,000;4,000;4,000;0,42;0,00;0,55;0,40;0,85;0,50
Chloramphenicol_Minocycline;Chloramphenicol;Minocycline;Chloramphenicol-Minocycline;CHL;MIN;0;other protein synthesis inhibitor;tetracycline;other protein synthesis inhibitor-tetracycline;1;protein synthesis inhibitor;protein synthesis inhibitor;protein synthesis inhibitor-protein synthesis inhibitor;1;antibiotic;antibiotic;antibiotic-antibiotic;-0,053067215;-0,038379214;0,082602677;0,076108622;0,120488829;0,000000000;Additivity;Additivity;Additivity;Additivity;Additivity;Additivity;0;0;0;0;0;0;0;S;S;S;S;R;S;S;S;R;R;S;S;SS;SS;SR;SR;RS;SS;-1;-1;0;0;0;-1;-3;1,000;1,000;1,000;1,000;4,000;4,000;0,51;0,00;0,63;0,63;0,87;0,00;0,500;0,500;1,000;1,000;40,000;20,000;0,70;0,66;0,82;0,71;0,00;0,00
Chloramphenicol_Spectinomycin;Chloramphenicol;Spectinomycin;Chloramphenicol-Spectinomycin;CHL;SPT;0;other protein synthesis inhibitor;aminoglycoside;aminoglycoside-other protein synthesis inhibitor;1;protein synthesis inhibitor;protein synthesis inhibitor;protein synthesis inhibitor-protein synthesis inhibitor;1;antibiotic;antibiotic;antibiotic-antibiotic;0,069772178;-0,139751354;0,036498357;0,067837274;-0,036005419;0,039406311;Additivity;Additivity;Additivity;Additivity;Additivity;Additivity;0;0;0;0;0;0;0;S;S;S;S;R;S;S;S;S;S;R;S;SS;SS;SS;SS;RR;SS;-1;-1;-1;-1;1;-1;-4;1,000;1,000;1,000;1,000;4,000;4,000;0,51;0,00;0,63;0,63;0,87;0,00;6,000;6,000;16,000;16,000;32,000;32,000;0,51;0,53;0,58;0,66;0,72;0,67
Chloramphenicol_Tobramycin;Chloramphenicol;Tobramycin;Chloramphenicol-Tobramycin;CHL;TOB;0;other protein synthesis inhibitor;aminoglycoside;aminoglycoside-other protein synthesis inhibitor;1;protein synthesis inhibitor;protein synthesis inhibitor;protein synthesis inhibitor-protein synthesis inhibitor;1;antibiotic;antibiotic;antibiotic-antibiotic;0,061177109;0,083244080;0,043125496;0,043886591;0,029594140;0,409300750;Additivity;Additivity;Additivity;Additivity;Additivity;Antagonism;0;0;0;0;0;1;1;S;S;S;S;R;S;S;R;S;R;S;S;SS;SR;SS;SR;RS;SS;-1;0;-1;0;0;-1;-3;1,000;1,000;1,000;1,000;4,000;4,000;0,51;0,00;0,63;0,63;0,87;0,00;1,000;1,000;2,000;2,000;1,000;1,000;0,00;0,83;0,00;0,85;0,00;0,00
Chloramphenicol_Erythromycin;Chloramphenicol;Erythromycin;Chloramphenicol-Erythromycin;CHL;ERI;0;other protein synthesis inhibitor;macrolide;macrolide-other protein synthesis inhibitor;1;protein synthesis inhibitor;protein synthesis inhibitor;protein synthesis inhibitor-protein synthesis inhibitor;1;antibiotic;antibiotic;antibiotic-antibiotic;-0,106733913;-0,099454814;0,078482798;0,090651704;0,037523805;0,069103350;Additivity;Additivity;Additivity;Additivity;Additivity;Additivity;0;0;0;0;0;0;0;S;S;S;S;R;S;S;S;S;S;S;S;SS;SS;SS;SS;RS;SS;-1;-1;-1;-1;0;-1;-5;1,000;1,000;1,000;1,000;4,000;4,000;0,51;0,00;0,63;0,63;0,87;0,00;15,000;15,000;32,000;32,000;32,000;32,000;0,54;0,65;0,52;0,49;0,61;0,59
Chloramphenicol_Clarithromycin;Chloramphenicol;Clarithromycin;Chloramphenicol-Clarithromycin;CHL;CLR;0;other protein synthesis inhibitor;macrolide;macrolide-other protein synthesis inhibitor;1;protein synthesis inhibitor;protein synthesis inhibitor;protein synthesis inhibitor-protein synthesis inhibitor;1;antibiotic;antibiotic;antibiotic-antibiotic;-0,059942121;-0,083812037;0,093192018;0,122440529;0,026778360;0,077060894;Additivity;Additivity;Additivity;Antagonism;Additivity;Additivity;0;0;0;1;0;0;1;S;S;S;S;R;S;S;S;S;S;S;S;SS;SS;SS;SS;RS;SS;-1;-1;-1;-1;0;-1;-5;1,000;1,000;1,000;1,000;4,000;4,000;0,51;0,00;0,63;0,63;0,87;0,00;30,000;30,000;30,000;30,000;60,000;60,000;0,45;0,57;0,60;0,54;0,36;0,44
