"drug_pair","Drug1","Drug2","drugdrug","code_3letter1","code_3letter2","drug_cat","drug_category1","drug_category2","categorycategory","targ","targeted_cellular_process1","targeted_cellular_process2","processprocess","us","use1","use2","useuse","ebw","ecr","seo","stm","pae","pau","int_sign_ebw","int_sign_ecr","int_sign_seo","int_sign_stm","int_sign_pae","int_sign_pau","ebw_g","ecr_g","seo_g","stm_g","pae_g","pau_g","sum_g","SR_ebw_D1","SR_ecr_D1","SR_stm_D1","SR_seo_D1","SR_pae_D1","SR_pau_D1","SR_ebw_D2","SR_ecr_D2","SR_stm_D2","SR_seo_D2","SR_pae_D2","SR_pau_D2","SR_ebw","SR_ecr","SR_stm","SR_seo","SR_pae","SR_pau","SR_score_ebw","SR_score_ecr","SR_score_stm","SR_score_seo","SR_score_pae","SR_score_pau","SR_score_total","HDC_ebw_D1","HDC_ecr_D1","HDC_stm_D1","HDC_seo_D1","HDC_pae_D1","HDC_pau_D1","LF_ebw_D1","LF_ecr_D1","LF_stm_D1","LF_seo_D1","LF_pae_D1","LF_pau_D1","HDC_ebw_D2","HDC_ecr_D2","HDC_stm_D2","HDC_seo_D2","HDC_pae_D2","HDC_pau_D2","LF_ebw_D2","LF_ecr_D2","LF_stm_D2","LF_seo_D2","LF_pae_D2","LF_pau_D2"
"Bleomycin_Ciprofloxacin","Bleomycin","Ciprofloxacin","Bleomycin-Ciprofloxacin","BLM","CIP",0,"multiple","quinolones","multiple-quinolones",1,"DNA","DNA","DNA-DNA",0,"human-targeted drug","antibiotic","antibiotic-human-targeted drug",-0.31359848,-0.167462128,0.03340732,-0.14661082,0.121705609,0.120178092,"Additivity","Additivity","Additivity","Synergy","Antagonism","Additivity",0,0,0,-1,1,0,0,"S","S","S","R","R","R","S","S","S","S","S","S","SS","SS","SS","RS","RS","RS",-1,-1,-1,0,0,0,-3,0.3,0.3,0.3,0.3,3,3,0.34,0.28,0.47,0.77,0.91,0.88,0.01,0.01,0.015,0.015,1.25,0.08,0,0,0,0,0,0
"Bleomycin_Novobiocin","Bleomycin","Novobiocin","Bleomycin-Novobiocin","BLM","NVB",0,"multiple","quinolones","multiple-quinolones",1,"DNA","DNA","DNA-DNA",0,"human-targeted drug","antibiotic","antibiotic-human-targeted drug",-0.17835672,-0.275141067,-0.276388353,-0.05854599,-0.03023855,-0.024814637,"Additivity","Synergy","Synergy","Additivity","Additivity","Additivity",0,-1,-1,0,0,0,-2,"S","S","S","R","R","R","S","S","R","S","R","R","SS","SS","SR","RS","RR","RR",-1,-1,0,0,1,1,0,0.3,0.3,0.3,0.3,3,3,0.34,0.28,0.47,0.77,0.91,0.88,20,20,20,20,20,20,0.45,0,0.85,0.28,0.86,0.91
"Bleomycin_Levofloxacin","Bleomycin","Levofloxacin","Bleomycin-Levofloxacin","BLM","LCX",0,"multiple","DNA gyrase","DNA gyrase-multiple",1,"DNA","DNA","DNA-DNA",0,"human-targeted drug","antibiotic","antibiotic-human-targeted drug",-0.0566542,-0.083036692,0.062360575,-0.01964352,0.073966875,0.019054219,"Additivity","Synergy","Additivity","Additivity","Additivity","Additivity",0,-1,0,0,0,0,-1,"S","S","S","R","R","R","S","S","S","S","S","S","SS","SS","SS","RS","RS","RS",-1,-1,-1,0,0,0,-3,0.3,0.3,0.3,0.3,3,3,0.34,0.28,0.47,0.77,0.91,0.88,0.04,0.04,0.08,0.08,2,0.5,0,0,0,0,0,0
"Bleomycin_Trimethoprim","Bleomycin","Trimethoprim","Bleomycin-Trimethoprim","BLM","TMP",0,"multiple","folic acid biosynthesis","folic acid biosynthesis-multiple",1,"DNA","DNA","DNA-DNA",0,"human-targeted drug","antibiotic","antibiotic-human-targeted drug",0.089706138,-0.093948688,0.056864035,-0.034302567,-0.031531177,0.037029115,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","R","R","R","S","S","S","S","R","R","SS","SS","SS","RS","RR","RR",-1,-1,-1,0,1,1,-1,0.3,0.3,0.3,0.3,3,3,0.34,0.28,0.47,0.77,0.91,0.88,0.5,0.5,0.5,0.5,1,1,0.49,0.46,0.53,0.46,0.83,0.85
"Bleomycin_Sulfamonomethoxine","Bleomycin","Sulfamonomethoxine","Bleomycin-Sulfamonomethoxine","BLM","SMM",0,"multiple","folic acid biosynthesis","folic acid biosynthesis-multiple",1,"DNA","DNA","DNA-DNA",0,"human-targeted drug","antibiotic","antibiotic-human-targeted drug",-0.095805559,-0.254628484,0.031866214,0.05837326,0.025285939,-0.048183662,"Additivity","Synergy","Additivity","Additivity","Additivity","Additivity",0,-1,0,0,0,0,-1,"S","S","S","R","R","R","R","R","R","R","R","R","SR","SR","SR","RR","RR","RR",0,0,0,1,1,1,3,0.3,0.3,0.3,0.3,3,3,0.34,0.28,0.47,0.77,0.91,0.88,50,50,50,50,100,100,0.88,0.88,0.85,0.88,0.77,0.81
"Bleomycin_Nitrofurantoin","Bleomycin","Nitrofurantoin","Bleomycin-Nitrofurantoin","BLM","NIT",1,"multiple","multiple","multiple-multiple",1,"DNA","DNA","DNA-DNA",0,"human-targeted drug","antibiotic","antibiotic-human-targeted drug",-0.193553566,-0.31899795,0.047848674,0.048583714,0.05661457,0.032663398,"Synergy","Synergy","Additivity","Additivity","Additivity","Additivity",-1,-1,0,0,0,0,-2,"S","S","S","R","R","R","S","S","R","R","S","R","SS","SS","SR","RR","RS","RR",-1,-1,0,1,0,1,0,0.3,0.3,0.3,0.3,3,3,0.34,0.28,0.47,0.77,0.91,0.88,4,4,4,4,32,32,0.55,0.4,0.75,0.81,0.35,0.71
"Bleomycin_Polymyxin B","Bleomycin","Polymyxin B","Bleomycin-Polymyxin B","BLM","PMB",0,"multiple","LPS","LPS-multiple",0,"DNA","membrane","DNA-membrane",0,"human-targeted drug","antibiotic","antibiotic-human-targeted drug",0.068341008,-0.051430044,-0.087166984,-0.050892584,-0.02492343,-0.078006403,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","R","R","R","S","R","R","R","R","S","SS","SR","SR","RR","RR","RS",-1,0,0,1,1,0,1,0.3,0.3,0.3,0.3,3,3,0.34,0.28,0.47,0.77,0.91,0.88,0.3,0.3,0.3,0.3,0.5,0.5,0.29,0.79,0.84,0.85,0.76,0.08
"Bleomycin_Chlorhexidine","Bleomycin","Chlorhexidine","Bleomycin-Chlorhexidine","BLM","CHG",0,"multiple","LPS","LPS-multiple",0,"DNA","membrane","DNA-membrane",0,"human-targeted drug","antiseptic","antiseptic-human-targeted drug",0.09041451,-0.078248555,-0.051045098,-0.07731048,0.058912394,0.071497931,"Additivity","Additivity","Additivity","Additivity","Additivity","Antagonism",0,0,0,0,0,1,1,"S","S","S","R","R","R","S","S","R","R","S","S","SS","SS","SR","RR","RS","RS",-1,-1,0,1,0,0,-1,0.3,0.3,0.3,0.3,3,3,0.34,0.28,0.47,0.77,0.91,0.88,0.5,0.5,2,2,10,10,0,0.12,0.85,0.83,0,0
"Bleomycin_EGCG","Bleomycin","EGCG","Bleomycin-EGCG","BLM","EGCG",0,"multiple","fatty acid biosynthesis","fatty acid biosynthesis-multiple",0,"DNA","membrane","DNA-membrane",0,"human-targeted drug","food additive","food additive-human-targeted drug",0.086016259,0.071796241,0.037855977,0.077556482,-0.040828338,-0.033981054,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","R","R","R","R","R","R","R","S","R","SR","SR","SR","RR","RS","RR",0,0,0,1,0,1,2,0.3,0.3,0.3,0.3,3,3,0.34,0.28,0.47,0.77,0.91,0.88,20,20,20,20,23,23,0.8,0.76,0.88,0.8,0.46,0.7
"Bleomycin_Cerulenin","Bleomycin","Cerulenin","Bleomycin-Cerulenin","BLM","CER",0,"multiple","fatty acid biosynthesis","fatty acid biosynthesis-multiple",0,"DNA","membrane","DNA-membrane",0,"human-targeted drug","anti-infective","anti-infective-human-targeted drug",0.117558161,-0.087596246,0.039709706,0.057380482,-0.029654844,0.045054576,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","R","R","R","R","R","R","R","R","R","SR","SR","SR","RR","RR","RR",0,0,0,1,1,1,3,0.3,0.3,0.3,0.3,3,3,0.34,0.28,0.47,0.77,0.91,0.88,10,10,10,10,10,10,0.8,0.81,0.8,0.84,0.89,0.86
"Bleomycin_Nisin","Bleomycin","Nisin","Bleomycin-Nisin","BLM","NSN",0,"multiple","PMF","multiple-PMF",0,"DNA","PMF","DNA-PMF",0,"human-targeted drug","antibiotic","antibiotic-human-targeted drug",-0.063742168,-0.041118009,0.047623096,0.042480326,0.02657146,0.031922049,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","R","R","R","R","R","R","R","R","R","SR","SR","SR","RR","RR","RR",0,0,0,1,1,1,3,0.3,0.3,0.3,0.3,3,3,0.34,0.28,0.47,0.77,0.91,0.88,25,25,25,25,20,20,0.83,0.92,0.85,0.87,0.84,0.88
"Bleomycin_Daptomycin","Bleomycin","Daptomycin","Bleomycin-Daptomycin","BLM","DAP",0,"multiple","PMF","multiple-PMF",0,"DNA","PMF","DNA-PMF",0,"human-targeted drug","antibiotic","antibiotic-human-targeted drug",0.064183055,0.093270617,0.049206508,0.041083128,-0.047127001,0.033027195,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","R","R","R","R","R","R","R","R","R","SR","SR","SR","RR","RR","RR",0,0,0,1,1,1,3,0.3,0.3,0.3,0.3,3,3,0.34,0.28,0.47,0.77,0.91,0.88,1,1,1,1,1,1,0.84,0.89,0.88,0.9,0.88,0.9
"Bleomycin_CCCP","Bleomycin","CCCP","Bleomycin-CCCP","BLM","CCCP",0,"multiple","PMF","multiple-PMF",0,"DNA","PMF","DNA-PMF",0,"human-targeted drug","research used drug","human-targeted drug-research used drug",0.068384231,-0.044023362,0.040937136,0.048078964,0.026748535,0.017131824,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","R","R","R","S","S","S","S","R","R","SS","SS","SS","RS","RR","RR",-1,-1,-1,0,1,1,-1,0.3,0.3,0.3,0.3,3,3,0.34,0.28,0.47,0.77,0.91,0.88,5,5,5,5,5,5,0.26,0.04,0.61,0.37,0.85,0.85
"Bleomycin_Nonactin","Bleomycin","Nonactin","Bleomycin-Nonactin","BLM","NON",0,"multiple","PMF","multiple-PMF",0,"DNA","PMF","DNA-PMF",0,"human-targeted drug","antibiotic","antibiotic-human-targeted drug",0.054066923,0.030540874,0.035541823,0.065915765,-0.025523355,-0.040220635,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","R","R","R","R","R","R","R","R","R","SR","SR","SR","RR","RR","RR",0,0,0,1,1,1,3,0.3,0.3,0.3,0.3,3,3,0.34,0.28,0.47,0.77,0.91,0.88,1,1,1,1,2,2,0.88,0.89,0.93,0.91,0.81,0.83
"Bleomycin_Paraquat","Bleomycin","Paraquat","Bleomycin-Paraquat","BLM","PQ",0,"multiple","oxidative stress","multiple-oxidative stress",0,"DNA","oxidative stress","DNA-oxidative stress",0,"human-targeted drug","research used drug","human-targeted drug-research used drug",0.140278866,0.121087454,0.061033758,0.104443805,-0.041471245,-0.031358926,"Antagonism","Additivity","Additivity","Additivity","Additivity","Additivity",1,0,0,0,0,0,1,"S","S","S","R","R","R","R","R","R","R","R","R","SR","SR","SR","RR","RR","RR",0,0,0,1,1,1,3,0.3,0.3,0.3,0.3,3,3,0.34,0.28,0.47,0.77,0.91,0.88,5,5,10,10,10,10,0.76,0.75,0.82,0.83,0.87,0.86
"Bleomycin_Fusidic acid","Bleomycin","Fusidic acid","Bleomycin-Fusidic acid","BLM","FUS",0,"multiple","other protein synthesis inhibitor","multiple-other protein synthesis inhibitor",0,"DNA","protein synthesis inhibitor","DNA-protein synthesis inhibitor",0,"human-targeted drug","antibiotic","antibiotic-human-targeted drug",-0.084217953,-0.115413623,0.038975298,0.044877847,-0.030169441,-0.044037026,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","R","R","R","S","S","R","R","R","R","SS","SS","SR","RR","RR","RR",-1,-1,0,1,1,1,1,0.3,0.3,0.3,0.3,3,3,0.34,0.28,0.47,0.77,0.91,0.88,100,100,100,100,100,100,0.56,0.43,0.86,0.73,0.83,0.84
"Bleomycin_Puromycin","Bleomycin","Puromycin","Bleomycin-Puromycin","BLM","PUR",0,"multiple","other protein synthesis inhibitor","multiple-other protein synthesis inhibitor",0,"DNA","protein synthesis inhibitor","DNA-protein synthesis inhibitor",0,"human-targeted drug","antibiotic","antibiotic-human-targeted drug",-0.115538146,-0.056780983,0.070218229,0.088581281,0.022764288,-0.03600529,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","R","R","R","S","S","R","R","R","R","SS","SS","SR","RR","RR","RR",-1,-1,0,1,1,1,1,0.3,0.3,0.3,0.3,3,3,0.34,0.28,0.47,0.77,0.91,0.88,25,25,25,25,25,25,0.63,0,0.78,0.72,0.78,0.77
"Bleomycin_Chloramphenicol","Bleomycin","Chloramphenicol","Bleomycin-Chloramphenicol","BLM","CHL",0,"multiple","other protein synthesis inhibitor","multiple-other protein synthesis inhibitor",0,"DNA","protein synthesis inhibitor","DNA-protein synthesis inhibitor",0,"human-targeted drug","antibiotic","antibiotic-human-targeted drug",0.091093361,0.039841992,0.04562791,0.075760326,0.032048956,0.026696245,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","R","R","R","S","S","S","S","R","S","SS","SS","SS","RS","RR","RS",-1,-1,-1,0,1,0,-2,0.3,0.3,0.3,0.3,3,3,0.34,0.28,0.47,0.77,0.91,0.88,1,1,1,1,4,4,0.51,0,0.63,0.63,0.87,0
"Bleomycin_Linezolid","Bleomycin","Linezolid","Bleomycin-Linezolid","BLM","LZD",0,"multiple","other protein synthesis inhibitor","multiple-other protein synthesis inhibitor",0,"DNA","protein synthesis inhibitor","DNA-protein synthesis inhibitor",0,"human-targeted drug","antibiotic","antibiotic-human-targeted drug",0.091922462,0.039429247,0.055173183,0.077546705,-0.037491878,-0.068548678,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","R","R","R","R","R","R","R","R","R","SR","SR","SR","RR","RR","RR",0,0,0,1,1,1,3,0.3,0.3,0.3,0.3,3,3,0.34,0.28,0.47,0.77,0.91,0.88,2,2,2,2,2,2,0.88,0.88,0.85,0.89,0.8,0.83
"Bleomycin_Clindamycin","Bleomycin","Clindamycin","Bleomycin-Clindamycin","BLM","CLI",0,"multiple","other protein synthesis inhibitor","multiple-other protein synthesis inhibitor",0,"DNA","protein synthesis inhibitor","DNA-protein synthesis inhibitor",0,"human-targeted drug","antibiotic","antibiotic-human-targeted drug",0.175853469,0.117280713,0.05441771,0.057938783,-0.04340207,-0.054510341,"Antagonism","Additivity","Additivity","Additivity","Additivity","Additivity",1,0,0,0,0,0,1,"S","S","S","R","R","R","R","R","S","S","R","R","SR","SR","SS","RS","RR","RR",0,0,-1,0,1,1,1,0.3,0.3,0.3,0.3,3,3,0.34,0.28,0.47,0.77,0.91,0.88,2,2,2,2,2,2,0.78,0.76,0.6,0.64,0.87,0.9
"Bleomycin_Doxycycline","Bleomycin","Doxycycline","Bleomycin-Doxycycline","BLM","DOX",0,"multiple","tetracycline","multiple-tetracycline",0,"DNA","protein synthesis inhibitor","DNA-protein synthesis inhibitor",0,"human-targeted drug","antibiotic","antibiotic-human-targeted drug",0.134550749,0.136152628,0.060816458,0.067084149,0.019777204,0.078271993,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","R","R","R","S","S","S","S","R","S","SS","SS","SS","RS","RR","RS",-1,-1,-1,0,1,0,-2,0.3,0.3,0.3,0.3,3,3,0.34,0.28,0.47,0.77,0.91,0.88,0.5,0.5,1,1,4,4,0.42,0,0.55,0.4,0.85,0.5
"Bleomycin_Minocycline","Bleomycin","Minocycline","Bleomycin-Minocycline","BLM","MIN",0,"multiple","tetracycline","multiple-tetracycline",0,"DNA","protein synthesis inhibitor","DNA-protein synthesis inhibitor",0,"human-targeted drug","antibiotic","antibiotic-human-targeted drug",0.049143047,0.070552738,-0.029379805,0.062194503,0.021172199,0.068002768,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","R","R","R","S","S","R","R","S","S","SS","SS","SR","RR","RS","RS",-1,-1,0,1,0,0,-1,0.3,0.3,0.3,0.3,3,3,0.34,0.28,0.47,0.77,0.91,0.88,0.5,0.5,1,1,40,20,0.7,0.66,0.82,0.71,0,0
"Bleomycin_Tigecycline","Bleomycin","Tigecycline","Bleomycin-Tigecycline","BLM","TGC",0,"multiple","tetracycline","multiple-tetracycline",0,"DNA","protein synthesis inhibitor","DNA-protein synthesis inhibitor",0,"human-targeted drug","antibiotic","antibiotic-human-targeted drug",0.034587597,0.066809545,-0.025659232,0.039290889,0.019755786,0.029280697,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","R","R","R","R","R","R","R","R","R","SR","SR","SR","RR","RR","RR",0,0,0,1,1,1,3,0.3,0.3,0.3,0.3,3,3,0.34,0.28,0.47,0.77,0.91,0.88,0.04,0.04,0.04,0.04,10,0.1,0.84,0.89,0.88,0.88,0.72,0.87
"Bleomycin_Spectinomycin","Bleomycin","Spectinomycin","Bleomycin-Spectinomycin","BLM","SPT",0,"multiple","aminoglycoside","aminoglycoside-multiple",0,"DNA","protein synthesis inhibitor","DNA-protein synthesis inhibitor",0,"human-targeted drug","antibiotic","antibiotic-human-targeted drug",0.134610583,0.173713542,0.05497229,0.092140338,0.041841916,0.03341169,"Antagonism","Antagonism","Additivity","Additivity","Additivity","Additivity",1,1,0,0,0,0,2,"S","S","S","R","R","R","S","S","S","S","R","S","SS","SS","SS","RS","RR","RS",-1,-1,-1,0,1,0,-2,0.3,0.3,0.3,0.3,3,3,0.34,0.28,0.47,0.77,0.91,0.88,6,6,16,16,32,32,0.51,0.53,0.58,0.66,0.72,0.67
"Bleomycin_Tobramycin","Bleomycin","Tobramycin","Bleomycin-Tobramycin","BLM","TOB",0,"multiple","aminoglycoside","aminoglycoside-multiple",0,"DNA","protein synthesis inhibitor","DNA-protein synthesis inhibitor",0,"human-targeted drug","antibiotic","antibiotic-human-targeted drug",-0.108878145,0.106035992,-0.041645121,0.056933094,0.051083972,0.054983086,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","R","R","R","S","R","S","R","S","S","SS","SR","SS","RR","RS","RS",-1,0,-1,1,0,0,-1,0.3,0.3,0.3,0.3,3,3,0.34,0.28,0.47,0.77,0.91,0.88,1,1,2,2,1,1,0,0.83,0,0.85,0,0
"Bleomycin_Spiramycin","Bleomycin","Spiramycin","Bleomycin-Spiramycin","BLM","SPM",0,"multiple","macrolide","macrolide-multiple",0,"DNA","protein synthesis inhibitor","DNA-protein synthesis inhibitor",0,"human-targeted drug","antibiotic","antibiotic-human-targeted drug",0.084783657,0.076691701,0.038066036,0.034629008,-0.024670425,-0.044339869,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","R","R","R","R","R","R","R","R","R","SR","SR","SR","RR","RR","RR",0,0,0,1,1,1,3,0.3,0.3,0.3,0.3,3,3,0.34,0.28,0.47,0.77,0.91,0.88,20,20,20,20,20,20,0.73,0.79,0.8,0.84,0.86,0.88
"Bleomycin_Erythromycin","Bleomycin","Erythromycin","Bleomycin-Erythromycin","BLM","ERI",0,"multiple","macrolide","macrolide-multiple",0,"DNA","protein synthesis inhibitor","DNA-protein synthesis inhibitor",0,"human-targeted drug","antibiotic","antibiotic-human-targeted drug",0.134824066,0.073677115,0.044328413,0.04651379,0.028232238,-0.04836468,"Antagonism","Additivity","Additivity","Additivity","Additivity","Additivity",1,0,0,0,0,0,1,"S","S","S","R","R","R","S","S","S","S","S","S","SS","SS","SS","RS","RS","RS",-1,-1,-1,0,0,0,-3,0.3,0.3,0.3,0.3,3,3,0.34,0.28,0.47,0.77,0.91,0.88,15,15,32,32,32,32,0.54,0.65,0.52,0.49,0.61,0.59
"Bleomycin_Clarithromycin","Bleomycin","Clarithromycin","Bleomycin-Clarithromycin","BLM","CLR",0,"multiple","macrolide","macrolide-multiple",0,"DNA","protein synthesis inhibitor","DNA-protein synthesis inhibitor",0,"human-targeted drug","antibiotic","antibiotic-human-targeted drug",0.152980652,0.116306021,0.049417495,0.109994508,0.088147737,0.030027139,"Antagonism","Additivity","Additivity","Antagonism","Additivity","Additivity",1,0,0,1,0,0,2,"S","S","S","R","R","R","S","S","S","S","S","S","SS","SS","SS","RS","RS","RS",-1,-1,-1,0,0,0,-3,0.3,0.3,0.3,0.3,3,3,0.34,0.28,0.47,0.77,0.91,0.88,30,30,30,30,60,60,0.45,0.57,0.6,0.54,0.36,0.44
"Bleomycin_Caffeine","Bleomycin","Caffeine","Bleomycin-Caffeine","BLM","CAF",0,"multiple","food additive","food additive-multiple",0,"DNA","human","DNA-human",0,"human-targeted drug","food additive","food additive-human-targeted drug",0.047468715,-0.054789889,-0.027512667,0.029550442,0.030483725,-0.033663571,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","R","R","R","R","R","R","R","R","R","SR","SR","SR","RR","RR","RR",0,0,0,1,1,1,3,0.3,0.3,0.3,0.3,3,3,0.34,0.28,0.47,0.77,0.91,0.88,200,200,200,200,200,200,0.85,0.88,0.84,0.86,0.85,0.85
"Bleomycin_Vanillin","Bleomycin","Vanillin","Bleomycin-Vanillin","BLM","VNL",0,"multiple","food additive","food additive-multiple",0,"DNA","human","DNA-human",0,"human-targeted drug","food additive","food additive-human-targeted drug",0.139216596,0.039851418,-0.032491314,-0.085209842,-0.038873604,-0.034565785,"Antagonism","Additivity","Additivity","Additivity","Additivity","Additivity",1,0,0,0,0,0,1,"S","S","S","R","R","R","R","R","R","R","S","R","SR","SR","SR","RR","RS","RR",0,0,0,1,0,1,2,0.3,0.3,0.3,0.3,3,3,0.34,0.28,0.47,0.77,0.91,0.88,200,200,200,200,200,200,0.85,0.85,0.86,0.79,0.69,0.75
"Bleomycin_Reserpine","Bleomycin","Reserpine","Bleomycin-Reserpine","BLM","RSP",0,"multiple","human drug","human drug-multiple",0,"DNA","human","DNA-human",1,"human-targeted drug","human-targeted drug","human-targeted drug-human-targeted drug",0.041928285,-0.06516243,-0.044428546,0.044757094,-0.03390475,-0.056301734,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","R","R","R","R","R","R","R","R","R","SR","SR","SR","RR","RR","RR",0,0,0,1,1,1,3,0.3,0.3,0.3,0.3,3,3,0.34,0.28,0.47,0.77,0.91,0.88,100,100,100,100,100,100,0.86,0.9,0.88,0.87,0.74,0.84
"Bleomycin_Procaine","Bleomycin","Procaine","Bleomycin-Procaine","BLM","PRC",0,"multiple","human drug","human drug-multiple",0,"DNA","human","DNA-human",1,"human-targeted drug","human-targeted drug","human-targeted drug-human-targeted drug",-0.429031983,-0.444387527,-0.063871288,-0.054737518,-0.051608839,-0.053231737,"Synergy","Synergy","Additivity","Additivity","Additivity","Additivity",-1,-1,0,0,0,0,-2,"S","S","S","R","R","R","S","S","S","S","S","S","SS","SS","SS","RS","RS","RS",-1,-1,-1,0,0,0,-3,0.3,0.3,0.3,0.3,3,3,0.34,0.28,0.47,0.77,0.91,0.88,10910.8,10910.8,10910.8,10910.8,10910.8,10910.8,0.42,0.5,0.4,0.26,0.2,0.38
"Bleomycin_Theophylline","Bleomycin","Theophylline","Bleomycin-Theophylline","BLM","TPH",0,"multiple","human drug","human drug-multiple",0,"DNA","human","DNA-human",1,"human-targeted drug","human-targeted drug","human-targeted drug-human-targeted drug",0.039396195,0.045949842,0.038789931,0.042223095,-0.024121072,-0.029975897,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","R","R","R","R","R","R","R","R","R","SR","SR","SR","RR","RR","RR",0,0,0,1,1,1,3,0.3,0.3,0.3,0.3,3,3,0.34,0.28,0.47,0.77,0.91,0.88,10,10,10,10,20,20,0.87,0.9,0.87,0.87,0.89,0.91
"Bleomycin_Loperamide","Bleomycin","Loperamide","Bleomycin-Loperamide","BLM","LOP",0,"multiple","human drug","human drug-multiple",0,"DNA","human","DNA-human",1,"human-targeted drug","human-targeted drug","human-targeted drug-human-targeted drug",0.10209491,0.050543598,0.061323216,0.072099368,0.052478968,0.075390609,"Antagonism","Additivity","Additivity","Additivity","Additivity","Additivity",1,0,0,0,0,0,1,"S","S","S","R","R","R","S","S","R","R","R","R","SS","SS","SR","RR","RR","RR",-1,-1,0,1,1,1,1,0.3,0.3,0.3,0.3,3,3,0.34,0.28,0.47,0.77,0.91,0.88,200,200,200,200,200,200,0.59,0.66,0.82,0.85,0.71,0.79
"Bleomycin_Verapamil","Bleomycin","Verapamil","Bleomycin-Verapamil","BLM","VPM",0,"multiple","human drug","human drug-multiple",0,"DNA","human","DNA-human",1,"human-targeted drug","human-targeted drug","human-targeted drug-human-targeted drug",-0.064747497,-0.098170316,0.01336644,-0.041083916,0.03866228,0.01494886,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","R","R","R","R","R","R","R","R","R","SR","SR","SR","RR","RR","RR",0,0,0,1,1,1,3,0.3,0.3,0.3,0.3,3,3,0.34,0.28,0.47,0.77,0.91,0.88,500,500,500,500,500,500,0.87,0.8,0.85,0.86,0.78,0.83
"Bleomycin_PMS","Bleomycin","PMS","Bleomycin-PMS","BLM","PMS",0,"multiple","oxidative stress","multiple-oxidative stress",0,"DNA","oxidative stress","DNA-oxidative stress",0,"human-targeted drug","research used drug","human-targeted drug-research used drug",0.363571305,0.170204219,0.10115396,0.141141189,NA,NA,"Antagonism","Antagonism","Additivity","Antagonism","Additivity","Additivity",1,1,0,1,0,0,3,"S","S","S","R","R","R","S","S","R","S","R","R","SS","SS","SR","RS","RR","RR",-1,-1,0,0,1,1,0,0.3,0.3,0.3,0.3,3,3,0.34,0.28,0.47,0.77,0.91,0.88,10,10,15,15,NA,NA,0.46,0,0.7,0.68,NA,NA
"Bleomycin_Pyocyanin","Bleomycin","Pyocyanin","Bleomycin-Pyocyanin","BLM","PYO",0,"multiple","oxidative stress","multiple-oxidative stress",0,"DNA","oxidative stress","DNA-oxidative stress",0,"human-targeted drug","research used drug","human-targeted drug-research used drug",0.269299195,0.162800704,0.071213715,0.128523626,NA,NA,"Antagonism","Additivity","Additivity","Antagonism","Additivity","Additivity",1,0,0,1,0,0,2,"S","S","S","R","R","R","S","S","S","R","R","R","SS","SS","SS","RR","RR","RR",-1,-1,-1,1,1,1,0,0.3,0.3,0.3,0.3,3,3,0.34,0.28,0.47,0.77,0.91,0.88,10,10,10,10,NA,NA,0.25,0,0.69,0.81,NA,NA
